cdcr_code,year,month,stage1_days,stage3_days
CIW,2023,11,0,0
CIW,2023,12,0,0
CIW,2024,1,0,0
CIW,2024,2,0,0
CIW,2024,3,0,0
CIW,2024,4,0,0
CIW,2024,5,0,0
CIW,2024,6,11,4
CIW,2024,7,29,12
CIW,2024,8,23,12
CIW,2024,9,12,10
CIW,2024,10,14,8
CIW,2024,11,0,0
CIW,2024,12,0,0
CIW,2025,1,0,0
CIW,2025,2,1,0
CIW,2025,3,1,0
CIW,2025,4,0,0
CIW,2025,5,8,4
CIW,2025,6,9,4
CIW,2025,7,11,1
CIW,2025,8,25,12
CIW,2025,9,16,11
CIW,2025,10,4,2
CIW,2025,11,2,0
CIW,2025,12,0,0
CMC,2016,1,0,0
CMC,2016,2,0,0
CMC,2016,3,0,0
CMC,2016,4,1,0
CMC,2016,5,0,0
CMC,2016,6,7,0
CMC,2016,7,1,0
CMC,2016,8,0,0
CMC,2016,9,5,4
CMC,2016,10,0,0
CMC,2016,11,0,0
CMC,2016,12,0,0
CMC,2017,1,0,0
CMC,2017,2,0,0
CMC,2017,3,0,0
CMC,2017,4,0,0
CMC,2017,5,0,0
CMC,2017,6,2,0
CMC,2017,7,3,1
CMC,2017,8,1,0
CMC,2017,9,4,3
CMC,2017,10,8,3
CMC,2017,11,1,0
CMC,2017,12,0,0
CMC,2018,1,0,0
CMC,2018,2,0,0
CMC,2018,3,0,0
CMC,2018,4,0,0
CMC,2018,5,0,0
CMC,2018,6,0,0
CMC,2018,7,6,1
CMC,2018,8,4,0
CMC,2018,9,1,0
CMC,2018,10,0,0
CMC,2018,11,0,0
CMC,2018,12,0,0
CMC,2019,1,0,0
CMC,2019,2,0,0
CMC,2019,3,0,0
CMC,2019,4,0,0
CMC,2019,5,0,0
CMC,2019,6,0,0
CMC,2019,7,2,0
CMC,2019,8,0,0
CMC,2019,9,5,1
CMC,2019,10,3,1
CMC,2019,11,0,0
CMC,2019,12,0,0
CMC,2020,1,0,0
CMC,2020,2,0,0
CMC,2020,3,0,0
CMC,2020,4,0,0
CMC,2020,5,0,0
CMC,2020,6,3,0
CMC,2020,7,0,0
CMC,2020,8,6,4
CMC,2020,9,4,4
CMC,2020,10,9,6
CMC,2020,11,0,0
CMC,2020,12,0,0
CMC,2021,1,0,0
CMC,2021,2,0,0
CMC,2021,3,0,0
CMC,2021,4,0,0
CMC,2021,5,0,0
CMC,2021,6,2,1
CMC,2021,7,0,0
CMC,2021,8,0,0
CMC,2021,9,1,0
CMC,2021,10,1,0
CMC,2021,11,0,0
CMC,2021,12,0,0
CMC,2022,1,0,0
CMC,2022,2,0,0
CMC,2022,3,0,0
CMC,2022,4,2,0
CMC,2022,5,0,0
CMC,2022,6,3,0
CMC,2022,7,0,0
CMC,2022,8,0,0
CMC,2022,9,9,5
CMC,2022,10,2,0
CMC,2022,11,0,0
CMC,2022,12,0,0
CMC,2023,1,0,0
CMC,2023,2,0,0
CMC,2023,3,0,0
CMC,2023,4,0,0
CMC,2023,5,0,0
CMC,2023,6,0,0
CMC,2023,7,1,0
CMC,2023,8,3,1
CMC,2023,9,0,0
CMC,2023,10,3,1
CMC,2023,11,0,0
CMC,2023,12,0,0
CMC,2024,1,0,0
CMC,2024,2,0,0
CMC,2024,3,0,0
CMC,2024,4,0,0
CMC,2024,5,0,0
CMC,2024,6,0,0
CMC,2024,7,0,0
CMC,2024,8,0,0
CMC,2024,9,3,3
CMC,2024,10,5,2
CMC,2024,11,0,0
CMC,2024,12,0,0
CMC,2025,1,0,0
CMC,2025,2,0,0
CMC,2025,3,0,0
CMC,2025,4,0,0
CMC,2025,5,0,0
CMC,2025,6,0,0
CMC,2025,7,0,0
CMC,2025,8,1,1
CMC,2025,9,0,0
CMC,2025,10,0,0
CMC,2025,11,0,0
CMC,2025,12,0,0
CMF,2016,1,0,0
CMF,2016,2,0,0
CMF,2016,3,0,0
CMF,2016,4,0,0
CMF,2016,5,5,2
CMF,2016,6,18,10
CMF,2016,7,18,12
CMF,2016,8,18,6
CMF,2016,9,12,6
CMF,2016,10,0,0
CMF,2016,11,0,0
CMF,2016,12,0,0
CMF,2017,1,0,0
CMF,2017,2,0,0
CMF,2017,3,0,0
CMF,2017,4,0,0
CMF,2017,5,8,2
CMF,2017,6,14,8
CMF,2017,7,25,15
CMF,2017,8,20,10
CMF,2017,9,13,5
CMF,2017,10,0,0
CMF,2017,11,0,0
CMF,2017,12,0,0
CMF,2018,1,0,0
CMF,2018,2,0,0
CMF,2018,3,0,0
CMF,2018,4,0,0
CMF,2018,5,2,2
CMF,2018,6,12,8
CMF,2018,7,28,20
CMF,2018,8,16,10
CMF,2018,9,13,2
CMF,2018,10,0,0
CMF,2018,11,0,0
CMF,2018,12,0,0
CMF,2019,1,0,0
CMF,2019,2,0,0
CMF,2019,3,0,0
CMF,2019,4,2,0
CMF,2019,5,0,0
CMF,2019,6,13,8
CMF,2019,7,20,9
CMF,2019,8,21,18
CMF,2019,9,11,7
CMF,2019,10,1,0
CMF,2019,11,0,0
CMF,2019,12,0,0
CMF,2020,1,0,0
CMF,2020,2,0,0
CMF,2020,3,0,0
CMF,2020,4,2,0
CMF,2020,5,7,5
CMF,2020,6,18,12
CMF,2020,7,26,14
CMF,2020,8,26,14
CMF,2020,9,16,9
CMF,2020,10,14,3
CMF,2020,11,0,0
CMF,2020,12,0,0
CMF,2021,1,0,0
CMF,2021,2,0,0
CMF,2021,3,0,0
CMF,2021,4,1,0
CMF,2021,5,8,2
CMF,2021,6,17,10
CMF,2021,7,26,16
CMF,2021,8,20,17
CMF,2021,9,16,12
CMF,2021,10,4,0
CMF,2021,11,0,0
CMF,2021,12,0,0
CMF,2022,1,0,0
CMF,2022,2,0,0
CMF,2022,3,0,0
CMF,2022,4,0,0
CMF,2022,5,6,3
CMF,2022,6,17,11
CMF,2022,7,21,14
CMF,2022,8,22,14
CMF,2022,9,15,9
CMF,2022,10,7,2
CMF,2022,11,0,0
CMF,2022,12,0,0
CMF,2023,1,0,0
CMF,2023,2,0,0
CMF,2023,3,0,0
CMF,2023,4,1,0
CMF,2023,5,4,1
CMF,2023,6,3,2
CMF,2023,7,24,16
CMF,2023,8,20,13
CMF,2023,9,7,0
CMF,2023,10,6,1
CMF,2023,11,0,0
CMF,2023,12,0,0
CMF,2024,1,0,0
CMF,2024,2,0,0
CMF,2024,3,0,0
CMF,2024,4,0,0
CMF,2024,5,4,0
CMF,2024,6,15,8
CMF,2024,7,25,20
CMF,2024,8,20,9
CMF,2024,9,13,7
CMF,2024,10,8,8
CMF,2024,11,0,0
CMF,2024,12,0,0
CMF,2025,1,0,0
CMF,2025,2,0,0
CMF,2025,3,0,0
CMF,2025,4,0,0
CMF,2025,5,5,2
CMF,2025,6,7,2
CMF,2025,7,11,4
CMF,2025,8,22,12
CMF,2025,9,8,4
CMF,2025,10,1,0
CMF,2025,11,0,0
CMF,2025,12,0,0
COR,2016,1,0,0
COR,2016,2,0,0
COR,2016,3,0,0
COR,2016,4,3,0
COR,2016,5,12,5
COR,2016,6,23,20
COR,2016,7,30,28
COR,2016,8,31,27
COR,2016,9,22,16
COR,2016,10,1,0
COR,2016,11,0,0
COR,2016,12,0,0
COR,2017,1,0,0
COR,2017,2,0,0
COR,2017,3,0,0
COR,2017,4,0,0
COR,2017,5,12,7
COR,2017,6,24,21
COR,2017,7,31,31
COR,2017,8,30,27
COR,2017,9,18,10
COR,2017,10,0,0
COR,2017,11,0,0
COR,2017,12,0,0
COR,2018,1,0,0
COR,2018,2,0,0
COR,2018,3,0,0
COR,2018,4,4,0
COR,2018,5,5,1
COR,2018,6,22,18
COR,2018,7,31,30
COR,2018,8,27,21
COR,2018,9,21,15
COR,2018,10,0,0
COR,2018,11,0,0
COR,2018,12,0,0
COR,2019,1,0,0
COR,2019,2,0,0
COR,2019,3,0,0
COR,2019,4,3,0
COR,2019,5,4,0
COR,2019,6,27,19
COR,2019,7,31,25
COR,2019,8,30,21
COR,2019,9,15,12
COR,2019,10,0,0
COR,2019,11,0,0
COR,2019,12,0,0
COR,2020,1,0,0
COR,2020,2,0,0
COR,2020,3,0,0
COR,2020,4,2,0
COR,2020,5,9,6
COR,2020,6,19,13
COR,2020,7,31,29
COR,2020,8,30,27
COR,2020,9,20,8
COR,2020,10,7,2
COR,2020,11,0,0
COR,2020,12,0,0
COR,2021,1,0,0
COR,2021,2,0,0
COR,2021,3,0,0
COR,2021,4,2,0
COR,2021,5,13,4
COR,2021,6,25,20
COR,2021,7,31,31
COR,2021,8,29,23
COR,2021,9,21,13
COR,2021,10,2,0
COR,2021,11,0,0
COR,2021,12,0,0
COR,2022,1,0,0
COR,2022,2,0,0
COR,2022,3,0,0
COR,2022,4,2,0
COR,2022,5,9,3
COR,2022,6,22,14
COR,2022,7,28,25
COR,2022,8,31,28
COR,2022,9,19,14
COR,2022,10,12,3
COR,2022,11,0,0
COR,2022,12,0,0
COR,2023,1,0,0
COR,2023,2,0,0
COR,2023,3,0,0
COR,2023,4,3,0
COR,2023,5,10,6
COR,2023,6,11,4
COR,2023,7,30,26
COR,2023,8,27,21
COR,2023,9,12,4
COR,2023,10,5,2
COR,2023,11,0,0
COR,2023,12,0,0
COR,2024,1,0,0
COR,2024,2,0,0
COR,2024,3,0,0
COR,2024,4,0,0
COR,2024,5,11,1
COR,2024,6,27,18
COR,2024,7,31,30
COR,2024,8,28,21
COR,2024,9,20,11
COR,2024,10,9,7
COR,2024,11,0,0
COR,2024,12,0,0
COR,2025,1,0,0
COR,2025,2,0,0
COR,2025,3,0,0
COR,2025,4,0,0
COR,2025,5,9,4
COR,2025,6,26,17
COR,2025,7,28,21
COR,2025,8,31,27
COR,2025,9,16,8
COR,2025,10,1,0
COR,2025,11,0,0
COR,2025,12,0,0
CRC,2016,1,0,0
CRC,2016,2,0,0
CRC,2016,3,0,0
CRC,2016,4,6,1
CRC,2016,5,2,0
CRC,2016,6,16,11
CRC,2016,7,23,13
CRC,2016,8,24,9
CRC,2016,9,14,7
CRC,2016,10,9,3
CRC,2016,11,3,0
CRC,2016,12,0,0
CRC,2017,1,0,0
CRC,2017,2,0,0
CRC,2017,3,1,0
CRC,2017,4,2,1
CRC,2017,5,9,2
CRC,2017,6,17,10
CRC,2017,7,29,11
CRC,2017,8,20,14
CRC,2017,9,14,7
CRC,2017,10,12,8
CRC,2017,11,3,0
CRC,2017,12,0,0
CRC,2018,1,0,0
CRC,2018,2,0,0
CRC,2018,3,0,0
CRC,2018,4,2,1
CRC,2018,5,3,1
CRC,2018,6,12,1
CRC,2018,7,28,23
CRC,2018,8,26,10
CRC,2018,9,14,6
CRC,2018,10,3,0
CRC,2018,11,0,0
CRC,2018,12,0,0
CRC,2019,1,0,0
CRC,2019,2,0,0
CRC,2019,3,0,0
CRC,2019,4,0,0
CRC,2019,5,0,0
CRC,2019,6,6,3
CRC,2019,7,20,9
CRC,2019,8,25,15
CRC,2019,9,15,11
CRC,2019,10,10,2
CRC,2019,11,4,0
CRC,2019,12,0,0
CRC,2020,1,0,0
CRC,2020,2,0,0
CRC,2020,3,0,0
CRC,2020,4,5,1
CRC,2020,5,8,4
CRC,2020,6,8,4
CRC,2020,7,22,7
CRC,2020,8,24,15
CRC,2020,9,21,10
CRC,2020,10,13,10
CRC,2020,11,3,0
CRC,2020,12,0,0
CRC,2021,1,0,0
CRC,2021,2,0,0
CRC,2021,3,0,0
CRC,2021,4,2,0
CRC,2021,5,2,0
CRC,2021,6,10,3
CRC,2021,7,24,4
CRC,2021,8,20,12
CRC,2021,9,14,8
CRC,2021,10,7,3
CRC,2021,11,3,0
CRC,2021,12,0,0
CRC,2022,1,0,0
CRC,2022,2,0,0
CRC,2022,3,0,0
CRC,2022,4,3,2
CRC,2022,5,2,1
CRC,2022,6,16,8
CRC,2022,7,18,2
CRC,2022,8,25,13
CRC,2022,9,18,14
CRC,2022,10,3,0
CRC,2022,11,0,0
CRC,2022,12,0,0
CRC,2023,1,0,0
CRC,2023,2,0,0
CRC,2023,3,0,0
CRC,2023,4,0,0
CRC,2023,5,0,0
CRC,2023,6,1,0
CRC,2023,7,24,12
CRC,2023,8,20,9
CRC,2023,9,5,3
CRC,2023,10,10,4
CRC,2023,11,0,0
CRC,2023,12,0,0
CRC,2024,1,0,0
CRC,2024,2,0,0
CRC,2024,3,0,0
CRC,2024,4,0,0
CRC,2024,5,0,0
CRC,2024,6,10,4
CRC,2024,7,29,12
CRC,2024,8,23,11
CRC,2024,9,12,10
CRC,2024,10,12,6
CRC,2024,11,0,0
CRC,2024,12,0,0
CRC,2025,1,0,0
CRC,2025,2,1,0
CRC,2025,3,1,0
CRC,2025,4,0,0
CRC,2025,5,7,3
CRC,2025,6,8,1
CRC,2025,7,6,1
CRC,2025,8,24,12
CRC,2025,9,13,7
CRC,2025,10,4,1
CRC,2025,11,2,0
CRC,2025,12,0,0
CTF,2016,1,0,0
CTF,2016,2,0,0
CTF,2016,3,0,0
CTF,2016,4,1,0
CTF,2016,5,0,0
CTF,2016,6,1,0
CTF,2016,7,0,0
CTF,2016,8,0,0
CTF,2016,9,5,1
CTF,2016,10,1,0
CTF,2016,11,0,0
CTF,2016,12,0,0
CTF,2017,1,0,0
CTF,2017,2,0,0
CTF,2017,3,0,0
CTF,2017,4,0,0
CTF,2017,5,3,0
CTF,2017,6,4,0
CTF,2017,7,3,0
CTF,2017,8,2,0
CTF,2017,9,6,2
CTF,2017,10,7,2
CTF,2017,11,0,0
CTF,2017,12,0,0
CTF,2018,1,0,0
CTF,2018,2,0,0
CTF,2018,3,0,0
CTF,2018,4,0,0
CTF,2018,5,0,0
CTF,2018,6,2,0
CTF,2018,7,2,0
CTF,2018,8,2,1
CTF,2018,9,1,0
CTF,2018,10,0,0
CTF,2018,11,0,0
CTF,2018,12,0,0
CTF,2019,1,0,0
CTF,2019,2,0,0
CTF,2019,3,0,0
CTF,2019,4,0,0
CTF,2019,5,0,0
CTF,2019,6,3,3
CTF,2019,7,1,0
CTF,2019,8,2,1
CTF,2019,9,6,3
CTF,2019,10,4,0
CTF,2019,11,0,0
CTF,2019,12,0,0
CTF,2020,1,0,0
CTF,2020,2,0,0
CTF,2020,3,0,0
CTF,2020,4,0,0
CTF,2020,5,3,0
CTF,2020,6,1,0
CTF,2020,7,0,0
CTF,2020,8,3,3
CTF,2020,9,6,3
CTF,2020,10,11,4
CTF,2020,11,0,0
CTF,2020,12,0,0
CTF,2021,1,0,0
CTF,2021,2,0,0
CTF,2021,3,0,0
CTF,2021,4,0,0
CTF,2021,5,0,0
CTF,2021,6,2,0
CTF,2021,7,0,0
CTF,2021,8,1,0
CTF,2021,9,2,0
CTF,2021,10,4,3
CTF,2021,11,0,0
CTF,2021,12,0,0
CTF,2022,1,0,0
CTF,2022,2,0,0
CTF,2022,3,0,0
CTF,2022,4,2,1
CTF,2022,5,1,0
CTF,2022,6,3,2
CTF,2022,7,0,0
CTF,2022,8,0,0
CTF,2022,9,8,5
CTF,2022,10,3,1
CTF,2022,11,0,0
CTF,2022,12,0,0
CTF,2023,1,0,0
CTF,2023,2,0,0
CTF,2023,3,0,0
CTF,2023,4,0,0
CTF,2023,5,0,0
CTF,2023,6,0,0
CTF,2023,7,0,0
CTF,2023,8,2,0
CTF,2023,9,0,0
CTF,2023,10,6,3
CTF,2023,11,0,0
CTF,2023,12,0,0
CTF,2024,1,0,0
CTF,2024,2,0,0
CTF,2024,3,0,0
CTF,2024,4,0,0
CTF,2024,5,0,0
CTF,2024,6,0,0
CTF,2024,7,0,0
CTF,2024,8,0,0
CTF,2024,9,5,0
CTF,2024,10,6,4
CTF,2024,11,0,0
CTF,2024,12,0,0
CTF,2025,1,0,0
CTF,2025,2,0,0
CTF,2025,3,0,0
CTF,2025,4,0,0
CTF,2025,5,0,0
CTF,2025,6,0,0
CTF,2025,7,0,0
CTF,2025,8,1,0
CTF,2025,9,1,0
CTF,2025,10,0,0
CTF,2025,11,1,0
CTF,2025,12,0,0
CVSP,2016,1,0,0
CVSP,2016,2,0,0
CVSP,2016,3,6,0
CVSP,2016,4,10,5
CVSP,2016,5,18,9
CVSP,2016,6,30,30
CVSP,2016,7,31,31
CVSP,2016,8,31,31
CVSP,2016,9,27,19
CVSP,2016,10,20,7
CVSP,2016,11,1,0
CVSP,2016,12,0,0
CVSP,2017,1,0,0
CVSP,2017,2,0,0
CVSP,2017,3,11,1
CVSP,2017,4,14,2
CVSP,2017,5,19,17
CVSP,2017,6,29,28
CVSP,2017,7,31,31
CVSP,2017,8,31,31
CVSP,2017,9,25,20
CVSP,2017,10,25,8
CVSP,2017,11,0,0
CVSP,2017,12,0,0
CVSP,2018,1,0,0
CVSP,2018,2,0,0
CVSP,2018,3,3,0
CVSP,2018,4,18,9
CVSP,2018,5,25,19
CVSP,2018,6,30,30
CVSP,2018,7,31,31
CVSP,2018,8,31,31
CVSP,2018,9,30,30
CVSP,2018,10,5,0
CVSP,2018,11,0,0
CVSP,2018,12,0,0
CVSP,2019,1,0,0
CVSP,2019,2,0,0
CVSP,2019,3,0,0
CVSP,2019,4,12,9
CVSP,2019,5,13,7
CVSP,2019,6,30,28
CVSP,2019,7,31,31
CVSP,2019,8,31,31
CVSP,2019,9,26,21
CVSP,2019,10,12,6
CVSP,2019,11,0,0
CVSP,2019,12,0,0
CVSP,2020,1,0,0
CVSP,2020,2,0,0
CVSP,2020,3,0,0
CVSP,2020,4,9,9
CVSP,2020,5,28,23
CVSP,2020,6,30,28
CVSP,2020,7,31,31
CVSP,2020,8,31,31
CVSP,2020,9,30,28
CVSP,2020,10,23,19
CVSP,2020,11,5,0
CVSP,2020,12,0,0
CVSP,2021,1,0,0
CVSP,2021,2,0,0
CVSP,2021,3,1,0
CVSP,2021,4,15,5
CVSP,2021,5,27,22
CVSP,2021,6,30,30
CVSP,2021,7,31,31
CVSP,2021,8,31,31
CVSP,2021,9,29,24
CVSP,2021,10,8,3
CVSP,2021,11,1,0
CVSP,2021,12,0,0
CVSP,2022,1,0,0
CVSP,2022,2,0,0
CVSP,2022,3,4,2
CVSP,2022,4,18,6
CVSP,2022,5,27,22
CVSP,2022,6,30,30
CVSP,2022,7,31,31
CVSP,2022,8,31,30
CVSP,2022,9,30,28
CVSP,2022,10,17,13
CVSP,2022,11,0,0
CVSP,2022,12,0,0
CVSP,2023,1,0,0
CVSP,2023,2,0,0
CVSP,2023,3,0,0
CVSP,2023,4,16,8
CVSP,2023,5,25,19
CVSP,2023,6,30,25
CVSP,2023,7,31,31
CVSP,2023,8,30,29
CVSP,2023,9,30,27
CVSP,2023,10,17,15
CVSP,2023,11,2,0
CVSP,2023,12,0,0
CVSP,2024,1,0,0
CVSP,2024,2,0,0
CVSP,2024,3,0,0
CVSP,2024,4,15,6
CVSP,2024,5,28,19
CVSP,2024,6,30,30
CVSP,2024,7,31,31
CVSP,2024,8,31,31
CVSP,2024,9,29,24
CVSP,2024,10,22,19
CVSP,2024,11,0,0
CVSP,2024,12,0,0
CVSP,2025,1,0,0
CVSP,2025,2,4,0
CVSP,2025,3,5,3
CVSP,2025,4,15,5
CVSP,2025,5,25,20
CVSP,2025,6,30,29
CVSP,2025,7,31,31
CVSP,2025,8,31,31
CVSP,2025,9,27,22
CVSP,2025,10,18,5
CVSP,2025,11,4,0
CVSP,2025,12,0,0
FOL,2016,1,0,0
FOL,2016,2,0,0
FOL,2016,3,0,0
FOL,2016,4,0,0
FOL,2016,5,6,1
FOL,2016,6,19,13
FOL,2016,7,23,14
FOL,2016,8,20,9
FOL,2016,9,13,4
FOL,2016,10,0,0
FOL,2016,11,0,0
FOL,2016,12,0,0
FOL,2017,1,0,0
FOL,2017,2,0,0
FOL,2017,3,0,0
FOL,2017,4,0,0
FOL,2017,5,5,2
FOL,2017,6,16,9
FOL,2017,7,31,26
FOL,2017,8,27,16
FOL,2017,9,12,6
FOL,2017,10,0,0
FOL,2017,11,0,0
FOL,2017,12,0,0
FOL,2018,1,0,0
FOL,2018,2,0,0
FOL,2018,3,0,0
FOL,2018,4,0,0
FOL,2018,5,2,1
FOL,2018,6,15,8
FOL,2018,7,29,25
FOL,2018,8,18,12
FOL,2018,9,15,2
FOL,2018,10,0,0
FOL,2018,11,0,0
FOL,2018,12,0,0
FOL,2019,1,0,0
FOL,2019,2,0,0
FOL,2019,3,0,0
FOL,2019,4,0,0
FOL,2019,5,0,0
FOL,2019,6,14,7
FOL,2019,7,24,12
FOL,2019,8,23,17
FOL,2019,9,11,7
FOL,2019,10,0,0
FOL,2019,11,0,0
FOL,2019,12,0,0
FOL,2020,1,0,0
FOL,2020,2,0,0
FOL,2020,3,0,0
FOL,2020,4,1,0
FOL,2020,5,7,4
FOL,2020,6,16,10
FOL,2020,7,28,17
FOL,2020,8,29,16
FOL,2020,9,10,5
FOL,2020,10,8,0
FOL,2020,11,0,0
FOL,2020,12,0,0
FOL,2021,1,0,0
FOL,2021,2,0,0
FOL,2021,3,0,0
FOL,2021,4,0,0
FOL,2021,5,3,1
FOL,2021,6,15,8
FOL,2021,7,26,15
FOL,2021,8,18,10
FOL,2021,9,13,5
FOL,2021,10,0,0
FOL,2021,11,0,0
FOL,2021,12,0,0
FOL,2022,1,0,0
FOL,2022,2,0,0
FOL,2022,3,0,0
FOL,2022,4,0,0
FOL,2022,5,4,3
FOL,2022,6,17,11
FOL,2022,7,23,19
FOL,2022,8,28,16
FOL,2022,9,14,9
FOL,2022,10,6,0
FOL,2022,11,0,0
FOL,2022,12,0,0
FOL,2023,1,0,0
FOL,2023,2,0,0
FOL,2023,3,0,0
FOL,2023,4,0,0
FOL,2023,5,4,0
FOL,2023,6,4,2
FOL,2023,7,26,21
FOL,2023,8,24,13
FOL,2023,9,6,0
FOL,2023,10,4,0
FOL,2023,11,0,0
FOL,2023,12,0,0
FOL,2024,1,0,0
FOL,2024,2,0,0
FOL,2024,3,0,0
FOL,2024,4,0,0
FOL,2024,5,3,0
FOL,2024,6,17,12
FOL,2024,7,28,25
FOL,2024,8,20,15
FOL,2024,9,13,8
FOL,2024,10,8,8
FOL,2024,11,0,0
FOL,2024,12,0,0
FOL,2025,1,0,0
FOL,2025,2,0,0
FOL,2025,3,0,0
FOL,2025,4,0,0
FOL,2025,5,4,2
FOL,2025,6,14,6
FOL,2025,7,19,10
FOL,2025,8,25,16
FOL,2025,9,9,5
FOL,2025,10,0,0
FOL,2025,11,0,0
FOL,2025,12,0,0
FWF,2016,1,0,0
FWF,2016,2,0,0
FWF,2016,3,0,0
FWF,2016,4,0,0
FWF,2016,5,5,1
FWF,2016,6,17,13
FWF,2016,7,22,13
FWF,2016,8,20,9
FWF,2016,9,13,4
FWF,2016,10,0,0
FWF,2016,11,0,0
FWF,2016,12,0,0
FWF,2017,1,0,0
FWF,2017,2,0,0
FWF,2017,3,0,0
FWF,2017,4,0,0
FWF,2017,5,4,2
FWF,2017,6,16,9
FWF,2017,7,31,23
FWF,2017,8,27,15
FWF,2017,9,11,6
FWF,2017,10,0,0
FWF,2017,11,0,0
FWF,2017,12,0,0
FWF,2018,1,0,0
FWF,2018,2,0,0
FWF,2018,3,0,0
FWF,2018,4,0,0
FWF,2018,5,2,1
FWF,2018,6,15,8
FWF,2018,7,29,25
FWF,2018,8,18,12
FWF,2018,9,16,2
FWF,2018,10,0,0
FWF,2018,11,0,0
FWF,2018,12,0,0
FWF,2019,1,0,0
FWF,2019,2,0,0
FWF,2019,3,0,0
FWF,2019,4,0,0
FWF,2019,5,0,0
FWF,2019,6,13,6
FWF,2019,7,24,11
FWF,2019,8,23,17
FWF,2019,9,11,7
FWF,2019,10,0,0
FWF,2019,11,0,0
FWF,2019,12,0,0
FWF,2020,1,0,0
FWF,2020,2,0,0
FWF,2020,3,0,0
FWF,2020,4,0,0
FWF,2020,5,6,4
FWF,2020,6,16,9
FWF,2020,7,26,17
FWF,2020,8,29,16
FWF,2020,9,11,5
FWF,2020,10,8,0
FWF,2020,11,0,0
FWF,2020,12,0,0
FWF,2021,1,0,0
FWF,2021,2,0,0
FWF,2021,3,0,0
FWF,2021,4,0,0
FWF,2021,5,3,1
FWF,2021,6,15,8
FWF,2021,7,26,15
FWF,2021,8,18,10
FWF,2021,9,13,5
FWF,2021,10,0,0
FWF,2021,11,0,0
FWF,2021,12,0,0
FWF,2022,1,0,0
FWF,2022,2,0,0
FWF,2022,3,0,0
FWF,2022,4,0,0
FWF,2022,5,4,1
FWF,2022,6,16,11
FWF,2022,7,23,19
FWF,2022,8,28,16
FWF,2022,9,14,9
FWF,2022,10,5,0
FWF,2022,11,0,0
FWF,2022,12,0,0
FWF,2023,1,0,0
FWF,2023,2,0,0
FWF,2023,3,0,0
FWF,2023,4,0,0
FWF,2023,5,4,0
FWF,2023,6,4,2
FWF,2023,7,25,22
FWF,2023,8,25,13
FWF,2023,9,6,0
FWF,2023,10,4,0
FWF,2023,11,0,0
FWF,2023,12,0,0
FWF,2024,1,0,0
FWF,2024,2,0,0
FWF,2024,3,0,0
FWF,2024,4,0,0
FWF,2024,5,3,0
FWF,2024,6,17,11
FWF,2024,7,27,23
FWF,2024,8,19,12
FWF,2024,9,13,8
FWF,2024,10,8,8
FWF,2024,11,0,0
FWF,2024,12,0,0
FWF,2025,1,0,0
FWF,2025,2,0,0
FWF,2025,3,0,0
FWF,2025,4,0,0
FWF,2025,5,4,2
FWF,2025,6,13,3
FWF,2025,7,18,8
FWF,2025,8,24,15
FWF,2025,9,8,4
FWF,2025,10,0,0
FWF,2025,11,0,0
FWF,2025,12,0,0
HDSP,2016,1,0,0
HDSP,2016,2,0,0
HDSP,2016,3,0,0
HDSP,2016,4,0,0
HDSP,2016,5,0,0
HDSP,2016,6,11,2
HDSP,2016,7,14,7
HDSP,2016,8,20,9
HDSP,2016,9,1,0
HDSP,2016,10,0,0
HDSP,2016,11,0,0
HDSP,2016,12,0,0
HDSP,2017,1,0,0
HDSP,2017,2,0,0
HDSP,2017,3,0,0
HDSP,2017,4,0,0
HDSP,2017,5,0,0
HDSP,2017,6,11,5
HDSP,2017,7,27,9
HDSP,2017,8,17,7
HDSP,2017,9,6,4
HDSP,2017,10,0,0
HDSP,2017,11,0,0
HDSP,2017,12,0,0
HDSP,2018,1,0,0
HDSP,2018,2,0,0
HDSP,2018,3,0,0
HDSP,2018,4,0,0
HDSP,2018,5,0,0
HDSP,2018,6,4,0
HDSP,2018,7,27,15
HDSP,2018,8,17,6
HDSP,2018,9,4,0
HDSP,2018,10,0,0
HDSP,2018,11,0,0
HDSP,2018,12,0,0
HDSP,2019,1,0,0
HDSP,2019,2,0,0
HDSP,2019,3,0,0
HDSP,2019,4,0,0
HDSP,2019,5,0,0
HDSP,2019,6,2,0
HDSP,2019,7,14,1
HDSP,2019,8,22,4
HDSP,2019,9,4,0
HDSP,2019,10,0,0
HDSP,2019,11,0,0
HDSP,2019,12,0,0
HDSP,2020,1,0,0
HDSP,2020,2,0,0
HDSP,2020,3,0,0
HDSP,2020,4,0,0
HDSP,2020,5,3,0
HDSP,2020,6,10,3
HDSP,2020,7,20,9
HDSP,2020,8,20,4
HDSP,2020,9,6,4
HDSP,2020,10,0,0
HDSP,2020,11,0,0
HDSP,2020,12,0,0
HDSP,2021,1,0,0
HDSP,2021,2,0,0
HDSP,2021,3,0,0
HDSP,2021,4,0,0
HDSP,2021,5,1,0
HDSP,2021,6,16,10
HDSP,2021,7,29,19
HDSP,2021,8,15,9
HDSP,2021,9,5,3
HDSP,2021,10,0,0
HDSP,2021,11,0,0
HDSP,2021,12,0,0
HDSP,2022,1,0,0
HDSP,2022,2,0,0
HDSP,2022,3,0,0
HDSP,2022,4,0,0
HDSP,2022,5,0,0
HDSP,2022,6,4,0
HDSP,2022,7,22,15
HDSP,2022,8,26,8
HDSP,2022,9,8,8
HDSP,2022,10,0,0
