cdcr_code,year,month,stage1_days,stage3_days
SAC,2018,5,2,1
SAC,2018,6,15,8
SAC,2018,7,29,25
SAC,2018,8,18,12
SAC,2018,9,16,2
SAC,2018,10,0,0
SAC,2018,11,0,0
SAC,2018,12,0,0
SAC,2019,1,0,0
SAC,2019,2,0,0
SAC,2019,3,0,0
SAC,2019,4,0,0
SAC,2019,5,0,0
SAC,2019,6,13,6
SAC,2019,7,24,11
SAC,2019,8,23,17
SAC,2019,9,11,7
SAC,2019,10,0,0
SAC,2019,11,0,0
SAC,2019,12,0,0
SAC,2020,1,0,0
SAC,2020,2,0,0
SAC,2020,3,0,0
SAC,2020,4,0,0
SAC,2020,5,6,4
SAC,2020,6,16,9
SAC,2020,7,26,17
SAC,2020,8,29,16
SAC,2020,9,11,5
SAC,2020,10,8,0
SAC,2020,11,0,0
SAC,2020,12,0,0
SAC,2021,1,0,0
SAC,2021,2,0,0
SAC,2021,3,0,0
SAC,2021,4,0,0
SAC,2021,5,3,1
SAC,2021,6,15,8
SAC,2021,7,26,15
SAC,2021,8,18,10
SAC,2021,9,13,5
SAC,2021,10,0,0
SAC,2021,11,0,0
SAC,2021,12,0,0
SAC,2022,1,0,0
SAC,2022,2,0,0
SAC,2022,3,0,0
SAC,2022,4,0,0
SAC,2022,5,4,1
SAC,2022,6,16,11
SAC,2022,7,23,19
SAC,2022,8,28,16
SAC,2022,9,14,9
SAC,2022,10,5,0
SAC,2022,11,0,0
SAC,2022,12,0,0
SAC,2023,1,0,0
SAC,2023,2,0,0
SAC,2023,3,0,0
SAC,2023,4,0,0
SAC,2023,5,4,0
SAC,2023,6,4,2
SAC,2023,7,25,22
SAC,2023,8,25,13
SAC,2023,9,6,0
SAC,2023,10,4,0
SAC,2023,11,0,0
SAC,2023,12,0,0
SAC,2024,1,0,0
SAC,2024,2,0,0
SAC,2024,3,0,0
SAC,2024,4,0,0
SAC,2024,5,3,0
SAC,2024,6,17,11
SAC,2024,7,27,23
SAC,2024,8,19,12
SAC,2024,9,13,8
SAC,2024,10,8,8
SAC,2024,11,0,0
SAC,2024,12,0,0
SAC,2025,1,0,0
SAC,2025,2,0,0
SAC,2025,3,0,0
SAC,2025,4,0,0
SAC,2025,5,4,2
SAC,2025,6,13,3
SAC,2025,7,18,8
SAC,2025,8,24,15
SAC,2025,9,8,4
SAC,2025,10,0,0
SAC,2025,11,0,0
SAC,2025,12,0,0
SATF,2016,1,0,0
SATF,2016,2,0,0
SATF,2016,3,0,0
SATF,2016,4,3,0
SATF,2016,5,12,5
SATF,2016,6,23,20
SATF,2016,7,30,28
SATF,2016,8,31,27
SATF,2016,9,22,16
SATF,2016,10,1,0
SATF,2016,11,0,0
SATF,2016,12,0,0
SATF,2017,1,0,0
SATF,2017,2,0,0
SATF,2017,3,0,0
SATF,2017,4,0,0
SATF,2017,5,12,7
SATF,2017,6,24,21
SATF,2017,7,31,31
SATF,2017,8,30,27
SATF,2017,9,18,10
SATF,2017,10,0,0
SATF,2017,11,0,0
SATF,2017,12,0,0
SATF,2018,1,0,0
SATF,2018,2,0,0
SATF,2018,3,0,0
SATF,2018,4,4,0
SATF,2018,5,5,1
SATF,2018,6,22,18
SATF,2018,7,31,30
SATF,2018,8,27,21
SATF,2018,9,21,15
SATF,2018,10,0,0
SATF,2018,11,0,0
SATF,2018,12,0,0
SATF,2019,1,0,0
SATF,2019,2,0,0
SATF,2019,3,0,0
SATF,2019,4,3,0
SATF,2019,5,4,0
SATF,2019,6,27,19
SATF,2019,7,31,25
SATF,2019,8,30,21
SATF,2019,9,15,12
SATF,2019,10,0,0
SATF,2019,11,0,0
SATF,2019,12,0,0
SATF,2020,1,0,0
SATF,2020,2,0,0
SATF,2020,3,0,0
SATF,2020,4,2,0
SATF,2020,5,9,6
SATF,2020,6,19,13
SATF,2020,7,31,29
SATF,2020,8,30,27
SATF,2020,9,20,8
SATF,2020,10,7,2
SATF,2020,11,0,0
SATF,2020,12,0,0
SATF,2021,1,0,0
SATF,2021,2,0,0
SATF,2021,3,0,0
SATF,2021,4,2,0
SATF,2021,5,13,4
SATF,2021,6,25,20
SATF,2021,7,31,31
SATF,2021,8,29,23
SATF,2021,9,21,13
SATF,2021,10,2,0
SATF,2021,11,0,0
SATF,2021,12,0,0
SATF,2022,1,0,0
SATF,2022,2,0,0
SATF,2022,3,0,0
SATF,2022,4,2,0
SATF,2022,5,9,3
SATF,2022,6,22,14
SATF,2022,7,28,25
SATF,2022,8,31,28
SATF,2022,9,19,14
SATF,2022,10,12,3
SATF,2022,11,0,0
SATF,2022,12,0,0
SATF,2023,1,0,0
SATF,2023,2,0,0
SATF,2023,3,0,0
SATF,2023,4,3,0
SATF,2023,5,10,6
SATF,2023,6,11,4
SATF,2023,7,30,26
SATF,2023,8,27,21
SATF,2023,9,12,4
SATF,2023,10,5,2
SATF,2023,11,0,0
SATF,2023,12,0,0
SATF,2024,1,0,0
SATF,2024,2,0,0
SATF,2024,3,0,0
SATF,2024,4,0,0
SATF,2024,5,11,1
SATF,2024,6,27,18
SATF,2024,7,31,30
SATF,2024,8,28,21
SATF,2024,9,20,11
SATF,2024,10,9,7
SATF,2024,11,0,0
SATF,2024,12,0,0
SATF,2025,1,0,0
SATF,2025,2,0,0
SATF,2025,3,0,0
SATF,2025,4,0,0
SATF,2025,5,9,4
SATF,2025,6,26,17
SATF,2025,7,28,21
SATF,2025,8,31,27
SATF,2025,9,16,8
SATF,2025,10,1,0
SATF,2025,11,0,0
SATF,2025,12,0,0
SCC,2016,1,0,0
SCC,2016,2,0,0
SCC,2016,3,0,0
SCC,2016,4,0,0
SCC,2016,5,4,1
SCC,2016,6,20,16
SCC,2016,7,23,17
SCC,2016,8,27,12
SCC,2016,9,13,3
SCC,2016,10,1,0
SCC,2016,11,0,0
SCC,2016,12,0,0
SCC,2017,1,0,0
SCC,2017,2,0,0
SCC,2017,3,0,0
SCC,2017,4,0,0
SCC,2017,5,6,2
SCC,2017,6,19,11
SCC,2017,7,31,26
SCC,2017,8,27,17
SCC,2017,9,11,5
SCC,2017,10,0,0
SCC,2017,11,0,0
SCC,2017,12,0,0
SCC,2018,1,0,0
SCC,2018,2,0,0
SCC,2018,3,0,0
SCC,2018,4,0,0
SCC,2018,5,2,0
SCC,2018,6,16,6
SCC,2018,7,29,26
SCC,2018,8,20,13
SCC,2018,9,16,3
SCC,2018,10,0,0
SCC,2018,11,0,0
SCC,2018,12,0,0
SCC,2019,1,0,0
SCC,2019,2,0,0
SCC,2019,3,0,0
SCC,2019,4,0,0
SCC,2019,5,0,0
SCC,2019,6,14,6
SCC,2019,7,25,11
SCC,2019,8,26,16
SCC,2019,9,12,7
SCC,2019,10,0,0
SCC,2019,11,0,0
SCC,2019,12,0,0
SCC,2020,1,0,0
SCC,2020,2,0,0
SCC,2020,3,0,0
SCC,2020,4,0,0
SCC,2020,5,7,3
SCC,2020,6,16,11
SCC,2020,7,29,15
SCC,2020,8,28,17
SCC,2020,9,15,7
SCC,2020,10,8,0
SCC,2020,11,0,0
SCC,2020,12,0,0
SCC,2021,1,0,0
SCC,2021,2,0,0
SCC,2021,3,0,0
SCC,2021,4,0,0
SCC,2021,5,6,1
SCC,2021,6,20,15
SCC,2021,7,31,26
SCC,2021,8,24,18
SCC,2021,9,18,10
SCC,2021,10,0,0
SCC,2021,11,0,0
SCC,2021,12,0,0
SCC,2022,1,0,0
SCC,2022,2,0,0
SCC,2022,3,0,0
SCC,2022,4,1,0
SCC,2022,5,4,1
SCC,2022,6,16,10
SCC,2022,7,24,18
SCC,2022,8,29,18
SCC,2022,9,17,10
SCC,2022,10,7,0
SCC,2022,11,0,0
SCC,2022,12,0,0
SCC,2023,1,0,0
SCC,2023,2,0,0
SCC,2023,3,0,0
SCC,2023,4,0,0
SCC,2023,5,6,0
SCC,2023,6,4,1
SCC,2023,7,26,21
SCC,2023,8,23,8
SCC,2023,9,6,0
SCC,2023,10,4,0
SCC,2023,11,0,0
SCC,2023,12,0,0
SCC,2024,1,0,0
SCC,2024,2,0,0
SCC,2024,3,0,0
SCC,2024,4,0,0
SCC,2024,5,0,0
SCC,2024,6,16,10
SCC,2024,7,27,24
SCC,2024,8,19,14
SCC,2024,9,14,8
SCC,2024,10,8,7
SCC,2024,11,0,0
SCC,2024,12,0,0
SCC,2025,1,0,0
SCC,2025,2,0,0
SCC,2025,3,0,0
SCC,2025,4,0,0
SCC,2025,5,4,2
SCC,2025,6,14,4
SCC,2025,7,17,6
SCC,2025,8,26,13
SCC,2025,9,9,5
SCC,2025,10,0,0
SCC,2025,11,0,0
SCC,2025,12,0,0
SOL,2016,1,0,0
SOL,2016,2,0,0
SOL,2016,3,0,0
SOL,2016,4,0,0
SOL,2016,5,5,2
SOL,2016,6,18,10
SOL,2016,7,18,12
SOL,2016,8,18,6
SOL,2016,9,12,6
SOL,2016,10,0,0
SOL,2016,11,0,0
SOL,2016,12,0,0
SOL,2017,1,0,0
SOL,2017,2,0,0
SOL,2017,3,0,0
SOL,2017,4,0,0
SOL,2017,5,8,2
SOL,2017,6,14,8
SOL,2017,7,25,15
SOL,2017,8,20,10
SOL,2017,9,13,5
SOL,2017,10,0,0
SOL,2017,11,0,0
SOL,2017,12,0,0
SOL,2018,1,0,0
SOL,2018,2,0,0
SOL,2018,3,0,0
SOL,2018,4,0,0
SOL,2018,5,2,2
SOL,2018,6,12,8
SOL,2018,7,28,20
SOL,2018,8,16,10
SOL,2018,9,13,2
SOL,2018,10,0,0
SOL,2018,11,0,0
SOL,2018,12,0,0
SOL,2019,1,0,0
SOL,2019,2,0,0
SOL,2019,3,0,0
SOL,2019,4,2,0
SOL,2019,5,0,0
SOL,2019,6,13,8
SOL,2019,7,20,9
SOL,2019,8,21,18
SOL,2019,9,11,7
SOL,2019,10,1,0
SOL,2019,11,0,0
SOL,2019,12,0,0
SOL,2020,1,0,0
SOL,2020,2,0,0
SOL,2020,3,0,0
SOL,2020,4,2,0
SOL,2020,5,7,5
SOL,2020,6,18,12
SOL,2020,7,26,14
SOL,2020,8,26,14
SOL,2020,9,16,9
SOL,2020,10,14,3
SOL,2020,11,0,0
SOL,2020,12,0,0
SOL,2021,1,0,0
SOL,2021,2,0,0
SOL,2021,3,0,0
SOL,2021,4,1,0
SOL,2021,5,8,2
SOL,2021,6,17,10
SOL,2021,7,26,16
SOL,2021,8,20,17
SOL,2021,9,16,12
SOL,2021,10,4,0
SOL,2021,11,0,0
SOL,2021,12,0,0
SOL,2022,1,0,0
SOL,2022,2,0,0
SOL,2022,3,0,0
SOL,2022,4,0,0
SOL,2022,5,6,3
SOL,2022,6,17,11
SOL,2022,7,21,14
SOL,2022,8,22,14
SOL,2022,9,15,9
SOL,2022,10,7,2
SOL,2022,11,0,0
SOL,2022,12,0,0
SOL,2023,1,0,0
SOL,2023,2,0,0
SOL,2023,3,0,0
SOL,2023,4,1,0
SOL,2023,5,4,1
SOL,2023,6,3,2
SOL,2023,7,24,16
SOL,2023,8,20,13
SOL,2023,9,7,0
SOL,2023,10,6,1
SOL,2023,11,0,0
SOL,2023,12,0,0
SOL,2024,1,0,0
SOL,2024,2,0,0
SOL,2024,3,0,0
SOL,2024,4,0,0
SOL,2024,5,4,0
SOL,2024,6,15,8
SOL,2024,7,25,20
SOL,2024,8,20,9
SOL,2024,9,13,7
SOL,2024,10,8,8
SOL,2024,11,0,0
SOL,2024,12,0,0
SOL,2025,1,0,0
SOL,2025,2,0,0
SOL,2025,3,0,0
SOL,2025,4,0,0
SOL,2025,5,5,2
SOL,2025,6,7,2
SOL,2025,7,11,4
SOL,2025,8,22,12
SOL,2025,9,8,4
SOL,2025,10,1,0
SOL,2025,11,0,0
SOL,2025,12,0,0
SQ,2016,1,0,0
SQ,2016,2,0,0
SQ,2016,3,0,0
SQ,2016,4,0,0
SQ,2016,5,0,0
SQ,2016,6,0,0
SQ,2016,7,0,0
SQ,2016,8,0,0
SQ,2016,9,2,0
SQ,2016,10,0,0
SQ,2016,11,0,0
SQ,2016,12,0,0
SQ,2017,1,0,0
SQ,2017,2,0,0
SQ,2017,3,0,0
SQ,2017,4,0,0
SQ,2017,5,0,0
SQ,2017,6,0,0
SQ,2017,7,0,0
SQ,2017,8,0,0
SQ,2017,9,3,2
SQ,2017,10,0,0
SQ,2017,11,0,0
SQ,2017,12,0,0
SQ,2018,1,0,0
SQ,2018,2,0,0
SQ,2018,3,0,0
SQ,2018,4,0,0
SQ,2018,5,0,0
SQ,2018,6,0,0
SQ,2018,7,0,0
SQ,2018,8,0,0
SQ,2018,9,0,0
SQ,2018,10,0,0
SQ,2018,11,0,0
SQ,2018,12,0,0
SQ,2019,1,0,0
SQ,2019,2,0,0
SQ,2019,3,0,0
SQ,2019,4,0,0
SQ,2019,5,0,0
SQ,2019,6,3,2
SQ,2019,7,0,0
SQ,2019,8,1,0
SQ,2019,9,4,3
SQ,2019,10,1,0
SQ,2019,11,0,0
SQ,2019,12,0,0
SQ,2020,1,0,0
SQ,2020,2,0,0
SQ,2020,3,0,0
SQ,2020,4,0,0
SQ,2020,5,0,0
SQ,2020,6,1,0
SQ,2020,7,0,0
SQ,2020,8,4,1
SQ,2020,9,5,3
SQ,2020,10,3,2
SQ,2020,11,0,0
SQ,2020,12,0,0
SQ,2021,1,0,0
SQ,2021,2,0,0
SQ,2021,3,0,0
SQ,2021,4,0,0
SQ,2021,5,0,0
SQ,2021,6,0,0
SQ,2021,7,0,0
SQ,2021,8,0,0
SQ,2021,9,1,0
SQ,2021,10,3,0
SQ,2021,11,0,0
SQ,2021,12,0,0
SQ,2022,1,0,0
SQ,2022,2,0,0
SQ,2022,3,0,0
SQ,2022,4,0,0
SQ,2022,5,0,0
SQ,2022,6,3,1
SQ,2022,7,0,0
SQ,2022,8,0,0
SQ,2022,9,2,2
SQ,2022,10,0,0
SQ,2022,11,0,0
SQ,2022,12,0,0
SQ,2023,1,0,0
SQ,2023,2,0,0
SQ,2023,3,0,0
SQ,2023,4,0,0
SQ,2023,5,0,0
SQ,2023,6,0,0
SQ,2023,7,0,0
SQ,2023,8,2,0
SQ,2023,9,0,0
SQ,2023,10,5,2
SQ,2023,11,0,0
SQ,2023,12,0,0
SQ,2024,1,0,0
SQ,2024,2,0,0
SQ,2024,3,0,0
SQ,2024,4,0,0
SQ,2024,5,0,0
SQ,2024,6,0,0
SQ,2024,7,0,0
SQ,2024,8,0,0
SQ,2024,9,0,0
SQ,2024,10,5,3
SQ,2024,11,0,0
SQ,2024,12,0,0
SQ,2025,1,0,0
SQ,2025,2,0,0
SQ,2025,3,0,0
SQ,2025,4,0,0
SQ,2025,5,0,0
SQ,2025,6,0,0
SQ,2025,7,0,0
SQ,2025,8,0,0
SQ,2025,9,1,0
SQ,2025,10,0,0
SQ,2025,11,0,0
SQ,2025,12,0,0
SVSP,2016,1,0,0
SVSP,2016,2,0,0
SVSP,2016,3,0,0
SVSP,2016,4,1,0
SVSP,2016,5,0,0
SVSP,2016,6,1,0
SVSP,2016,7,0,0
SVSP,2016,8,0,0
SVSP,2016,9,5,1
SVSP,2016,10,1,0
SVSP,2016,11,0,0
SVSP,2016,12,0,0
SVSP,2017,1,0,0
SVSP,2017,2,0,0
SVSP,2017,3,0,0
SVSP,2017,4,0,0
SVSP,2017,5,3,0
SVSP,2017,6,4,0
SVSP,2017,7,3,0
SVSP,2017,8,2,0
SVSP,2017,9,6,2
SVSP,2017,10,7,2
SVSP,2017,11,0,0
SVSP,2017,12,0,0
SVSP,2018,1,0,0
SVSP,2018,2,0,0
SVSP,2018,3,0,0
SVSP,2018,4,0,0
SVSP,2018,5,0,0
SVSP,2018,6,2,0
SVSP,2018,7,2,0
SVSP,2018,8,2,1
SVSP,2018,9,1,0
SVSP,2018,10,0,0
SVSP,2018,11,0,0
SVSP,2018,12,0,0
SVSP,2019,1,0,0
SVSP,2019,2,0,0
SVSP,2019,3,0,0
SVSP,2019,4,0,0
SVSP,2019,5,0,0
SVSP,2019,6,3,3
SVSP,2019,7,1,0
SVSP,2019,8,2,1
SVSP,2019,9,6,3
SVSP,2019,10,4,0
SVSP,2019,11,0,0
SVSP,2019,12,0,0
SVSP,2020,1,0,0
SVSP,2020,2,0,0
SVSP,2020,3,0,0
SVSP,2020,4,0,0
SVSP,2020,5,3,0
SVSP,2020,6,1,0
SVSP,2020,7,0,0
SVSP,2020,8,3,3
SVSP,2020,9,6,3
SVSP,2020,10,11,4
SVSP,2020,11,0,0
SVSP,2020,12,0,0
SVSP,2021,1,0,0
SVSP,2021,2,0,0
SVSP,2021,3,0,0
SVSP,2021,4,0,0
SVSP,2021,5,0,0
SVSP,2021,6,2,0
SVSP,2021,7,0,0
SVSP,2021,8,1,0
SVSP,2021,9,2,0
SVSP,2021,10,4,3
SVSP,2021,11,0,0
SVSP,2021,12,0,0
SVSP,2022,1,0,0
SVSP,2022,2,0,0
SVSP,2022,3,0,0
SVSP,2022,4,2,1
SVSP,2022,5,1,0
SVSP,2022,6,3,2
SVSP,2022,7,0,0
SVSP,2022,8,0,0
SVSP,2022,9,8,5
SVSP,2022,10,3,1
SVSP,2022,11,0,0
SVSP,2022,12,0,0
SVSP,2023,1,0,0
SVSP,2023,2,0,0
SVSP,2023,3,0,0
SVSP,2023,4,0,0
SVSP,2023,5,0,0
SVSP,2023,6,0,0
SVSP,2023,7,0,0
SVSP,2023,8,2,0
SVSP,2023,9,0,0
SVSP,2023,10,6,3
SVSP,2023,11,0,0
SVSP,2023,12,0,0
SVSP,2024,1,0,0
SVSP,2024,2,0,0
SVSP,2024,3,0,0
SVSP,2024,4,0,0
SVSP,2024,5,0,0
SVSP,2024,6,0,0
SVSP,2024,7,0,0
SVSP,2024,8,0,0
SVSP,2024,9,5,0
SVSP,2024,10,6,4
SVSP,2024,11,0,0
SVSP,2024,12,0,0
SVSP,2025,1,0,0
SVSP,2025,2,0,0
SVSP,2025,3,0,0
SVSP,2025,4,0,0
SVSP,2025,5,0,0
SVSP,2025,6,0,0
SVSP,2025,7,0,0
SVSP,2025,8,1,0
SVSP,2025,9,1,0
SVSP,2025,10,0,0
SVSP,2025,11,1,0
SVSP,2025,12,0,0
VSP,2016,1,0,0
VSP,2016,2,0,0
VSP,2016,3,0,0
VSP,2016,4,0,0
VSP,2016,5,7,2
VSP,2016,6,22,17
VSP,2016,7,29,21
VSP,2016,8,29,20
VSP,2016,9,17,7
VSP,2016,10,1,0
VSP,2016,11,0,0
VSP,2016,12,0,0
VSP,2017,1,0,0
VSP,2017,2,0,0
VSP,2017,3,0,0
VSP,2017,4,0,0
VSP,2017,5,6,4
VSP,2017,6,23,15
VSP,2017,7,31,30
VSP,2017,8,28,24
VSP,2017,9,14,7
VSP,2017,10,0,0
VSP,2017,11,0,0
VSP,2017,12,0,0
VSP,2018,1,0,0
VSP,2018,2,0,0
VSP,2018,3,0,0
VSP,2018,4,0,0
VSP,2018,5,2,1
VSP,2018,6,19,13
VSP,2018,7,31,28
VSP,2018,8,26,19
VSP,2018,9,20,15
VSP,2018,10,0,0
VSP,2018,11,0,0
VSP,2018,12,0,0
VSP,2019,1,0,0
VSP,2019,2,0,0
VSP,2019,3,0,0
VSP,2019,4,5,1
VSP,2019,5,0,0
VSP,2019,6,23,13
VSP,2019,7,28,19
VSP,2019,8,29,21
VSP,2019,9,14,9
VSP,2019,10,1,0
VSP,2019,11,0,0
VSP,2019,12,0,0
VSP,2020,1,0,0
VSP,2020,2,0,0
VSP,2020,3,0,0
VSP,2020,4,1,0
VSP,2020,5,7,5
VSP,2020,6,17,14
VSP,2020,7,31,25
VSP,2020,8,30,22
VSP,2020,9,17,5
VSP,2020,10,6,2
VSP,2020,11,0,0
VSP,2020,12,0,0
VSP,2021,1,0,0
VSP,2021,2,0,0
VSP,2021,3,0,0
VSP,2021,4,1,0
VSP,2021,5,8,2
VSP,2021,6,21,14
VSP,2021,7,31,28
VSP,2021,8,26,22
VSP,2021,9,19,12
VSP,2021,10,2,0
VSP,2021,11,0,0
VSP,2021,12,0,0
VSP,2022,1,0,0
VSP,2022,2,0,0
VSP,2022,3,0,0
VSP,2022,4,2,0
VSP,2022,5,7,2
VSP,2022,6,21,12
VSP,2022,7,25,22
VSP,2022,8,30,23
VSP,2022,9,18,12
VSP,2022,10,8,0
VSP,2022,11,0,0
VSP,2022,12,0,0
VSP,2023,1,0,0
VSP,2023,2,0,0
VSP,2023,3,0,0
VSP,2023,4,3,0
VSP,2023,5,7,0
VSP,2023,6,5,1
VSP,2023,7,27,25
VSP,2023,8,28,19
VSP,2023,9,11,1
VSP,2023,10,5,2
VSP,2023,11,0,0
VSP,2023,12,0,0
VSP,2024,1,0,0
VSP,2024,2,0,0
VSP,2024,3,0,0
VSP,2024,4,0,0
VSP,2024,5,4,0
VSP,2024,6,19,12
VSP,2024,7,30,25
VSP,2024,8,26,17
VSP,2024,9,19,9
VSP,2024,10,9,8
VSP,2024,11,0,0
VSP,2024,12,0,0
VSP,2025,1,0,0
VSP,2025,2,0,0
VSP,2025,3,0,0
VSP,2025,4,0,0
VSP,2025,5,5,4
VSP,2025,6,24,9
VSP,2025,7,22,11
VSP,2025,8,27,21
VSP,2025,9,13,7
VSP,2025,10,1,0
VSP,2025,11,0,0
VSP,2025,12,0,0
WSP,2016,1,0,0
WSP,2016,2,0,0
WSP,2016,3,0,0
WSP,2016,4,4,2
WSP,2016,5,14,7
WSP,2016,6,26,21
WSP,2016,7,31,30
WSP,2016,8,31,30
WSP,2016,9,22,13
WSP,2016,10,2,0
WSP,2016,11,0,0
WSP,2016,12,0,0
WSP,2017,1,0,0
WSP,2017,2,0,0
WSP,2017,3,0,0
WSP,2017,4,0,0
WSP,2017,5,11,5
WSP,2017,6,23,20
WSP,2017,7,31,31
WSP,2017,8,30,28
WSP,2017,9,15,9
WSP,2017,10,4,0
WSP,2017,11,0,0
WSP,2017,12,0,0
WSP,2018,1,0,0
WSP,2018,2,0,0
WSP,2018,3,0,0
WSP,2018,4,5,0
WSP,2018,5,4,1
WSP,2018,6,24,19
WSP,2018,7,31,29
WSP,2018,8,30,25
WSP,2018,9,21,16
WSP,2018,10,0,0
WSP,2018,11,0,0
WSP,2018,12,0,0
WSP,2019,1,0,0
WSP,2019,2,0,0
WSP,2019,3,0,0
WSP,2019,4,4,2
WSP,2019,5,0,0
WSP,2019,6,26,16
WSP,2019,7,31,23
WSP,2019,8,31,24
WSP,2019,9,15,12
WSP,2019,10,1,0
WSP,2019,11,0,0
WSP,2019,12,0,0
WSP,2020,1,0,0
WSP,2020,2,0,0
WSP,2020,3,0,0
WSP,2020,4,2,0
WSP,2020,5,9,7
WSP,2020,6,20,15
WSP,2020,7,31,29
WSP,2020,8,30,28
WSP,2020,9,20,10
WSP,2020,10,9,3
WSP,2020,11,0,0
WSP,2020,12,0,0
WSP,2021,1,0,0
WSP,2021,2,0,0
WSP,2021,3,0,0
WSP,2021,4,2,0
WSP,2021,5,11,4
WSP,2021,6,24,21
WSP,2021,7,31,30
WSP,2021,8,29,25
WSP,2021,9,21,15
WSP,2021,10,4,0
WSP,2021,11,0,0
WSP,2021,12,0,0
WSP,2022,1,0,0
WSP,2022,2,0,0
WSP,2022,3,0,0
WSP,2022,4,2,0
WSP,2022,5,9,3
WSP,2022,6,23,14
WSP,2022,7,29,26
WSP,2022,8,31,30
WSP,2022,9,19,14
WSP,2022,10,9,1
WSP,2022,11,0,0
WSP,2022,12,0,0
WSP,2023,1,0,0
WSP,2023,2,0,0
WSP,2023,3,0,0
WSP,2023,4,4,0
WSP,2023,5,10,5
WSP,2023,6,11,4
WSP,2023,7,31,29
WSP,2023,8,28,25
WSP,2023,9,17,10
WSP,2023,10,7,2
WSP,2023,11,0,0
WSP,2023,12,0,0
WSP,2024,1,0,0
WSP,2024,2,0,0
WSP,2024,3,0,0
WSP,2024,4,1,0
WSP,2024,5,12,0
WSP,2024,6,27,20
WSP,2024,7,31,28
WSP,2024,8,28,20
WSP,2024,9,21,14
WSP,2024,10,11,9
WSP,2024,11,0,0
WSP,2024,12,0,0
WSP,2025,1,0,0
WSP,2025,2,0,0
WSP,2025,3,0,0
WSP,2025,4,3,0
WSP,2025,5,11,3
WSP,2025,6,28,17
WSP,2025,7,31,22
WSP,2025,8,31,27
WSP,2025,9,18,9
WSP,2025,10,2,0
WSP,2025,11,0,0
WSP,2025,12,0,0
