facility,year,month,violent_incidents,source_file
ASP,2021,1,3,d2201
ASP,2021,2,4,d2201
ASP,2021,3,1,d2201
ASP,2021,4,1,d2201
ASP,2021,5,6,d2201
ASP,2021,6,13,d2201
ASP,2021,7,14,d2201
ASP,2021,8,7,d2201
ASP,2021,9,10,d2201
ASP,2021,10,11,d2201
ASP,2021,11,15,d2201
ASP,2021,12,13,d2212
ASP,2022,1,5,d2212
ASP,2022,2,10,d2212
ASP,2022,3,18,d2212
ASP,2022,4,23,d2212
ASP,2022,5,24,d2212
ASP,2022,6,25,d2212
ASP,2022,7,8,d2212
ASP,2022,8,30,d2212
ASP,2022,9,22,d2212
ASP,2022,10,8,d2212
ASP,2022,11,10,d2212
ASP,2022,12,17,d2312
ASP,2023,1,13,d2312
ASP,2023,2,12,d2312
ASP,2023,3,27,d2312
ASP,2023,4,27,d2312
ASP,2023,5,25,d2312
ASP,2023,6,31,d2312
ASP,2023,7,19,d2312
ASP,2023,8,38,d2312
ASP,2023,9,11,d2312
ASP,2023,10,24,d2312
ASP,2023,11,15,d2312
ASP,2023,12,34,d2312
ASP,2024,1,35,d2501
ASP,2024,2,34,d2501
ASP,2024,3,33,d2501
ASP,2024,4,19,d2501
ASP,2024,5,22,d2501
ASP,2024,6,20,d2501
ASP,2024,7,22,d2501
ASP,2024,8,7,d2501
ASP,2024,9,9,d2501
ASP,2024,10,6,d2501
ASP,2024,11,14,d2501
ASP,2024,12,11,d2512
ASP,2025,1,15,d2512
ASP,2025,2,12,d2512
ASP,2025,3,10,d2512
ASP,2025,4,17,d2512
ASP,2025,5,12,d2512
ASP,2025,6,18,d2512
ASP,2025,7,14,d2512
ASP,2025,8,24,d2512
ASP,2025,9,13,d2512
ASP,2025,10,11,d2512
ASP,2025,11,12,d2512
ASP,2025,12,7,d2512
CAC,2021,1,7,d2201
CAC,2021,2,2,d2201
CAC,2021,3,6,d2201
CAC,2021,4,11,d2201
CAC,2021,5,3,d2201
CAC,2021,6,2,d2201
CAC,2021,7,11,d2201
CAC,2021,8,3,d2201
CAC,2021,9,3,d2201
CAC,2021,10,11,d2201
CAC,2021,11,7,d2201
CAC,2021,12,1,d2212
CAC,2022,1,0,d2212
CAC,2022,2,8,d2212
CAC,2022,3,6,d2212
CAC,2022,4,3,d2212
CAC,2022,5,0,d2212
CAC,2022,6,1,d2212
CAC,2022,7,7,d2212
CAC,2022,8,7,d2212
CAC,2022,9,9,d2212
CAC,2022,10,14,d2212
CAC,2022,11,3,d2212
CAC,2022,12,7,d2312
CAC,2023,1,7,d2312
CAC,2023,2,7,d2312
CAC,2023,3,8,d2312
CAC,2023,4,9,d2312
CAC,2023,5,3,d2312
CAC,2023,6,1,d2312
CAC,2023,7,0,d2312
CAC,2023,8,1,d2312
CAL,2021,1,10,d2201
CAL,2021,2,12,d2201
CAL,2021,3,13,d2201
CAL,2021,4,10,d2201
CAL,2021,5,16,d2201
CAL,2021,6,5,d2201
CAL,2021,7,14,d2201
CAL,2021,8,8,d2201
CAL,2021,9,17,d2201
CAL,2021,10,13,d2201
CAL,2021,11,14,d2201
CAL,2021,12,7,d2212
CAL,2022,1,8,d2212
CAL,2022,2,9,d2212
CAL,2022,3,17,d2212
CAL,2022,4,10,d2212
CAL,2022,5,7,d2212
CAL,2022,6,5,d2212
CAL,2022,7,10,d2212
CAL,2022,8,13,d2212
CAL,2022,9,6,d2212
CAL,2022,10,7,d2212
CAL,2022,11,6,d2212
CAL,2022,12,17,d2312
CAL,2023,1,4,d2312
CAL,2023,2,16,d2312
CAL,2023,3,22,d2312
CAL,2023,4,20,d2312
CAL,2023,5,20,d2312
CAL,2023,6,23,d2312
CAL,2023,7,11,d2312
CAL,2023,8,18,d2312
CAL,2023,9,5,d2312
CAL,2023,10,24,d2312
CAL,2023,11,18,d2312
CAL,2023,12,13,d2312
CAL,2024,1,13,d2501
CAL,2024,2,14,d2501
CAL,2024,3,19,d2501
CAL,2024,4,13,d2501
CAL,2024,5,39,d2501
CAL,2024,6,42,d2501
CAL,2024,7,19,d2501
CAL,2024,8,25,d2501
CAL,2024,9,29,d2501
CAL,2024,10,18,d2501
CAL,2024,11,27,d2501
CAL,2024,12,23,d2512
CAL,2025,1,20,d2512
CAL,2025,2,32,d2512
CAL,2025,3,22,d2512
CAL,2025,4,28,d2512
CAL,2025,5,17,d2512
CAL,2025,6,7,d2512
CAL,2025,7,28,d2512
CAL,2025,8,20,d2512
CAL,2025,9,29,d2512
CAL,2025,10,33,d2512
CAL,2025,11,16,d2512
CAL,2025,12,26,d2512
CCC,2021,1,9,d2201
CCC,2021,2,14,d2201
CCC,2021,3,8,d2201
CCC,2021,4,4,d2201
CCC,2021,5,18,d2201
CCC,2021,6,9,d2201
CCC,2021,7,4,d2201
CCC,2021,8,7,d2201
CCC,2021,9,5,d2201
CCC,2021,10,5,d2201
CCC,2021,11,4,d2201
CCC,2021,12,4,d2212
CCC,2022,1,8,d2212
CCC,2022,2,14,d2212
CCC,2022,3,12,d2212
CCC,2022,4,10,d2212
CCC,2022,5,13,d2212
CCC,2022,6,7,d2212
CCC,2022,7,5,d2212
CCC,2022,8,5,d2212
CCC,2022,9,13,d2212
CCC,2022,10,1,d2212
CCC,2023,2,0,d2312
CCI,2021,1,17,d2201
CCI,2021,2,17,d2201
CCI,2021,3,29,d2201
CCI,2021,4,21,d2201
CCI,2021,5,31,d2201
CCI,2021,6,23,d2201
CCI,2021,7,25,d2201
CCI,2021,8,29,d2201
CCI,2021,9,24,d2201
CCI,2021,10,16,d2201
CCI,2021,11,22,d2201
CCI,2021,12,41,d2212
CCI,2022,1,42,d2212
CCI,2022,2,25,d2212
CCI,2022,3,38,d2212
CCI,2022,4,55,d2212
CCI,2022,5,49,d2212
CCI,2022,6,26,d2212
CCI,2022,7,29,d2212
CCI,2022,8,42,d2212
CCI,2022,9,42,d2212
CCI,2022,10,45,d2212
CCI,2022,11,39,d2212
CCI,2022,12,29,d2312
CCI,2023,1,42,d2312
CCI,2023,2,53,d2312
CCI,2023,3,26,d2312
CCI,2023,4,30,d2312
CCI,2023,5,25,d2312
CCI,2023,6,34,d2312
CCI,2023,7,33,d2312
CCI,2023,8,50,d2312
CCI,2023,9,36,d2312
CCI,2023,10,18,d2312
CCI,2023,11,31,d2312
CCI,2023,12,43,d2312
CCI,2024,1,46,d2501
CCI,2024,2,40,d2501
CCI,2024,3,50,d2501
CCI,2024,4,37,d2501
CCI,2024,5,57,d2501
CCI,2024,6,28,d2501
CCI,2024,7,39,d2501
CCI,2024,8,48,d2501
CCI,2024,9,56,d2501
CCI,2024,10,53,d2501
CCI,2024,11,49,d2501
CCI,2024,12,51,d2512
CCI,2025,1,71,d2512
CCI,2025,2,60,d2512
CCI,2025,3,39,d2512
CCI,2025,4,51,d2512
CCI,2025,5,53,d2512
CCI,2025,6,29,d2512
CCI,2025,7,30,d2512
CCI,2025,8,68,d2512
CCI,2025,9,52,d2512
CCI,2025,10,55,d2512
CCI,2025,11,40,d2512
CCI,2025,12,56,d2512
CCWF,2021,1,8,d2201
CCWF,2021,2,12,d2201
CCWF,2021,3,18,d2201
CCWF,2021,4,19,d2201
CCWF,2021,5,21,d2201
CCWF,2021,6,31,d2201
CCWF,2021,7,34,d2201
CCWF,2021,8,18,d2201
CCWF,2021,9,26,d2201
CCWF,2021,10,18,d2201
CCWF,2021,11,5,d2201
CCWF,2021,12,22,d2212
CCWF,2022,1,22,d2212
CCWF,2022,2,13,d2212
CCWF,2022,3,16,d2212
CCWF,2022,4,17,d2212
CCWF,2022,5,15,d2212
CCWF,2022,6,22,d2212
CCWF,2022,7,23,d2212
CCWF,2022,8,19,d2212
CCWF,2022,9,14,d2212
CCWF,2022,10,17,d2212
CCWF,2022,11,32,d2212
CCWF,2022,12,22,d2312
CCWF,2023,1,26,d2312
CCWF,2023,2,32,d2312
CCWF,2023,3,24,d2312
CCWF,2023,4,30,d2312
CCWF,2023,5,21,d2312
CCWF,2023,6,30,d2312
CCWF,2023,7,32,d2312
CCWF,2023,8,26,d2312
CCWF,2023,9,19,d2312
CCWF,2023,10,31,d2312
CCWF,2023,11,20,d2312
CCWF,2023,12,39,d2312
CCWF,2024,1,28,d2501
CCWF,2024,2,40,d2501
CCWF,2024,3,38,d2501
CCWF,2024,4,36,d2501
CCWF,2024,5,28,d2501
CCWF,2024,6,35,d2501
CCWF,2024,7,37,d2501
CCWF,2024,8,39,d2501
CCWF,2024,9,36,d2501
CCWF,2024,10,43,d2501
CCWF,2024,11,31,d2501
CCWF,2024,12,32,d2512
CCWF,2025,1,31,d2512
CCWF,2025,2,31,d2512
CCWF,2025,3,46,d2512
CCWF,2025,4,33,d2512
CCWF,2025,5,36,d2512
CCWF,2025,6,37,d2512
CCWF,2025,7,24,d2512
CCWF,2025,8,44,d2512
CCWF,2025,9,38,d2512
CCWF,2025,10,32,d2512
CCWF,2025,11,28,d2512
CCWF,2025,12,39,d2512
CEN,2021,1,7,d2201
CEN,2021,2,13,d2201
CEN,2021,3,5,d2201
CEN,2021,4,4,d2201
CEN,2021,5,5,d2201
CEN,2021,6,6,d2201
CEN,2021,7,14,d2201
CEN,2021,8,12,d2201
CEN,2021,9,7,d2201
CEN,2021,10,14,d2201
CEN,2021,11,11,d2201
CEN,2021,12,4,d2212
CEN,2022,1,10,d2212
CEN,2022,2,7,d2212
CEN,2022,3,7,d2212
CEN,2022,4,7,d2212
CEN,2022,5,5,d2212
CEN,2022,6,7,d2212
CEN,2022,7,15,d2212
CEN,2022,8,5,d2212
CEN,2022,9,12,d2212
CEN,2022,10,10,d2212
CEN,2022,11,9,d2212
CEN,2022,12,8,d2312
CEN,2023,1,13,d2312
CEN,2023,2,14,d2312
CEN,2023,3,9,d2312
CEN,2023,4,15,d2312
CEN,2023,5,11,d2312
CEN,2023,6,13,d2312
CEN,2023,7,16,d2312
CEN,2023,8,12,d2312
CEN,2023,9,8,d2312
CEN,2023,10,19,d2312
CEN,2023,11,8,d2312
CEN,2023,12,9,d2312
CEN,2024,1,9,d2501
CEN,2024,2,9,d2501
CEN,2024,3,6,d2501
CEN,2024,4,16,d2501
CEN,2024,5,8,d2501
CEN,2024,6,13,d2501
CEN,2024,7,17,d2501
CEN,2024,8,26,d2501
CEN,2024,9,20,d2501
CEN,2024,10,14,d2501
CEN,2024,11,12,d2501
CEN,2024,12,6,d2512
CEN,2025,1,8,d2512
CEN,2025,2,18,d2512
CEN,2025,3,7,d2512
CEN,2025,4,15,d2512
CEN,2025,5,29,d2512
CEN,2025,6,12,d2512
CEN,2025,7,22,d2512
CEN,2025,8,13,d2512
CEN,2025,9,16,d2512
CEN,2025,10,15,d2512
CEN,2025,11,20,d2512
CEN,2025,12,18,d2512
CHCF,2021,1,17,d2201
CHCF,2021,2,16,d2201
CHCF,2021,3,25,d2201
CHCF,2021,4,15,d2201
CHCF,2021,5,26,d2201
CHCF,2021,6,29,d2201
CHCF,2021,7,38,d2201
CHCF,2021,8,41,d2201
CHCF,2021,9,28,d2201
CHCF,2021,10,29,d2201
CHCF,2021,11,38,d2201
CHCF,2021,12,21,d2212
CHCF,2022,1,18,d2212
CHCF,2022,2,20,d2212
CHCF,2022,3,28,d2212
CHCF,2022,4,16,d2212
CHCF,2022,5,16,d2212
CHCF,2022,6,31,d2212
CHCF,2022,7,36,d2212
CHCF,2022,8,29,d2212
CHCF,2022,9,25,d2212
CHCF,2022,10,23,d2212
CHCF,2022,11,21,d2212
CHCF,2022,12,18,d2312
CHCF,2023,1,34,d2312
CHCF,2023,2,20,d2312
CHCF,2023,3,36,d2312
CHCF,2023,4,30,d2312
CHCF,2023,5,37,d2312
CHCF,2023,6,36,d2312
CHCF,2023,7,36,d2312
CHCF,2023,8,55,d2312
CHCF,2023,9,30,d2312
CHCF,2023,10,30,d2312
CHCF,2023,11,30,d2312
CHCF,2023,12,34,d2312
CHCF,2024,1,37,d2501
CHCF,2024,2,38,d2501
CHCF,2024,3,49,d2501
CHCF,2024,4,41,d2501
CHCF,2024,5,33,d2501
CHCF,2024,6,53,d2501
CHCF,2024,7,45,d2501
CHCF,2024,8,37,d2501
CHCF,2024,9,49,d2501
CHCF,2024,10,30,d2501
CHCF,2024,11,38,d2501
CHCF,2024,12,33,d2512
CHCF,2025,1,22,d2512
CHCF,2025,2,16,d2512
CHCF,2025,3,29,d2512
CHCF,2025,4,32,d2512
CHCF,2025,5,34,d2512
CHCF,2025,6,22,d2512
CHCF,2025,7,33,d2512
CHCF,2025,8,51,d2512
CHCF,2025,9,37,d2512
CHCF,2025,10,36,d2512
CHCF,2025,11,47,d2512
CHCF,2025,12,47,d2512
CIM,2021,1,5,d2201
CIM,2021,2,3,d2201
CIM,2021,3,2,d2201
CIM,2021,4,5,d2201
CIM,2021,5,1,d2201
CIM,2021,6,3,d2201
CIM,2021,7,5,d2201
CIM,2021,8,4,d2201
CIM,2021,9,5,d2201
CIM,2021,10,6,d2201
CIM,2021,11,3,d2201
CIM,2021,12,5,d2212
CIM,2022,1,3,d2212
CIM,2022,2,1,d2212
CIM,2022,3,1,d2212
CIM,2022,4,7,d2212
CIM,2022,5,15,d2212
CIM,2022,6,8,d2212
CIM,2022,7,8,d2212
CIM,2022,8,15,d2212
CIM,2022,9,7,d2212
CIM,2022,10,4,d2212
CIM,2022,11,2,d2212
CIM,2022,12,9,d2312
CIM,2023,1,3,d2312
CIM,2023,2,5,d2312
CIM,2023,3,2,d2312
CIM,2023,4,1,d2312
CIM,2023,5,2,d2312
CIM,2023,6,4,d2312
CIM,2023,7,8,d2312
CIM,2023,8,1,d2312
CIM,2023,9,2,d2312
CIM,2023,10,9,d2312
CIM,2023,11,1,d2312
CIM,2023,12,7,d2312
CIM,2024,1,2,d2501
CIM,2024,2,5,d2501
CIM,2024,3,11,d2501
CIM,2024,4,6,d2501
CIM,2024,5,3,d2501
CIM,2024,6,12,d2501
CIM,2024,7,5,d2501
CIM,2024,8,15,d2501
CIM,2024,9,14,d2501
CIM,2024,10,9,d2501
CIM,2024,11,8,d2501
CIM,2024,12,5,d2512
CIM,2025,1,10,d2512
CIM,2025,2,10,d2512
CIM,2025,3,5,d2512
CIM,2025,4,6,d2512
CIM,2025,5,9,d2512
CIM,2025,6,9,d2512
CIM,2025,7,9,d2512
CIM,2025,8,7,d2512
CIM,2025,9,7,d2512
CIM,2025,10,9,d2512
CIM,2025,11,10,d2512
CIM,2025,12,4,d2512
CIW,2021,1,4,d2201
CIW,2021,2,2,d2201
CIW,2021,3,12,d2201
CIW,2021,4,5,d2201
CIW,2021,5,1,d2201
CIW,2021,6,2,d2201
CIW,2021,7,3,d2201
CIW,2021,8,6,d2201
CIW,2021,9,8,d2201
CIW,2021,10,13,d2201
CIW,2021,11,10,d2201
CIW,2021,12,18,d2212
CIW,2022,1,14,d2212
CIW,2022,2,9,d2212
CIW,2022,3,5,d2212
CIW,2022,4,14,d2212
CIW,2022,5,14,d2212
CIW,2022,6,4,d2212
CIW,2022,7,7,d2212
CIW,2022,8,3,d2212
CIW,2022,9,4,d2212
CIW,2022,10,3,d2212
CIW,2022,11,10,d2212
CIW,2022,12,7,d2312
CIW,2023,1,6,d2312
CIW,2023,2,11,d2312
CIW,2023,3,3,d2312
CIW,2023,4,6,d2312
CIW,2023,5,2,d2312
CIW,2023,6,13,d2312
CIW,2023,7,14,d2312
CIW,2023,8,11,d2312
CIW,2023,9,10,d2312
CIW,2023,10,6,d2312
CIW,2023,11,10,d2312
CIW,2023,12,8,d2312
CIW,2024,1,13,d2501
CIW,2024,2,12,d2501
CIW,2024,3,12,d2501
CIW,2024,4,13,d2501
CIW,2024,5,5,d2501
CIW,2024,6,9,d2501
CIW,2024,7,13,d2501
CIW,2024,8,13,d2501
CIW,2024,9,11,d2501
CIW,2024,10,13,d2501
CIW,2024,11,4,d2501
CIW,2024,12,11,d2512
CIW,2025,1,20,d2512
CIW,2025,2,22,d2512
CIW,2025,3,12,d2512
CIW,2025,4,12,d2512
CIW,2025,5,11,d2512
CIW,2025,6,18,d2512
CIW,2025,7,13,d2512
CIW,2025,8,16,d2512
CIW,2025,9,4,d2512
CIW,2025,10,13,d2512
CIW,2025,11,17,d2512
CIW,2025,12,10,d2512
CMC,2021,1,6,d2201
CMC,2021,2,1,d2201
CMC,2021,3,6,d2201
CMC,2021,4,11,d2201
CMC,2021,5,12,d2201
CMC,2021,6,9,d2201
CMC,2021,7,9,d2201
CMC,2021,8,6,d2201
CMC,2021,9,10,d2201
CMC,2021,10,14,d2201
CMC,2021,11,12,d2201
CMC,2021,12,13,d2212
CMC,2022,1,6,d2212
CMC,2022,2,15,d2212
CMC,2022,3,8,d2212
CMC,2022,4,14,d2212
CMC,2022,5,12,d2212
CMC,2022,6,17,d2212
CMC,2022,7,13,d2212
CMC,2022,8,11,d2212
CMC,2022,9,17,d2212
CMC,2022,10,9,d2212
CMC,2022,11,14,d2212
CMC,2022,12,24,d2312
CMC,2023,1,18,d2312
CMC,2023,2,14,d2312
CMC,2023,3,22,d2312
CMC,2023,4,16,d2312
CMC,2023,5,21,d2312
CMC,2023,6,18,d2312
CMC,2023,7,14,d2312
CMC,2023,8,14,d2312
CMC,2023,9,11,d2312
CMC,2023,10,17,d2312
CMC,2023,11,12,d2312
CMC,2023,12,17,d2312
CMC,2024,1,13,d2501
CMC,2024,2,16,d2501
CMC,2024,3,18,d2501
CMC,2024,4,21,d2501
CMC,2024,5,30,d2501
CMC,2024,6,23,d2501
CMC,2024,7,14,d2501
CMC,2024,8,11,d2501
CMC,2024,9,17,d2501
CMC,2024,10,23,d2501
CMC,2024,11,13,d2501
CMC,2024,12,18,d2512
CMC,2025,1,6,d2512
CMC,2025,2,16,d2512
CMC,2025,3,12,d2512
CMC,2025,4,20,d2512
CMC,2025,5,18,d2512
CMC,2025,6,26,d2512
CMC,2025,7,14,d2512
CMC,2025,8,19,d2512
CMC,2025,9,13,d2512
CMC,2025,10,12,d2512
CMC,2025,11,7,d2512
CMC,2025,12,21,d2512
CMF,2021,1,29,d2201
CMF,2021,2,6,d2201
CMF,2021,3,27,d2201
CMF,2021,4,29,d2201
CMF,2021,5,22,d2201
CMF,2021,6,18,d2201
CMF,2021,7,31,d2201
CMF,2021,8,25,d2201
CMF,2021,9,29,d2201
CMF,2021,10,17,d2201
CMF,2021,11,14,d2201
CMF,2021,12,27,d2212
CMF,2022,1,16,d2212
CMF,2022,2,25,d2212
CMF,2022,3,16,d2212
CMF,2022,4,34,d2212
CMF,2022,5,21,d2212
CMF,2022,6,26,d2212
CMF,2022,7,32,d2212
CMF,2022,8,51,d2212
CMF,2022,9,40,d2212
CMF,2022,10,17,d2212
CMF,2022,11,24,d2212
CMF,2022,12,21,d2312
CMF,2023,1,40,d2312
CMF,2023,2,22,d2312
CMF,2023,3,19,d2312
CMF,2023,4,14,d2312
CMF,2023,5,21,d2312
CMF,2023,6,25,d2312
CMF,2023,7,19,d2312
CMF,2023,8,30,d2312
CMF,2023,9,13,d2312
CMF,2023,10,20,d2312
CMF,2023,11,20,d2312
CMF,2023,12,23,d2312
CMF,2024,1,36,d2501
CMF,2024,2,20,d2501
CMF,2024,3,36,d2501
CMF,2024,4,23,d2501
CMF,2024,5,31,d2501
CMF,2024,6,19,d2501
CMF,2024,7,26,d2501
CMF,2024,8,36,d2501
CMF,2024,9,20,d2501
CMF,2024,10,40,d2501
CMF,2024,11,23,d2501
CMF,2024,12,32,d2512
CMF,2025,1,26,d2512
CMF,2025,2,20,d2512
CMF,2025,3,31,d2512
CMF,2025,4,34,d2512
CMF,2025,5,41,d2512
CMF,2025,6,34,d2512
CMF,2025,7,24,d2512
CMF,2025,8,34,d2512
CMF,2025,9,35,d2512
CMF,2025,10,44,d2512
CMF,2025,11,36,d2512
CMF,2025,12,39,d2512
COR,2021,1,12,d2201
COR,2021,2,15,d2201
COR,2021,3,15,d2201
COR,2021,4,14,d2201
COR,2021,5,25,d2201
COR,2021,6,21,d2201
COR,2021,7,14,d2201
COR,2021,8,21,d2201
COR,2021,9,30,d2201
COR,2021,10,27,d2201
COR,2021,11,27,d2201
COR,2021,12,45,d2212
COR,2022,1,26,d2212
COR,2022,2,25,d2212
COR,2022,3,37,d2212
COR,2022,4,33,d2212
COR,2022,5,43,d2212
COR,2022,6,53,d2212
COR,2022,7,36,d2212
COR,2022,8,41,d2212
COR,2022,9,33,d2212
COR,2022,10,43,d2212
COR,2022,11,40,d2212
COR,2022,12,54,d2312
COR,2023,1,64,d2312
COR,2023,2,59,d2312
COR,2023,3,54,d2312
COR,2023,4,67,d2312
COR,2023,5,45,d2312
COR,2023,6,34,d2312
COR,2023,7,61,d2312
COR,2023,8,60,d2312
COR,2023,9,51,d2312
COR,2023,10,44,d2312
COR,2023,11,52,d2312
COR,2023,12,64,d2312
COR,2024,1,65,d2501
COR,2024,2,53,d2501
COR,2024,3,59,d2501
COR,2024,4,42,d2501
COR,2024,5,50,d2501
COR,2024,6,36,d2501
COR,2024,7,43,d2501
COR,2024,8,58,d2501
COR,2024,9,38,d2501
COR,2024,10,46,d2501
COR,2024,11,50,d2501
COR,2024,12,42,d2512
COR,2025,1,40,d2512
COR,2025,2,54,d2512
COR,2025,3,66,d2512
COR,2025,4,53,d2512
COR,2025,5,95,d2512
COR,2025,6,56,d2512
COR,2025,7,61,d2512
COR,2025,8,65,d2512
COR,2025,9,76,d2512
COR,2025,10,68,d2512
COR,2025,11,40,d2512
COR,2025,12,53,d2512
CRC,2021,1,4,d2201
CRC,2021,2,0,d2201
CRC,2021,3,6,d2201
CRC,2021,4,6,d2201
CRC,2021,5,7,d2201
CRC,2021,6,8,d2201
CRC,2021,7,11,d2201
CRC,2021,8,7,d2201
CRC,2021,9,12,d2201
CRC,2021,10,13,d2201
CRC,2021,11,19,d2201
CRC,2021,12,5,d2212
CRC,2022,1,4,d2212
CRC,2022,2,5,d2212
CRC,2022,3,4,d2212
CRC,2022,4,7,d2212
CRC,2022,5,9,d2212
CRC,2022,6,15,d2212
CRC,2022,7,2,d2212
CRC,2022,8,8,d2212
CRC,2022,9,12,d2212
CRC,2022,10,4,d2212
CRC,2022,11,10,d2212
CRC,2022,12,18,d2312
CRC,2023,1,20,d2312
CRC,2023,2,11,d2312
CRC,2023,3,8,d2312
CRC,2023,4,7,d2312
CRC,2023,5,13,d2312
CRC,2023,6,19,d2312
CRC,2023,7,14,d2312
CRC,2023,8,14,d2312
CRC,2023,9,11,d2312
CRC,2023,10,12,d2312
CRC,2023,11,16,d2312
CRC,2023,12,13,d2312
CRC,2024,1,17,d2501
CRC,2024,2,14,d2501
CRC,2024,3,14,d2501
CRC,2024,4,11,d2501
CRC,2024,5,11,d2501
CRC,2024,6,6,d2501
CRC,2024,7,16,d2501
CRC,2024,8,8,d2501
CRC,2024,9,27,d2501
CRC,2024,10,20,d2501
CRC,2024,11,13,d2501
CRC,2024,12,15,d2512
CRC,2025,1,16,d2512
CRC,2025,2,14,d2512
CRC,2025,3,17,d2512
CRC,2025,4,19,d2512
CRC,2025,5,15,d2512
CRC,2025,6,13,d2512
CRC,2025,7,19,d2512
CRC,2025,8,4,d2512
CRC,2025,9,10,d2512
CRC,2025,10,9,d2512
CRC,2025,11,2,d2512
CRC,2025,12,3,d2512
CTF,2021,1,1,d2201
CTF,2021,2,4,d2201
CTF,2021,3,1,d2201
CTF,2021,4,4,d2201
CTF,2021,5,10,d2201
CTF,2021,6,3,d2201
CTF,2021,7,7,d2201
CTF,2021,8,3,d2201
CTF,2021,9,3,d2201
CTF,2021,10,10,d2201
CTF,2021,11,2,d2201
CTF,2021,12,1,d2212
CTF,2022,1,0,d2212
CTF,2022,2,2,d2212
CTF,2022,3,4,d2212
CTF,2022,4,3,d2212
CTF,2022,5,3,d2212
CTF,2022,6,4,d2212
CTF,2022,7,6,d2212
CTF,2022,8,3,d2212
CTF,2022,9,3,d2212
CTF,2022,10,5,d2212
CTF,2022,11,0,d2212
CTF,2022,12,1,d2312
CTF,2023,1,2,d2312
CTF,2023,2,3,d2312
CTF,2023,3,5,d2312
CTF,2023,4,6,d2312
CTF,2023,5,5,d2312
CTF,2023,6,2,d2312
CTF,2023,7,6,d2312
CTF,2023,8,7,d2312
CTF,2023,9,6,d2312
CTF,2023,10,14,d2312
CTF,2023,11,3,d2312
CTF,2023,12,5,d2312
CTF,2024,1,7,d2501
CTF,2024,2,3,d2501
CTF,2024,3,3,d2501
CTF,2024,4,5,d2501
CTF,2024,5,8,d2501
CTF,2024,6,3,d2501
CTF,2024,7,6,d2501
CTF,2024,8,6,d2501
CTF,2024,9,2,d2501
CTF,2024,10,9,d2501
CTF,2024,11,12,d2501
CTF,2024,12,7,d2512
CTF,2025,1,5,d2512
CTF,2025,2,8,d2512
CTF,2025,3,8,d2512
CTF,2025,4,4,d2512
CTF,2025,5,9,d2512
CTF,2025,6,7,d2512
CTF,2025,7,3,d2512
CTF,2025,8,9,d2512
CTF,2025,9,2,d2512
CTF,2025,10,3,d2512
CTF,2025,11,4,d2512
CTF,2025,12,9,d2512
CVSP,2021,1,2,d2201
CVSP,2021,2,0,d2201
CVSP,2021,3,0,d2201
CVSP,2021,4,0,d2201
CVSP,2021,5,2,d2201
CVSP,2021,6,16,d2201
CVSP,2021,7,2,d2201
CVSP,2021,8,1,d2201
CVSP,2021,9,4,d2201
CVSP,2021,10,2,d2201
CVSP,2021,11,2,d2201
CVSP,2021,12,4,d2212
CVSP,2022,1,3,d2212
CVSP,2022,2,1,d2212
CVSP,2022,3,0,d2212
CVSP,2022,4,1,d2212
CVSP,2022,5,0,d2212
CVSP,2022,6,1,d2212
CVSP,2022,7,2,d2212
CVSP,2022,8,0,d2212
CVSP,2022,9,0,d2212
CVSP,2022,10,2,d2212
CVSP,2022,11,3,d2212
CVSP,2022,12,2,d2312
CVSP,2023,1,2,d2312
CVSP,2023,2,0,d2312
CVSP,2023,3,1,d2312
CVSP,2023,4,4,d2312
CVSP,2023,5,4,d2312
CVSP,2023,6,1,d2312
CVSP,2023,7,4,d2312
CVSP,2023,8,2,d2312
CVSP,2023,9,0,d2312
CVSP,2023,10,1,d2312
CVSP,2023,11,1,d2312
CVSP,2023,12,0,d2312
CVSP,2024,1,0,d2501
CVSP,2024,2,0,d2501
CVSP,2024,3,3,d2501
CVSP,2024,4,0,d2501
CVSP,2024,5,0,d2501
CVSP,2024,6,0,d2501
DVI,2021,1,3,d2201
DVI,2021,2,2,d2201
DVI,2021,3,1,d2201
DVI,2021,4,0,d2201
DVI,2021,5,2,d2201
DVI,2021,6,0,d2201
FOL,2021,1,7,d2201
FOL,2021,2,4,d2201
FOL,2021,3,6,d2201
FOL,2021,4,5,d2201
FOL,2021,5,2,d2201
FOL,2021,6,11,d2201
FOL,2021,7,3,d2201
FOL,2021,8,2,d2201
FOL,2021,9,3,d2201
FOL,2021,10,12,d2201
FOL,2021,11,5,d2201
FOL,2021,12,20,d2212
FOL,2022,1,4,d2212
FOL,2022,2,8,d2212
FOL,2022,3,19,d2212
FOL,2022,4,13,d2212
FOL,2022,5,10,d2212
FOL,2022,6,12,d2212
FOL,2022,7,7,d2212
FOL,2022,8,12,d2212
FOL,2022,9,15,d2212
FOL,2022,10,6,d2212
FOL,2022,11,12,d2212
FOL,2022,12,5,d2312
FOL,2023,1,7,d2312
FOL,2023,2,9,d2312
FOL,2023,3,15,d2312
FOL,2023,4,18,d2312
FOL,2023,5,5,d2312
FOL,2023,6,14,d2312
FOL,2023,7,6,d2312
FOL,2023,8,5,d2312
FOL,2023,9,5,d2312
FOL,2023,10,5,d2312
FOL,2023,11,10,d2312
FOL,2023,12,6,d2312
FOL,2024,1,19,d2501
FOL,2024,2,7,d2501
FOL,2024,3,9,d2501
FOL,2024,4,4,d2501
FOL,2024,5,4,d2501
FOL,2024,6,10,d2501
