institution,fiscal_year,category,metric,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun
HDSP,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
HDSP,2023-2024,Use of Force (UOF),Total UOF Incidents,20.00,26.00,13.00,21.00,12.00,11.00,20.00,10.00,16.00,25.00,32.00,37.00
HDSP,2023-2024,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
HDSP,2023-2024,Use of Force (UOF),Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
ISP,2023-2024,Fiscal,Actual Expenditures ($),"14,267,176.38","29,287,674.26","44,237,999.34","58,846,525.71","75,927,181.51","94,981,236.37","111,005,298.77","127,222,738.30","144,240,009.12","159,601,305.69","175,050,055.73","191,102,466.67"
ISP,2023-2024,Fiscal,Institution Budget ($),"169,813,407.00","169,817,463.00","169,852,556.00","170,051,100.00","171,449,970.00","171,472,890.00","172,568,893.00","173,495,897.00","173,669,890.00","192,165,892.00","192,298,607.00","192,305,354.00"
ISP,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
ISP,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
ISP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,1.30,0.00,0.00,0.00,0.00,0.00,0.00,4.01,0.00,0.00,0.00,0.00
ISP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISP,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
ISP,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
ISP,2023-2024,Number of Deaths,Unexpected,1.00,,,,,,,,,,,
ISP,2023-2024,Overtime Hours,Custody (Overtime),"11,557.70","10,039.96","13,329.72","19,117.65","31,024.69","16,797.85","13,441.15","11,071.37","17,228.17","14,045.66","14,776.60","14,909.86"
ISP,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
ISP,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
ISP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),65.00,28.60,13.75,792.00,805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ISP,2023-2024,Overtime Hours,Non-Custody (Overtime),"1,220.25","1,440.75","1,391.50","2,307.75","1,309.00","1,538.75","3,974.50","1,221.50","1,772.00","1,674.00","1,481.25","1,997.75"
ISP,2023-2024,Overtime Hours,Total Overtime Hours,"12,842.95","11,509.31","14,734.97","22,217.40","33,138.69","18,336.60","17,415.65","12,292.87","19,000.17","15,719.66","16,257.85","16,907.61"
ISP,2023-2024,Use of Force (UOF),Total UOF Incidents,9.00,22.00,13.00,22.00,24.00,8.00,8.00,6.00,13.00,11.00,7.00,6.00
KVSP,2023-2024,Fiscal,Actual Expenditures ($),"19,886,367.27","41,163,221.22","62,076,925.32","83,096,338.62","106,415,534.41","133,059,345.94","157,117,385.94","179,318,739.22","203,325,339.71","226,463,771.31","248,575,812.04","270,985,725.78"
KVSP,2023-2024,Fiscal,Institution Budget ($),"243,524,567.00","243,525,817.00","243,559,759.00","243,972,223.00","245,375,367.00","245,377,528.00","247,883,219.00","249,122,781.00","249,146,078.00","273,477,055.00","273,707,157.00","273,751,452.00"
KVSP,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
KVSP,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
KVSP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,1.55,1.70,3.11,0.00,1.54,1.06,2.78,1.22,0.00,0.00,0.14
KVSP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KVSP,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
KVSP,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
KVSP,2023-2024,Number of Deaths,Homicide,,,,1.00,1.00,,,1.00,,1.00,1.00,
KVSP,2023-2024,Number of Deaths,Suicide,,,1.00,,,,,,,,,
KVSP,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
KVSP,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
KVSP,2023-2024,Overtime Hours,Custody (Overtime),"22,632.03","20,439.75","18,141.93","24,845.01","33,687.73","24,095.39","19,288.17","20,100.42","29,216.25","22,871.02","24,037.94","29,142.03"
KVSP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),279.35,182.25,206.40,700.00,457.50,367.00,296.75,232.50,368.50,329.00,347.00,419.00
KVSP,2023-2024,Overtime Hours,Non-Custody (Overtime),"3,070.50","1,754.50","1,603.50","2,215.50","2,736.60","2,795.75","3,009.45","2,279.25","3,171.25","2,717.25","2,801.00","3,481.50"
KVSP,2023-2024,Overtime Hours,Total Overtime Hours,"25,981.88","22,376.50","19,951.83","27,760.51","36,881.83","27,258.14","22,594.37","22,612.17","32,756.00","25,917.27","27,185.94","33,042.53"
KVSP,2023-2024,Use of Force (UOF),Total UOF Incidents,34.00,51.00,35.00,44.00,47.00,46.00,74.00,43.00,52.00,52.00,69.00,65.00
LAC,2023-2024,Fiscal,Actual Expenditures ($),"18,143,527.29","38,397,594.07","58,665,327.12","78,777,648.93","101,876,943.57","127,204,430.58","150,560,760.10","173,028,890.35","196,833,239.99","219,149,902.73","241,291,671.61","263,537,058.44"
LAC,2023-2024,Fiscal,Institution Budget ($),"220,430,630.00","220,434,641.00","220,456,694.00","220,593,698.00","221,867,209.00","221,941,127.00","225,625,135.00","227,009,544.00","227,072,236.00","262,402,600.00","262,710,401.00","262,723,614.00"
LAC,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
LAC,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
LAC,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,1.05,1.28,0.00,0.00,2.64,1.81,0.00,1.50
LAC,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LAC,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
LAC,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
LAC,2023-2024,Number of Deaths,Expected,1.00,,,,,,,,,2.00,2.00,
LAC,2023-2024,Number of Deaths,Homicide,,1.00,,,,,,,,,,
LAC,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
LAC,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
LAC,2023-2024,Number of Deaths,Missing,,,2.00,,,,,,,,,
LAC,2023-2024,Number of Deaths,Suicide,,,,,1.00,,,,,,,
LAC,2023-2024,Number of Deaths,Unexpected,,,2.00,,,,,1.00,1.00,,,
LAC,2023-2024,Overtime Hours,Custody (Overtime),"26,901.40","22,217.65","19,802.88","31,117.74","23,523.72","32,993.15","20,192.95","21,357.82","33,263.56","29,562.43","29,464.46","38,574.43"
LAC,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),768.10,401.35,632.75,"1,984.00","2,345.50","2,407.00","2,126.25","1,951.00","1,627.25",990.50,916.50,"1,335.00"
LAC,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
LAC,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
LAC,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,640.75","2,457.75","2,760.60","4,419.47","2,352.50","1,920.50","6,688.25","2,407.50","2,883.59","1,784.35","1,949.25","2,592.50"
LAC,2023-2024,Overtime Hours,Total Overtime Hours,"30,310.25","25,076.75","23,196.23","37,521.21","28,221.72","37,320.65","29,007.45","25,716.32","37,774.40","32,337.28","32,330.21","42,501.93"
LAC,2023-2024,Use of Force (UOF),Total UOF Incidents,78.00,79.00,59.00,83.00,85.00,65.00,77.00,90.00,106.00,104.00,106.00,96.00
MCSP,2023-2024,Fiscal,Actual Expenditures ($),"21,257,001.94","43,965,416.21","63,752,966.30","85,819,359.89","109,473,824.76","135,152,447.49","158,248,947.87","181,582,142.55","205,098,254.01","228,388,471.46","250,116,927.19","272,388,452.78"
MCSP,2023-2024,Fiscal,Institution Budget ($),"253,224,147.00","253,243,227.00","253,204,407.00","253,398,226.00","255,062,283.00","255,082,196.00","258,963,510.00","260,620,148.00","260,653,284.00","275,862,175.00","276,095,126.00","276,115,820.00"
MCSP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.83,0.00,0.00,0.00,0.00,0.76,0.00,1.00,0.00,0.99,0.00
MCSP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MCSP,2023-2024,Number of Deaths,Expected,,1.00,,,1.00,,,,,,,
MCSP,2023-2024,Number of Deaths,Missing,,,,,,,,,,,,1.00
MCSP,2023-2024,Number of Deaths,Suicide,,,,,1.00,,1.00,,1.00,,,
MCSP,2023-2024,Number of Deaths,Unexpected,,1.00,,1.00,1.00,,,,,,,
MCSP,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
MCSP,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
MCSP,2023-2024,Overtime Hours,Custody (Overtime),"27,640.31","21,281.16","19,629.53","23,698.30","17,295.83","17,056.97","15,257.78","20,029.13","27,968.68","20,055.32","24,059.23","29,680.59"
MCSP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),216.90,119.45,114.25,"1,082.50","1,396.00","1,464.00","1,538.00","1,358.00","1,155.25",722.00,"1,148.00",754.75
MCSP,2023-2024,Overtime Hours,Non-Custody (Overtime),"1,653.00","1,057.00",859.00,"1,847.50",903.75,"1,724.25","2,927.50","1,214.00","1,595.75","1,734.00","1,529.00","2,265.00"
MCSP,2023-2024,Overtime Hours,Total Overtime Hours,"29,510.21","22,457.61","20,602.78","26,628.30","19,595.58","20,245.22","19,723.28","22,601.13","30,719.68","22,511.32","26,736.23","32,700.34"
MCSP,2023-2024,Use of Force (UOF),Total UOF Incidents,20.00,30.00,24.00,19.00,17.00,19.00,28.00,31.00,26.00,35.00,45.00,34.00
NKSP,2023-2024,Fiscal,Actual Expenditures ($),"17,914,094.47","36,384,564.51","55,014,613.57","73,108,844.71","94,602,393.62","117,262,858.73","138,045,202.52","156,954,526.76","179,150,143.23","197,860,692.96","216,147,565.13","235,503,895.05"
NKSP,2023-2024,Fiscal,Institution Budget ($),"214,807,085.00","214,807,986.00","214,825,957.00","214,903,705.00","216,905,760.00","216,912,260.00","219,584,295.00","221,008,135.00","221,012,955.00","239,593,736.00","239,652,351.00","239,659,938.00"
NKSP,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
NKSP,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
NKSP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,2.66,3.19,0.72,11.02,2.35,2.46,2.74,5.35,4.67,3.26,2.86,2.61
NKSP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NKSP,2023-2024,Number of Deaths,Expected,,,,1.00,,,,,,,,
NKSP,2023-2024,Number of Deaths,Homicide,1.00,,1.00,,,,,,,,,
NKSP,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
NKSP,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
NKSP,2023-2024,Overtime Hours,Custody (Overtime),"17,617.18","10,972.08","9,662.70","13,796.86","6,785.25","10,684.63","8,063.15","9,113.36","11,733.42","7,635.67","9,710.45","10,566.32"
NKSP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),265.00,289.55,246.05,"1,356.00",763.25,178.00,107.00,96.00,90.00,71.00,51.75,228.50
NKSP,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,107.50","1,648.25","1,316.75","2,499.00","2,045.00","1,862.55","2,158.70","1,275.25","2,431.25","1,290.25","1,442.75","1,974.25"
NKSP,2023-2024,Overtime Hours,Total Overtime Hours,"19,989.68","12,909.88","11,225.50","17,651.86","9,593.50","12,725.18","10,328.85","10,484.61","14,254.67","8,996.92","11,204.95","12,769.07"
NKSP,2023-2024,Use of Force (UOF),Total UOF Incidents,40.00,40.00,46.00,51.00,51.00,50.00,38.00,43.00,27.00,23.00,27.00,30.00
PBSP,2023-2024,Fiscal,Actual Expenditures ($),"15,639,489.80","32,559,205.42","48,624,759.61","64,075,141.43","81,826,896.39","101,462,153.67","118,633,746.62","134,707,530.68","153,016,095.83","171,775,143.76","188,290,402.95","204,852,396.44"
PBSP,2023-2024,Fiscal,Institution Budget ($),"200,078,440.00","200,328,440.00","200,356,390.00","200,484,055.00","201,277,459.00","201,277,999.00","202,766,985.00","203,406,780.00","203,414,161.00","202,991,877.00","203,312,566.00","203,367,072.00"
PBSP,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
PBSP,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
PBSP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,7.05,8.97,0.00,0.00,4.01,1.35,0.00,0.00,3.11,2.74,1.93,0.00
PBSP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PBSP,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
PBSP,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
PBSP,2023-2024,Number of Deaths,Homicide,,,,,,,,,,1.00,,
PBSP,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
PBSP,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
PBSP,2023-2024,Number of Deaths,Missing,,,,,,,,,,1.00,,
PBSP,2023-2024,Number of Deaths,Suicide,,,,,,,,,,1.00,,
PBSP,2023-2024,Number of Deaths,Unexpected,,,,,,,,,1.00,,,
PBSP,2023-2024,Overtime Hours,Custody (Overtime),"19,900.60","15,124.77","12,621.22","17,793.06","10,741.99","12,440.53","4,799.85","5,457.64","10,092.32","9,852.41","12,771.09","17,120.70"
PBSP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),0.00,8.00,18.30,80.00,392.00,32.00,388.00,0.00,0.00,5.00,0.00,17.00
PBSP,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
PBSP,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
PBSP,2023-2024,Overtime Hours,Non-Custody (Overtime),"1,359.00","1,169.75",601.00,982.75,855.75,"1,333.75","1,480.00",840.75,"1,129.00",669.50,743.25,"1,095.25"
PBSP,2023-2024,Overtime Hours,Total Overtime Hours,"21,259.60","16,302.52","13,240.52","18,855.81","11,989.74","13,806.28","6,667.85","6,298.39","11,221.32","10,526.91","13,514.34","18,232.95"
PBSP,2023-2024,Use of Force (UOF),Total UOF Incidents,16.00,12.00,17.00,15.00,15.00,31.00,7.00,16.00,26.00,25.00,22.00,28.00
PVSP,2023-2024,Fiscal,Actual Expenditures ($),"16,773,324.23","35,424,626.62","53,266,255.64","72,270,952.62","93,462,600.73","114,999,755.85","134,626,217.35","153,938,597.15","174,242,152.64","193,652,670.15","212,095,304.11","231,453,913.49"
PVSP,2023-2024,Fiscal,Institution Budget ($),"212,559,800.00","212,634,800.00","212,655,948.00","212,713,628.00","213,500,097.00","213,503,868.00","215,242,421.00","216,394,142.00","216,404,069.00","234,119,200.00","234,244,319.00","234,256,802.00"
PVSP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,7.69,7.83,7.84,8.22,8.18,8.62,8.22,7.97,8.80,8.53,9.11,8.72
PVSP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PVSP,2023-2024,Number of Deaths,Homicide,,,,,,,1.00,,,,,
PVSP,2023-2024,Overtime Hours,Custody (Overtime),"24,801.83","19,024.43","21,122.37","23,941.61","14,969.23","17,907.97","15,062.12","15,918.57","20,558.30","14,350.75","14,849.42","14,007.00"
PVSP,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
PVSP,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
PVSP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),29.84,24.80,77.78,506.50,317.50,187.00,0.00,6.00,0.00,0.00,0.00,0.00
PVSP,2023-2024,Overtime Hours,Non-Custody (Overtime),"1,348.25","1,135.00","1,153.25","1,421.00","1,097.75","1,653.75","1,113.50",981.50,"1,251.00","1,215.50","1,216.75","1,236.75"
PVSP,2023-2024,Overtime Hours,Total Overtime Hours,"26,179.92","20,184.23","22,353.40","25,869.11","16,384.48","19,748.72","16,175.62","16,906.07","21,809.30","15,566.25","16,066.17","15,243.75"
PVSP,2023-2024,Use of Force (UOF),Total UOF Incidents,26.00,12.00,12.00,19.00,11.00,10.00,18.00,13.00,17.00,17.00,15.00,19.00
RJD,2023-2024,Fiscal,Actual Expenditures ($),"23,107,722.61","48,391,131.21","72,723,652.77","99,119,589.71","126,389,312.55","156,785,347.39","184,748,241.78","211,852,277.19","241,412,378.83","268,642,841.40","295,113,118.21","322,670,116.57"
RJD,2023-2024,Fiscal,Institution Budget ($),"290,599,744.00","290,650,507.00","290,709,091.00","291,074,035.00","293,082,283.00","293,162,718.00","297,803,455.00","299,225,085.00","299,252,917.00","327,750,636.00","328,140,080.00","328,173,919.00"
RJD,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.08,1.47,0.00,3.00,3.42,0.00,0.00,0.00,0.85,0.42,0.00
RJD,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RJD,2023-2024,Number of Deaths,Expected,2.00,,,,2.00,,,1.00,1.00,1.00,,
RJD,2023-2024,Number of Deaths,Homicide,,,,,,,,1.00,,,,
RJD,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
RJD,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
RJD,2023-2024,Number of Deaths,Missing,1.00,1.00,1.00,1.00,2.00,,,1.00,,1.00,,
RJD,2023-2024,Number of Deaths,Unexpected,,1.00,2.00,,1.00,1.00,2.00,2.00,1.00,1.00,,
RJD,2023-2024,Overtime Hours,Custody (Overtime),"28,728.14","21,735.68","20,390.20","27,106.70","20,548.33","32,234.15","22,642.09","24,273.56","39,097.64","29,536.43","27,156.09","35,899.52"
RJD,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),280.60,300.57,440.55,925.94,"1,379.13",927.04,"1,263.50","1,721.50","1,539.86","1,700.30","1,308.50","1,911.50"
RJD,2023-2024,Overtime Hours,Non-Custody (Overtime),"4,497.09","3,327.92","3,238.75","4,045.50","3,711.83","3,603.75","2,728.00","2,921.75","3,641.25","3,378.25","3,160.75","3,877.00"
RJD,2023-2024,Overtime Hours,Total Overtime Hours,"33,505.83","25,364.17","24,069.50","32,078.14","25,639.29","36,764.94","26,633.59","28,916.81","44,278.75","34,614.98","31,625.34","41,688.02"
RJD,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
RJD,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
RJD,2023-2024,Use of Force (UOF),Total UOF Incidents,55.00,76.00,65.00,51.00,49.00,55.00,63.00,67.00,59.00,57.00,60.00,67.00
SAC,2023-2024,Fiscal,Actual Expenditures ($),"18,509,270.72","39,001,792.30","60,713,062.77","81,115,081.91","103,325,740.03","129,535,352.61","152,679,764.86","175,729,374.51","198,761,960.94","221,174,435.39","242,482,125.21","264,469,007.42"
SAC,2023-2024,Fiscal,Institution Budget ($),"238,901,708.00","238,901,708.00","239,317,128.00","239,580,074.00","241,590,117.00","241,645,886.00","246,565,283.00","248,307,883.00","248,334,219.00","267,864,109.00","268,125,238.00","268,177,312.00"
SAC,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,9.82,1.88,3.71,0.00,0.05,0.00,2.49,0.00,0.00,0.87,0.00,1.78
SAC,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00
SAC,2023-2024,Number of Deaths,Expected,,,,1.00,,,1.00,,,,,
SAC,2023-2024,Number of Deaths,Homicide,1.00,,,,,,,,,,,
SAC,2023-2024,Number of Deaths,Missing,,,,,,,,,,,,1.00
SAC,2023-2024,Number of Deaths,Unexpected,,,,,,1.00,,,,,,
SAC,2023-2024,Overtime Hours,Custody (Overtime),"36,434.55","28,098.96","29,088.81","42,119.00","53,225.66","33,321.35","25,191.42","25,648.38","36,167.58","24,200.36","27,033.62","30,600.90"
SAC,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
SAC,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
SAC,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),486.15,226.56,326.00,"2,063.00","1,923.00",98.00,200.00,188.00,198.00,222.50,202.00,430.50
SAC,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,160.75","1,792.25","1,690.50","2,339.34","1,758.63","2,382.20","1,712.65","1,748.97","2,328.19","1,717.87","1,803.42","2,591.41"
SAC,2023-2024,Overtime Hours,Total Overtime Hours,"39,081.45","30,117.77","31,105.31","46,521.34","56,907.29","35,801.55","27,104.07","27,585.35","38,693.77","26,140.73","29,039.04","33,622.81"
SAC,2023-2024,Use of Force (UOF),Total UOF Incidents,62.00,55.00,41.00,65.00,60.00,60.00,72.00,54.00,59.00,71.00,74.00,60.00
SATF,2023-2024,Fiscal,Actual Expenditures ($),"23,309,543.30","48,702,537.99","72,223,135.33","95,738,895.74","123,929,093.56","153,721,314.55","178,803,386.10","204,781,189.04","231,855,896.05","256,863,238.55","281,598,123.28","306,898,410.91"
SATF,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
SATF,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
SATF,2023-2024,Fiscal,Institution Budget ($),"277,904,271.00","277,907,271.00","277,968,263.00","278,162,677.00","280,674,448.00","280,658,930.00","284,038,068.00","285,696,444.00","285,794,756.00","311,106,169.00","311,351,782.00","311,367,938.00"
SATF,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,1.45,0.16,1.62,0.95,1.45,0.92,1.56,0.65,2.61,1.73,2.06,0.00
SATF,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
SATF,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
SATF,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SATF,2023-2024,Number of Deaths,Missing,,,,1.00,,,,1.00,,,,
SATF,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
