institution,fiscal_year,category,metric,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun
CIM,2023-2024,Number of Deaths,Unexpected,,,,,1.00,1.00,,,,,,
CIM,2023-2024,Overtime Hours,Custody (Overtime),"22,626.26","18,478.70","15,449.65","18,964.32","12,915.00","17,868.69","9,144.93","12,725.97","25,010.55","19,839.71","17,372.50","18,772.72"
CIM,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),97.20,84.60,94.75,741.00,"1,091.00","1,104.00","1,112.00",976.00,952.00,512.00,513.00,447.25
CIM,2023-2024,Overtime Hours,Non-Custody (Overtime),"4,294.50","3,091.00","3,365.00","4,527.75","2,952.00","4,067.25","3,394.75","3,287.25","4,943.75","4,023.00","3,805.00","4,791.75"
CIM,2023-2024,Overtime Hours,Total Overtime Hours,"27,017.96","21,654.30","18,909.40","24,233.07","16,958.00","23,039.94","13,651.68","16,989.22","30,906.30","24,374.71","21,690.50","24,011.72"
CIM,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIM,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CIM,2023-2024,Use of Force (UOF),Total UOF Incidents,6.00,1.00,3.00,3.00,3.00,5.00,2.00,4.00,8.00,3.00,5.00,8.00
CIW,2023-2024,Fiscal,Actual Expenditures ($),"11,948,830.76","24,577,294.29","37,518,062.61","50,192,969.38","64,088,474.34","79,831,775.64","94,463,962.40","108,150,156.02","123,938,286.56","137,870,445.36","151,946,106.29","165,939,275.89"
CIW,2023-2024,Fiscal,Institution Budget ($),"152,589,276.00","152,589,276.00","152,621,127.00","152,772,212.00","153,458,705.00","153,438,777.00","156,047,020.00","156,718,294.00","156,838,780.00","168,145,031.00","168,186,806.00","168,220,432.00"
CIW,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIW,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIW,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CIW,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CIW,2023-2024,Overtime Hours,Custody (Overtime),"8,841.62","4,812.15","4,039.12","8,598.37","11,791.38","6,413.47","6,017.63","8,196.31","11,810.28","9,864.14","9,742.15","11,814.40"
CIW,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CIW,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CIW,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),225.80,255.75,230.49,"1,490.00","1,198.00",55.00,176.00,215.50,200.00,230.50,132.00,213.00
CIW,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,039.75","2,191.25","1,711.00","2,963.50","1,030.75","1,051.50","5,370.50",604.25,"1,623.75","2,206.25","2,127.50","2,557.02"
CIW,2023-2024,Overtime Hours,Total Overtime Hours,"11,107.17","7,259.15","5,980.61","13,051.87","14,020.13","7,519.97","11,564.13","9,016.06","13,634.03","12,300.89","12,001.65","14,584.42"
CIW,2023-2024,Use of Force (UOF),Total UOF Incidents,6.00,11.00,11.00,4.00,13.00,6.00,6.00,3.00,12.00,11.00,7.00,7.00
CMC,2023-2024,Fiscal,Actual Expenditures ($),"19,501,935.56","40,337,349.41","60,018,952.52","78,332,185.39","97,652,013.49","119,205,355.32","139,378,685.41","157,606,558.68","178,074,209.85","195,929,860.71","213,696,622.44","231,910,877.43"
CMC,2023-2024,Fiscal,Institution Budget ($),"249,408,857.00","249,408,857.00","249,457,431.00","249,563,810.00","249,748,300.00","249,991,184.00","254,065,596.00","255,024,458.00","255,032,087.00","238,207,139.00","238,444,774.00","238,453,241.00"
CMC,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CMC,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMC,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMC,2023-2024,Number of Deaths,Expected,,,1.00,,,1.00,,,,,,
CMC,2023-2024,Number of Deaths,Suicide,,,1.00,,,1.00,,1.00,,,,
CMC,2023-2024,Number of Deaths,Unexpected,,,,,,,1.00,,,,,
CMC,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CMC,2023-2024,Overtime Hours,Custody (Overtime),"34,981.89","23,494.82","16,290.77","23,022.95","10,518.53","12,941.44","9,926.79","9,520.14","13,961.25","12,241.84","12,514.75","16,244.31"
CMC,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),352.25,294.30,379.90,959.50,"1,870.50","1,508.50",866.00,333.25,269.25,274.50,206.00,171.50
CMC,2023-2024,Overtime Hours,Non-Custody (Overtime),"1,409.00",924.00,906.25,"1,421.00",854.75,848.75,"1,252.00",891.50,"1,244.75","1,023.50",997.75,"1,180.80"
CMC,2023-2024,Overtime Hours,Total Overtime Hours,"36,743.14","24,713.12","17,576.92","25,403.45","13,243.78","15,298.69","12,044.79","10,744.89","15,475.25","13,539.84","13,718.50","17,596.61"
CMC,2023-2024,Use of Force (UOF),Total UOF Incidents,10.00,16.00,18.00,8.00,7.00,11.00,11.00,10.00,19.00,19.00,25.00,19.00
CMC,2023-2024,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMC,2023-2024,Use of Force (UOF),Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CMF,2023-2024,Fiscal,Actual Expenditures ($),"17,968,647.91","37,602,122.57","57,871,581.46","78,058,900.04","100,726,022.35","125,433,402.43","148,053,755.04","169,921,122.98","194,920,365.89","217,978,409.58","241,143,246.92","265,837,841.02"
CMF,2023-2024,Fiscal,Institution Budget ($),"250,531,691.00","250,531,691.00","250,676,888.00","250,775,106.00","251,942,909.00","251,951,314.00","257,065,567.00","257,966,201.00","258,030,884.00","269,533,218.00","269,791,748.00","269,825,703.00"
CMF,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMF,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CMF,2023-2024,Number of Deaths,Expected,5.00,3.00,5.00,4.00,6.00,8.00,4.00,5.00,5.00,10.00,1.00,1.00
CMF,2023-2024,Number of Deaths,Missing,,,,,2.00,2.00,,,3.00,,1.00,1.00
CMF,2023-2024,Number of Deaths,Suicide,,,,,,,,1.00,,,,
CMF,2023-2024,Number of Deaths,Unexpected,,1.00,,,,,1.00,2.00,1.00,,,
CMF,2023-2024,Overtime Hours,Custody (Overtime),"19,242.93","12,091.34","11,844.98","14,422.51","25,534.68","18,535.50","10,646.00","11,205.77","18,347.36","12,231.84","10,815.45","14,412.06"
CMF,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CMF,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CMF,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),444.30,472.50,544.09,"1,049.25","1,350.00",544.25,600.75,640.75,781.50,615.25,562.00,729.50
CMF,2023-2024,Overtime Hours,Non-Custody (Overtime),"1,744.50","1,313.00","1,407.50","1,648.75","1,427.75","1,724.00","1,271.25","1,245.00","1,370.92","1,418.00","1,477.75","1,647.25"
CMF,2023-2024,Overtime Hours,Total Overtime Hours,"21,431.73","13,876.84","13,796.57","17,120.51","28,312.43","20,803.75","12,518.00","13,091.52","20,499.78","14,265.09","12,855.20","16,788.81"
CMF,2023-2024,Use of Force (UOF),Total UOF Incidents,18.00,24.00,16.00,21.00,17.00,14.00,33.00,20.00,29.00,21.00,21.00,17.00
COR,2023-2024,Fiscal,Actual Expenditures ($),"22,815,751.65","48,216,164.14","72,508,230.36","98,635,542.93","124,487,764.57","154,966,482.49","182,134,282.89","209,271,597.80","238,789,573.11","264,483,799.40","289,827,207.54","314,143,560.97"
COR,2023-2024,Fiscal,Institution Budget ($),"286,322,630.00","286,322,630.00","287,045,867.00","287,318,523.00","289,003,047.00","289,029,857.00","292,149,866.00","293,762,669.00","293,776,495.00","316,042,120.00","316,669,563.00","316,717,278.00"
COR,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
COR,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,4.87,1.37,0.00,1.62,0.72,0.42,0.03,0.00,0.00,0.00,1.54,3.37
COR,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
COR,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COR,2023-2024,Number of Deaths,Expected,1.00,,,1.00,,,,2.00,,,,
COR,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
COR,2023-2024,Number of Deaths,Missing,,,,1.00,,1.00,,,,,,2.00
COR,2023-2024,Number of Deaths,Suicide,,,,,,,,,,,,1.00
COR,2023-2024,Number of Deaths,Unexpected,,,,,,1.00,,,,1.00,,
COR,2023-2024,Overtime Hours,Custody (Overtime),"27,401.39","19,316.60","14,987.40","18,650.92","18,217.90","27,920.41","21,625.34","22,409.76","20,306.07","6,364.30","8,109.35","8,750.29"
COR,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),184.30,66.30,137.75,774.75,502.00,558.00,495.75,409.50,703.00,566.00,442.50,385.25
COR,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
COR,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
COR,2023-2024,Overtime Hours,Non-Custody (Overtime),"3,904.33","3,771.24","2,708.25","3,929.50","2,839.04","3,079.88","4,222.50","2,711.92","4,325.58","2,023.01","2,077.65","2,526.25"
COR,2023-2024,Overtime Hours,Total Overtime Hours,"31,490.02","23,154.14","17,833.40","23,355.17","21,558.94","31,558.29","26,343.59","25,531.18","25,334.65","8,953.31","10,629.50","11,661.79"
COR,2023-2024,Use of Force (UOF),Total UOF Incidents,51.00,57.00,56.00,49.00,53.00,62.00,46.00,50.00,62.00,29.00,43.00,27.00
CRC,2023-2024,Fiscal,Actual Expenditures ($),"16,613,314.96","33,870,575.80","50,968,004.06","67,197,387.28","85,465,045.79","106,053,399.62","124,774,781.11","144,527,536.63","163,366,859.83","181,667,589.49","198,654,822.36","216,290,685.88"
CRC,2023-2024,Fiscal,Institution Budget ($),"213,267,407.00","213,269,118.00","213,297,341.00","213,416,164.00","214,581,910.00","214,505,875.00","216,700,441.00","218,149,398.00","218,163,494.00","218,586,572.00","218,491,287.00","218,497,311.00"
CRC,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CRC,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,1.99,1.20,0.00,0.12,0.00,0.00,0.00,2.58,0.00,0.00,0.00,0.19
CRC,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRC,2023-2024,Number of Deaths,Missing,,1.00,2.00,1.00,,,2.00,3.00,2.00,2.00,1.00,
CRC,2023-2024,Number of Deaths,Suicide,1.00,,,,,,,,,,,
CRC,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CRC,2023-2024,Number of Deaths,Unexpected,,1.00,,,,,1.00,1.00,,,,
CRC,2023-2024,Overtime Hours,Custody (Overtime),"15,434.84","9,805.21","10,492.30","13,329.32","12,998.44","23,155.15","17,735.56","17,247.35","26,748.84","19,818.69","18,926.94","21,371.83"
CRC,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),101.00,80.05,111.85,"1,077.75",334.50,26.00,23.00,10.00,0.00,10.00,17.00,20.00
CRC,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,615.75","2,157.75","1,731.50","3,727.75","1,813.25","2,563.75","6,449.75","2,178.75","2,659.25","1,883.25","1,980.50","2,460.00"
CRC,2023-2024,Overtime Hours,Total Overtime Hours,"18,151.59","12,043.01","12,335.65","18,134.82","15,146.19","25,744.90","24,208.31","19,436.10","29,408.09","21,711.94","20,924.44","23,851.83"
CRC,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CRC,2023-2024,Use of Force (UOF),Total UOF Incidents,8.00,9.00,9.00,11.00,11.00,8.00,15.00,12.00,8.00,12.00,10.00,8.00
CRC,2023-2024,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CRC,2023-2024,Use of Force (UOF),Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CTF,2023-2024,Fiscal,Actual Expenditures ($),"16,296,295.27","34,140,361.29","49,954,093.75","66,644,905.28","86,017,272.07","106,216,799.76","124,414,239.99","141,901,998.74","162,612,292.28","180,711,848.44","198,907,912.29","216,654,449.64"
CTF,2023-2024,Fiscal,Institution Budget ($),"196,357,190.00","196,357,190.00","196,383,447.00","196,535,686.00","198,417,169.00","198,449,015.00","200,280,885.00","201,800,343.00","201,907,649.00","216,792,663.00","217,091,930.00","217,166,000.00"
CTF,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,4.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,0.00,0.00
CTF,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
CTF,2023-2024,Number of Deaths,Expected,,,,,,,,1.00,,,,
CTF,2023-2024,Number of Deaths,Suicide,,,,1.00,,,1.00,,,,,
CTF,2023-2024,Number of Deaths,Unexpected,,,1.00,,,,,1.00,,,,
CTF,2023-2024,Overtime Hours,Custody (Overtime),"23,719.85","16,722.69","16,496.87","20,960.35","19,857.37","17,124.09","12,641.04","11,555.66","16,076.16","14,110.55","15,961.93","16,477.42"
CTF,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CTF,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CTF,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),25.15,0.00,0.00,740.00,652.00,572.00,535.50,3.00,14.25,9.50,12.50,11.00
CTF,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,045.75","1,571.50","1,566.00","3,675.50","1,670.00","1,888.25","2,139.00","1,234.75","1,933.75","1,475.00","1,477.50","1,930.75"
CTF,2023-2024,Overtime Hours,Total Overtime Hours,"25,790.75","18,294.19","18,062.87","25,375.85","22,179.37","19,584.34","15,315.54","12,793.41","18,024.16","15,595.05","17,451.93","18,419.17"
CTF,2023-2024,Use of Force (UOF),Total UOF Incidents,1.00,5.00,5.00,10.00,5.00,4.00,3.00,4.00,3.00,2.00,5.00,0.00
CVSP,2023-2024,Fiscal,Actual Expenditures ($),"10,238,917.34","20,686,185.33","31,041,491.05","41,096,781.52","52,370,254.46","65,115,851.78","75,801,667.08","85,876,535.77","96,941,263.94","106,257,741.56","114,619,708.21","121,440,204.74"
CVSP,2023-2024,Fiscal,Institution Budget ($),"125,740,085.00","125,740,085.00","125,934,378.00","126,062,204.00","127,044,649.00","127,041,589.00","127,777,099.00","128,385,319.00","128,532,629.00","128,989,297.00","129,045,457.00","128,959,425.00"
CVSP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.93,0.00,0.00,0.00,0.00,0.00,0.00,3.13,6.41,0.00,0.00,0.00
CVSP,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CVSP,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CVSP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CVSP,2023-2024,Number of Deaths,Unexpected,,,,1.00,,,,,,,,
CVSP,2023-2024,Overtime Hours,Custody (Overtime),"9,542.05","7,588.86","9,148.81","14,210.16","9,842.52","9,152.05","5,025.38","9,082.46","9,749.86","3,848.44","2,251.61","3,504.86"
CVSP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),18.40,13.80,13.80,184.30,197.50,210.00,168.00,168.00,210.00,196.00,210.00,126.00
CVSP,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,131.20","1,534.85","1,414.65","2,070.60","1,016.00","1,499.75","1,151.75",991.75,"1,188.33",844.50,658.88,614.50
CVSP,2023-2024,Overtime Hours,Total Overtime Hours,"11,691.65","9,137.51","10,577.26","16,465.06","11,056.02","10,861.80","6,345.13","10,242.21","11,148.19","4,888.94","3,120.49","4,245.36"
CVSP,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CVSP,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
CVSP,2023-2024,Use of Force (UOF),Total UOF Incidents,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
CVSP,2023-2024,Use of Force (UOF),Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
CVSP,2023-2024,Use of Force (UOF),Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
DVI,2023-2024,Fiscal,Actual Expenditures ($),0.00,"264,822.05","578,538.10","843,443.99","1,138,562.65","1,426,699.70","1,667,915.55","1,975,241.18","2,579,966.59","2,830,434.26","3,078,534.26","3,415,932.58"
DVI,2023-2024,Fiscal,Institution Budget ($),"3,967.00","3,967.00","3,967.00","3,967.00","3,967.00","31,517.00","31,517.00","31,517.00","31,517.00","405,383.00","405,383.00","405,383.00"
DVI,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FOL,2023-2024,Fiscal,Actual Expenditures ($),"12,193,736.16","25,718,217.85","38,509,934.21","51,231,146.53","65,522,475.01","81,152,409.81","95,775,291.25","110,174,765.74","125,232,061.71","139,377,458.25","152,943,326.46","166,520,012.48"
FOL,2023-2024,Fiscal,Institution Budget ($),"157,655,411.00","157,663,911.00","157,694,372.00","157,793,032.00","157,931,943.00","158,000,143.00","159,345,836.00","159,613,711.00","159,591,727.00","167,871,348.00","168,025,580.00","168,028,502.00"
FOL,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
FOL,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
FOL,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,0.02,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FOL,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
FOL,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
FOL,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
FOL,2023-2024,Number of Deaths,Suicide,,1.00,,1.00,,,,,1.00,,,
FOL,2023-2024,Overtime Hours,Custody (Overtime),"13,383.13","11,797.91","11,214.14","16,289.76","20,303.54","16,478.84","11,952.12","13,955.32","17,503.95","11,576.48","11,639.74","14,377.48"
FOL,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
FOL,2023-2024,Overtime Hours,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
FOL,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),88.35,123.85,145.85,"1,243.00",249.00,45.00,30.00,10.00,65.00,18.00,36.50,15.00
FOL,2023-2024,Overtime Hours,Non-Custody (Overtime),"1,144.25","1,262.20","1,156.25","1,756.80","1,194.50","2,049.75","2,750.00","1,639.50","2,449.92","1,818.75","1,906.79","2,127.00"
FOL,2023-2024,Overtime Hours,Total Overtime Hours,"14,615.73","13,183.96","12,516.24","19,289.56","21,747.04","18,573.59","14,732.12","15,604.82","20,018.87","13,413.23","13,583.03","16,519.48"
FOL,2023-2024,Use of Force (UOF),Total UOF Incidents,8.00,9.00,4.00,6.00,11.00,7.00,14.00,5.00,8.00,3.00,8.00,9.00
HDSP,2023-2024,Fiscal,Actual Expenditures ($),"17,954,654.43","37,000,684.55","55,993,102.01","74,484,165.88","94,603,658.10","117,701,494.84","137,985,232.55","157,049,391.26","177,689,348.08","197,633,214.67","216,317,423.94","236,383,932.41"
HDSP,2023-2024,Fiscal,Institution Budget ($),"197,780,391.00","197,811,576.00","198,154,799.00","198,248,975.00","199,519,395.00","199,571,162.00","201,272,300.00","202,402,179.00","202,935,408.00","235,696,490.00","235,901,560.00","235,932,972.00"
HDSP,2023-2024,Fiscal,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
HDSP,2023-2024,Fiscal,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
HDSP,2023-2024,Lockdowns and Modified Programs,Incarcerated Persons-Days on Modified Programs,11.76,3.98,1.59,1.59,3.51,2.85,0.20,1.77,1.02,1.12,0.00,0.00
HDSP,2023-2024,Lockdowns and Modified Programs,Lockdowns,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HDSP,2023-2024,Lockdowns and Modified Programs,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
HDSP,2023-2024,Lockdowns and Modified Programs,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
HDSP,2023-2024,Number of Deaths,Homicide,,1.00,,,,,1.00,,,,1.00,
HDSP,2023-2024,Number of Deaths,Suicide,,,1.00,,,,,,,,,
HDSP,2023-2024,Number of Deaths,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
HDSP,2023-2024,Number of Deaths,Metric,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24
HDSP,2023-2024,Number of Deaths,Unexpected,,,,,,,,,,,1.00,
HDSP,2023-2024,Overtime Hours,Custody (Overtime),"27,506.81","21,837.61","17,907.60","25,078.83","13,238.45","15,396.11","9,998.17","11,212.93","17,641.61","15,979.44","17,590.51","23,795.71"
HDSP,2023-2024,Overtime Hours,Dental + Mental Health (Overtime),56.50,57.35,95.70,"1,186.00","1,044.50","1,120.00","1,152.50","1,116.00","1,161.25","1,129.25",204.50,210.00
HDSP,2023-2024,Overtime Hours,Non-Custody (Overtime),"2,194.00","1,695.00","1,863.50","2,668.00","1,631.00","2,014.50","1,563.50","1,127.25","1,460.75","1,430.00","1,892.50","2,017.75"
HDSP,2023-2024,Overtime Hours,Total Overtime Hours,"29,757.31","23,589.96","19,866.80","28,932.83","15,913.95","18,530.61","12,714.17","13,456.18","20,263.61","18,538.69","19,687.51","26,023.46"
HDSP,2023-2024,Overtime Hours,Quarter,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
