month,institution,measure,value
Oct 2017,COR,Medium Risk,55%
Oct 2017,COR,Low Risk,35%
Oct 2017,COR,Mental Health EOP,22%
Oct 2017,COR,Disability Placement Program (DPP) Patients,5%
Oct 2017,COR,Patients 50 Years or Older,16%
Oct 2017,COR,Specialized Health Care Beds,88
Oct 2017,COR,Institution Population,3135
Oct 2017,CRC,High Risk Priority 1,0%
Oct 2017,CRC,High Risk Priority 2,2%
Oct 2017,CRC,Medium Risk,52%
Oct 2017,CRC,Low Risk,46%
Oct 2017,CRC,Mental Health EOP,0%
Oct 2017,CRC,Disability Placement Program (DPP) Patients,2%
Oct 2017,CRC,Patients 50 Years or Older,16%
Oct 2017,CRC,Specialized Health Care Beds,10
Oct 2017,CRC,Institution Population,2572
Oct 2017,CTF,High Risk Priority 1,2%
Oct 2017,CTF,High Risk Priority 2,6%
Oct 2017,CTF,Medium Risk,43%
Oct 2017,CTF,Low Risk,49%
Oct 2017,CTF,Mental Health EOP,0%
Oct 2017,CTF,Disability Placement Program (DPP) Patients,7%
Oct 2017,CTF,Patients 50 Years or Older,42%
Oct 2017,CTF,Specialized Health Care Beds,17
Oct 2017,CTF,Institution Population,5014
Oct 2017,CVSP,High Risk Priority 1,0%
Oct 2017,CVSP,High Risk Priority 2,2%
Oct 2017,CVSP,Medium Risk,20%
Oct 2017,CVSP,Low Risk,77%
Oct 2017,CVSP,Mental Health EOP,0%
Oct 2017,CVSP,Disability Placement Program (DPP) Patients,3%
Oct 2017,CVSP,Patients 50 Years or Older,25%
Oct 2017,CVSP,Specialized Health Care Beds,
Oct 2017,CVSP,Institution Population,2829
Oct 2017,DVI,High Risk Priority 1,2%
Oct 2017,DVI,High Risk Priority 2,4%
Oct 2017,DVI,Medium Risk,34%
Oct 2017,DVI,Low Risk,60%
Oct 2017,DVI,Mental Health EOP,1%
Oct 2017,DVI,Disability Placement Program (DPP) Patients,8%
Oct 2017,DVI,Patients 50 Years or Older,17%
Oct 2017,DVI,Specialized Health Care Beds,24
Oct 2017,DVI,Institution Population,2350
Oct 2017,FSP,High Risk Priority 1,2%
Oct 2017,FSP,High Risk Priority 2,7%
Oct 2017,FSP,Medium Risk,35%
Oct 2017,FSP,Low Risk,55%
Oct 2017,FSP,Mental Health EOP,0%
Oct 2017,FSP,Disability Placement Program (DPP) Patients,3%
Oct 2017,FSP,Patients 50 Years or Older,31%
Oct 2017,FSP,Specialized Health Care Beds,
Oct 2017,FSP,Institution Population,2884
Oct 2017,HDSP,High Risk Priority 1,0%
Oct 2017,HDSP,High Risk Priority 2,2%
Oct 2017,HDSP,Medium Risk,42%
Oct 2017,HDSP,Low Risk,55%
Oct 2017,HDSP,Mental Health EOP,0%
Oct 2017,HDSP,Disability Placement Program (DPP) Patients,5%
Oct 2017,HDSP,Patients 50 Years or Older,10%
Oct 2017,HDSP,Specialized Health Care Beds,30
Oct 2017,HDSP,Institution Population,3502
Oct 2017,ISP,High Risk Priority 1,0%
Oct 2017,ISP,High Risk Priority 2,1%
Oct 2017,ISP,Medium Risk,16%
Oct 2017,ISP,Low Risk,83%
Oct 2017,ISP,Mental Health EOP,0%
Oct 2017,ISP,Disability Placement Program (DPP) Patients,2%
Oct 2017,ISP,Patients 50 Years or Older,12%
Oct 2017,ISP,Specialized Health Care Beds,14
Oct 2017,ISP,Institution Population,3066
Oct 2017,KVSP,High Risk Priority 1,1%
Oct 2017,KVSP,High Risk Priority 2,3%
Oct 2017,KVSP,Medium Risk,43%
Oct 2017,KVSP,Low Risk,53%
Oct 2017,KVSP,Mental Health EOP,6%
Oct 2017,KVSP,Disability Placement Program (DPP) Patients,4%
Oct 2017,KVSP,Patients 50 Years or Older,10%
Oct 2017,KVSP,Specialized Health Care Beds,22
Oct 2017,KVSP,Institution Population,3718
Oct 2017,LAC,High Risk Priority 1,7%
Oct 2017,LAC,High Risk Priority 2,16%
Oct 2017,LAC,Medium Risk,48%
Oct 2017,LAC,Low Risk,28%
Oct 2017,LAC,Mental Health EOP,24%
Oct 2017,LAC,Disability Placement Program (DPP) Patients,10%
Oct 2017,LAC,Patients 50 Years or Older,27%
Oct 2017,LAC,Specialized Health Care Beds,16
Oct 2017,LAC,Institution Population,3461
Oct 2017,MCSP,High Risk Priority 1,18%
Oct 2017,MCSP,High Risk Priority 2,31%
Oct 2017,MCSP,Medium Risk,36%
Oct 2017,MCSP,Low Risk,15%
Oct 2017,MCSP,Mental Health EOP,18%
Oct 2017,MCSP,Disability Placement Program (DPP) Patients,19%
Oct 2017,MCSP,Patients 50 Years or Older,47%
Oct 2017,MCSP,Specialized Health Care Beds,10
Oct 2017,MCSP,Institution Population,3752
Oct 2017,NKSP,High Risk Priority 1,1%
Oct 2017,NKSP,High Risk Priority 2,2%
Oct 2017,NKSP,Medium Risk,33%
Oct 2017,NKSP,Low Risk,64%
Oct 2017,NKSP,Mental Health EOP,1%
Oct 2017,NKSP,Disability Placement Program (DPP) Patients,3%
Oct 2017,NKSP,Patients 50 Years or Older,11%
Oct 2017,NKSP,Specialized Health Care Beds,16
Oct 2017,NKSP,Institution Population,4672
Oct 2017,PBSP,High Risk Priority 1,0%
Oct 2017,PBSP,High Risk Priority 2,2%
Oct 2017,PBSP,Medium Risk,22%
Oct 2017,PBSP,Low Risk,76%
Oct 2017,PBSP,Mental Health EOP,0%
Oct 2017,PBSP,Disability Placement Program (DPP) Patients,2%
Oct 2017,PBSP,Patients 50 Years or Older,11%
Oct 2017,PBSP,Specialized Health Care Beds,19
Oct 2017,PBSP,Institution Population,2447
Oct 2017,PVSP,High Risk Priority 1,0%
Oct 2017,PVSP,High Risk Priority 2,0%
Oct 2017,PVSP,Medium Risk,39%
Oct 2017,PVSP,Low Risk,60%
Oct 2017,PVSP,Mental Health EOP,0%
Oct 2017,PVSP,Disability Placement Program (DPP) Patients,3%
Oct 2017,PVSP,Patients 50 Years or Older,11%
Oct 2017,PVSP,Specialized Health Care Beds,15
Oct 2017,PVSP,Institution Population,2859
Oct 2017,RJD,High Risk Priority 1,15%
Oct 2017,RJD,High Risk Priority 2,21%
Oct 2017,RJD,Medium Risk,47%
Oct 2017,RJD,Low Risk,17%
Oct 2017,RJD,Mental Health EOP,23%
Oct 2017,RJD,Disability Placement Program (DPP) Patients,26%
Oct 2017,RJD,Patients 50 Years or Older,38%
Oct 2017,RJD,Specialized Health Care Beds,28
Oct 2017,RJD,Institution Population,3980
Oct 2017,SAC,High Risk Priority 1,6%
Oct 2017,SAC,High Risk Priority 2,16%
Oct 2017,SAC,Medium Risk,48%
Oct 2017,SAC,Low Risk,29%
Oct 2017,SAC,Mental Health EOP,32%
Oct 2017,SAC,Disability Placement Program (DPP) Patients,6%
Oct 2017,SAC,Patients 50 Years or Older,19%
Oct 2017,SAC,Specialized Health Care Beds,66
Oct 2017,SAC,Institution Population,2173
Oct 2017,SATF,High Risk Priority 1,3%
Oct 2017,SATF,High Risk Priority 2,6%
Oct 2017,SATF,Medium Risk,56%
Oct 2017,SATF,Low Risk,36%
Oct 2017,SATF,Mental Health EOP,11%
Oct 2017,SATF,Disability Placement Program (DPP) Patients,13%
Oct 2017,SATF,Patients 50 Years or Older,26%
Oct 2017,SATF,Specialized Health Care Beds,38
Oct 2017,SATF,Institution Population,5802
Oct 2017,SCC,High Risk Priority 1,0%
Oct 2017,SCC,High Risk Priority 2,1%
Oct 2017,SCC,Medium Risk,17%
Oct 2017,SCC,Low Risk,81%
Oct 2017,SCC,Mental Health EOP,0%
Oct 2017,SCC,Disability Placement Program (DPP) Patients,1%
Oct 2017,SCC,Patients 50 Years or Older,11%
Oct 2017,SCC,Specialized Health Care Beds,10
Oct 2017,SCC,Institution Population,4485
Oct 2017,SOL,High Risk Priority 1,10%
Oct 2017,SOL,High Risk Priority 2,16%
Oct 2017,SOL,Medium Risk,35%
Oct 2017,SOL,Low Risk,38%
Oct 2017,SOL,Mental Health EOP,0%
Oct 2017,SOL,Disability Placement Program (DPP) Patients,13%
Oct 2017,SOL,Patients 50 Years or Older,42%
Oct 2017,SOL,Specialized Health Care Beds,15
Oct 2017,SOL,Institution Population,3745
Oct 2017,SQ,High Risk Priority 1,7%
Oct 2017,SQ,High Risk Priority 2,12%
Oct 2017,SQ,Medium Risk,35%
Oct 2017,SQ,Low Risk,47%
Oct 2017,SQ,Mental Health EOP,2%
Oct 2017,SQ,Disability Placement Program (DPP) Patients,7%
Oct 2017,SQ,Patients 50 Years or Older,39%
Oct 2017,SQ,Specialized Health Care Beds,10
Oct 2017,SQ,Institution Population,4153
Oct 2017,SVSP,High Risk Priority 1,3%
Oct 2017,SVSP,High Risk Priority 2,9%
Oct 2017,SVSP,Medium Risk,50%
Oct 2017,SVSP,Low Risk,39%
Oct 2017,SVSP,Mental Health EOP,19%
Oct 2017,SVSP,Disability Placement Program (DPP) Patients,10%
Oct 2017,SVSP,Patients 50 Years or Older,16%
Oct 2017,SVSP,Specialized Health Care Beds,22
Oct 2017,SVSP,Institution Population,3548
Oct 2017,VSP,High Risk Priority 1,2%
Oct 2017,VSP,High Risk Priority 2,6%
Oct 2017,VSP,Medium Risk,57%
Oct 2017,VSP,Low Risk,36%
Oct 2017,VSP,Mental Health EOP,10%
Oct 2017,VSP,Disability Placement Program (DPP) Patients,11%
Oct 2017,VSP,Patients 50 Years or Older,36%
Oct 2017,VSP,Specialized Health Care Beds,23
Oct 2017,VSP,Institution Population,3566
Oct 2017,WSP,High Risk Priority 1,1%
Oct 2017,WSP,High Risk Priority 2,3%
Oct 2017,WSP,Medium Risk,34%
Oct 2017,WSP,Low Risk,63%
Oct 2017,WSP,Mental Health EOP,2%
Oct 2017,WSP,Disability Placement Program (DPP) Patients,3%
Oct 2017,WSP,Patients 50 Years or Older,12%
Oct 2017,WSP,Specialized Health Care Beds,16
Oct 2017,WSP,Institution Population,5167
Sep 2017,SW,High Risk Priority 1,5%
Sep 2017,SW,High Risk Priority 2,8%
Sep 2017,SW,Medium Risk,37%
Sep 2017,SW,Low Risk,50%
Sep 2017,SW,Mental Health EOP,7%
Sep 2017,SW,Disability Placement Program (DPP) Patients,8%
Sep 2017,SW,Patients 50 Years or Older,24%
Sep 2017,SW,Specialized Health Care Beds,2869
Sep 2017,SW,Institution Population,122901
Sep 2017,ASP,High Risk Priority 1,0%
Sep 2017,ASP,High Risk Priority 2,0%
Sep 2017,ASP,Medium Risk,42%
Sep 2017,ASP,Low Risk,57%
Sep 2017,ASP,Mental Health EOP,0%
Sep 2017,ASP,Disability Placement Program (DPP) Patients,2%
Sep 2017,ASP,Patients 50 Years or Older,24%
Sep 2017,ASP,Specialized Health Care Beds,28
Sep 2017,ASP,Institution Population,3887
Sep 2017,CAC,High Risk Priority 1,0%
Sep 2017,CAC,High Risk Priority 2,0%
Sep 2017,CAC,Medium Risk,14%
Sep 2017,CAC,Low Risk,85%
Sep 2017,CAC,Mental Health EOP,0%
Sep 2017,CAC,Disability Placement Program (DPP) Patients,1%
Sep 2017,CAC,Patients 50 Years or Older,15%
Sep 2017,CAC,Specialized Health Care Beds,
Sep 2017,CAC,Institution Population,2507
Sep 2017,CAL,High Risk Priority 1,0%
Sep 2017,CAL,High Risk Priority 2,1%
Sep 2017,CAL,Medium Risk,16%
Sep 2017,CAL,Low Risk,83%
Sep 2017,CAL,Mental Health EOP,0%
Sep 2017,CAL,Disability Placement Program (DPP) Patients,1%
Sep 2017,CAL,Patients 50 Years or Older,7%
Sep 2017,CAL,Specialized Health Care Beds,18
Sep 2017,CAL,Institution Population,3780
Sep 2017,CCC,High Risk Priority 1,0%
Sep 2017,CCC,High Risk Priority 2,0%
Sep 2017,CCC,Medium Risk,8%
Sep 2017,CCC,Low Risk,91%
Sep 2017,CCC,Mental Health EOP,0%
Sep 2017,CCC,Disability Placement Program (DPP) Patients,1%
Sep 2017,CCC,Patients 50 Years or Older,7%
Sep 2017,CCC,Specialized Health Care Beds,19
Sep 2017,CCC,Institution Population,4281
Sep 2017,CCI,High Risk Priority 1,1%
Sep 2017,CCI,High Risk Priority 2,3%
Sep 2017,CCI,Medium Risk,57%
Sep 2017,CCI,Low Risk,40%
Sep 2017,CCI,Mental Health EOP,0%
Sep 2017,CCI,Disability Placement Program (DPP) Patients,2%
Sep 2017,CCI,Patients 50 Years or Older,20%
Sep 2017,CCI,Specialized Health Care Beds,16
Sep 2017,CCI,Institution Population,3859
Sep 2017,CCWF,High Risk Priority 1,4%
Sep 2017,CCWF,High Risk Priority 2,7%
Sep 2017,CCWF,Medium Risk,52%
Sep 2017,CCWF,Low Risk,36%
Sep 2017,CCWF,Mental Health EOP,5%
Sep 2017,CCWF,Disability Placement Program (DPP) Patients,8%
Sep 2017,CCWF,Patients 50 Years or Older,18%
Sep 2017,CCWF,Specialized Health Care Beds,38
Sep 2017,CCWF,Institution Population,3009
Sep 2017,CEN,High Risk Priority 1,0%
Sep 2017,CEN,High Risk Priority 2,1%
Sep 2017,CEN,Medium Risk,16%
Sep 2017,CEN,Low Risk,83%
Sep 2017,CEN,Mental Health EOP,0%
Sep 2017,CEN,Disability Placement Program (DPP) Patients,2%
Sep 2017,CEN,Patients 50 Years or Older,10%
Sep 2017,CEN,Specialized Health Care Beds,13
Sep 2017,CEN,Institution Population,3503
Sep 2017,CHCF,High Risk Priority 1,43%
Sep 2017,CHCF,High Risk Priority 2,23%
Sep 2017,CHCF,Medium Risk,28%
Sep 2017,CHCF,Low Risk,6%
Sep 2017,CHCF,Mental Health EOP,26%
Sep 2017,CHCF,Disability Placement Program (DPP) Patients,45%
Sep 2017,CHCF,Patients 50 Years or Older,58%
Sep 2017,CHCF,Specialized Health Care Beds,1869
Sep 2017,CHCF,Institution Population,2338
Sep 2017,CIM,High Risk Priority 1,15%
Sep 2017,CIM,High Risk Priority 2,30%
Sep 2017,CIM,Medium Risk,28%
Sep 2017,CIM,Low Risk,26%
Sep 2017,CIM,Mental Health EOP,1%
Sep 2017,CIM,Disability Placement Program (DPP) Patients,14%
Sep 2017,CIM,Patients 50 Years or Older,49%
Sep 2017,CIM,Specialized Health Care Beds,78
Sep 2017,CIM,Institution Population,3764
Sep 2017,CIW,High Risk Priority 1,8%
Sep 2017,CIW,High Risk Priority 2,13%
Sep 2017,CIW,Medium Risk,44%
Sep 2017,CIW,Low Risk,36%
Sep 2017,CIW,Mental Health EOP,5%
Sep 2017,CIW,Disability Placement Program (DPP) Patients,8%
Sep 2017,CIW,Patients 50 Years or Older,24%
Sep 2017,CIW,Specialized Health Care Beds,25
Sep 2017,CIW,Institution Population,1912
Sep 2017,CMC,High Risk Priority 1,6%
Sep 2017,CMC,High Risk Priority 2,13%
Sep 2017,CMC,Medium Risk,42%
Sep 2017,CMC,Low Risk,39%
Sep 2017,CMC,Mental Health EOP,16%
Sep 2017,CMC,Disability Placement Program (DPP) Patients,8%
Sep 2017,CMC,Patients 50 Years or Older,36%
Sep 2017,CMC,Specialized Health Care Beds,87
Sep 2017,CMC,Institution Population,4085
Sep 2017,CMF,High Risk Priority 1,22%
Sep 2017,CMF,High Risk Priority 2,28%
Sep 2017,CMF,Medium Risk,38%
Sep 2017,CMF,Low Risk,12%
Sep 2017,CMF,Mental Health EOP,19%
Sep 2017,CMF,Disability Placement Program (DPP) Patients,38%
Sep 2017,CMF,Patients 50 Years or Older,45%
Sep 2017,CMF,Specialized Health Care Beds,169
Sep 2017,CMF,Institution Population,2556
Sep 2017,COR,High Risk Priority 1,2%
Sep 2017,COR,High Risk Priority 2,7%
Sep 2017,COR,Medium Risk,55%
Sep 2017,COR,Low Risk,36%
Sep 2017,COR,Mental Health EOP,21%
Sep 2017,COR,Disability Placement Program (DPP) Patients,5%
Sep 2017,COR,Patients 50 Years or Older,16%
Sep 2017,COR,Specialized Health Care Beds,88
Sep 2017,COR,Institution Population,3185
Sep 2017,CRC,High Risk Priority 1,0%
Sep 2017,CRC,High Risk Priority 2,2%
Sep 2017,CRC,Medium Risk,53%
Sep 2017,CRC,Low Risk,45%
Sep 2017,CRC,Mental Health EOP,0%
Sep 2017,CRC,Disability Placement Program (DPP) Patients,2%
Sep 2017,CRC,Patients 50 Years or Older,16%
Sep 2017,CRC,Specialized Health Care Beds,10
Sep 2017,CRC,Institution Population,2683
Sep 2017,CTF,High Risk Priority 1,2%
Sep 2017,CTF,High Risk Priority 2,5%
Sep 2017,CTF,Medium Risk,43%
Sep 2017,CTF,Low Risk,50%
Sep 2017,CTF,Mental Health EOP,0%
Sep 2017,CTF,Disability Placement Program (DPP) Patients,7%
Sep 2017,CTF,Patients 50 Years or Older,42%
Sep 2017,CTF,Specialized Health Care Beds,17
Sep 2017,CTF,Institution Population,5004
Sep 2017,CVSP,High Risk Priority 1,0%
Sep 2017,CVSP,High Risk Priority 2,2%
Sep 2017,CVSP,Medium Risk,20%
Sep 2017,CVSP,Low Risk,78%
Sep 2017,CVSP,Mental Health EOP,0%
Sep 2017,CVSP,Disability Placement Program (DPP) Patients,3%
Sep 2017,CVSP,Patients 50 Years or Older,24%
Sep 2017,CVSP,Specialized Health Care Beds,
Sep 2017,CVSP,Institution Population,2813
Sep 2017,DVI,High Risk Priority 1,1%
Sep 2017,DVI,High Risk Priority 2,4%
Sep 2017,DVI,Medium Risk,35%
Sep 2017,DVI,Low Risk,59%
Sep 2017,DVI,Mental Health EOP,1%
Sep 2017,DVI,Disability Placement Program (DPP) Patients,7%
Sep 2017,DVI,Patients 50 Years or Older,16%
Sep 2017,DVI,Specialized Health Care Beds,24
Sep 2017,DVI,Institution Population,2498
Sep 2017,FSP,High Risk Priority 1,2%
Sep 2017,FSP,High Risk Priority 2,7%
Sep 2017,FSP,Medium Risk,35%
Sep 2017,FSP,Low Risk,56%
Sep 2017,FSP,Mental Health EOP,0%
Sep 2017,FSP,Disability Placement Program (DPP) Patients,3%
Sep 2017,FSP,Patients 50 Years or Older,31%
Sep 2017,FSP,Specialized Health Care Beds,
Sep 2017,FSP,Institution Population,2991
Sep 2017,HDSP,High Risk Priority 1,1%
Sep 2017,HDSP,High Risk Priority 2,2%
Sep 2017,HDSP,Medium Risk,42%
Sep 2017,HDSP,Low Risk,56%
Sep 2017,HDSP,Mental Health EOP,0%
Sep 2017,HDSP,Disability Placement Program (DPP) Patients,5%
Sep 2017,HDSP,Patients 50 Years or Older,10%
Sep 2017,HDSP,Specialized Health Care Beds,30
Sep 2017,HDSP,Institution Population,3586
Sep 2017,ISP,High Risk Priority 1,0%
Sep 2017,ISP,High Risk Priority 2,1%
Sep 2017,ISP,Medium Risk,16%
Sep 2017,ISP,Low Risk,83%
Sep 2017,ISP,Mental Health EOP,0%
Sep 2017,ISP,Disability Placement Program (DPP) Patients,2%
Sep 2017,ISP,Patients 50 Years or Older,11%
Sep 2017,ISP,Specialized Health Care Beds,14
Sep 2017,ISP,Institution Population,3167
Sep 2017,KVSP,High Risk Priority 1,1%
Sep 2017,KVSP,High Risk Priority 2,3%
Sep 2017,KVSP,Medium Risk,44%
Sep 2017,KVSP,Low Risk,52%
Sep 2017,KVSP,Mental Health EOP,7%
Sep 2017,KVSP,Disability Placement Program (DPP) Patients,4%
Sep 2017,KVSP,Patients 50 Years or Older,10%
Sep 2017,KVSP,Specialized Health Care Beds,22
Sep 2017,KVSP,Institution Population,3702
Sep 2017,LAC,High Risk Priority 1,7%
Sep 2017,LAC,High Risk Priority 2,16%
Sep 2017,LAC,Medium Risk,48%
Sep 2017,LAC,Low Risk,30%
Sep 2017,LAC,Mental Health EOP,23%
Sep 2017,LAC,Disability Placement Program (DPP) Patients,10%
