Year,Month,Location,Country of Birth,Population
2025,Sep,MCSP,Guatemala,15
2025,Sep,MCSP,Mexico,223
2025,Sep,MCSP,Others,350
2025,Sep,MCSP,Philippines,13
2025,Sep,MCSP,United States,"3,107"
2025,Sep,MCSP,Vietnam,*
2025,Sep,NKSP,El Salvador,14
2025,Sep,NKSP,Guatemala,21
2025,Sep,NKSP,Mexico,99
2025,Sep,NKSP,Others,505
2025,Sep,NKSP,Philippines,*
2025,Sep,NKSP,United States,"1,912"
2025,Sep,NKSP,Vietnam,*
2025,Sep,PBSP,El Salvador,14
2025,Sep,PBSP,Guatemala,*
2025,Sep,PBSP,Mexico,129
2025,Sep,PBSP,Others,295
2025,Sep,PBSP,Philippines,*
2025,Sep,PBSP,United States,"1,729"
2025,Sep,PBSP,Vietnam,*
2025,Sep,PVSP,El Salvador,28
2025,Sep,PVSP,Guatemala,19
2025,Sep,PVSP,Mexico,246
2025,Sep,PVSP,Others,566
2025,Sep,PVSP,Philippines,(Blank)
2025,Sep,PVSP,United States,"2,205"
2025,Sep,PVSP,Vietnam,*
2025,Sep,RJD,El Salvador,27
2025,Sep,RJD,Guatemala,17
2025,Sep,RJD,Mexico,289
2025,Sep,RJD,Others,377
2025,Sep,RJD,Philippines,15
2025,Sep,RJD,United States,"2,988"
2025,Sep,RJD,Vietnam,18
2025,Sep,SAC,El Salvador,14
2025,Sep,SAC,Guatemala,*
2025,Sep,SAC,Mexico,129
2025,Sep,SAC,Others,178
2025,Sep,SAC,Philippines,*
2025,Sep,SAC,United States,"1,838"
2025,Sep,SAC,Vietnam,*
2025,Sep,CAL,El Salvador,16
2025,Sep,CAL,Guatemala,12
2025,Sep,CAL,Mexico,130
2025,Sep,CAL,Others,227
2025,Sep,CAL,Philippines,(Blank)
2025,Sep,CAL,United States,"2,010"
2025,Sep,CAL,Vietnam,10
2025,Sep,SATF,El Salvador,49
2025,Sep,SATF,Guatemala,37
2025,Sep,SATF,Mexico,508
2025,Sep,SATF,Others,582
2025,Sep,SATF,Philippines,20
2025,Sep,SATF,United States,"4,196"
2025,Sep,SATF,Vietnam,11
2025,Sep,SCC,El Salvador,20
2025,Sep,SCC,Guatemala,11
2025,Sep,SCC,Mexico,207
2025,Sep,SCC,Others,714
2025,Sep,SCC,Philippines,*
2025,Sep,SCC,United States,"2,997"
2025,Sep,SCC,Vietnam,*
2025,Sep,SOL,El Salvador,19
2025,Sep,SOL,Guatemala,13
2025,Sep,SOL,Mexico,243
2025,Sep,SOL,Others,523
2025,Sep,SOL,Philippines,10
2025,Sep,SOL,United States,"2,847"
2025,Sep,SOL,Vietnam,21
2025,Sep,SQ,El Salvador,45
2025,Sep,SQ,Guatemala,29
2025,Sep,SQ,Mexico,354
2025,Sep,SQ,Others,161
2025,Sep,SQ,Philippines,17
2025,Sep,SQ,United States,"1,953"
2025,Sep,SQ,Vietnam,22
2025,Sep,SVSP,El Salvador,11
2025,Sep,SVSP,Guatemala,*
2025,Sep,SVSP,Mexico,114
2025,Sep,SVSP,Others,169
2025,Sep,SVSP,Philippines,(Blank)
2025,Sep,SVSP,United States,"2,131"
2025,Sep,SVSP,Vietnam,*
2025,Sep,VSP,El Salvador,42
2025,Sep,VSP,Guatemala,28
2025,Sep,VSP,Mexico,341
2025,Sep,VSP,Others,404
2025,Sep,VSP,Philippines,17
2025,Sep,VSP,United States,"2,452"
2025,Sep,VSP,Vietnam,13
2025,Sep,WSP,El Salvador,17
2025,Sep,WSP,Guatemala,15
2025,Sep,WSP,Mexico,205
2025,Sep,WSP,Others,164
2025,Sep,WSP,Philippines,*
2025,Sep,WSP,United States,"3,026"
2025,Sep,WSP,Vietnam,10
2025,Sep,CPMP,El Salvador,(Blank)
2025,Sep,CPMP,Guatemala,(Blank)
2025,Sep,CPMP,Mexico,(Blank)
2025,Sep,CPMP,Others,(Blank)
2025,Sep,CPMP,Philippines,(Blank)
2025,Sep,CPMP,United States,*
2025,Sep,CPMP,Vietnam,(Blank)
2025,Sep,FCRF,El Salvador,*
2025,Sep,FCRF,Guatemala,*
2025,Sep,FCRF,Mexico,14
2025,Sep,FCRF,Others,46
2025,Sep,FCRF,Philippines,(Blank)
2025,Sep,FCRF,United States,339
2025,Sep,FCRF,Vietnam,(Blank)
2025,Sep,Alternative Custody Program,El Salvador,(Blank)
2025,Sep,Alternative Custody Program,Guatemala,(Blank)
2025,Sep,Alternative Custody Program,Mexico,*
2025,Sep,Alternative Custody Program,Others,*
2025,Sep,Alternative Custody Program,Philippines,(Blank)
2025,Sep,Alternative Custody Program,United States,*
2025,Sep,Alternative Custody Program,Vietnam,(Blank)
2025,Sep,Department of State Hospitals,El Salvador,(Blank)
2025,Sep,Department of State Hospitals,Guatemala,*
2025,Sep,Department of State Hospitals,Mexico,10
2025,Sep,Department of State Hospitals,Others,21
2025,Sep,Department of State Hospitals,Philippines,(Blank)
2025,Sep,Department of State Hospitals,United States,163
2025,Sep,Department of State Hospitals,Vietnam,(Blank)
2025,Sep,Male Community Reentry Facility,El Salvador,*
2025,Sep,Male Community Reentry Facility,Guatemala,*
2025,Sep,Male Community Reentry Facility,Mexico,38
2025,Sep,Male Community Reentry Facility,Others,78
2025,Sep,Male Community Reentry Facility,Philippines,*
2025,Sep,Male Community Reentry Facility,United States,636
2025,Sep,Male Community Reentry Facility,Vietnam,*
2025,Sep,Medical Reprieve Program,El Salvador,(Blank)
2025,Sep,Medical Reprieve Program,Guatemala,(Blank)
2025,Sep,Medical Reprieve Program,Mexico,(Blank)
2025,Sep,Medical Reprieve Program,Others,(Blank)
2025,Sep,Medical Reprieve Program,Philippines,(Blank)
2025,Sep,Medical Reprieve Program,United States,*
2025,Sep,Medical Reprieve Program,Vietnam,(Blank)
2025,Sep,CCI,El Salvador,21
2025,Sep,CCI,Guatemala,14
2025,Sep,CCI,Mexico,180
2025,Sep,CCI,Others,340
2025,Sep,CCI,Philippines,*
2025,Sep,CCI,United States,"1,952"
2025,Sep,CCI,Vietnam,*
2025,Sep,CCWF,El Salvador,13
2025,Sep,CCWF,Guatemala,*
2025,Sep,CCWF,Mexico,80
2025,Sep,CCWF,Others,209
2025,Sep,CCWF,Philippines,*
2025,Sep,CCWF,United States,"1,749"
2025,Sep,CCWF,Vietnam,*
2025,Sep,CEN,El Salvador,30
2025,Sep,CEN,Guatemala,10
2025,Sep,CEN,Mexico,180
2025,Sep,CEN,Others,260
2025,Sep,CEN,Philippines,*
2025,Sep,CEN,United States,"2,596"
2025,Sep,CEN,Vietnam,*
2025,Sep,CHCF,El Salvador,13
2025,Sep,CHCF,Guatemala,14
2025,Sep,CHCF,Mexico,181
2025,Sep,CHCF,Others,252
2025,Sep,CHCF,Philippines,12
2025,Sep,CHCF,United States,"1,856"
2025,Sep,CHCF,Vietnam,*
2025,Sep,CIM,El Salvador,26
2025,Sep,CIM,Guatemala,22
2025,Sep,CIM,Mexico,304
2025,Sep,CIM,Others,281
2025,Sep,CIM,Philippines,11
2025,Sep,CIM,United States,"1,623"
2025,Sep,CIM,Vietnam,11
2025,Oct,ASP,El Salvador,75
2025,Oct,ASP,Guatemala,70
2025,Oct,ASP,Mexico,819
2025,Oct,ASP,Others,812
2025,Oct,ASP,Philippines,*
2025,Oct,ASP,United States,"2,054"
2025,Oct,ASP,Vietnam,17
2025,Oct,CIW,El Salvador,*
2025,Oct,CIW,Guatemala,*
2025,Oct,CIW,Mexico,46
2025,Oct,CIW,Others,97
2025,Oct,CIW,Philippines,*
2025,Oct,CIW,United States,969
2025,Oct,CIW,Vietnam,*
2025,Oct,CMC,El Salvador,10
2025,Oct,CMC,Guatemala,12
2025,Oct,CMC,Mexico,121
2025,Oct,CMC,Others,205
2025,Oct,CMC,Philippines,*
2025,Oct,CMC,United States,"1,745"
2025,Oct,CMC,Vietnam,12
2025,Oct,CMF,El Salvador,*
2025,Oct,CMF,Guatemala,10
2025,Oct,CMF,Mexico,148
2025,Oct,CMF,Others,204
2025,Oct,CMF,Philippines,12
2025,Oct,CMF,United States,"1,760"
2025,Oct,CMF,Vietnam,*
2025,Oct,COR,El Salvador,33
2025,Oct,COR,Guatemala,14
2025,Oct,COR,Mexico,317
2025,Oct,COR,Others,288
2025,Oct,COR,Philippines,12
2025,Oct,COR,United States,"2,034"
2025,Oct,COR,Vietnam,*
2025,Oct,CRC,El Salvador,22
2025,Oct,CRC,Guatemala,26
2025,Oct,CRC,Mexico,209
2025,Oct,CRC,Others,309
2025,Oct,CRC,Philippines,*
2025,Oct,CRC,United States,"1,055"
2025,Oct,CRC,Vietnam,*
2025,Oct,CTF,El Salvador,66
2025,Oct,CTF,Guatemala,30
2025,Oct,CTF,Mexico,770
2025,Oct,CTF,Others,355
2025,Oct,CTF,Philippines,32
2025,Oct,CTF,United States,"2,879"
2025,Oct,CTF,Vietnam,22
2025,Oct,FOL,El Salvador,24
2025,Oct,FOL,Guatemala,19
2025,Oct,FOL,Mexico,237
2025,Oct,FOL,Others,313
2025,Oct,FOL,Philippines,*
2025,Oct,FOL,United States,"2,125"
2025,Oct,FOL,Vietnam,11
2025,Oct,HDSP,El Salvador,27
2025,Oct,HDSP,Guatemala,*
2025,Oct,HDSP,Mexico,156
2025,Oct,HDSP,Others,320
2025,Oct,HDSP,Philippines,*
2025,Oct,HDSP,United States,"2,216"
2025,Oct,HDSP,Vietnam,*
2025,Oct,ISP,El Salvador,56
2025,Oct,ISP,Guatemala,54
2025,Oct,ISP,Mexico,575
2025,Oct,ISP,Others,432
2025,Oct,ISP,Philippines,24
2025,Oct,ISP,United States,"1,764"
2025,Oct,ISP,Vietnam,*
2025,Oct,KVSP,El Salvador,16
2025,Oct,KVSP,Guatemala,*
2025,Oct,KVSP,Mexico,149
2025,Oct,KVSP,Others,212
2025,Oct,KVSP,Philippines,*
2025,Oct,KVSP,United States,"2,530"
2025,Oct,KVSP,Vietnam,*
2025,Oct,LAC,El Salvador,22
2025,Oct,LAC,Guatemala,*
2025,Oct,LAC,Mexico,141
2025,Oct,LAC,Others,211
2025,Oct,LAC,Philippines,*
2025,Oct,LAC,United States,"2,389"
2025,Oct,LAC,Vietnam,*
2025,Oct,MCSP,El Salvador,24
2025,Oct,MCSP,Guatemala,15
2025,Oct,MCSP,Mexico,218
2025,Oct,MCSP,Others,363
2025,Oct,MCSP,Philippines,12
2025,Oct,MCSP,United States,"3,094"
2025,Oct,MCSP,Vietnam,*
2025,Oct,NKSP,El Salvador,18
2025,Oct,NKSP,Guatemala,20
2025,Oct,NKSP,Mexico,109
2025,Oct,NKSP,Others,523
2025,Oct,NKSP,Philippines,*
2025,Oct,NKSP,United States,"2,048"
2025,Oct,NKSP,Vietnam,*
2025,Oct,PBSP,El Salvador,14
2025,Oct,PBSP,Guatemala,*
2025,Oct,PBSP,Mexico,131
2025,Oct,PBSP,Others,295
2025,Oct,PBSP,Philippines,*
2025,Oct,PBSP,United States,"1,766"
2025,Oct,PBSP,Vietnam,*
2025,Oct,PVSP,El Salvador,32
2025,Oct,PVSP,Guatemala,22
2025,Oct,PVSP,Mexico,262
2025,Oct,PVSP,Others,572
2025,Oct,PVSP,Philippines,(Blank)
2025,Oct,PVSP,United States,"2,253"
2025,Oct,PVSP,Vietnam,*
2025,Oct,RJD,El Salvador,26
2025,Oct,RJD,Guatemala,17
2025,Oct,RJD,Mexico,290
2025,Oct,RJD,Others,379
2025,Oct,RJD,Philippines,15
2025,Oct,RJD,United States,"3,042"
2025,Oct,RJD,Vietnam,19
2025,Oct,SAC,El Salvador,14
2025,Oct,SAC,Guatemala,*
2025,Oct,SAC,Mexico,127
2025,Oct,SAC,Others,190
2025,Oct,SAC,Philippines,*
2025,Oct,SAC,United States,"1,797"
2025,Oct,SAC,Vietnam,*
2025,Oct,CAL,El Salvador,19
2025,Oct,CAL,Guatemala,12
2025,Oct,CAL,Mexico,139
2025,Oct,CAL,Others,238
2025,Oct,CAL,Philippines,*
2025,Oct,CAL,United States,"2,098"
2025,Oct,CAL,Vietnam,*
2025,Oct,SATF,El Salvador,48
2025,Oct,SATF,Guatemala,38
2025,Oct,SATF,Mexico,510
2025,Oct,SATF,Others,587
2025,Oct,SATF,Philippines,19
2025,Oct,SATF,United States,"4,259"
2025,Oct,SATF,Vietnam,11
2025,Oct,SCC,El Salvador,18
2025,Oct,SCC,Guatemala,15
2025,Oct,SCC,Mexico,217
2025,Oct,SCC,Others,712
2025,Oct,SCC,Philippines,*
2025,Oct,SCC,United States,"3,095"
2025,Oct,SCC,Vietnam,10
2025,Oct,SOL,El Salvador,18
2025,Oct,SOL,Guatemala,13
2025,Oct,SOL,Mexico,240
2025,Oct,SOL,Others,547
2025,Oct,SOL,Philippines,10
2025,Oct,SOL,United States,"2,892"
2025,Oct,SOL,Vietnam,21
2025,Oct,SQ,El Salvador,44
2025,Oct,SQ,Guatemala,29
2025,Oct,SQ,Mexico,353
2025,Oct,SQ,Others,155
2025,Oct,SQ,Philippines,17
2025,Oct,SQ,United States,"1,912"
2025,Oct,SQ,Vietnam,22
2025,Oct,SVSP,El Salvador,11
2025,Oct,SVSP,Guatemala,*
2025,Oct,SVSP,Mexico,114
2025,Oct,SVSP,Others,166
2025,Oct,SVSP,Philippines,(Blank)
2025,Oct,SVSP,United States,"2,150"
2025,Oct,SVSP,Vietnam,*
2025,Oct,VSP,El Salvador,41
2025,Oct,VSP,Guatemala,27
2025,Oct,VSP,Mexico,342
2025,Oct,VSP,Others,394
2025,Oct,VSP,Philippines,17
2025,Oct,VSP,United States,"2,436"
2025,Oct,VSP,Vietnam,13
2025,Oct,WSP,El Salvador,17
2025,Oct,WSP,Guatemala,16
2025,Oct,WSP,Mexico,200
2025,Oct,WSP,Others,162
2025,Oct,WSP,Philippines,*
2025,Oct,WSP,United States,"2,998"
2025,Oct,WSP,Vietnam,*
2025,Oct,CPMP,El Salvador,(Blank)
2025,Oct,CPMP,Guatemala,(Blank)
2025,Oct,CPMP,Mexico,(Blank)
2025,Oct,CPMP,Others,(Blank)
2025,Oct,CPMP,Philippines,(Blank)
2025,Oct,CPMP,United States,*
2025,Oct,CPMP,Vietnam,(Blank)
2025,Oct,FCRF,El Salvador,*
2025,Oct,FCRF,Guatemala,*
2025,Oct,FCRF,Mexico,11
2025,Oct,FCRF,Others,43
2025,Oct,FCRF,Philippines,(Blank)
2025,Oct,FCRF,United States,339
2025,Oct,FCRF,Vietnam,(Blank)
2025,Oct,Alternative Custody Program,El Salvador,(Blank)
2025,Oct,Alternative Custody Program,Guatemala,(Blank)
2025,Oct,Alternative Custody Program,Mexico,*
2025,Oct,Alternative Custody Program,Others,*
2025,Oct,Alternative Custody Program,Philippines,(Blank)
2025,Oct,Alternative Custody Program,United States,*
2025,Oct,Alternative Custody Program,Vietnam,(Blank)
2025,Oct,Department of State Hospitals,El Salvador,(Blank)
2025,Oct,Department of State Hospitals,Guatemala,*
2025,Oct,Department of State Hospitals,Mexico,10
2025,Oct,Department of State Hospitals,Others,17
2025,Oct,Department of State Hospitals,Philippines,(Blank)
2025,Oct,Department of State Hospitals,United States,164
2025,Oct,Department of State Hospitals,Vietnam,*
2025,Oct,Male Community Reentry Facility,El Salvador,*
2025,Oct,Male Community Reentry Facility,Guatemala,*
2025,Oct,Male Community Reentry Facility,Mexico,40
2025,Oct,Male Community Reentry Facility,Others,80
2025,Oct,Male Community Reentry Facility,Philippines,*
2025,Oct,Male Community Reentry Facility,United States,647
2025,Oct,Male Community Reentry Facility,Vietnam,*
2025,Oct,Medical Reprieve Program,El Salvador,(Blank)
2025,Oct,Medical Reprieve Program,Guatemala,(Blank)
2025,Oct,Medical Reprieve Program,Mexico,(Blank)
2025,Oct,Medical Reprieve Program,Others,(Blank)
2025,Oct,Medical Reprieve Program,Philippines,(Blank)
2025,Oct,Medical Reprieve Program,United States,*
2025,Oct,Medical Reprieve Program,Vietnam,(Blank)
2025,Oct,CCI,El Salvador,23
2025,Oct,CCI,Guatemala,14
2025,Oct,CCI,Mexico,169
2025,Oct,CCI,Others,342
2025,Oct,CCI,Philippines,*
2025,Oct,CCI,United States,"1,897"
2025,Oct,CCI,Vietnam,*
2025,Oct,CCWF,El Salvador,13
2025,Oct,CCWF,Guatemala,*
2025,Oct,CCWF,Mexico,88
2025,Oct,CCWF,Others,206
2025,Oct,CCWF,Philippines,*
2025,Oct,CCWF,United States,"1,786"
2025,Oct,CCWF,Vietnam,*
2025,Oct,CEN,El Salvador,30
2025,Oct,CEN,Guatemala,13
2025,Oct,CEN,Mexico,177
2025,Oct,CEN,Others,275
2025,Oct,CEN,Philippines,*
2025,Oct,CEN,United States,"2,686"
2025,Oct,CEN,Vietnam,*
2025,Oct,CHCF,El Salvador,14
2025,Oct,CHCF,Guatemala,12
2025,Oct,CHCF,Mexico,180
2025,Oct,CHCF,Others,255
2025,Oct,CHCF,Philippines,13
2025,Oct,CHCF,United States,"1,870"
2025,Oct,CHCF,Vietnam,*
2025,Oct,CIM,El Salvador,26
2025,Oct,CIM,Guatemala,20
2025,Oct,CIM,Mexico,308
2025,Oct,CIM,Others,278
2025,Oct,CIM,Philippines,11
2025,Oct,CIM,United States,"1,622"
2025,Oct,CIM,Vietnam,11
2025,Nov,ASP,El Salvador,74
2025,Nov,ASP,Guatemala,69
2025,Nov,ASP,Mexico,818
2025,Nov,ASP,Others,803
2025,Nov,ASP,Philippines,*
2025,Nov,ASP,United States,"2,010"
2025,Nov,ASP,Vietnam,17
2025,Nov,CIW,El Salvador,*
2025,Nov,CIW,Guatemala,*
2025,Nov,CIW,Mexico,49
2025,Nov,CIW,Others,97
2025,Nov,CIW,Philippines,*
2025,Nov,CIW,United States,961
2025,Nov,CIW,Vietnam,*
2025,Nov,CMC,El Salvador,11
2025,Nov,CMC,Guatemala,11
2025,Nov,CMC,Mexico,121
2025,Nov,CMC,Others,207
2025,Nov,CMC,Philippines,*
2025,Nov,CMC,United States,"1,768"
2025,Nov,CMC,Vietnam,12
2025,Nov,CMF,El Salvador,*
2025,Nov,CMF,Guatemala,10
2025,Nov,CMF,Mexico,149
2025,Nov,CMF,Others,208
2025,Nov,CMF,Philippines,12
2025,Nov,CMF,United States,"1,759"
2025,Nov,CMF,Vietnam,*
2025,Nov,COR,El Salvador,32
2025,Nov,COR,Guatemala,14
2025,Nov,COR,Mexico,308
2025,Nov,COR,Others,290
2025,Nov,COR,Philippines,12
2025,Nov,COR,United States,"1,985"
2025,Nov,COR,Vietnam,*
2025,Nov,CRC,El Salvador,17
2025,Nov,CRC,Guatemala,20
2025,Nov,CRC,Mexico,170
2025,Nov,CRC,Others,267
2025,Nov,CRC,Philippines,*
2025,Nov,CRC,United States,855
2025,Nov,CRC,Vietnam,*
2025,Nov,CTF,El Salvador,70
2025,Nov,CTF,Guatemala,30
2025,Nov,CTF,Mexico,767
2025,Nov,CTF,Others,353
2025,Nov,CTF,Philippines,32
2025,Nov,CTF,United States,"2,889"
2025,Nov,CTF,Vietnam,23
2025,Nov,FOL,El Salvador,25
2025,Nov,FOL,Guatemala,18
2025,Nov,FOL,Mexico,233
2025,Nov,FOL,Others,302
2025,Nov,FOL,Philippines,*
2025,Nov,FOL,United States,"2,083"
2025,Nov,FOL,Vietnam,11
2025,Nov,HDSP,El Salvador,26
2025,Nov,HDSP,Guatemala,*
2025,Nov,HDSP,Mexico,158
2025,Nov,HDSP,Others,330
2025,Nov,HDSP,Philippines,*
2025,Nov,HDSP,United States,"2,279"
2025,Nov,HDSP,Vietnam,*
2025,Nov,ISP,El Salvador,58
2025,Nov,ISP,Guatemala,60
2025,Nov,ISP,Mexico,591
2025,Nov,ISP,Others,441
2025,Nov,ISP,Philippines,24
2025,Nov,ISP,United States,"1,801"
2025,Nov,ISP,Vietnam,*
2025,Nov,KVSP,El Salvador,18
2025,Nov,KVSP,Guatemala,*
2025,Nov,KVSP,Mexico,157
2025,Nov,KVSP,Others,226
2025,Nov,KVSP,Philippines,*
2025,Nov,KVSP,United States,"2,657"
2025,Nov,KVSP,Vietnam,*
2025,Nov,LAC,El Salvador,25
2025,Nov,LAC,Guatemala,12
2025,Nov,LAC,Mexico,156
2025,Nov,LAC,Others,242
2025,Nov,LAC,Philippines,*
2025,Nov,LAC,United States,"2,464"
2025,Nov,LAC,Vietnam,10
2025,Nov,MCSP,El Salvador,24
2025,Nov,MCSP,Guatemala,15
2025,Nov,MCSP,Mexico,218
2025,Nov,MCSP,Others,358
2025,Nov,MCSP,Philippines,12
2025,Nov,MCSP,United States,"3,067"
2025,Nov,MCSP,Vietnam,*
2025,Nov,NKSP,El Salvador,17
2025,Nov,NKSP,Guatemala,20
2025,Nov,NKSP,Mexico,123
2025,Nov,NKSP,Others,494
2025,Nov,NKSP,Philippines,*
2025,Nov,NKSP,United States,"2,122"
2025,Nov,NKSP,Vietnam,*
2025,Nov,PBSP,El Salvador,15
2025,Nov,PBSP,Guatemala,*
2025,Nov,PBSP,Mexico,135
2025,Nov,PBSP,Others,287
2025,Nov,PBSP,Philippines,*
2025,Nov,PBSP,United States,"1,739"
2025,Nov,PBSP,Vietnam,*
2025,Nov,PVSP,El Salvador,31
2025,Nov,PVSP,Guatemala,21
2025,Nov,PVSP,Mexico,266
2025,Nov,PVSP,Others,567
2025,Nov,PVSP,Philippines,(Blank)
2025,Nov,PVSP,United States,"2,227"
2025,Nov,PVSP,Vietnam,*
2025,Nov,RJD,El Salvador,26
2025,Nov,RJD,Guatemala,16
2025,Nov,RJD,Mexico,292
2025,Nov,RJD,Others,367
2025,Nov,RJD,Philippines,14
2025,Nov,RJD,United States,"3,024"
2025,Nov,RJD,Vietnam,19
2025,Nov,SAC,El Salvador,14
2025,Nov,SAC,Guatemala,*
2025,Nov,SAC,Mexico,126
2025,Nov,SAC,Others,190
2025,Nov,SAC,Philippines,*
2025,Nov,SAC,United States,"1,790"
2025,Nov,SAC,Vietnam,*
2025,Nov,CAL,El Salvador,19
2025,Nov,CAL,Guatemala,12
2025,Nov,CAL,Mexico,143
2025,Nov,CAL,Others,237
2025,Nov,CAL,Philippines,*
2025,Nov,CAL,United States,"2,081"
2025,Nov,CAL,Vietnam,*
2025,Nov,SATF,El Salvador,48
2025,Nov,SATF,Guatemala,36
2025,Nov,SATF,Mexico,505
2025,Nov,SATF,Others,588
2025,Nov,SATF,Philippines,19
2025,Nov,SATF,United States,"4,206"
2025,Nov,SATF,Vietnam,10
2025,Nov,SCC,El Salvador,17
2025,Nov,SCC,Guatemala,17
2025,Nov,SCC,Mexico,224
2025,Nov,SCC,Others,687
2025,Nov,SCC,Philippines,*
2025,Nov,SCC,United States,"3,102"
2025,Nov,SCC,Vietnam,10
2025,Nov,SOL,El Salvador,18
2025,Nov,SOL,Guatemala,14
2025,Nov,SOL,Mexico,239
2025,Nov,SOL,Others,542
2025,Nov,SOL,Philippines,10
2025,Nov,SOL,United States,"2,923"
2025,Nov,SOL,Vietnam,22
2025,Nov,SQ,El Salvador,43
2025,Nov,SQ,Guatemala,28
2025,Nov,SQ,Mexico,346
2025,Nov,SQ,Others,153
2025,Nov,SQ,Philippines,17
2025,Nov,SQ,United States,"1,896"
2025,Nov,SQ,Vietnam,24
2025,Nov,SVSP,El Salvador,11
2025,Nov,SVSP,Guatemala,*
2025,Nov,SVSP,Mexico,116
2025,Nov,SVSP,Others,163
2025,Nov,SVSP,Philippines,(Blank)
2025,Nov,SVSP,United States,"2,125"
2025,Nov,SVSP,Vietnam,*
2025,Nov,VSP,El Salvador,41
2025,Nov,VSP,Guatemala,27
2025,Nov,VSP,Mexico,343
2025,Nov,VSP,Others,395
2025,Nov,VSP,Philippines,17
2025,Nov,VSP,United States,"2,410"
2025,Nov,VSP,Vietnam,12
2025,Nov,WSP,El Salvador,15
2025,Nov,WSP,Guatemala,17
2025,Nov,WSP,Mexico,198
2025,Nov,WSP,Others,154
2025,Nov,WSP,Philippines,*
2025,Nov,WSP,United States,"3,071"
2025,Nov,WSP,Vietnam,10
2025,Nov,CPMP,El Salvador,(Blank)
2025,Nov,CPMP,Guatemala,(Blank)
2025,Nov,CPMP,Mexico,(Blank)
2025,Nov,CPMP,Others,(Blank)
2025,Nov,CPMP,Philippines,(Blank)
2025,Nov,CPMP,United States,*
2025,Nov,CPMP,Vietnam,(Blank)
2025,Nov,FCRF,El Salvador,*
2025,Nov,FCRF,Guatemala,*
2025,Nov,FCRF,Mexico,12
2025,Nov,FCRF,Others,37
2025,Nov,FCRF,Philippines,(Blank)
2025,Nov,FCRF,United States,326
2025,Nov,FCRF,Vietnam,(Blank)
2025,Nov,Alternative Custody Program,El Salvador,(Blank)
2025,Nov,Alternative Custody Program,Guatemala,(Blank)
2025,Nov,Alternative Custody Program,Mexico,*
2025,Nov,Alternative Custody Program,Others,*
2025,Nov,Alternative Custody Program,Philippines,(Blank)
2025,Nov,Alternative Custody Program,United States,*
2025,Nov,Alternative Custody Program,Vietnam,(Blank)
2025,Nov,Department of State Hospitals,El Salvador,(Blank)
2025,Nov,Department of State Hospitals,Guatemala,*
2025,Nov,Department of State Hospitals,Mexico,*
2025,Nov,Department of State Hospitals,Others,15
2025,Nov,Department of State Hospitals,Philippines,(Blank)
2025,Nov,Department of State Hospitals,United States,165
2025,Nov,Department of State Hospitals,Vietnam,*
2025,Nov,Male Community Reentry Facility,El Salvador,*
2025,Nov,Male Community Reentry Facility,Guatemala,*
2025,Nov,Male Community Reentry Facility,Mexico,41
2025,Nov,Male Community Reentry Facility,Others,79
2025,Nov,Male Community Reentry Facility,Philippines,*
2025,Nov,Male Community Reentry Facility,United States,655
2025,Nov,Male Community Reentry Facility,Vietnam,(Blank)
2025,Nov,Medical Reprieve Program,El Salvador,(Blank)
2025,Nov,Medical Reprieve Program,Guatemala,(Blank)
2025,Nov,Medical Reprieve Program,Mexico,(Blank)
2025,Nov,Medical Reprieve Program,Others,(Blank)
2025,Nov,Medical Reprieve Program,Philippines,(Blank)
2025,Nov,Medical Reprieve Program,United States,*
2025,Nov,Medical Reprieve Program,Vietnam,(Blank)
2025,Nov,CCI,El Salvador,21
2025,Nov,CCI,Guatemala,14
2025,Nov,CCI,Mexico,172
2025,Nov,CCI,Others,333
2025,Nov,CCI,Philippines,*
2025,Nov,CCI,United States,"1,839"
2025,Nov,CCI,Vietnam,*
2025,Nov,CCWF,El Salvador,14
2025,Nov,CCWF,Guatemala,*
2025,Nov,CCWF,Mexico,89
2025,Nov,CCWF,Others,211
2025,Nov,CCWF,Philippines,*
2025,Nov,CCWF,United States,"1,804"
2025,Nov,CCWF,Vietnam,*
2025,Nov,CEN,El Salvador,30
2025,Nov,CEN,Guatemala,12
2025,Nov,CEN,Mexico,188
2025,Nov,CEN,Others,269
2025,Nov,CEN,Philippines,*
2025,Nov,CEN,United States,"2,675"
2025,Nov,CEN,Vietnam,*
2025,Nov,CHCF,El Salvador,15
2025,Nov,CHCF,Guatemala,12
2025,Nov,CHCF,Mexico,183
2025,Nov,CHCF,Others,255
2025,Nov,CHCF,Philippines,12
2025,Nov,CHCF,United States,"1,852"
2025,Nov,CHCF,Vietnam,*
2025,Nov,CIM,El Salvador,27
2025,Nov,CIM,Guatemala,20
2025,Nov,CIM,Mexico,301
2025,Nov,CIM,Others,279
2025,Nov,CIM,Philippines,11
2025,Nov,CIM,United States,"1,581"
2025,Nov,CIM,Vietnam,13
2025,Dec,ASP,El Salvador,75
2025,Dec,ASP,Guatemala,67
2025,Dec,ASP,Mexico,817
2025,Dec,ASP,Others,804
2025,Dec,ASP,Philippines,*
2025,Dec,ASP,United States,"2,034"
2025,Dec,ASP,Vietnam,17
2025,Dec,CIW,El Salvador,*
2025,Dec,CIW,Guatemala,*
2025,Dec,CIW,Mexico,50
2025,Dec,CIW,Others,95
2025,Dec,CIW,Philippines,*
2025,Dec,CIW,United States,938
2025,Dec,CIW,Vietnam,*
