Year,Month,Location,Country of Birth,Population
2025,Jun,SQ,Mexico,372
2025,Jun,SQ,Others,173
2025,Jun,SQ,Philippines,18
2025,Jun,SQ,United States,"2,042"
2025,Jun,SQ,Vietnam,24
2025,Jun,SVSP,El Salvador,*
2025,Jun,SVSP,Guatemala,*
2025,Jun,SVSP,Mexico,105
2025,Jun,SVSP,Others,171
2025,Jun,SVSP,Philippines,(Blank)
2025,Jun,SVSP,United States,"2,067"
2025,Jun,SVSP,Vietnam,*
2025,Jun,VSP,El Salvador,42
2025,Jun,VSP,Guatemala,27
2025,Jun,VSP,Mexico,327
2025,Jun,VSP,Others,369
2025,Jun,VSP,Philippines,17
2025,Jun,VSP,United States,"2,264"
2025,Jun,VSP,Vietnam,11
2025,Jun,WSP,El Salvador,24
2025,Jun,WSP,Guatemala,13
2025,Jun,WSP,Mexico,207
2025,Jun,WSP,Others,226
2025,Jun,WSP,Philippines,*
2025,Jun,WSP,United States,"3,457"
2025,Jun,WSP,Vietnam,*
2025,Jun,CPMP,El Salvador,(Blank)
2025,Jun,CPMP,Guatemala,(Blank)
2025,Jun,CPMP,Mexico,(Blank)
2025,Jun,CPMP,Others,*
2025,Jun,CPMP,Philippines,(Blank)
2025,Jun,CPMP,United States,*
2025,Jun,CPMP,Vietnam,(Blank)
2025,Jun,FCRF,El Salvador,*
2025,Jun,FCRF,Guatemala,*
2025,Jun,FCRF,Mexico,13
2025,Jun,FCRF,Others,47
2025,Jun,FCRF,Philippines,(Blank)
2025,Jun,FCRF,United States,348
2025,Jun,FCRF,Vietnam,(Blank)
2025,Jun,Alternative Custody Program,El Salvador,(Blank)
2025,Jun,Alternative Custody Program,Guatemala,(Blank)
2025,Jun,Alternative Custody Program,Mexico,(Blank)
2025,Jun,Alternative Custody Program,Others,(Blank)
2025,Jun,Alternative Custody Program,Philippines,(Blank)
2025,Jun,Alternative Custody Program,United States,*
2025,Jun,Alternative Custody Program,Vietnam,(Blank)
2025,Jun,Department of State Hospitals,El Salvador,(Blank)
2025,Jun,Department of State Hospitals,Guatemala,*
2025,Jun,Department of State Hospitals,Mexico,10
2025,Jun,Department of State Hospitals,Others,22
2025,Jun,Department of State Hospitals,Philippines,(Blank)
2025,Jun,Department of State Hospitals,United States,158
2025,Jun,Department of State Hospitals,Vietnam,(Blank)
2025,Jun,Male Community Reentry Facility,El Salvador,*
2025,Jun,Male Community Reentry Facility,Guatemala,*
2025,Jun,Male Community Reentry Facility,Mexico,16
2025,Jun,Male Community Reentry Facility,Others,68
2025,Jun,Male Community Reentry Facility,Philippines,*
2025,Jun,Male Community Reentry Facility,United States,602
2025,Jun,Male Community Reentry Facility,Vietnam,*
2025,Jun,Medical Reprieve Program,El Salvador,(Blank)
2025,Jun,Medical Reprieve Program,Guatemala,(Blank)
2025,Jun,Medical Reprieve Program,Mexico,(Blank)
2025,Jun,Medical Reprieve Program,Others,(Blank)
2025,Jun,Medical Reprieve Program,Philippines,(Blank)
2025,Jun,Medical Reprieve Program,United States,*
2025,Jun,Medical Reprieve Program,Vietnam,(Blank)
2025,Jun,CCI,El Salvador,19
2025,Jun,CCI,Guatemala,12
2025,Jun,CCI,Mexico,178
2025,Jun,CCI,Others,322
2025,Jun,CCI,Philippines,*
2025,Jun,CCI,United States,"1,879"
2025,Jun,CCI,Vietnam,*
2025,Jun,CCWF,El Salvador,14
2025,Jun,CCWF,Guatemala,*
2025,Jun,CCWF,Mexico,79
2025,Jun,CCWF,Others,210
2025,Jun,CCWF,Philippines,*
2025,Jun,CCWF,United States,"1,647"
2025,Jun,CCWF,Vietnam,*
2025,Jun,CEN,El Salvador,26
2025,Jun,CEN,Guatemala,*
2025,Jun,CEN,Mexico,181
2025,Jun,CEN,Others,257
2025,Jun,CEN,Philippines,*
2025,Jun,CEN,United States,"2,504"
2025,Jun,CEN,Vietnam,*
2025,Jun,CHCF,El Salvador,12
2025,Jun,CHCF,Guatemala,14
2025,Jun,CHCF,Mexico,171
2025,Jun,CHCF,Others,231
2025,Jun,CHCF,Philippines,12
2025,Jun,CHCF,United States,"1,831"
2025,Jun,CHCF,Vietnam,*
2025,Jun,CIM,El Salvador,25
2025,Jun,CIM,Guatemala,20
2025,Jun,CIM,Mexico,300
2025,Jun,CIM,Others,267
2025,Jun,CIM,Philippines,13
2025,Jun,CIM,United States,"1,632"
2025,Jun,CIM,Vietnam,11
2025,Jul,ASP,El Salvador,75
2025,Jul,ASP,Guatemala,70
2025,Jul,ASP,Mexico,819
2025,Jul,ASP,Others,874
2025,Jul,ASP,Philippines,*
2025,Jul,ASP,United States,"2,179"
2025,Jul,ASP,Vietnam,17
2025,Jul,CIW,El Salvador,*
2025,Jul,CIW,Guatemala,*
2025,Jul,CIW,Mexico,43
2025,Jul,CIW,Others,92
2025,Jul,CIW,Philippines,*
2025,Jul,CIW,United States,"1,059"
2025,Jul,CIW,Vietnam,*
2025,Jul,CMC,El Salvador,11
2025,Jul,CMC,Guatemala,20
2025,Jul,CMC,Mexico,119
2025,Jul,CMC,Others,216
2025,Jul,CMC,Philippines,*
2025,Jul,CMC,United States,"1,772"
2025,Jul,CMC,Vietnam,11
2025,Jul,CMF,El Salvador,*
2025,Jul,CMF,Guatemala,*
2025,Jul,CMF,Mexico,138
2025,Jul,CMF,Others,195
2025,Jul,CMF,Philippines,11
2025,Jul,CMF,United States,"1,722"
2025,Jul,CMF,Vietnam,*
2025,Jul,COR,El Salvador,31
2025,Jul,COR,Guatemala,14
2025,Jul,COR,Mexico,302
2025,Jul,COR,Others,267
2025,Jul,COR,Philippines,12
2025,Jul,COR,United States,"1,935"
2025,Jul,COR,Vietnam,*
2025,Jul,CRC,El Salvador,40
2025,Jul,CRC,Guatemala,42
2025,Jul,CRC,Mexico,331
2025,Jul,CRC,Others,484
2025,Jul,CRC,Philippines,*
2025,Jul,CRC,United States,"1,882"
2025,Jul,CRC,Vietnam,*
2025,Jul,CTF,El Salvador,64
2025,Jul,CTF,Guatemala,32
2025,Jul,CTF,Mexico,783
2025,Jul,CTF,Others,361
2025,Jul,CTF,Philippines,33
2025,Jul,CTF,United States,"2,878"
2025,Jul,CTF,Vietnam,21
2025,Jul,FOL,El Salvador,20
2025,Jul,FOL,Guatemala,19
2025,Jul,FOL,Mexico,245
2025,Jul,FOL,Others,327
2025,Jul,FOL,Philippines,*
2025,Jul,FOL,United States,"2,154"
2025,Jul,FOL,Vietnam,10
2025,Jul,HDSP,El Salvador,22
2025,Jul,HDSP,Guatemala,*
2025,Jul,HDSP,Mexico,141
2025,Jul,HDSP,Others,301
2025,Jul,HDSP,Philippines,*
2025,Jul,HDSP,United States,"2,047"
2025,Jul,HDSP,Vietnam,*
2025,Jul,ISP,El Salvador,49
2025,Jul,ISP,Guatemala,53
2025,Jul,ISP,Mexico,536
2025,Jul,ISP,Others,426
2025,Jul,ISP,Philippines,22
2025,Jul,ISP,United States,"1,605"
2025,Jul,ISP,Vietnam,*
2025,Jul,KVSP,El Salvador,20
2025,Jul,KVSP,Guatemala,*
2025,Jul,KVSP,Mexico,167
2025,Jul,KVSP,Others,233
2025,Jul,KVSP,Philippines,*
2025,Jul,KVSP,United States,"2,697"
2025,Jul,KVSP,Vietnam,*
2025,Jul,LAC,El Salvador,17
2025,Jul,LAC,Guatemala,*
2025,Jul,LAC,Mexico,125
2025,Jul,LAC,Others,236
2025,Jul,LAC,Philippines,*
2025,Jul,LAC,United States,"2,480"
2025,Jul,LAC,Vietnam,*
2025,Jul,MCSP,El Salvador,24
2025,Jul,MCSP,Guatemala,15
2025,Jul,MCSP,Mexico,239
2025,Jul,MCSP,Others,361
2025,Jul,MCSP,Philippines,13
2025,Jul,MCSP,United States,"3,139"
2025,Jul,MCSP,Vietnam,*
2025,Jul,NKSP,El Salvador,*
2025,Jul,NKSP,Guatemala,*
2025,Jul,NKSP,Mexico,75
2025,Jul,NKSP,Others,533
2025,Jul,NKSP,Philippines,*
2025,Jul,NKSP,United States,"1,637"
2025,Jul,NKSP,Vietnam,*
2025,Jul,PBSP,El Salvador,14
2025,Jul,PBSP,Guatemala,*
2025,Jul,PBSP,Mexico,130
2025,Jul,PBSP,Others,293
2025,Jul,PBSP,Philippines,*
2025,Jul,PBSP,United States,"1,643"
2025,Jul,PBSP,Vietnam,*
2025,Jul,PVSP,El Salvador,26
2025,Jul,PVSP,Guatemala,19
2025,Jul,PVSP,Mexico,238
2025,Jul,PVSP,Others,587
2025,Jul,PVSP,Philippines,(Blank)
2025,Jul,PVSP,United States,"2,126"
2025,Jul,PVSP,Vietnam,*
2025,Jul,RJD,El Salvador,26
2025,Jul,RJD,Guatemala,13
2025,Jul,RJD,Mexico,283
2025,Jul,RJD,Others,367
2025,Jul,RJD,Philippines,13
2025,Jul,RJD,United States,"2,932"
2025,Jul,RJD,Vietnam,19
2025,Jul,SAC,El Salvador,16
2025,Jul,SAC,Guatemala,*
2025,Jul,SAC,Mexico,121
2025,Jul,SAC,Others,178
2025,Jul,SAC,Philippines,*
2025,Jul,SAC,United States,"1,848"
2025,Jul,SAC,Vietnam,*
2025,Jul,CAL,El Salvador,17
2025,Jul,CAL,Guatemala,11
2025,Jul,CAL,Mexico,134
2025,Jul,CAL,Others,217
2025,Jul,CAL,Philippines,(Blank)
2025,Jul,CAL,United States,"1,985"
2025,Jul,CAL,Vietnam,*
2025,Jul,SATF,El Salvador,52
2025,Jul,SATF,Guatemala,38
2025,Jul,SATF,Mexico,516
2025,Jul,SATF,Others,586
2025,Jul,SATF,Philippines,19
2025,Jul,SATF,United States,"4,163"
2025,Jul,SATF,Vietnam,11
2025,Jul,SCC,El Salvador,18
2025,Jul,SCC,Guatemala,10
2025,Jul,SCC,Mexico,180
2025,Jul,SCC,Others,715
2025,Jul,SCC,Philippines,*
2025,Jul,SCC,United States,"2,970"
2025,Jul,SCC,Vietnam,*
2025,Jul,SOL,El Salvador,20
2025,Jul,SOL,Guatemala,13
2025,Jul,SOL,Mexico,247
2025,Jul,SOL,Others,506
2025,Jul,SOL,Philippines,10
2025,Jul,SOL,United States,"2,741"
2025,Jul,SOL,Vietnam,21
2025,Jul,SQ,El Salvador,46
2025,Jul,SQ,Guatemala,28
2025,Jul,SQ,Mexico,368
2025,Jul,SQ,Others,163
2025,Jul,SQ,Philippines,17
2025,Jul,SQ,United States,"1,981"
2025,Jul,SQ,Vietnam,23
2025,Jul,SVSP,El Salvador,*
2025,Jul,SVSP,Guatemala,*
2025,Jul,SVSP,Mexico,105
2025,Jul,SVSP,Others,169
2025,Jul,SVSP,Philippines,(Blank)
2025,Jul,SVSP,United States,"2,082"
2025,Jul,SVSP,Vietnam,*
2025,Jul,VSP,El Salvador,42
2025,Jul,VSP,Guatemala,27
2025,Jul,VSP,Mexico,335
2025,Jul,VSP,Others,381
2025,Jul,VSP,Philippines,18
2025,Jul,VSP,United States,"2,319"
2025,Jul,VSP,Vietnam,12
2025,Jul,WSP,El Salvador,21
2025,Jul,WSP,Guatemala,10
2025,Jul,WSP,Mexico,213
2025,Jul,WSP,Others,202
2025,Jul,WSP,Philippines,*
2025,Jul,WSP,United States,"3,509"
2025,Jul,WSP,Vietnam,*
2025,Jul,CPMP,El Salvador,(Blank)
2025,Jul,CPMP,Guatemala,(Blank)
2025,Jul,CPMP,Mexico,(Blank)
2025,Jul,CPMP,Others,(Blank)
2025,Jul,CPMP,Philippines,(Blank)
2025,Jul,CPMP,United States,*
2025,Jul,CPMP,Vietnam,(Blank)
2025,Jul,FCRF,El Salvador,*
2025,Jul,FCRF,Guatemala,*
2025,Jul,FCRF,Mexico,15
2025,Jul,FCRF,Others,50
2025,Jul,FCRF,Philippines,(Blank)
2025,Jul,FCRF,United States,341
2025,Jul,FCRF,Vietnam,(Blank)
2025,Jul,Alternative Custody Program,El Salvador,(Blank)
2025,Jul,Alternative Custody Program,Guatemala,(Blank)
2025,Jul,Alternative Custody Program,Mexico,(Blank)
2025,Jul,Alternative Custody Program,Others,(Blank)
2025,Jul,Alternative Custody Program,Philippines,(Blank)
2025,Jul,Alternative Custody Program,United States,*
2025,Jul,Alternative Custody Program,Vietnam,(Blank)
2025,Jul,Department of State Hospitals,El Salvador,(Blank)
2025,Jul,Department of State Hospitals,Guatemala,*
2025,Jul,Department of State Hospitals,Mexico,10
2025,Jul,Department of State Hospitals,Others,22
2025,Jul,Department of State Hospitals,Philippines,(Blank)
2025,Jul,Department of State Hospitals,United States,162
2025,Jul,Department of State Hospitals,Vietnam,(Blank)
2025,Jul,Male Community Reentry Facility,El Salvador,10
2025,Jul,Male Community Reentry Facility,Guatemala,*
2025,Jul,Male Community Reentry Facility,Mexico,21
2025,Jul,Male Community Reentry Facility,Others,70
2025,Jul,Male Community Reentry Facility,Philippines,*
2025,Jul,Male Community Reentry Facility,United States,603
2025,Jul,Male Community Reentry Facility,Vietnam,*
2025,Jul,Medical Reprieve Program,El Salvador,(Blank)
2025,Jul,Medical Reprieve Program,Guatemala,(Blank)
2025,Jul,Medical Reprieve Program,Mexico,(Blank)
2025,Jul,Medical Reprieve Program,Others,(Blank)
2025,Jul,Medical Reprieve Program,Philippines,(Blank)
2025,Jul,Medical Reprieve Program,United States,*
2025,Jul,Medical Reprieve Program,Vietnam,(Blank)
2025,Jul,CCI,El Salvador,18
2025,Jul,CCI,Guatemala,13
2025,Jul,CCI,Mexico,174
2025,Jul,CCI,Others,322
2025,Jul,CCI,Philippines,*
2025,Jul,CCI,United States,"1,854"
2025,Jul,CCI,Vietnam,*
2025,Jul,CCWF,El Salvador,13
2025,Jul,CCWF,Guatemala,*
2025,Jul,CCWF,Mexico,79
2025,Jul,CCWF,Others,212
2025,Jul,CCWF,Philippines,*
2025,Jul,CCWF,United States,"1,667"
2025,Jul,CCWF,Vietnam,*
2025,Jul,CEN,El Salvador,27
2025,Jul,CEN,Guatemala,*
2025,Jul,CEN,Mexico,172
2025,Jul,CEN,Others,256
2025,Jul,CEN,Philippines,*
2025,Jul,CEN,United States,"2,481"
2025,Jul,CEN,Vietnam,*
2025,Jul,CHCF,El Salvador,13
2025,Jul,CHCF,Guatemala,11
2025,Jul,CHCF,Mexico,176
2025,Jul,CHCF,Others,229
2025,Jul,CHCF,Philippines,12
2025,Jul,CHCF,United States,"1,832"
2025,Jul,CHCF,Vietnam,*
2025,Jul,CIM,El Salvador,24
2025,Jul,CIM,Guatemala,20
2025,Jul,CIM,Mexico,300
2025,Jul,CIM,Others,268
2025,Jul,CIM,Philippines,13
2025,Jul,CIM,United States,"1,608"
2025,Jul,CIM,Vietnam,11
2025,Aug,ASP,El Salvador,73
2025,Aug,ASP,Guatemala,68
2025,Aug,ASP,Mexico,813
2025,Aug,ASP,Others,835
2025,Aug,ASP,Philippines,*
2025,Aug,ASP,United States,"2,121"
2025,Aug,ASP,Vietnam,16
2025,Aug,CIW,El Salvador,*
2025,Aug,CIW,Guatemala,*
2025,Aug,CIW,Mexico,41
2025,Aug,CIW,Others,97
2025,Aug,CIW,Philippines,*
2025,Aug,CIW,United States,997
2025,Aug,CIW,Vietnam,*
2025,Aug,CMC,El Salvador,10
2025,Aug,CMC,Guatemala,16
2025,Aug,CMC,Mexico,114
2025,Aug,CMC,Others,210
2025,Aug,CMC,Philippines,*
2025,Aug,CMC,United States,"1,720"
2025,Aug,CMC,Vietnam,11
2025,Aug,CMF,El Salvador,*
2025,Aug,CMF,Guatemala,*
2025,Aug,CMF,Mexico,141
2025,Aug,CMF,Others,207
2025,Aug,CMF,Philippines,12
2025,Aug,CMF,United States,"1,711"
2025,Aug,CMF,Vietnam,*
2025,Aug,COR,El Salvador,29
2025,Aug,COR,Guatemala,14
2025,Aug,COR,Mexico,307
2025,Aug,COR,Others,270
2025,Aug,COR,Philippines,12
2025,Aug,COR,United States,"1,940"
2025,Aug,COR,Vietnam,*
2025,Aug,CRC,El Salvador,39
2025,Aug,CRC,Guatemala,42
2025,Aug,CRC,Mexico,316
2025,Aug,CRC,Others,472
2025,Aug,CRC,Philippines,*
2025,Aug,CRC,United States,"1,725"
2025,Aug,CRC,Vietnam,*
2025,Aug,CTF,El Salvador,66
2025,Aug,CTF,Guatemala,31
2025,Aug,CTF,Mexico,777
2025,Aug,CTF,Others,360
2025,Aug,CTF,Philippines,32
2025,Aug,CTF,United States,"2,878"
2025,Aug,CTF,Vietnam,22
2025,Aug,FOL,El Salvador,21
2025,Aug,FOL,Guatemala,18
2025,Aug,FOL,Mexico,242
2025,Aug,FOL,Others,302
2025,Aug,FOL,Philippines,*
2025,Aug,FOL,United States,"2,124"
2025,Aug,FOL,Vietnam,11
2025,Aug,HDSP,El Salvador,23
2025,Aug,HDSP,Guatemala,*
2025,Aug,HDSP,Mexico,134
2025,Aug,HDSP,Others,290
2025,Aug,HDSP,Philippines,*
2025,Aug,HDSP,United States,"1,919"
2025,Aug,HDSP,Vietnam,*
2025,Aug,ISP,El Salvador,50
2025,Aug,ISP,Guatemala,50
2025,Aug,ISP,Mexico,534
2025,Aug,ISP,Others,418
2025,Aug,ISP,Philippines,23
2025,Aug,ISP,United States,"1,639"
2025,Aug,ISP,Vietnam,*
2025,Aug,KVSP,El Salvador,19
2025,Aug,KVSP,Guatemala,*
2025,Aug,KVSP,Mexico,166
2025,Aug,KVSP,Others,224
2025,Aug,KVSP,Philippines,*
2025,Aug,KVSP,United States,"2,640"
2025,Aug,KVSP,Vietnam,*
2025,Aug,LAC,El Salvador,19
2025,Aug,LAC,Guatemala,*
2025,Aug,LAC,Mexico,137
2025,Aug,LAC,Others,251
2025,Aug,LAC,Philippines,*
2025,Aug,LAC,United States,"2,601"
2025,Aug,LAC,Vietnam,*
2025,Aug,MCSP,El Salvador,25
2025,Aug,MCSP,Guatemala,14
2025,Aug,MCSP,Mexico,232
2025,Aug,MCSP,Others,353
2025,Aug,MCSP,Philippines,13
2025,Aug,MCSP,United States,"3,166"
2025,Aug,MCSP,Vietnam,*
2025,Aug,NKSP,El Salvador,*
2025,Aug,NKSP,Guatemala,18
2025,Aug,NKSP,Mexico,93
2025,Aug,NKSP,Others,533
2025,Aug,NKSP,Philippines,*
2025,Aug,NKSP,United States,"1,750"
2025,Aug,NKSP,Vietnam,*
2025,Aug,PBSP,El Salvador,14
2025,Aug,PBSP,Guatemala,*
2025,Aug,PBSP,Mexico,130
2025,Aug,PBSP,Others,302
2025,Aug,PBSP,Philippines,*
2025,Aug,PBSP,United States,"1,709"
2025,Aug,PBSP,Vietnam,*
2025,Aug,PVSP,El Salvador,26
2025,Aug,PVSP,Guatemala,19
2025,Aug,PVSP,Mexico,247
2025,Aug,PVSP,Others,579
2025,Aug,PVSP,Philippines,(Blank)
2025,Aug,PVSP,United States,"2,207"
2025,Aug,PVSP,Vietnam,*
2025,Aug,RJD,El Salvador,27
2025,Aug,RJD,Guatemala,15
2025,Aug,RJD,Mexico,288
2025,Aug,RJD,Others,373
2025,Aug,RJD,Philippines,16
2025,Aug,RJD,United States,"2,975"
2025,Aug,RJD,Vietnam,18
2025,Aug,SAC,El Salvador,16
2025,Aug,SAC,Guatemala,*
2025,Aug,SAC,Mexico,120
2025,Aug,SAC,Others,181
2025,Aug,SAC,Philippines,*
2025,Aug,SAC,United States,"1,827"
2025,Aug,SAC,Vietnam,*
2025,Aug,CAL,El Salvador,17
2025,Aug,CAL,Guatemala,12
2025,Aug,CAL,Mexico,130
2025,Aug,CAL,Others,214
2025,Aug,CAL,Philippines,(Blank)
2025,Aug,CAL,United States,"1,998"
2025,Aug,CAL,Vietnam,*
2025,Aug,SATF,El Salvador,50
2025,Aug,SATF,Guatemala,38
2025,Aug,SATF,Mexico,512
2025,Aug,SATF,Others,582
2025,Aug,SATF,Philippines,19
2025,Aug,SATF,United States,"4,165"
2025,Aug,SATF,Vietnam,11
2025,Aug,SCC,El Salvador,20
2025,Aug,SCC,Guatemala,*
2025,Aug,SCC,Mexico,186
2025,Aug,SCC,Others,710
2025,Aug,SCC,Philippines,*
2025,Aug,SCC,United States,"2,960"
2025,Aug,SCC,Vietnam,*
2025,Aug,SOL,El Salvador,19
2025,Aug,SOL,Guatemala,13
2025,Aug,SOL,Mexico,245
2025,Aug,SOL,Others,520
2025,Aug,SOL,Philippines,10
2025,Aug,SOL,United States,"2,740"
2025,Aug,SOL,Vietnam,21
2025,Aug,SQ,El Salvador,47
2025,Aug,SQ,Guatemala,28
2025,Aug,SQ,Mexico,362
2025,Aug,SQ,Others,161
2025,Aug,SQ,Philippines,18
2025,Aug,SQ,United States,"1,958"
2025,Aug,SQ,Vietnam,22
2025,Aug,SVSP,El Salvador,*
2025,Aug,SVSP,Guatemala,*
2025,Aug,SVSP,Mexico,109
2025,Aug,SVSP,Others,168
2025,Aug,SVSP,Philippines,(Blank)
2025,Aug,SVSP,United States,"2,096"
2025,Aug,SVSP,Vietnam,*
2025,Aug,VSP,El Salvador,42
2025,Aug,VSP,Guatemala,30
2025,Aug,VSP,Mexico,340
2025,Aug,VSP,Others,398
2025,Aug,VSP,Philippines,17
2025,Aug,VSP,United States,"2,438"
2025,Aug,VSP,Vietnam,13
2025,Aug,WSP,El Salvador,23
2025,Aug,WSP,Guatemala,10
2025,Aug,WSP,Mexico,217
2025,Aug,WSP,Others,186
2025,Aug,WSP,Philippines,*
2025,Aug,WSP,United States,"3,353"
2025,Aug,WSP,Vietnam,*
2025,Aug,CPMP,El Salvador,(Blank)
2025,Aug,CPMP,Guatemala,(Blank)
2025,Aug,CPMP,Mexico,(Blank)
2025,Aug,CPMP,Others,(Blank)
2025,Aug,CPMP,Philippines,(Blank)
2025,Aug,CPMP,United States,*
2025,Aug,CPMP,Vietnam,(Blank)
2025,Aug,FCRF,El Salvador,*
2025,Aug,FCRF,Guatemala,*
2025,Aug,FCRF,Mexico,13
2025,Aug,FCRF,Others,48
2025,Aug,FCRF,Philippines,(Blank)
2025,Aug,FCRF,United States,336
2025,Aug,FCRF,Vietnam,(Blank)
2025,Aug,Alternative Custody Program,El Salvador,(Blank)
2025,Aug,Alternative Custody Program,Guatemala,(Blank)
2025,Aug,Alternative Custody Program,Mexico,*
2025,Aug,Alternative Custody Program,Others,*
2025,Aug,Alternative Custody Program,Philippines,(Blank)
2025,Aug,Alternative Custody Program,United States,*
2025,Aug,Alternative Custody Program,Vietnam,(Blank)
2025,Aug,Department of State Hospitals,El Salvador,(Blank)
2025,Aug,Department of State Hospitals,Guatemala,*
2025,Aug,Department of State Hospitals,Mexico,10
2025,Aug,Department of State Hospitals,Others,19
2025,Aug,Department of State Hospitals,Philippines,(Blank)
2025,Aug,Department of State Hospitals,United States,159
2025,Aug,Department of State Hospitals,Vietnam,(Blank)
2025,Aug,Male Community Reentry Facility,El Salvador,10
2025,Aug,Male Community Reentry Facility,Guatemala,*
2025,Aug,Male Community Reentry Facility,Mexico,29
2025,Aug,Male Community Reentry Facility,Others,75
2025,Aug,Male Community Reentry Facility,Philippines,*
2025,Aug,Male Community Reentry Facility,United States,622
2025,Aug,Male Community Reentry Facility,Vietnam,*
2025,Aug,Medical Reprieve Program,El Salvador,(Blank)
2025,Aug,Medical Reprieve Program,Guatemala,(Blank)
2025,Aug,Medical Reprieve Program,Mexico,(Blank)
2025,Aug,Medical Reprieve Program,Others,(Blank)
2025,Aug,Medical Reprieve Program,Philippines,(Blank)
2025,Aug,Medical Reprieve Program,United States,*
2025,Aug,Medical Reprieve Program,Vietnam,(Blank)
2025,Aug,CCI,El Salvador,20
2025,Aug,CCI,Guatemala,12
2025,Aug,CCI,Mexico,176
2025,Aug,CCI,Others,341
2025,Aug,CCI,Philippines,*
2025,Aug,CCI,United States,"1,927"
2025,Aug,CCI,Vietnam,*
2025,Aug,CCWF,El Salvador,13
2025,Aug,CCWF,Guatemala,*
2025,Aug,CCWF,Mexico,83
2025,Aug,CCWF,Others,207
2025,Aug,CCWF,Philippines,*
2025,Aug,CCWF,United States,"1,719"
2025,Aug,CCWF,Vietnam,*
2025,Aug,CEN,El Salvador,28
2025,Aug,CEN,Guatemala,10
2025,Aug,CEN,Mexico,176
2025,Aug,CEN,Others,256
2025,Aug,CEN,Philippines,*
2025,Aug,CEN,United States,"2,540"
2025,Aug,CEN,Vietnam,*
2025,Aug,CHCF,El Salvador,13
2025,Aug,CHCF,Guatemala,12
2025,Aug,CHCF,Mexico,175
2025,Aug,CHCF,Others,243
2025,Aug,CHCF,Philippines,12
2025,Aug,CHCF,United States,"1,837"
2025,Aug,CHCF,Vietnam,*
2025,Aug,CIM,El Salvador,25
2025,Aug,CIM,Guatemala,20
2025,Aug,CIM,Mexico,300
2025,Aug,CIM,Others,269
2025,Aug,CIM,Philippines,11
2025,Aug,CIM,United States,"1,593"
2025,Aug,CIM,Vietnam,11
2025,Sep,ASP,El Salvador,73
2025,Sep,ASP,Guatemala,65
2025,Sep,ASP,Mexico,818
2025,Sep,ASP,Others,830
2025,Sep,ASP,Philippines,*
2025,Sep,ASP,United States,"2,124"
2025,Sep,ASP,Vietnam,17
2025,Sep,CIW,El Salvador,*
2025,Sep,CIW,Guatemala,*
2025,Sep,CIW,Mexico,44
2025,Sep,CIW,Others,93
2025,Sep,CIW,Philippines,*
2025,Sep,CIW,United States,983
2025,Sep,CIW,Vietnam,*
2025,Sep,CMC,El Salvador,10
2025,Sep,CMC,Guatemala,14
2025,Sep,CMC,Mexico,117
2025,Sep,CMC,Others,209
2025,Sep,CMC,Philippines,*
2025,Sep,CMC,United States,"1,734"
2025,Sep,CMC,Vietnam,11
2025,Sep,CMF,El Salvador,*
2025,Sep,CMF,Guatemala,10
2025,Sep,CMF,Mexico,145
2025,Sep,CMF,Others,203
2025,Sep,CMF,Philippines,12
2025,Sep,CMF,United States,"1,748"
2025,Sep,CMF,Vietnam,*
2025,Sep,COR,El Salvador,32
2025,Sep,COR,Guatemala,13
2025,Sep,COR,Mexico,312
2025,Sep,COR,Others,275
2025,Sep,COR,Philippines,12
2025,Sep,COR,United States,"1,963"
2025,Sep,COR,Vietnam,*
2025,Sep,CRC,El Salvador,34
2025,Sep,CRC,Guatemala,34
2025,Sep,CRC,Mexico,280
2025,Sep,CRC,Others,404
2025,Sep,CRC,Philippines,*
2025,Sep,CRC,United States,"1,386"
2025,Sep,CRC,Vietnam,*
2025,Sep,CTF,El Salvador,66
2025,Sep,CTF,Guatemala,32
2025,Sep,CTF,Mexico,776
2025,Sep,CTF,Others,352
2025,Sep,CTF,Philippines,32
2025,Sep,CTF,United States,"2,897"
2025,Sep,CTF,Vietnam,21
2025,Sep,FOL,El Salvador,23
2025,Sep,FOL,Guatemala,18
2025,Sep,FOL,Mexico,237
2025,Sep,FOL,Others,313
2025,Sep,FOL,Philippines,*
2025,Sep,FOL,United States,"2,121"
2025,Sep,FOL,Vietnam,11
2025,Sep,HDSP,El Salvador,26
2025,Sep,HDSP,Guatemala,*
2025,Sep,HDSP,Mexico,147
2025,Sep,HDSP,Others,312
2025,Sep,HDSP,Philippines,*
2025,Sep,HDSP,United States,"2,091"
2025,Sep,HDSP,Vietnam,*
2025,Sep,ISP,El Salvador,52
2025,Sep,ISP,Guatemala,53
2025,Sep,ISP,Mexico,555
2025,Sep,ISP,Others,422
2025,Sep,ISP,Philippines,24
2025,Sep,ISP,United States,"1,730"
2025,Sep,ISP,Vietnam,*
2025,Sep,KVSP,El Salvador,17
2025,Sep,KVSP,Guatemala,*
2025,Sep,KVSP,Mexico,148
2025,Sep,KVSP,Others,206
2025,Sep,KVSP,Philippines,*
2025,Sep,KVSP,United States,"2,503"
2025,Sep,KVSP,Vietnam,*
2025,Sep,LAC,El Salvador,20
2025,Sep,LAC,Guatemala,*
2025,Sep,LAC,Mexico,149
2025,Sep,LAC,Others,253
2025,Sep,LAC,Philippines,*
2025,Sep,LAC,United States,"2,641"
2025,Sep,LAC,Vietnam,*
2025,Sep,MCSP,El Salvador,25
