Year,Month,Location,Age Group,Population
2025,Mar,CTF,35-39 Years,496
2025,Mar,CTF,40-44 Years,566
2025,Mar,CTF,45-49 Years,586
2025,Mar,CTF,50-54 Years,613
2025,Mar,CTF,55-59 Years,554
2025,Mar,CTF,60-64 Years,476
2025,Mar,CTF,65-69 Years,308
2025,Mar,CTF,70-74 Years,88
2025,Mar,CTF,75-79 Years,15
2025,Mar,CTF,80-84 Years,*
2025,Mar,CTF,85-89 Years,*
2025,Mar,CTF,90-94 Years,(Blank)
2025,Mar,CTF,95 and Older,(Blank)
2025,Mar,FOL,18-24 Years,88
2025,Mar,FOL,25-29 Years,335
2025,Mar,FOL,30-34 Years,480
2025,Mar,FOL,35-39 Years,458
2025,Mar,FOL,40-44 Years,386
2025,Mar,FOL,45-49 Years,321
2025,Mar,FOL,50-54 Years,238
2025,Mar,FOL,55-59 Years,204
2025,Mar,FOL,60-64 Years,163
2025,Mar,FOL,65-69 Years,89
2025,Mar,FOL,70-74 Years,51
2025,Mar,FOL,75-79 Years,12
2025,Mar,FOL,80-84 Years,*
2025,Mar,FOL,85-89 Years,*
2025,Mar,FOL,90-94 Years,(Blank)
2025,Mar,FOL,95 and Older,(Blank)
2025,Mar,HDSP,18-24 Years,96
2025,Mar,HDSP,25-29 Years,414
2025,Mar,HDSP,30-34 Years,578
2025,Mar,HDSP,35-39 Years,512
2025,Mar,HDSP,40-44 Years,400
2025,Mar,HDSP,45-49 Years,323
2025,Mar,HDSP,50-54 Years,207
2025,Mar,HDSP,55-59 Years,148
2025,Mar,HDSP,60-64 Years,125
2025,Mar,HDSP,65-69 Years,70
2025,Mar,HDSP,70-74 Years,18
2025,Mar,HDSP,75-79 Years,*
2025,Mar,HDSP,80-84 Years,*
2025,Mar,HDSP,85-89 Years,*
2025,Mar,HDSP,90-94 Years,(Blank)
2025,Mar,HDSP,95 and Older,(Blank)
2025,Mar,ISP,18-24 Years,70
2025,Mar,ISP,25-29 Years,172
2025,Mar,ISP,30-34 Years,283
2025,Mar,ISP,35-39 Years,366
2025,Mar,ISP,40-44 Years,378
2025,Mar,ISP,45-49 Years,348
2025,Mar,ISP,50-54 Years,318
2025,Mar,ISP,55-59 Years,249
2025,Mar,ISP,60-64 Years,207
2025,Mar,ISP,65-69 Years,103
2025,Mar,ISP,70-74 Years,15
2025,Mar,ISP,75-79 Years,*
2025,Mar,ISP,80-84 Years,*
2025,Mar,ISP,85-89 Years,(Blank)
2025,Mar,ISP,90-94 Years,(Blank)
2025,Mar,ISP,95 and Older,(Blank)
2025,Mar,KVSP,18-24 Years,92
2025,Mar,KVSP,25-29 Years,411
2025,Mar,KVSP,30-34 Years,710
2025,Mar,KVSP,35-39 Years,610
2025,Mar,KVSP,40-44 Years,465
2025,Mar,KVSP,45-49 Years,330
2025,Mar,KVSP,50-54 Years,192
2025,Mar,KVSP,55-59 Years,133
2025,Mar,KVSP,60-64 Years,95
2025,Mar,KVSP,65-69 Years,23
2025,Mar,KVSP,70-74 Years,*
2025,Mar,KVSP,75-79 Years,*
2025,Mar,KVSP,80-84 Years,*
2025,Mar,KVSP,85-89 Years,(Blank)
2025,Mar,KVSP,90-94 Years,(Blank)
2025,Mar,KVSP,95 and Older,(Blank)
2025,Mar,LAC,18-24 Years,201
2025,Mar,LAC,25-29 Years,346
2025,Mar,LAC,30-34 Years,516
2025,Mar,LAC,35-39 Years,499
2025,Mar,LAC,40-44 Years,441
2025,Mar,LAC,45-49 Years,336
2025,Mar,LAC,50-54 Years,250
2025,Mar,LAC,55-59 Years,208
2025,Mar,LAC,60-64 Years,156
2025,Mar,LAC,65-69 Years,83
2025,Mar,LAC,70-74 Years,28
2025,Mar,LAC,75-79 Years,13
2025,Mar,LAC,80-84 Years,*
2025,Mar,LAC,85-89 Years,*
2025,Mar,LAC,90-94 Years,(Blank)
2025,Mar,LAC,95 and Older,(Blank)
2025,Mar,MCSP,18-24 Years,88
2025,Mar,MCSP,25-29 Years,344
2025,Mar,MCSP,30-34 Years,492
2025,Mar,MCSP,35-39 Years,494
2025,Mar,MCSP,40-44 Years,477
2025,Mar,MCSP,45-49 Years,444
2025,Mar,MCSP,50-54 Years,340
2025,Mar,MCSP,55-59 Years,336
2025,Mar,MCSP,60-64 Years,285
2025,Mar,MCSP,65-69 Years,209
2025,Mar,MCSP,70-74 Years,151
2025,Mar,MCSP,75-79 Years,97
2025,Mar,MCSP,80-84 Years,36
2025,Mar,MCSP,85-89 Years,*
2025,Mar,MCSP,90-94 Years,*
2025,Mar,MCSP,95 and Older,(Blank)
2025,Mar,NKSP,18-24 Years,200
2025,Mar,NKSP,25-29 Years,437
2025,Mar,NKSP,30-34 Years,525
2025,Mar,NKSP,35-39 Years,491
2025,Mar,NKSP,40-44 Years,379
2025,Mar,NKSP,45-49 Years,231
2025,Mar,NKSP,50-54 Years,155
2025,Mar,NKSP,55-59 Years,101
2025,Mar,NKSP,60-64 Years,49
2025,Mar,NKSP,65-69 Years,20
2025,Mar,NKSP,70-74 Years,*
2025,Mar,NKSP,75-79 Years,*
2025,Mar,NKSP,80-84 Years,*
2025,Mar,NKSP,85-89 Years,(Blank)
2025,Mar,NKSP,90-94 Years,*
2025,Mar,NKSP,95 and Older,(Blank)
2025,Mar,PBSP,18-24 Years,44
2025,Mar,PBSP,25-29 Years,190
2025,Mar,PBSP,30-34 Years,357
2025,Mar,PBSP,35-39 Years,372
2025,Mar,PBSP,40-44 Years,287
2025,Mar,PBSP,45-49 Years,229
2025,Mar,PBSP,50-54 Years,187
2025,Mar,PBSP,55-59 Years,153
2025,Mar,PBSP,60-64 Years,113
2025,Mar,PBSP,65-69 Years,49
2025,Mar,PBSP,70-74 Years,22
2025,Mar,PBSP,75-79 Years,*
2025,Mar,PBSP,80-84 Years,*
2025,Mar,PBSP,85-89 Years,(Blank)
2025,Mar,PBSP,90-94 Years,(Blank)
2025,Mar,PBSP,95 and Older,(Blank)
2025,Mar,PVSP,18-24 Years,239
2025,Mar,PVSP,25-29 Years,521
2025,Mar,PVSP,30-34 Years,601
2025,Mar,PVSP,35-39 Years,504
2025,Mar,PVSP,40-44 Years,396
2025,Mar,PVSP,45-49 Years,270
2025,Mar,PVSP,50-54 Years,163
2025,Mar,PVSP,55-59 Years,91
2025,Mar,PVSP,60-64 Years,59
2025,Mar,PVSP,65-69 Years,(Blank)
2025,Mar,PVSP,70-74 Years,(Blank)
2025,Mar,PVSP,75-79 Years,(Blank)
2025,Mar,PVSP,80-84 Years,(Blank)
2025,Mar,PVSP,85-89 Years,(Blank)
2025,Mar,PVSP,90-94 Years,(Blank)
2025,Mar,PVSP,95 and Older,(Blank)
2025,Mar,RJD,18-24 Years,36
2025,Mar,RJD,25-29 Years,239
2025,Mar,RJD,30-34 Years,395
2025,Mar,RJD,35-39 Years,407
2025,Mar,RJD,40-44 Years,410
2025,Mar,RJD,45-49 Years,382
2025,Mar,RJD,50-54 Years,384
2025,Mar,RJD,55-59 Years,366
2025,Mar,RJD,60-64 Years,307
2025,Mar,RJD,65-69 Years,256
2025,Mar,RJD,70-74 Years,145
2025,Mar,RJD,75-79 Years,73
2025,Mar,RJD,80-84 Years,27
2025,Mar,RJD,85-89 Years,*
2025,Mar,RJD,90-94 Years,(Blank)
2025,Mar,RJD,95 and Older,(Blank)
2025,Mar,SAC,18-24 Years,44
2025,Mar,SAC,25-29 Years,244
2025,Mar,SAC,30-34 Years,380
2025,Mar,SAC,35-39 Years,348
2025,Mar,SAC,40-44 Years,312
2025,Mar,SAC,45-49 Years,221
2025,Mar,SAC,50-54 Years,157
2025,Mar,SAC,55-59 Years,114
2025,Mar,SAC,60-64 Years,95
2025,Mar,SAC,65-69 Years,97
2025,Mar,SAC,70-74 Years,35
2025,Mar,SAC,75-79 Years,27
2025,Mar,SAC,80-84 Years,*
2025,Mar,SAC,85-89 Years,(Blank)
2025,Mar,SAC,90-94 Years,(Blank)
2025,Mar,SAC,95 and Older,(Blank)
2025,Mar,CAL,18-24 Years,95
2025,Mar,CAL,25-29 Years,419
2025,Mar,CAL,30-34 Years,638
2025,Mar,CAL,35-39 Years,510
2025,Mar,CAL,40-44 Years,383
2025,Mar,CAL,45-49 Years,258
2025,Mar,CAL,50-54 Years,136
2025,Mar,CAL,55-59 Years,58
2025,Mar,CAL,60-64 Years,47
2025,Mar,CAL,65-69 Years,*
2025,Mar,CAL,70-74 Years,(Blank)
2025,Mar,CAL,75-79 Years,*
2025,Mar,CAL,80-84 Years,(Blank)
2025,Mar,CAL,85-89 Years,(Blank)
2025,Mar,CAL,90-94 Years,(Blank)
2025,Mar,CAL,95 and Older,(Blank)
2025,Mar,SATF,18-24 Years,201
2025,Mar,SATF,25-29 Years,485
2025,Mar,SATF,30-34 Years,748
2025,Mar,SATF,35-39 Years,721
2025,Mar,SATF,40-44 Years,703
2025,Mar,SATF,45-49 Years,639
2025,Mar,SATF,50-54 Years,508
2025,Mar,SATF,55-59 Years,463
2025,Mar,SATF,60-64 Years,435
2025,Mar,SATF,65-69 Years,270
2025,Mar,SATF,70-74 Years,116
2025,Mar,SATF,75-79 Years,30
2025,Mar,SATF,80-84 Years,15
2025,Mar,SATF,85-89 Years,*
2025,Mar,SATF,90-94 Years,(Blank)
2025,Mar,SATF,95 and Older,(Blank)
2025,Mar,SCC,18-24 Years,440
2025,Mar,SCC,25-29 Years,753
2025,Mar,SCC,30-34 Years,863
2025,Mar,SCC,35-39 Years,722
2025,Mar,SCC,40-44 Years,541
2025,Mar,SCC,45-49 Years,378
2025,Mar,SCC,50-54 Years,202
2025,Mar,SCC,55-59 Years,129
2025,Mar,SCC,60-64 Years,58
2025,Mar,SCC,65-69 Years,19
2025,Mar,SCC,70-74 Years,*
2025,Mar,SCC,75-79 Years,*
2025,Mar,SCC,80-84 Years,(Blank)
2025,Mar,SCC,85-89 Years,(Blank)
2025,Mar,SCC,90-94 Years,(Blank)
2025,Mar,SCC,95 and Older,(Blank)
2025,Mar,SOL,18-24 Years,646
2025,Mar,SOL,25-29 Years,627
2025,Mar,SOL,30-34 Years,412
2025,Mar,SOL,35-39 Years,374
2025,Mar,SOL,40-44 Years,358
2025,Mar,SOL,45-49 Years,361
2025,Mar,SOL,50-54 Years,317
2025,Mar,SOL,55-59 Years,247
2025,Mar,SOL,60-64 Years,203
2025,Mar,SOL,65-69 Years,164
2025,Mar,SOL,70-74 Years,106
2025,Mar,SOL,75-79 Years,50
2025,Mar,SOL,80-84 Years,12
2025,Mar,SOL,85-89 Years,*
2025,Mar,SOL,90-94 Years,*
2025,Mar,SOL,95 and Older,(Blank)
2025,Mar,SQ,18-24 Years,74
2025,Mar,SQ,25-29 Years,152
2025,Mar,SQ,30-34 Years,225
2025,Mar,SQ,35-39 Years,300
2025,Mar,SQ,40-44 Years,356
2025,Mar,SQ,45-49 Years,341
2025,Mar,SQ,50-54 Years,260
2025,Mar,SQ,55-59 Years,313
2025,Mar,SQ,60-64 Years,319
2025,Mar,SQ,65-69 Years,265
2025,Mar,SQ,70-74 Years,162
2025,Mar,SQ,75-79 Years,70
2025,Mar,SQ,80-84 Years,26
2025,Mar,SQ,85-89 Years,*
2025,Mar,SQ,90-94 Years,(Blank)
2025,Mar,SQ,95 and Older,(Blank)
2025,Mar,SVSP,18-24 Years,62
2025,Mar,SVSP,25-29 Years,324
2025,Mar,SVSP,30-34 Years,521
2025,Mar,SVSP,35-39 Years,415
2025,Mar,SVSP,40-44 Years,340
2025,Mar,SVSP,45-49 Years,243
2025,Mar,SVSP,50-54 Years,177
2025,Mar,SVSP,55-59 Years,132
2025,Mar,SVSP,60-64 Years,106
2025,Mar,SVSP,65-69 Years,62
2025,Mar,SVSP,70-74 Years,14
2025,Mar,SVSP,75-79 Years,*
2025,Mar,SVSP,80-84 Years,*
2025,Mar,SVSP,85-89 Years,*
2025,Mar,SVSP,90-94 Years,(Blank)
2025,Mar,SVSP,95 and Older,(Blank)
2025,Mar,VSP,18-24 Years,282
2025,Mar,VSP,25-29 Years,334
2025,Mar,VSP,30-34 Years,140
2025,Mar,VSP,35-39 Years,198
2025,Mar,VSP,40-44 Years,272
2025,Mar,VSP,45-49 Years,323
2025,Mar,VSP,50-54 Years,277
2025,Mar,VSP,55-59 Years,355
2025,Mar,VSP,60-64 Years,361
2025,Mar,VSP,65-69 Years,287
2025,Mar,VSP,70-74 Years,119
2025,Mar,VSP,75-79 Years,50
2025,Mar,VSP,80-84 Years,20
2025,Mar,VSP,85-89 Years,*
2025,Mar,VSP,90-94 Years,*
2025,Mar,VSP,95 and Older,(Blank)
2025,Mar,WSP,18-24 Years,305
2025,Mar,WSP,25-29 Years,551
2025,Mar,WSP,30-34 Years,884
2025,Mar,WSP,35-39 Years,659
2025,Mar,WSP,40-44 Years,482
2025,Mar,WSP,45-49 Years,338
2025,Mar,WSP,50-54 Years,181
2025,Mar,WSP,55-59 Years,123
2025,Mar,WSP,60-64 Years,76
2025,Mar,WSP,65-69 Years,27
2025,Mar,WSP,70-74 Years,13
2025,Mar,WSP,75-79 Years,*
2025,Mar,WSP,80-84 Years,*
2025,Mar,WSP,85-89 Years,(Blank)
2025,Mar,WSP,90-94 Years,(Blank)
2025,Mar,WSP,95 and Older,(Blank)
2025,Mar,CPMP,18-24 Years,*
2025,Mar,CPMP,25-29 Years,*
2025,Mar,CPMP,30-34 Years,*
2025,Mar,CPMP,35-39 Years,(Blank)
2025,Mar,CPMP,40-44 Years,*
2025,Mar,CPMP,45-49 Years,(Blank)
2025,Mar,CPMP,50-54 Years,(Blank)
2025,Mar,CPMP,55-59 Years,(Blank)
2025,Mar,CPMP,60-64 Years,(Blank)
2025,Mar,CPMP,65-69 Years,(Blank)
2025,Mar,CPMP,70-74 Years,(Blank)
2025,Mar,CPMP,75-79 Years,(Blank)
2025,Mar,CPMP,80-84 Years,(Blank)
2025,Mar,CPMP,85-89 Years,(Blank)
2025,Mar,CPMP,90-94 Years,(Blank)
2025,Mar,CPMP,95 and Older,(Blank)
2025,Mar,FCRF,18-24 Years,18
2025,Mar,FCRF,25-29 Years,59
2025,Mar,FCRF,30-34 Years,79
2025,Mar,FCRF,35-39 Years,69
2025,Mar,FCRF,40-44 Years,79
2025,Mar,FCRF,45-49 Years,42
2025,Mar,FCRF,50-54 Years,20
2025,Mar,FCRF,55-59 Years,19
2025,Mar,FCRF,60-64 Years,14
2025,Mar,FCRF,65-69 Years,*
2025,Mar,FCRF,70-74 Years,(Blank)
2025,Mar,FCRF,75-79 Years,*
2025,Mar,FCRF,80-84 Years,(Blank)
2025,Mar,FCRF,85-89 Years,(Blank)
2025,Mar,FCRF,90-94 Years,(Blank)
2025,Mar,FCRF,95 and Older,(Blank)
2025,Mar,Alternative Custody Program,18-24 Years,(Blank)
2025,Mar,Alternative Custody Program,25-29 Years,(Blank)
2025,Mar,Alternative Custody Program,30-34 Years,(Blank)
2025,Mar,Alternative Custody Program,35-39 Years,*
2025,Mar,Alternative Custody Program,40-44 Years,*
2025,Mar,Alternative Custody Program,45-49 Years,*
2025,Mar,Alternative Custody Program,50-54 Years,(Blank)
2025,Mar,Alternative Custody Program,55-59 Years,(Blank)
2025,Mar,Alternative Custody Program,60-64 Years,(Blank)
2025,Mar,Alternative Custody Program,65-69 Years,(Blank)
2025,Mar,Alternative Custody Program,70-74 Years,(Blank)
2025,Mar,Alternative Custody Program,75-79 Years,(Blank)
2025,Mar,Alternative Custody Program,80-84 Years,(Blank)
2025,Mar,Alternative Custody Program,85-89 Years,(Blank)
2025,Mar,Alternative Custody Program,90-94 Years,(Blank)
2025,Mar,Alternative Custody Program,95 and Older,(Blank)
2025,Mar,Department of State Hospitals,18-24 Years,*
2025,Mar,Department of State Hospitals,25-29 Years,12
2025,Mar,Department of State Hospitals,30-34 Years,24
2025,Mar,Department of State Hospitals,35-39 Years,38
2025,Mar,Department of State Hospitals,40-44 Years,33
2025,Mar,Department of State Hospitals,45-49 Years,26
2025,Mar,Department of State Hospitals,50-54 Years,17
2025,Mar,Department of State Hospitals,55-59 Years,18
2025,Mar,Department of State Hospitals,60-64 Years,12
2025,Mar,Department of State Hospitals,65-69 Years,10
2025,Mar,Department of State Hospitals,70-74 Years,(Blank)
2025,Mar,Department of State Hospitals,75-79 Years,*
2025,Mar,Department of State Hospitals,80-84 Years,*
2025,Mar,Department of State Hospitals,85-89 Years,(Blank)
2025,Mar,Department of State Hospitals,90-94 Years,(Blank)
2025,Mar,Department of State Hospitals,95 and Older,(Blank)
2025,Mar,Male Community Reentry Facility,18-24 Years,23
2025,Mar,Male Community Reentry Facility,25-29 Years,65
2025,Mar,Male Community Reentry Facility,30-34 Years,145
2025,Mar,Male Community Reentry Facility,35-39 Years,126
2025,Mar,Male Community Reentry Facility,40-44 Years,104
2025,Mar,Male Community Reentry Facility,45-49 Years,86
2025,Mar,Male Community Reentry Facility,50-54 Years,44
2025,Mar,Male Community Reentry Facility,55-59 Years,34
2025,Mar,Male Community Reentry Facility,60-64 Years,33
2025,Mar,Male Community Reentry Facility,65-69 Years,14
2025,Mar,Male Community Reentry Facility,70-74 Years,*
2025,Mar,Male Community Reentry Facility,75-79 Years,*
2025,Mar,Male Community Reentry Facility,80-84 Years,(Blank)
2025,Mar,Male Community Reentry Facility,85-89 Years,(Blank)
2025,Mar,Male Community Reentry Facility,90-94 Years,(Blank)
2025,Mar,Male Community Reentry Facility,95 and Older,(Blank)
2025,Mar,Medical Reprieve Program,18-24 Years,(Blank)
2025,Mar,Medical Reprieve Program,25-29 Years,(Blank)
2025,Mar,Medical Reprieve Program,30-34 Years,(Blank)
2025,Mar,Medical Reprieve Program,35-39 Years,(Blank)
2025,Mar,Medical Reprieve Program,40-44 Years,(Blank)
2025,Mar,Medical Reprieve Program,45-49 Years,(Blank)
2025,Mar,Medical Reprieve Program,50-54 Years,(Blank)
2025,Mar,Medical Reprieve Program,55-59 Years,*
2025,Mar,Medical Reprieve Program,60-64 Years,*
2025,Mar,Medical Reprieve Program,65-69 Years,(Blank)
2025,Mar,Medical Reprieve Program,70-74 Years,(Blank)
2025,Mar,Medical Reprieve Program,75-79 Years,*
2025,Mar,Medical Reprieve Program,80-84 Years,(Blank)
2025,Mar,Medical Reprieve Program,85-89 Years,*
2025,Mar,Medical Reprieve Program,90-94 Years,(Blank)
2025,Mar,Medical Reprieve Program,95 and Older,(Blank)
2025,Mar,CCI,18-24 Years,181
2025,Mar,CCI,25-29 Years,344
2025,Mar,CCI,30-34 Years,403
2025,Mar,CCI,35-39 Years,396
2025,Mar,CCI,40-44 Years,374
2025,Mar,CCI,45-49 Years,277
2025,Mar,CCI,50-54 Years,182
2025,Mar,CCI,55-59 Years,124
2025,Mar,CCI,60-64 Years,81
2025,Mar,CCI,65-69 Years,38
2025,Mar,CCI,70-74 Years,*
2025,Mar,CCI,75-79 Years,*
2025,Mar,CCI,80-84 Years,*
2025,Mar,CCI,85-89 Years,(Blank)
2025,Mar,CCI,90-94 Years,(Blank)
2025,Mar,CCI,95 and Older,(Blank)
2025,Mar,CCWF,18-24 Years,92
2025,Mar,CCWF,25-29 Years,254
2025,Mar,CCWF,30-34 Years,389
2025,Mar,CCWF,35-39 Years,360
2025,Mar,CCWF,40-44 Years,297
2025,Mar,CCWF,45-49 Years,192
2025,Mar,CCWF,50-54 Years,139
2025,Mar,CCWF,55-59 Years,104
2025,Mar,CCWF,60-64 Years,78
2025,Mar,CCWF,65-69 Years,54
2025,Mar,CCWF,70-74 Years,32
2025,Mar,CCWF,75-79 Years,10
2025,Mar,CCWF,80-84 Years,*
2025,Mar,CCWF,85-89 Years,(Blank)
2025,Mar,CCWF,90-94 Years,*
2025,Mar,CCWF,95 and Older,(Blank)
2025,Mar,CEN,18-24 Years,83
2025,Mar,CEN,25-29 Years,420
2025,Mar,CEN,30-34 Years,689
2025,Mar,CEN,35-39 Years,555
2025,Mar,CEN,40-44 Years,412
2025,Mar,CEN,45-49 Years,310
2025,Mar,CEN,50-54 Years,176
2025,Mar,CEN,55-59 Years,101
2025,Mar,CEN,60-64 Years,55
2025,Mar,CEN,65-69 Years,13
2025,Mar,CEN,70-74 Years,*
2025,Mar,CEN,75-79 Years,*
2025,Mar,CEN,80-84 Years,*
2025,Mar,CEN,85-89 Years,(Blank)
2025,Mar,CEN,90-94 Years,(Blank)
2025,Mar,CEN,95 and Older,(Blank)
2025,Mar,CHCF,18-24 Years,12
2025,Mar,CHCF,25-29 Years,53
2025,Mar,CHCF,30-34 Years,131
2025,Mar,CHCF,35-39 Years,139
2025,Mar,CHCF,40-44 Years,161
2025,Mar,CHCF,45-49 Years,179
2025,Mar,CHCF,50-54 Years,207
2025,Mar,CHCF,55-59 Years,231
2025,Mar,CHCF,60-64 Years,246
2025,Mar,CHCF,65-69 Years,243
2025,Mar,CHCF,70-74 Years,225
2025,Mar,CHCF,75-79 Years,155
2025,Mar,CHCF,80-84 Years,73
2025,Mar,CHCF,85-89 Years,25
2025,Mar,CHCF,90-94 Years,13
2025,Mar,CHCF,95 and Older,*
2025,Mar,CIM,18-24 Years,32
2025,Mar,CIM,25-29 Years,84
2025,Mar,CIM,30-34 Years,174
2025,Mar,CIM,35-39 Years,247
2025,Mar,CIM,40-44 Years,255
2025,Mar,CIM,45-49 Years,241
2025,Mar,CIM,50-54 Years,234
2025,Mar,CIM,55-59 Years,256
2025,Mar,CIM,60-64 Years,258
2025,Mar,CIM,65-69 Years,218
2025,Mar,CIM,70-74 Years,188
2025,Mar,CIM,75-79 Years,109
2025,Mar,CIM,80-84 Years,41
2025,Mar,CIM,85-89 Years,*
2025,Mar,CIM,90-94 Years,*
2025,Mar,CIM,95 and Older,(Blank)
2025,Apr,ASP,18-24 Years,161
2025,Apr,ASP,25-29 Years,317
2025,Apr,ASP,30-34 Years,430
2025,Apr,ASP,35-39 Years,632
2025,Apr,ASP,40-44 Years,701
2025,Apr,ASP,45-49 Years,574
2025,Apr,ASP,50-54 Years,477
2025,Apr,ASP,55-59 Years,371
2025,Apr,ASP,60-64 Years,279
2025,Apr,ASP,65-69 Years,*
2025,Apr,ASP,70-74 Years,(Blank)
2025,Apr,ASP,75-79 Years,(Blank)
2025,Apr,ASP,80-84 Years,(Blank)
2025,Apr,ASP,85-89 Years,(Blank)
2025,Apr,ASP,90-94 Years,(Blank)
2025,Apr,ASP,95 and Older,(Blank)
2025,Apr,CIW,18-24 Years,60
2025,Apr,CIW,25-29 Years,138
2025,Apr,CIW,30-34 Years,217
2025,Apr,CIW,35-39 Years,228
2025,Apr,CIW,40-44 Years,181
2025,Apr,CIW,45-49 Years,121
2025,Apr,CIW,50-54 Years,72
2025,Apr,CIW,55-59 Years,60
2025,Apr,CIW,60-64 Years,63
2025,Apr,CIW,65-69 Years,39
2025,Apr,CIW,70-74 Years,18
2025,Apr,CIW,75-79 Years,14
2025,Apr,CIW,80-84 Years,*
2025,Apr,CIW,85-89 Years,(Blank)
2025,Apr,CIW,90-94 Years,*
2025,Apr,CIW,95 and Older,(Blank)
2025,Apr,CMC,18-24 Years,59
2025,Apr,CMC,25-29 Years,201
2025,Apr,CMC,30-34 Years,388
2025,Apr,CMC,35-39 Years,381
2025,Apr,CMC,40-44 Years,320
2025,Apr,CMC,45-49 Years,243
2025,Apr,CMC,50-54 Years,183
2025,Apr,CMC,55-59 Years,160
2025,Apr,CMC,60-64 Years,142
2025,Apr,CMC,65-69 Years,90
2025,Apr,CMC,70-74 Years,42
2025,Apr,CMC,75-79 Years,12
2025,Apr,CMC,80-84 Years,*
2025,Apr,CMC,85-89 Years,*
2025,Apr,CMC,90-94 Years,(Blank)
2025,Apr,CMC,95 and Older,(Blank)
2025,Apr,CMF,18-24 Years,22
2025,Apr,CMF,25-29 Years,89
2025,Apr,CMF,30-34 Years,191
2025,Apr,CMF,35-39 Years,207
2025,Apr,CMF,40-44 Years,184
2025,Apr,CMF,45-49 Years,207
2025,Apr,CMF,50-54 Years,167
2025,Apr,CMF,55-59 Years,204
2025,Apr,CMF,60-64 Years,196
2025,Apr,CMF,65-69 Years,199
2025,Apr,CMF,70-74 Years,148
2025,Apr,CMF,75-79 Years,96
2025,Apr,CMF,80-84 Years,39
2025,Apr,CMF,85-89 Years,12
2025,Apr,CMF,90-94 Years,*
2025,Apr,CMF,95 and Older,(Blank)
2025,Apr,COR,18-24 Years,42
2025,Apr,COR,25-29 Years,163
2025,Apr,COR,30-34 Years,308
2025,Apr,COR,35-39 Years,353
2025,Apr,COR,40-44 Years,382
2025,Apr,COR,45-49 Years,333
2025,Apr,COR,50-54 Years,290
2025,Apr,COR,55-59 Years,291
2025,Apr,COR,60-64 Years,215
2025,Apr,COR,65-69 Years,158
2025,Apr,COR,70-74 Years,65
2025,Apr,COR,75-79 Years,36
2025,Apr,COR,80-84 Years,11
2025,Apr,COR,85-89 Years,*
2025,Apr,COR,90-94 Years,(Blank)
2025,Apr,COR,95 and Older,(Blank)
2025,Apr,CRC,18-24 Years,172
2025,Apr,CRC,25-29 Years,285
2025,Apr,CRC,30-34 Years,420
2025,Apr,CRC,35-39 Years,445
2025,Apr,CRC,40-44 Years,447
2025,Apr,CRC,45-49 Years,312
2025,Apr,CRC,50-54 Years,209
2025,Apr,CRC,55-59 Years,197
2025,Apr,CRC,60-64 Years,141
2025,Apr,CRC,65-69 Years,98
2025,Apr,CRC,70-74 Years,29
2025,Apr,CRC,75-79 Years,*
2025,Apr,CRC,80-84 Years,*
2025,Apr,CRC,85-89 Years,(Blank)
2025,Apr,CRC,90-94 Years,(Blank)
2025,Apr,CRC,95 and Older,(Blank)
2025,Apr,CTF,18-24 Years,27
2025,Apr,CTF,25-29 Years,157
2025,Apr,CTF,30-34 Years,398
2025,Apr,CTF,35-39 Years,497
2025,Apr,CTF,40-44 Years,566
2025,Apr,CTF,45-49 Years,584
2025,Apr,CTF,50-54 Years,610
2025,Apr,CTF,55-59 Years,547
2025,Apr,CTF,60-64 Years,476
2025,Apr,CTF,65-69 Years,322
2025,Apr,CTF,70-74 Years,85
2025,Apr,CTF,75-79 Years,15
2025,Apr,CTF,80-84 Years,*
2025,Apr,CTF,85-89 Years,*
2025,Apr,CTF,90-94 Years,(Blank)
2025,Apr,CTF,95 and Older,(Blank)
2025,Apr,FOL,18-24 Years,90
2025,Apr,FOL,25-29 Years,334
2025,Apr,FOL,30-34 Years,492
2025,Apr,FOL,35-39 Years,462
2025,Apr,FOL,40-44 Years,404
2025,Apr,FOL,45-49 Years,325
2025,Apr,FOL,50-54 Years,233
2025,Apr,FOL,55-59 Years,200
2025,Apr,FOL,60-64 Years,163
2025,Apr,FOL,65-69 Years,88
2025,Apr,FOL,70-74 Years,49
2025,Apr,FOL,75-79 Years,11
2025,Apr,FOL,80-84 Years,*
2025,Apr,FOL,85-89 Years,*
2025,Apr,FOL,90-94 Years,(Blank)
2025,Apr,FOL,95 and Older,(Blank)
2025,Apr,HDSP,18-24 Years,97
2025,Apr,HDSP,25-29 Years,397
2025,Apr,HDSP,30-34 Years,558
2025,Apr,HDSP,35-39 Years,507
2025,Apr,HDSP,40-44 Years,390
2025,Apr,HDSP,45-49 Years,308
2025,Apr,HDSP,50-54 Years,193
2025,Apr,HDSP,55-59 Years,156
2025,Apr,HDSP,60-64 Years,118
2025,Apr,HDSP,65-69 Years,69
2025,Apr,HDSP,70-74 Years,18
2025,Apr,HDSP,75-79 Years,*
2025,Apr,HDSP,80-84 Years,*
2025,Apr,HDSP,85-89 Years,*
2025,Apr,HDSP,90-94 Years,(Blank)
2025,Apr,HDSP,95 and Older,(Blank)
2025,Apr,ISP,18-24 Years,81
2025,Apr,ISP,25-29 Years,171
2025,Apr,ISP,30-34 Years,298
2025,Apr,ISP,35-39 Years,378
2025,Apr,ISP,40-44 Years,396
2025,Apr,ISP,45-49 Years,358
2025,Apr,ISP,50-54 Years,328
