month,group,institution,measure,value
Aug 2018,Other Trends Extra,CIM,Specialty Care Referrals*,106
Aug 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.3
Aug 2018,Other Trends Extra,CIW,Specialty Care Referrals*,61
Aug 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.2
Aug 2018,Other Trends Extra,CMC,Specialty Care Referrals*,73
Aug 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.6
Aug 2018,Other Trends Extra,CMF,Specialty Care Referrals*,210
Aug 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.2
Aug 2018,Other Trends Extra,COR,Specialty Care Referrals*,49
Aug 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.8
Aug 2018,Other Trends Extra,CRC,Specialty Care Referrals*,33
Aug 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.7
Aug 2018,Other Trends Extra,CTF,Specialty Care Referrals*,75
Aug 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.9
Aug 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,61
Aug 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.8
Aug 2018,Other Trends Extra,DVI,Specialty Care Referrals*,49
Aug 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.6
Aug 2018,Other Trends Extra,FSP,Specialty Care Referrals*,47
Aug 2018,Other Trends Extra,FSP,Prescriptions Per Patient,2.0
Aug 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,52
Aug 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Aug 2018,Other Trends Extra,ISP,Specialty Care Referrals*,55
Aug 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Aug 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,56
Aug 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.2
Aug 2018,Other Trends Extra,LAC,Specialty Care Referrals*,90
Aug 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.5
Aug 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,63
Aug 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.0
Aug 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,60
Aug 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.4
Aug 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,32
Aug 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
Aug 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,33
Aug 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.1
Aug 2018,Other Trends Extra,RJD,Specialty Care Referrals*,181
Aug 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.6
Aug 2018,Other Trends Extra,SAC,Specialty Care Referrals*,41
Aug 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.4
Aug 2018,Other Trends Extra,SATF,Specialty Care Referrals*,41
Aug 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.0
Aug 2018,Other Trends Extra,SCC,Specialty Care Referrals*,18
Aug 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
Aug 2018,Other Trends Extra,SOL,Specialty Care Referrals*,45
Aug 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.4
Aug 2018,Other Trends Extra,SQ,Specialty Care Referrals*,80
Aug 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.6
Aug 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,48
Aug 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.1
Aug 2018,Other Trends Extra,VSP,Specialty Care Referrals*,63
Aug 2018,Other Trends Extra,VSP,Prescriptions Per Patient,3.2
Aug 2018,Other Trends Extra,WSP,Specialty Care Referrals*,34
Aug 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.2
Jul 2018,Other Trends Extra,SW,Specialty Care Referrals*,61
Jul 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
Jul 2018,Other Trends Extra,ASP,Specialty Care Referrals*,29
Jul 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
Jul 2018,Other Trends Extra,CAC,Specialty Care Referrals*,43
Jul 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.4
Jul 2018,Other Trends Extra,CAL,Specialty Care Referrals*,41
Jul 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Jul 2018,Other Trends Extra,CCC,Specialty Care Referrals*,13
Jul 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.4
Jul 2018,Other Trends Extra,CCI,Specialty Care Referrals*,69
Jul 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.2
Jul 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,55
Jul 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.2
Jul 2018,Other Trends Extra,CEN,Specialty Care Referrals*,42
Jul 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Jul 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,207
Jul 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.0
Jul 2018,Other Trends Extra,CIM,Specialty Care Referrals*,89
Jul 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.4
Jul 2018,Other Trends Extra,CIW,Specialty Care Referrals*,77
Jul 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.4
Jul 2018,Other Trends Extra,CMC,Specialty Care Referrals*,80
Jul 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.7
Jul 2018,Other Trends Extra,CMF,Specialty Care Referrals*,156
Jul 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.0
Jul 2018,Other Trends Extra,COR,Specialty Care Referrals*,9
Jul 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.9
Jul 2018,Other Trends Extra,CRC,Specialty Care Referrals*,36
Jul 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.7
Jul 2018,Other Trends Extra,CTF,Specialty Care Referrals*,73
Jul 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.9
Jul 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,53
Jul 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.8
Jul 2018,Other Trends Extra,DVI,Specialty Care Referrals*,36
Jul 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.6
Jul 2018,Other Trends Extra,FSP,Specialty Care Referrals*,50
Jul 2018,Other Trends Extra,FSP,Prescriptions Per Patient,2.1
Jul 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,57
Jul 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Jul 2018,Other Trends Extra,ISP,Specialty Care Referrals*,50
Jul 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Jul 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,48
Jul 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.2
Jul 2018,Other Trends Extra,LAC,Specialty Care Referrals*,97
Jul 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.6
Jul 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,69
Jul 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.0
Jul 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,61
Jul 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.4
Jul 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,32
Jul 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
Jul 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,38
Jul 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.1
Jul 2018,Other Trends Extra,RJD,Specialty Care Referrals*,168
Jul 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.7
Jul 2018,Other Trends Extra,SAC,Specialty Care Referrals*,67
Jul 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.4
Jul 2018,Other Trends Extra,SATF,Specialty Care Referrals*,59
Jul 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.0
Jul 2018,Other Trends Extra,SCC,Specialty Care Referrals*,19
Jul 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
Jul 2018,Other Trends Extra,SOL,Specialty Care Referrals*,48
Jul 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.5
Jul 2018,Other Trends Extra,SQ,Specialty Care Referrals*,82
Jul 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.6
Jul 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,57
Jul 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.1
Jul 2018,Other Trends Extra,VSP,Specialty Care Referrals*,46
Jul 2018,Other Trends Extra,VSP,Prescriptions Per Patient,3.1
Jul 2018,Other Trends Extra,WSP,Specialty Care Referrals*,30
Jul 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.3
Jun 2018,Other Trends Extra,SW,Specialty Care Referrals*,57
Jun 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
Jun 2018,Other Trends Extra,ASP,Specialty Care Referrals*,41
Jun 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
Jun 2018,Other Trends Extra,CAC,Specialty Care Referrals*,41
Jun 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.4
Jun 2018,Other Trends Extra,CAL,Specialty Care Referrals*,41
Jun 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Jun 2018,Other Trends Extra,CCC,Specialty Care Referrals*,15
Jun 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.4
Jun 2018,Other Trends Extra,CCI,Specialty Care Referrals*,58
Jun 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.2
Jun 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,38
Jun 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.2
Jun 2018,Other Trends Extra,CEN,Specialty Care Referrals*,44
Jun 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Jun 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,223
Jun 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.1
Jun 2018,Other Trends Extra,CIM,Specialty Care Referrals*,120
Jun 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.5
Jun 2018,Other Trends Extra,CIW,Specialty Care Referrals*,78
Jun 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.4
Jun 2018,Other Trends Extra,CMC,Specialty Care Referrals*,75
Jun 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.7
Jun 2018,Other Trends Extra,CMF,Specialty Care Referrals*,155
Jun 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.0
Jun 2018,Other Trends Extra,COR,Specialty Care Referrals*,27
Jun 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.9
Jun 2018,Other Trends Extra,CRC,Specialty Care Referrals*,49
Jun 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.8
Jun 2018,Other Trends Extra,CTF,Specialty Care Referrals*,62
Jun 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.9
Jun 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,44
Jun 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.8
Jun 2018,Other Trends Extra,DVI,Specialty Care Referrals*,41
Jun 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.7
Jun 2018,Other Trends Extra,FSP,Specialty Care Referrals*,57
Jun 2018,Other Trends Extra,FSP,Prescriptions Per Patient,2.1
Jun 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,53
Jun 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.8
Jun 2018,Other Trends Extra,ISP,Specialty Care Referrals*,45
Jun 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Jun 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,52
Jun 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.1
Jun 2018,Other Trends Extra,LAC,Specialty Care Referrals*,119
Jun 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.6
Jun 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,14
Jun 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.0
Jun 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,55
Jun 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.3
Jun 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,24
Jun 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
Jun 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,31
Jun 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.2
Jun 2018,Other Trends Extra,RJD,Specialty Care Referrals*,138
Jun 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.7
Jun 2018,Other Trends Extra,SAC,Specialty Care Referrals*,38
Jun 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.4
Jun 2018,Other Trends Extra,SATF,Specialty Care Referrals*,26
Jun 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.0
Jun 2018,Other Trends Extra,SCC,Specialty Care Referrals*,18
Jun 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.8
Jun 2018,Other Trends Extra,SOL,Specialty Care Referrals*,50
Jun 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.5
Jun 2018,Other Trends Extra,SQ,Specialty Care Referrals*,91
Jun 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.7
Jun 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,62
Jun 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.3
Jun 2018,Other Trends Extra,VSP,Specialty Care Referrals*,43
Jun 2018,Other Trends Extra,VSP,Prescriptions Per Patient,3.0
Jun 2018,Other Trends Extra,WSP,Specialty Care Referrals*,30
Jun 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.4
May 2018,Other Trends Extra,SW,Specialty Care Referrals*,64
May 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
May 2018,Other Trends Extra,ASP,Specialty Care Referrals*,31
May 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
May 2018,Other Trends Extra,CAC,Specialty Care Referrals*,43
May 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.4
May 2018,Other Trends Extra,CAL,Specialty Care Referrals*,41
May 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
May 2018,Other Trends Extra,CCC,Specialty Care Referrals*,16
May 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.5
May 2018,Other Trends Extra,CCI,Specialty Care Referrals*,73
May 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.3
May 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,80
May 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.2
May 2018,Other Trends Extra,CEN,Specialty Care Referrals*,41
May 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
May 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,237
May 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.0
May 2018,Other Trends Extra,CIM,Specialty Care Referrals*,118
May 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.5
May 2018,Other Trends Extra,CIW,Specialty Care Referrals*,63
May 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.4
May 2018,Other Trends Extra,CMC,Specialty Care Referrals*,94
May 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.8
May 2018,Other Trends Extra,CMF,Specialty Care Referrals*,181
May 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.0
May 2018,Other Trends Extra,COR,Specialty Care Referrals*,54
May 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.9
May 2018,Other Trends Extra,CRC,Specialty Care Referrals*,40
May 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.8
May 2018,Other Trends Extra,CTF,Specialty Care Referrals*,73
May 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.9
May 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,46
May 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.7
May 2018,Other Trends Extra,DVI,Specialty Care Referrals*,45
May 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.7
May 2018,Other Trends Extra,FSP,Specialty Care Referrals*,41
May 2018,Other Trends Extra,FSP,Prescriptions Per Patient,2.1
May 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,55
May 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.7
May 2018,Other Trends Extra,ISP,Specialty Care Referrals*,36
May 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
May 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,52
May 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.1
May 2018,Other Trends Extra,LAC,Specialty Care Referrals*,86
May 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.5
May 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,97
May 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,6.0
May 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,58
May 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.3
May 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,33
May 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
May 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,42
May 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.2
May 2018,Other Trends Extra,RJD,Specialty Care Referrals*,167
May 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.7
May 2018,Other Trends Extra,SAC,Specialty Care Referrals*,62
May 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.5
May 2018,Other Trends Extra,SATF,Specialty Care Referrals*,12
May 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.0
May 2018,Other Trends Extra,SCC,Specialty Care Referrals*,17
May 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
May 2018,Other Trends Extra,SOL,Specialty Care Referrals*,71
May 2018,Other Trends Extra,SOL,Prescriptions Per Patient,3.6
May 2018,Other Trends Extra,SQ,Specialty Care Referrals*,73
May 2018,Other Trends Extra,SQ,Prescriptions Per Patient,3.7
May 2018,Other Trends Extra,SVSP,Specialty Care Referrals*,50
May 2018,Other Trends Extra,SVSP,Prescriptions Per Patient,3.2
May 2018,Other Trends Extra,VSP,Specialty Care Referrals*,49
May 2018,Other Trends Extra,VSP,Prescriptions Per Patient,2.9
May 2018,Other Trends Extra,WSP,Specialty Care Referrals*,34
May 2018,Other Trends Extra,WSP,Prescriptions Per Patient,1.4
Apr 2018,Other Trends Extra,SW,Specialty Care Referrals*,63
Apr 2018,Other Trends Extra,SW,Prescriptions Per Patient,2.7
Apr 2018,Other Trends Extra,ASP,Specialty Care Referrals*,28
Apr 2018,Other Trends Extra,ASP,Prescriptions Per Patient,1.3
Apr 2018,Other Trends Extra,CAC,Specialty Care Referrals*,40
Apr 2018,Other Trends Extra,CAC,Prescriptions Per Patient,1.4
Apr 2018,Other Trends Extra,CAL,Specialty Care Referrals*,30
Apr 2018,Other Trends Extra,CAL,Prescriptions Per Patient,0.9
Apr 2018,Other Trends Extra,CCC,Specialty Care Referrals*,12
Apr 2018,Other Trends Extra,CCC,Prescriptions Per Patient,0.4
Apr 2018,Other Trends Extra,CCI,Specialty Care Referrals*,61
Apr 2018,Other Trends Extra,CCI,Prescriptions Per Patient,2.3
Apr 2018,Other Trends Extra,CCWF,Specialty Care Referrals*,75
Apr 2018,Other Trends Extra,CCWF,Prescriptions Per Patient,3.2
Apr 2018,Other Trends Extra,CEN,Specialty Care Referrals*,49
Apr 2018,Other Trends Extra,CEN,Prescriptions Per Patient,1.0
Apr 2018,Other Trends Extra,CHCF,Specialty Care Referrals*,169
Apr 2018,Other Trends Extra,CHCF,Prescriptions Per Patient,9.0
Apr 2018,Other Trends Extra,CIM,Specialty Care Referrals*,111
Apr 2018,Other Trends Extra,CIM,Prescriptions Per Patient,4.5
Apr 2018,Other Trends Extra,CIW,Specialty Care Referrals*,85
Apr 2018,Other Trends Extra,CIW,Prescriptions Per Patient,4.3
Apr 2018,Other Trends Extra,CMC,Specialty Care Referrals*,71
Apr 2018,Other Trends Extra,CMC,Prescriptions Per Patient,3.8
Apr 2018,Other Trends Extra,CMF,Specialty Care Referrals*,173
Apr 2018,Other Trends Extra,CMF,Prescriptions Per Patient,7.2
Apr 2018,Other Trends Extra,COR,Specialty Care Referrals*,64
Apr 2018,Other Trends Extra,COR,Prescriptions Per Patient,2.9
Apr 2018,Other Trends Extra,CRC,Specialty Care Referrals*,44
Apr 2018,Other Trends Extra,CRC,Prescriptions Per Patient,1.8
Apr 2018,Other Trends Extra,CTF,Specialty Care Referrals*,93
Apr 2018,Other Trends Extra,CTF,Prescriptions Per Patient,2.9
Apr 2018,Other Trends Extra,CVSP,Specialty Care Referrals*,36
Apr 2018,Other Trends Extra,CVSP,Prescriptions Per Patient,1.7
Apr 2018,Other Trends Extra,DVI,Specialty Care Referrals*,45
Apr 2018,Other Trends Extra,DVI,Prescriptions Per Patient,1.7
Apr 2018,Other Trends Extra,FSP,Specialty Care Referrals*,46
Apr 2018,Other Trends Extra,FSP,Prescriptions Per Patient,2.1
Apr 2018,Other Trends Extra,HDSP,Specialty Care Referrals*,39
Apr 2018,Other Trends Extra,HDSP,Prescriptions Per Patient,1.7
Apr 2018,Other Trends Extra,ISP,Specialty Care Referrals*,41
Apr 2018,Other Trends Extra,ISP,Prescriptions Per Patient,1.0
Apr 2018,Other Trends Extra,KVSP,Specialty Care Referrals*,43
Apr 2018,Other Trends Extra,KVSP,Prescriptions Per Patient,2.1
Apr 2018,Other Trends Extra,LAC,Specialty Care Referrals*,126
Apr 2018,Other Trends Extra,LAC,Prescriptions Per Patient,3.5
Apr 2018,Other Trends Extra,MCSP,Specialty Care Referrals*,137
Apr 2018,Other Trends Extra,MCSP,Prescriptions Per Patient,5.9
Apr 2018,Other Trends Extra,NKSP,Specialty Care Referrals*,53
Apr 2018,Other Trends Extra,NKSP,Prescriptions Per Patient,1.3
Apr 2018,Other Trends Extra,PBSP,Specialty Care Referrals*,28
Apr 2018,Other Trends Extra,PBSP,Prescriptions Per Patient,1.0
Apr 2018,Other Trends Extra,PVSP,Specialty Care Referrals*,39
Apr 2018,Other Trends Extra,PVSP,Prescriptions Per Patient,1.2
Apr 2018,Other Trends Extra,RJD,Specialty Care Referrals*,142
Apr 2018,Other Trends Extra,RJD,Prescriptions Per Patient,5.7
Apr 2018,Other Trends Extra,SAC,Specialty Care Referrals*,57
Apr 2018,Other Trends Extra,SAC,Prescriptions Per Patient,3.7
Apr 2018,Other Trends Extra,SATF,Specialty Care Referrals*,35
Apr 2018,Other Trends Extra,SATF,Prescriptions Per Patient,3.0
Apr 2018,Other Trends Extra,SCC,Specialty Care Referrals*,20
Apr 2018,Other Trends Extra,SCC,Prescriptions Per Patient,0.7
