report_date,row_label,population,change_last_period,change_last_year,design_capacity,pct_occupied,staffed_capacity
2020-11-30,D. Other Populations,8097,232.0,1715.0,,,
2020-11-30,Temporary Release to Court and Hospital,1705,-74.0,141.0,,,
2020-11-30,Escaped,197,-3.0,-2.0,,,
2020-11-30,Parolee at Large,6195,309.0,1576.0,,,
2020-11-30,Total CDCR Population,164372,-77.0,-19734.0,,,
2020-12-31,I. In-State,95432,-2097.0,-28595.0,,,
2020-12-31,"(Men, Subtotal)",92003,-2012.0,-26491.0,,,
2020-12-31,"(Women, Subtotal)",3429,-85.0,-2104.0,,,
2020-12-31,1. Institution/Camps,92116,-2030.0,-25277.0,89663.0,102.7,126536.0
2020-12-31,Institutions,90616,-1813.0,-23863.0,85083.0,106.5,123142.0
2020-12-31,"Camps(CCC, CIW, and SCC)",1500,-217.0,-1414.0,4580.0,32.8,3394.0
2020-12-31,2. In-State Contract Beds,2397,-84.0,-2771.0,,,
2020-12-31,Public Community Correctional Facilities,375,-16.0,-1224.0,,,
2020-12-31,Community Prisoner Mother Program,7,-1.0,-17.0,,,
2020-12-31,California City Correctional Facility,2015,-67.0,-164.0,,,
2020-12-31,3. Department of State Hospitals,209,-7.0,-118.0,,,
2020-12-31,4. CRPP Supervision,710,24.0,-429.0,,,
2020-12-31,Alternative Custody Program,33,6.0,-112.0,,,
2020-12-31,Custody to Community Treatment Reentry Program,264,-8.0,-79.0,,,
2020-12-31,Male Community Reentry Program,353,13.0,-270.0,,,
2020-12-31,Medical Parole,49,14.0,21.0,,,
2020-12-31,Medical Reprieve Program,4,0.0,,,,
2020-12-31,Medically Vulnerable Release,7,-1.0,,,,
2020-12-31,B. Parole,55133,-529.0,3210.0,,,
2020-12-31,Community Supervision,53538,-543.0,3421.0,,,
2020-12-31,Interstate Cooperative Case,1595,14.0,-211.0,,,
2020-12-31,C. Non-CDCR Jurisdiction,3931,847.0,2863.0,,,
2020-12-31,Out of State Parole,765,12.0,44.0,,,
2020-12-31,Out of State Parolee at Large,18,0.0,5.0,,,
2020-12-31,DJJ-W&IC 1731.5(c) Institutions,16,-1.0,-7.0,,,
2020-12-31,County Jail,2867,845.0,,,,
2020-12-31,D. Other Populations,8430,333.0,1794.0,,,
2020-12-31,Temporary Release to Court and Hospital,1819,114.0,339.0,,,
2020-12-31,Escaped,197,0.0,-3.0,,,
2020-12-31,Parolee at Large,6414,219.0,1458.0,,,
2020-12-31,Total CDCR Population,162926,-1446.0,-20728.0,,,
2021-01-31,I. In-State,94310,-1122.0,-29339.0,,,
2021-01-31,"(Men, Subtotal)",90934,-1069.0,-27253.0,,,
2021-01-31,"(Women, Subtotal)",3376,-53.0,-2086.0,,,
2021-01-31,1. Institution/Camps,90995,-1121.0,-26459.0,88773.0,102.5,132726.0
2021-01-31,Institutions,89554,-1062.0,-24911.0,85083.0,105.3,129332.0
2021-01-31,"Camps(CCC, CIW, and SCC)",1441,-59.0,-1548.0,3690.0,39.1,3394.0
2021-01-31,2. In-State Contract Beds,2367,-30.0,-2377.0,,,
2021-01-31,Public Community Correctional Facilities,371,-4.0,-1229.0,,,
2021-01-31,Community Prisoner Mother Program,5,-2.0,-19.0,,,
2021-01-31,California City Correctional Facility,1991,-24.0,-149.0,,,
2021-01-31,3. Department of State Hospitals,209,0.0,-92.0,,,
2021-01-31,4. CRPP Supervision,739,29.0,-411.0,,,
2021-01-31,Alternative Custody Program,34,1.0,-99.0,,,
2021-01-31,Custody to Community Treatment Reentry Program,249,-15.0,-120.0,,,
2021-01-31,Male Community Reentry Program,389,36.0,-231.0,,,
2021-01-31,Medical Parole,55,6.0,27.0,,,
2021-01-31,Medical Reprieve Program,6,2.0,,,,
2021-01-31,Medically Vulnerable Release,6,-1.0,,,,
2021-01-31,B. Parole,54599,-534.0,2292.0,,,
2021-01-31,Community Supervision,53002,-536.0,2496.0,,,
2021-01-31,Interstate Cooperative Case,1597,2.0,-204.0,,,
2021-01-31,C. Non-CDCR Jurisdiction,4671,740.0,3690.0,,,
2021-01-31,Out of State Parole,767,2.0,125.0,,,
2021-01-31,Out of State Parolee at Large,20,2.0,8.0,,,
2021-01-31,DJJ-W&IC 1731.5(c) Institutions,12,-4.0,-9.0,,,
2021-01-31,County Jail,3611,744.0,,,,
2021-01-31,D. Other Populations,8297,-133.0,1692.0,,,
2021-01-31,Temporary Release to Court and Hospital,1714,-105.0,153.0,,,
2021-01-31,Escaped,198,1.0,-1.0,,,
2021-01-31,Parolee at Large,6385,-29.0,1540.0,,,
2021-01-31,Total CDCR Population,161877,-1049.0,-21665.0,,,
2021-02-28,I. In-State,94607,297.0,-28516.0,,,
2021-02-28,"(Men, Subtotal)",91221,287.0,-26491.0,,,
2021-02-28,"(Women, Subtotal)",3386,10.0,-2025.0,,,
2021-02-28,1. Institution/Camps,91279,284.0,-26065.0,88773.0,102.8,127417.0
2021-02-28,Institutions,89910,356.0,-24398.0,85083.0,105.7,124217.0
2021-02-28,"Camps(CCC, CIW, and SCC)",1369,-72.0,-1667.0,3690.0,37.1,3200.0
2021-02-28,2. In-State Contract Beds,2281,-86.0,-2034.0,,,
2021-02-28,Public Community Correctional Facilities,358,-13.0,-1240.0,,,
2021-02-28,Community Prisoner Mother Program,4,-1.0,-20.0,,,
2021-02-28,California City Correctional Facility,1919,-72.0,-194.0,,,
2021-02-28,3. Department of State Hospitals,199,-10.0,-99.0,,,
2021-02-28,4. CRPP Supervision,848,109.0,-318.0,,,
2021-02-28,Alternative Custody Program,34,0.0,-101.0,,,
2021-02-28,Custody to Community Treatment Reentry Program,264,15.0,-120.0,,,
2021-02-28,Male Community Reentry Program,474,85.0,-146.0,,,
2021-02-28,Medical Parole,61,6.0,34.0,,,
2021-02-28,Medical Reprieve Program,9,3.0,,,,
2021-02-28,Medically Vulnerable Release,6,0.0,,,,
2021-02-28,B. Parole,53458,-1141.0,1059.0,,,
2021-02-28,Community Supervision,51855,-1147.0,1235.0,,,
2021-02-28,Interstate Cooperative Case,1603,6.0,-176.0,,,
2021-02-28,C. Non-CDCR Jurisdiction,4806,135.0,3729.0,,,
2021-02-28,Out of State Parole,763,-4.0,27.0,,,
2021-02-28,Out of State Parolee at Large,22,2.0,6.0,,,
2021-02-28,DJJ-W&IC 1731.5(c) Institutions,12,0.0,-8.0,,,
2021-02-28,County Jail,3743,132.0,,,,
2021-02-28,D. Other Populations,8172,-125.0,1604.0,,,
2021-02-28,Temporary Release to Court and Hospital,1554,-160.0,-72.0,,,
2021-02-28,Escaped,198,0.0,0.0,,,
2021-02-28,Parolee at Large,6420,35.0,1676.0,,,
2021-02-28,Total CDCR Population,161043,-834.0,-22124.0,,,
2021-03-31,I. In-State,95032,425.0,-27377.0,,,
2021-03-31,"(Men, Subtotal)",91522,301.0,-25470.0,,,
2021-03-31,"(Women, Subtotal)",3510,124.0,-1907.0,,,
2021-03-31,1. Institution/Camps,91903,624.0,-24983.0,88773.0,103.5,126712.0
2021-03-31,Institutions,90458,548.0,-23294.0,85083.0,106.3,123318.0
2021-03-31,"Camps(CCC, CIW, and SCC)",1445,76.0,-1689.0,3690.0,39.2,3394.0
2021-03-31,2. In-State Contract Beds,2051,-230.0,-2039.0,,,
2021-03-31,Public Community Correctional Facilities,208,-150.0,-1403.0,,,
2021-03-31,Community Prisoner Mother Program,3,-1.0,-21.0,,,
2021-03-31,California City Correctional Facility,1840,-79.0,-230.0,,,
2021-03-31,3. Department of State Hospitals,176,-23.0,-130.0,,,
2021-03-31,4. CRPP Supervision,902,54.0,-225.0,,,
2021-03-31,Alternative Custody Program,28,-6.0,-107.0,,,
2021-03-31,Custody to Community Treatment Reentry Program,284,20.0,-76.0,,,
2021-03-31,Male Community Reentry Program,499,25.0,-106.0,,,
2021-03-31,Medical Parole,67,6.0,40.0,,,
2021-03-31,Medical Reprieve Program,18,9.0,,,,
2021-03-31,Medically Vulnerable Release,6,0.0,,,,
2021-03-31,B. Parole,51367,-2091.0,-1175.0,,,
2021-03-31,Community Supervision,49793,-2062.0,-992.0,,,
2021-03-31,Interstate Cooperative Case,1574,-29.0,-183.0,,,
2021-03-31,C. Non-CDCR Jurisdiction,4949,143.0,3874.0,,,
2021-03-31,Out of State Parole,752,-11.0,14.0,,,
2021-03-31,Out of State Parolee at Large,22,0.0,7.0,,,
2021-03-31,DJJ-W&IC 1731.5(c) Institutions,10,-2.0,-9.0,,,
2021-03-31,County Jail,3903,160.0,,,,
2021-03-31,D. Other Populations,8230,58.0,1677.0,,,
2021-03-31,Temporary Release to Court and Hospital,1467,-87.0,-40.0,,,
2021-03-31,Escaped,199,1.0,-1.0,,,
2021-03-31,Parolee at Large,6564,144.0,1718.0,,,
2021-03-31,Total CDCR Population,159578,-1465.0,-23001.0,,,
2021-04-30,I. In-State,95850,818.0,-21917.0,,,
2021-04-30,"(Men, Subtotal)",92138,616.0,-20575.0,,,
2021-04-30,"(Women, Subtotal)",3712,202.0,-1342.0,,,
2021-04-30,1. Institution/Camps,92685,782.0,-19888.0,88773.0,104.4,126574.0
2021-04-30,Institutions,91195,737.0,-18271.0,85083.0,107.2,123180.0
2021-04-30,"Camps(CCC, CIW, and SCC)",1490,45.0,-1617.0,3690.0,40.4,3394.0
2021-04-30,2. In-State Contract Beds,2047,-4.0,-1955.0,,,
2021-04-30,Public Community Correctional Facilities,57,-151.0,-1442.0,,,
2021-04-30,Community Prisoner Mother Program,3,0.0,-15.0,,,
2021-04-30,California City Correctional Facility,1987,147.0,-94.0,,,
2021-04-30,3. Department of State Hospitals,186,10.0,-111.0,,,
2021-04-30,4. CRPP Supervision,932,30.0,37.0,,,
2021-04-30,Alternative Custody Program,32,4.0,-56.0,,,
2021-04-30,Custody to Community Treatment Reentry Program,310,26.0,-6.0,,,
2021-04-30,Male Community Reentry Program,495,-4.0,33.0,,,
2021-04-30,Medical Parole,72,5.0,43.0,,,
2021-04-30,Medical Reprieve Program,17,-1.0,,,,
2021-04-30,Medically Vulnerable Release,6,0.0,,,,
2021-04-30,B. Parole,51027,-340.0,-2394.0,,,
2021-04-30,Community Supervision,49466,-327.0,-2234.0,,,
2021-04-30,Interstate Cooperative Case,1561,-13.0,-160.0,,,
2021-04-30,C. Non-CDCR Jurisdiction,5312,363.0,4239.0,,,
2021-04-30,Out of State Parole,769,17.0,34.0,,,
2021-04-30,Out of State Parolee at Large,22,0.0,5.0,,,
2021-04-30,DJJ-W&IC 1731.5(c) Institutions,9,-1.0,-9.0,,,
2021-04-30,County Jail,4253,350.0,,,,
2021-04-30,D. Other Populations,8209,-21.0,1488.0,,,
2021-04-30,Temporary Release to Court and Hospital,1344,-123.0,-167.0,,,
2021-04-30,Escaped,197,-2.0,-2.0,,,
2021-04-30,Parolee at Large,6668,104.0,1657.0,,,
2021-04-30,Total CDCR Population,160398,820.0,-18584.0,,,
2021-05-31,I. In-State,97200,1350.0,-18997.0,,,
2021-05-31,"(Men, Subtotal)",93365,1227.0,-17893.0,,,
2021-05-31,"(Women, Subtotal)",3835,123.0,-1104.0,,,
2021-05-31,1. Institution/Camps,94103,1418.0,-16969.0,88773.0,106.0,127327.0
2021-05-31,Institutions,92566,1371.0,-15319.0,85083.0,108.8,123933.0
2021-05-31,"Camps(CCC, CIW, and SCC)",1537,47.0,-1650.0,3690.0,41.7,3394.0
2021-05-31,2. In-State Contract Beds,2004,-43.0,-2022.0,,,
2021-05-31,Community Prisoner Mother Program,3,0.0,-14.0,,,
2021-05-31,California City Correctional Facility,2001,14.0,-200.0,,,
2021-05-31,3. Department of State Hospitals,182,-4.0,-106.0,,,
2021-05-31,4. CRPP Supervision,911,-21.0,100.0,,,
2021-05-31,Alternative Custody Program,32,0.0,-56.0,,,
2021-05-31,Custody to Community Treatment Reentry Program,294,-16.0,2.0,,,
2021-05-31,Male Community Reentry Program,485,-10.0,82.0,,,
2021-05-31,Medical Parole,76,4.0,48.0,,,
2021-05-31,Medical Reprieve Program,18,1.0,,,,
2021-05-31,Medically Vulnerable Release,6,0.0,,,,
2021-05-31,B. Parole,50762,-265.0,-2766.0,,,
2021-05-31,Community Supervision,49222,-244.0,-2644.0,,,
2021-05-31,Interstate Cooperative Case,1540,-21.0,-122.0,,,
2021-05-31,C. Non-CDCR Jurisdiction,4497,-815.0,3404.0,,,
2021-05-31,Out of State Parole,769,0.0,36.0,,,
2021-05-31,Out of State Parolee at Large,17,-5.0,3.0,,,
2021-05-31,DJJ-W&IC 1731.5(c) Institutions,9,0.0,-9.0,,,
2021-05-31,County Jail,3442,-811.0,3416.0,,,
2021-05-31,D. Other Populations,8231,22.0,1533.0,,,
2021-05-31,Temporary Release to Court and Hospital,1310,-34.0,-261.0,,,
2021-05-31,Escaped,196,-1.0,-3.0,,,
2021-05-31,Parolee at Large,6725,57.0,1797.0,,,
2021-05-31,Total CDCR Population,160690,292.0,-16826.0,,,
2021-06-30,I. In-State,98472,282.0,-14820.0,,,
2021-06-30,"(Men, Subtotal)",94562,305.0,-14020.0,,,
2021-06-30,"(Women, Subtotal)",3910,-23.0,-800.0,,,
2021-06-30,1. Institution/Camps,95304,252.0,-12995.0,88773.0,107.4,128726.0
2021-06-30,Institutions,93612,220.0,-11716.0,85083.0,110.0,125332.0
2021-06-30,"Camps(CCC, CIW, and SCC)",1692,32.0,-1279.0,3690.0,45.9,3394.0
2021-06-30,2. In-State Contract Beds,2091,35.0,-1778.0,,,
2021-06-30,Community Prisoner Mother Program,3,0.0,-12.0,,,
2021-06-30,California City Correctional Facility,2088,35.0,-67.0,,,
2021-06-30,3. Department of State Hospitals,177,-1.0,-106.0,,,
2021-06-30,4. CRPP Supervision,900,-4.0,59.0,,,
2021-06-30,Alternative Custody Program,37,2.0,-72.0,,,
2021-06-30,Custody to Community Treatment Reentry Program,289,-3.0,24.0,,,
2021-06-30,Male Community Reentry Program,471,-2.0,32.0,,,
2021-06-30,Medical Parole,71,-1.0,43.0,,,
2021-06-30,Medical Reprieve Program,26,0.0,,,,
2021-06-30,Medically Vulnerable Release,6,0.0,,,,
2021-06-30,B. Parole,50322,-28.0,-3059.0,,,
2021-06-30,Community Supervision,48794,-19.0,-2974.0,,,
2021-06-30,Interstate Cooperative Case,1528,-9.0,-85.0,,,
2021-06-30,C. Non-CDCR Jurisdiction,3738,-82.0,2662.0,,,
2021-06-30,Out of State Parole,773,11.0,46.0,,,
2021-06-30,Out of State Parolee at Large,17,0.0,2.0,,,
2021-06-30,DJJ-W&IC 1731.5(c) Institutions,9,0.0,-8.0,,,
2021-06-30,County Jail,2685,-93.0,2673.0,,,
2021-06-30,D. Other Populations,8407,-44.0,1308.0,,,
2021-06-30,Temporary Release to Court and Hospital,1370,10.0,-304.0,,,
2021-06-30,Escaped,196,0.0,-3.0,,,
2021-06-30,Parolee at Large,6841,-54.0,1615.0,,,
2021-06-30,Total CDCR Population,160939,128.0,-13909.0,,,
2021-07-31,I. In-State,98945,1745.0,-14458.0,,,
2021-07-31,"(Men, Subtotal)",95053,1688.0,-13629.0,,,
2021-07-31,"(Women, Subtotal)",3892,57.0,-829.0,,,
2021-07-31,1. Institution/Camps,95809,1706.0,-12584.0,88078.0,108.8,125257.0
2021-07-31,Institutions,94117,1551.0,-11293.0,84710.0,111.1,121863.0
2021-07-31,"Camps(CCC, CIW, and SCC)",1692,155.0,-1291.0,3368.0,50.2,3394.0
2021-07-31,2. In-State Contract Beds,2057,53.0,-1823.0,,,
2021-07-31,Community Prisoner Mother Program,3,0.0,-12.0,,,
2021-07-31,California City Correctional Facility,2054,53.0,-106.0,,,
2021-07-31,3. Department of State Hospitals,180,-2.0,-103.0,,,
2021-07-31,4. CRPP Supervision,899,-12.0,52.0,,,
2021-07-31,Alternative Custody Program,35,3.0,-75.0,,,
2021-07-31,Custody to Community Treatment Reentry Program,294,0.0,27.0,,,
2021-07-31,Male Community Reentry Program,475,-10.0,33.0,,,
2021-07-31,Medical Parole,68,-8.0,40.0,,,
2021-07-31,Medical Reprieve Program,22,4.0,,,,
2021-07-31,Medically Vulnerable Release,5,-1.0,,,,
2021-07-31,B. Parole,49089,-1673.0,-4338.0,,,
2021-07-31,Community Supervision,47544,-1678.0,-4264.0,,,
2021-07-31,Interstate Cooperative Case,1545,5.0,-74.0,,,
2021-07-31,C. Non-CDCR Jurisdiction,3180,-1317.0,2107.0,,,
2021-07-31,Out of State Parole,760,-9.0,34.0,,,
2021-07-31,Out of State Parolee at Large,16,-1.0,1.0,,,
2021-07-31,DJJ-W&IC 1731.5(c) Institutions,9,0.0,-8.0,,,
2021-07-31,County Jail,2141,-1301.0,2131.0,,,
2021-07-31,D. Other Populations,8458,227.0,1404.0,,,
2021-07-31,Temporary Release to Court and Hospital,1399,89.0,-279.0,,,
2021-07-31,Escaped,196,0.0,-3.0,,,
2021-07-31,Parolee at Large,6863,138.0,1686.0,,,
2021-07-31,Total CDCR Population,159672,-1018.0,-15285.0,,,
2021-08-31,I. In-State,99368,423.0,-1892.0,,,
2021-08-31,"(Men, Subtotal)",95477,424.0,-2041.0,,,
2021-08-31,"(Women, Subtotal)",3891,-1.0,149.0,,,
2021-08-31,1. Institution/Camps,96194,385.0,-1072.0,88078.0,109.2,125317.0
2021-08-31,Institutions,94523,406.0,-755.0,84710.0,111.6,121923.0
2021-08-31,"Camps(CCC, CIW, and SCC)",1671,-21.0,-317.0,3368.0,49.6,3394.0
2021-08-31,2. In-State Contract Beds,2116,59.0,-993.0,,,
2021-08-31,Community Prisoner Mother Program,3,0.0,-9.0,,,
2021-08-31,California City Correctional Facility,2113,59.0,-122.0,,,
2021-08-31,3. Department of State Hospitals,180,0.0,-47.0,,,
2021-08-31,4. CRPP Supervision,878,-21.0,220.0,,,
2021-08-31,Alternative Custody Program,34,-1.0,16.0,,,
2021-08-31,Custody to Community Treatment Reentry Program,291,-3.0,48.0,,,
2021-08-31,Male Community Reentry Program,461,-14.0,106.0,,,
2021-08-31,Medical Parole,66,-2.0,36.0,,,
2021-08-31,Medical Reprieve Program,23,1.0,,,,
2021-08-31,Medically Vulnerable Release,3,-2.0,-9.0,,,
2021-08-31,B. Parole,47995,-1094.0,-7632.0,,,
2021-08-31,Community Supervision,46462,-1082.0,-7555.0,,,
2021-08-31,Interstate Cooperative Case,1533,-12.0,-77.0,,,
2021-08-31,C. Non-CDCR Jurisdiction,2755,-425.0,1501.0,,,
2021-08-31,Out of State Parole,742,-18.0,0.0,,,
2021-08-31,Out of State Parolee at Large,17,1.0,-1.0,,,
2021-08-31,DJJ-W&IC 1731.5(c) Institutions,9,0.0,-8.0,,,
2021-08-31,County Jail,1736,-405.0,1561.0,,,
2021-08-31,D. Other Populations,8570,112.0,870.0,,,
2021-08-31,Temporary Release to Court and Hospital,1407,8.0,-315.0,,,
2021-08-31,Escaped,196,0.0,-4.0,,,
2021-08-31,Parolee at Large,6967,104.0,1189.0,,,
2021-08-31,Total CDCR Population,158688,-984.0,-7153.0,,,
2021-09-30,I. In-State,99075,-293.0,931.0,,,
2021-09-30,"(Men, Subtotal)",95241,-236.0,588.0,,,
2021-09-30,"(Women, Subtotal)",3834,-57.0,343.0,,,
2021-09-30,1. Institution/Camps,95950,-244.0,1322.0,86397.0,111.1,123254.0
2021-09-30,Institutions,94292,-231.0,1476.0,83029.0,113.6,119860.0
2021-09-30,"Camps(CCC, CIW, and SCC)",1658,-13.0,-154.0,3368.0,49.2,3394.0
2021-09-30,2. In-State Contract Beds,2122,6.0,-583.0,,,
2021-09-30,Community Prisoner Mother Program,3,0.0,-6.0,,,
2021-09-30,California City Correctional Facility,2119,6.0,-69.0,,,
2021-09-30,3. Department of State Hospitals,189,9.0,-35.0,,,
2021-09-30,4. CRPP Supervision,814,-64.0,227.0,,,
2021-09-30,Alternative Custody Program,27,-7.0,6.0,,,
2021-09-30,Custody to Community Treatment Reentry Program,276,-15.0,30.0,,,
2021-09-30,Male Community Reentry Program,419,-42.0,139.0,,,
2021-09-30,Medical Parole,68,2.0,39.0,,,
2021-09-30,Medical Reprieve Program,21,-2.0,,,,
2021-09-30,Medically Vulnerable Release,3,0.0,-8.0,,,
2021-09-30,B. Parole,47473,-522.0,-9556.0,,,
2021-09-30,Community Supervision,45966,-496.0,-9473.0,,,
2021-09-30,Interstate Cooperative Case,1507,-26.0,-83.0,,,
2021-09-30,C. Non-CDCR Jurisdiction,2315,-440.0,904.0,,,
2021-09-30,Out of State Parole,719,-23.0,-32.0,,,
2021-09-30,Out of State Parolee at Large,21,4.0,4.0,,,
2021-09-30,DJJ-W&IC 1731.5(c) Institutions,10,1.0,-7.0,,,
2021-09-30,County Jail,1317,-419.0,989.0,,,
2021-09-30,D. Other Populations,8682,112.0,817.0,,,
2021-09-30,Temporary Release to Court and Hospital,1397,-10.0,-382.0,,,
2021-09-30,Escaped,196,0.0,-4.0,,,
2021-09-30,Parolee at Large,7089,122.0,1203.0,,,
2021-09-30,Total CDCR Population,157545,-1143.0,-6904.0,,,
2021-10-31,I. In-State,99327,252.0,1648.0,,,
2021-10-31,"(Men, Subtotal)",95489,248.0,1318.0,,,
2021-10-31,"(Women, Subtotal)",3838,4.0,330.0,,,
2021-10-31,1. Institution/Camps,96253,303.0,1983.0,85330.0,112.8,123644.0
2021-10-31,Institutions,94591,299.0,2123.0,81962.0,115.4,120250.0
2021-10-31,"Camps(CCC, CIW, and SCC)",1662,4.0,-140.0,3368.0,49.3,3394.0
2021-10-31,2. In-State Contract Beds,2093,-29.0,-460.0,,,
2021-10-31,Community Prisoner Mother Program,2,-1.0,-5.0,,,
2021-10-31,California City Correctional Facility,2091,-28.0,-60.0,,,
2021-10-31,3. Department of State Hospitals,179,-10.0,-65.0,,,
2021-10-31,4. CRPP Supervision,802,-12.0,190.0,,,
2021-10-31,Alternative Custody Program,39,12.0,22.0,,,
2021-10-31,Custody to Community Treatment Reentry Program,282,6.0,18.0,,,
2021-10-31,Male Community Reentry Program,392,-27.0,101.0,,,
2021-10-31,Medical Parole,65,-3.0,34.0,,,
2021-10-31,Medical Reprieve Program,21,0.0,,,,
2021-10-31,Medically Vulnerable Release,3,0.0,-6.0,,,
2021-10-31,B. Parole,47130,-343.0,-9358.0,,,
2021-10-31,Community Supervision,45620,-346.0,-9269.0,,,
2021-10-31,Interstate Cooperative Case,1510,3.0,-89.0,,,
2021-10-31,C. Non-CDCR Jurisdiction,1802,-513.0,-1135.0,,,
2021-10-31,Out of State Parole,703,-16.0,-64.0,,,
2021-10-31,Out of State Parolee at Large,20,-1.0,2.0,,,
2021-10-31,DJJ-W&IC 1731.5(c) Institutions,10,0.0,-7.0,,,
2021-10-31,County Jail,819,-498.0,-1020.0,,,
2021-10-31,D. Other Populations,8461,-221.0,313.0,,,
2021-10-31,Temporary Release to Court and Hospital,1297,-100.0,-453.0,,,
2021-10-31,Escaped,196,0.0,-4.0,,,
2021-10-31,Parolee at Large,6968,-121.0,770.0,,,
2021-10-31,Total CDCR Population,156720,-825.0,-8532.0,,,
2021-11-30,I. In-State,99510,183.0,1981.0,,,
2021-11-30,"(Men, Subtotal)",95728,239.0,1713.0,,,
2021-11-30,"(Women, Subtotal)",3782,-56.0,268.0,,,
2021-11-30,1. Institution/Camps,96349,96.0,2203.0,85330.0,112.9,117493.0
2021-11-30,Institutions,94691,100.0,2262.0,81962.0,115.5,114099.0
2021-11-30,"Camps(CCC, CIW, and SCC)",1658,-4.0,-59.0,3368.0,49.2,3394.0
2021-11-30,2. In-State Contract Beds,2132,39.0,-349.0,,,
2021-11-30,Community Prisoner Mother Program,2,0.0,-6.0,,,
2021-11-30,California City Correctional Facility,2130,39.0,48.0,,,
2021-11-30,3. Department of State Hospitals,186,7.0,-30.0,,,
2021-11-30,4. CRPP Supervision,843,41.0,157.0,,,
2021-11-30,Alternative Custody Program,39,0.0,12.0,,,
2021-11-30,Custody to Community Treatment Reentry Program,282,0.0,10.0,,,
2021-11-30,Male Community Reentry Program,438,46.0,98.0,,,
2021-11-30,Medical Parole,62,-3.0,27.0,,,
2021-11-30,Medical Reprieve Program,19,-2.0,15.0,,,
2021-11-30,Medically Vulnerable Release,3,0.0,-5.0,,,
2021-11-30,B. Parole,46706,-424.0,-8956.0,,,
2021-11-30,Community Supervision,45197,-423.0,-8884.0,,,
2021-11-30,Interstate Cooperative Case,1509,-1.0,-72.0,,,
2021-11-30,C. Non-CDCR Jurisdiction,1163,-639.0,-1921.0,,,
2021-11-30,Out of State Parole,686,-17.0,-67.0,,,
2021-11-30,Out of State Parolee at Large,20,0.0,2.0,,,
2021-11-30,DJJ-W&IC 1731.5(c) Institutions,10,0.0,-7.0,,,
2021-11-30,County Jail,204,-615.0,-1818.0,,,
2021-11-30,D. Other Populations,8438,-23.0,341.0,,,
2021-11-30,Temporary Release to Court and Hospital,1258,-39.0,-447.0,,,
2021-11-30,Escaped,195,-1.0,-2.0,,,
2021-11-30,Parolee at Large,6985,17.0,790.0,,,
2021-11-30,Total CDCR Population,155817,-903.0,-8555.0,,,
2021-11-30,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2021-12-31,I. In-State,99729,219.0,4297.0,,,
2021-12-31,"(Men, Subtotal)",95890,162.0,3887.0,,,
2021-12-31,"(Women, Subtotal)",3839,57.0,410.0,,,
2021-12-31,1. Institution/Camps,96472,123.0,4356.0,85330.0,113.1,120739.0
2021-12-31,Institutions,94814,123.0,4198.0,81962.0,115.7,117465.0
2021-12-31,"Camps(CCC, CIW, and SCC)",1658,0.0,158.0,3368.0,49.2,3274.0
2021-12-31,2. In-State Contract Beds,2155,23.0,-242.0,,,
2021-12-31,Community Prisoner Mother Program,1,-1.0,-6.0,,,
2021-12-31,California City Correctional Facility,2154,24.0,139.0,,,
2021-12-31,3. Department of State Hospitals,179,-7.0,-30.0,,,
2021-12-31,4. CRPP Supervision,923,80.0,213.0,,,
2021-12-31,Alternative Custody Program,35,-4.0,2.0,,,
2021-12-31,Custody to Community Treatment Reentry Program,308,26.0,44.0,,,
2021-12-31,Male Community Reentry Program,502,64.0,149.0,,,
2021-12-31,Medical Parole,59,-3.0,10.0,,,
2021-12-31,Medical Reprieve Program,17,-2.0,13.0,,,
2021-12-31,Medically Vulnerable Release,2,-1.0,-5.0,,,
2021-12-31,B. Parole,46150,-556.0,-8983.0,,,
2021-12-31,Community Supervision,44647,-550.0,-8891.0,,,
2021-12-31,Interstate Cooperative Case,1503,-6.0,-92.0,,,
2021-12-31,C. Non-CDCR Jurisdiction,1073,-90.0,-2858.0,,,
2021-12-31,Out of State Parole,666,-20.0,-99.0,,,
2021-12-31,Out of State Parolee at Large,22,2.0,4.0,,,
2021-12-31,DJJ-W&IC 1731.5(c) Institutions,9,-1.0,-7.0,,,
2021-12-31,County Jail,131,-73.0,-2736.0,,,
2021-12-31,D. Other Populations,8467,29.0,37.0,,,
2021-12-31,Temporary Release to Court and Hospital,1303,45.0,-516.0,,,
2021-12-31,Escaped,195,0.0,-2.0,,,
2021-12-31,Parolee at Large,6969,-16.0,555.0,,,
2021-12-31,Total CDCR Population,155419,-398.0,-7507.0,,,
2021-12-31,"RReeppoorrtt ##:: SSOOMMSS--TTPPOOPP--11,, PPaaggee",11,,,,,
2022-01-31,I. In-State,96863,-2647.0,1431.0,,,
2022-01-31,"(Men, Subtotal)",93174,-2554.0,1171.0,,,
2022-01-31,"(Women, Subtotal)",3689,-93.0,260.0,,,
2022-01-31,1. Institution/Camps,93770,-2579.0,1654.0,85330.0,109.9,120085.0
2022-01-31,Institutions,92469,-2222.0,1853.0,81962.0,112.8,116106.0
2022-01-31,"Camps(CCC, CIW, and SCC)",1301,-357.0,-199.0,3368.0,38.6,3979.0
2022-01-31,2. In-State Contract Beds,2034,-98.0,-363.0,,,
2022-01-31,California City Correctional Facility,2034,-96.0,19.0,,,
