GEOID,Dr_delta_JA_max_pre,Dr_delta_JA_max_fut,Dr_WSV_average,Dr_precip_demand_ratio,drought_delta_spei12_midcentury,drought_hazard_idx_norm,drought_hazard_fut_idx_norm
06075016601,0.108383,1.707983,21.672285519385714,1.9845928785000007,-1.4210854715202004e-14,8.784548413522032,7.844543544872944
06075012504,0.297988,2.209838,22.2845404359,1.9845928785,6.325417503179455,11.16094112517343,12.855274916097997
06075020102,0.297988,2.209838,17.964396297000004,1.9845928784999998,7.142857142857139,6.726850914434196,8.627342897077032
06073006000,1.413074,2.526065,31.103586338199964,1.978105905320005,208.7301587301587,30.779921051676933,24.539740073539797
06073006100,1.413074,2.526065,31.787060470552465,1.978105905320004,208.7301587301587,31.481422173426438,25.20862566518621
06073006300,1.3419623776223777,2.5032835804195805,33.97149868264334,1.9781059053200025,194.20114294305785,33.06789026036847,27.1461781844274
06073009603,2.0993233020833335,3.9519316458333336,21.473465103081224,1.9781059053200043,368.2978446359498,27.222407744207068,27.649218732019953
06073009604,2.1673803609467455,4.044380923076923,22.802692264123074,1.9781059053199987,378.82424484542133,29.214119445593568,29.762747203655955
06073009705,2.178713758474576,4.045036118644068,25.586020187012835,1.978105905319993,384.9732378283459,32.175342937461714,32.49242534772678
06073009801,2.297764384279476,4.251242790393014,31.704697374646624,1.9781059053199934,383.4017021607648,39.5529442022905,40.29315630126178
06073011802,1.1211679365079366,2.8113744682539683,32.22485315627386,1.978105905320005,270.5571609171611,29.239647918655333,28.145080127086143
06081607100,1.849357619318182,4.3998788125,22.74857445346256,1.9845928784999964,126.15029251458157,25.939460623908957,32.5609077029747
06081607200,1.879802359223301,4.485127815533981,24.228562121337877,1.984592878499997,118.58052248215554,27.739157134035498,34.758684900813414
06053010306,0.6319433776223776,2.299016706293706,38.493796192043064,1.9922713284900047,8.915197344962419,30.53651289224492,29.17829688718745
06053010804,1.834184863849765,3.593190469483568,34.2527003133118,1.9922713284900044,146.4600476149921,37.26715174515327,36.404130590030135
06053000701,1.0626493636363634,2.9383476818181817,27.034131354999968,1.9922713284900029,40.16418658544936,22.745319005231355,23.583259244047362
06053014601,0.5933140434083601,1.935685852090032,47.61548224124666,1.992271328490005,23.960049768585257,39.54266014366273,34.91143188875903
06053011101,2.9969892053231937,5.188874676806084,37.94447129533654,1.9922713284900047,221.23521511256348,51.776315636434425,54.04392723153464
06053011502,2.5153244365591396,4.119495387096774,42.0165065487076,1.983702419550263,137.35219862239214,51.894642864977584,48.990461975324116
06053011604,1.6321989787234041,3.7495261436170213,39.3689827077753,1.992271328490005,165.14292584916953,40.65624879107841,42.7854726940681
06081607400,1.9466060068965516,4.624184296551724,25.410393966379228,1.9845928784999967,123.74144438406668,29.56803055554168,37.13766371680543
06081607500,1.904201,4.553447,26.895959558363245,1.9845928784999967,114.28571428571428,30.701842320243777,37.969705798160255
