facilityid,name,latitude,longitude,baseline_summer_avg_tmax_f,n_summer_days,grid_elevation_m,source,retrieved
10002313,Yuba County Jail,39.14114653002424,-121.58690840125676,93.4,2760,21.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006439,Placer County Juvenile Detention Center,38.93667972767868,-121.10931248260697,88.37,2760,427.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006707,Sacramento County Youth Detention Facility,38.54604226446235,-121.3405908477844,90.04,2760,24.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10001526,San Francisco County Jail #2 Annex,37.77546199277186,-122.40416818642215,70.92,2760,15.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000805,San Francisco County Jail #3,37.62744097672951,-122.4603625644674,67.92,2760,189.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000854,San Luis Obispo County Jail,35.32070973785056,-120.7267914288845,78.36,2760,87.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000797,San Joaquin County Juvenile Hall,37.88362185715131,-121.29059713126162,89.73,2760,5.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000820,Monterey County Youth Center,36.678865705631374,-121.62745479242824,76.87,2760,21.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10006711,Solano County Stanton Correctional Facility,38.27371914804761,-121.99938649727412,87.1,2760,20.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005315,Santa Clara County Main Jail Complex (North),37.351471306559965,-121.90623800435311,81.69,2760,22.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000818,Monterey County Jail / Rehabilitation Facility,36.6990536439476,-121.6303604023972,76.78,2760,29.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10001529,Santa Cruz County Main Jail,36.98011161131043,-122.02381977917152,67.31,2760,8.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005314,Santa Clara County Juvenile Hall,37.34970166305614,-121.90715984251057,81.31,2760,25.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000788,Solano County Justice Center Detention Facility,38.24734151191261,-122.0393212229116,84.85,2760,8.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000868,Santa Maria Juvenile Hall,34.8809478871633,-120.44720314021224,76.02,2760,86.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000819,Monterey County Juvenile Hall,36.700423193185415,-121.63243384862332,76.81,2760,26.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005277,Sierra County Jail Temporary Holding Facility,39.558897821651826,-120.83026440189096,86.04,2760,883.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005293,Sonoma County Juvenile Hall,38.44154467199271,-122.5821207731632,84.55,2760,160.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005297,Solano County Juvenile Detention Facility,38.251590132038416,-122.0642316186344,87.3,2760,10.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10005294,Sonoma County Probation Camp,38.504195449308106,-122.8691064487371,81.07,2760,70.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10002320,North County Detention Facility,38.513140047609944,-122.80147808524178,83.63,2760,36.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000865,Santa Barbara County Main Jail,34.44490502379509,-119.77712765160398,81.0,2760,48.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000886,Ventura County Pre-Trial Detention Facility (Main Jail),34.26940988794384,-119.20927538337398,77.78,2760,76.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10000885,Ventura County Juvenile Justice Complex,34.25611380659831,-119.15972354105072,78.28,2760,33.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
10002317,Yolo County Monroe Detention Center,38.659879421445865,-121.7314816044994,92.83,2760,14.0,"open-meteo archive (era5_seamless), 1991-2020 Jun-Aug",2026-07-17
