facilityid,name,cdcr_code,latitude,longitude,cell_lat,cell_lon,cell_dist_km,n_models,n_members,mask_override,loca2_days_over_80_historic,loca2_days_over_90_historic,loca2_days_over_100_historic,loca2_days_over_110_historic,loca2_nights_over_60_historic,loca2_nights_over_70_historic,loca2_nights_over_80_historic,loca2_nights_over_90_historic,loca2_days_over_avg_historic,loca2_days_over_avg_plus10_historic,loca2_nights_over_p95_historic,loca2_nights_over_p98_historic,loca2_days_over_80_midcentury,loca2_days_over_90_midcentury,loca2_days_over_100_midcentury,loca2_days_over_110_midcentury,loca2_nights_over_60_midcentury,loca2_nights_over_70_midcentury,loca2_nights_over_80_midcentury,loca2_nights_over_90_midcentury,loca2_days_over_avg_midcentury,loca2_days_over_avg_plus10_midcentury,loca2_nights_over_p95_midcentury,loca2_nights_over_p98_midcentury,loca2_days_over_80_endcentury,loca2_days_over_90_endcentury,loca2_days_over_100_endcentury,loca2_days_over_110_endcentury,loca2_nights_over_60_endcentury,loca2_nights_over_70_endcentury,loca2_nights_over_80_endcentury,loca2_nights_over_90_endcentury,loca2_days_over_avg_endcentury,loca2_days_over_avg_plus10_endcentury,loca2_nights_over_p95_endcentury,loca2_nights_over_p98_endcentury,loca2_avg_summer_tmax_f,loca2_avg_summer_tmin_f,loca2_p95_tmin_f,loca2_p98_tmin_f
10002333,Elmwood Correctional Complex,,37.41857358803495,-121.90826096495222,37.421875,-121.921875,1.255,14,62,False,83.786,15.424,0.645,0.0,29.653,0.841,0.006,0.0,72.192,11.981,12.719,5.252,121.528,27.424,2.173,0.027,74.565,3.363,0.067,0.0,108.446,21.95,38.919,18.602,149.022,45.224,4.665,0.062,116.37,11.588,0.26,0.002,136.485,36.995,77.127,46.853,81.116,57.495,62.546,65.091
10006710,Los Prietos Boys Camp,,34.54403216104945,-119.77705581302736,34.546875,-119.765625,1.092,14,62,False,130.603,48.318,4.321,0.059,23.94,1.316,0.011,0.0,70.025,10.036,14.075,6.119,177.919,88.453,18.253,0.969,64.124,9.799,0.361,0.002,112.004,32.164,46.055,27.896,204.777,111.228,31.426,1.991,93.573,21.215,1.153,0.011,136.856,49.815,70.939,48.212,87.253,53.899,62.347,65.389
10005353,Santa Barbara County Santa Maria Station Jail,,34.8820997891649,-120.44654682784352,34.890625,-120.453125,1.12,14,62,False,33.43,4.013,0.137,0.0,11.961,0.689,0.007,0.0,113.475,18.612,12.018,5.018,58.223,7.832,0.501,0.005,28.629,2.369,0.074,0.0,164.591,33.563,29.43,13.72,86.373,13.637,1.28,0.02,55.217,5.603,0.271,0.001,204.473,52.796,57.078,29.525,72.954,52.184,59.737,63.086
10005260,Shasta County Jail,,40.581341110839354,-122.3961983707309,40.578125,-122.390625,0.59,14,62,False,166.93,113.013,50.075,4.198,114.0,33.647,1.768,0.005,64.398,8.434,15.352,6.885,184.214,137.627,82.81,17.689,141.774,72.439,8.515,0.155,96.49,28.531,44.389,25.179,194.29,149.162,101.326,34.235,156.776,96.137,20.631,0.775,112.925,48.054,68.956,46.33,97.916,66.713,73.492,76.272
10005321,Santa Cruz Rountree Medium Security Facility,,36.91382082681037,-121.8097597235208,36.921875,-121.796875,1.452,14,62,False,27.786,4.224,0.198,0.0,7.042,0.28,0.001,0.0,98.958,21.201,12.029,4.883,33.315,6.487,0.686,0.013,18.49,1.001,0.019,0.0,129.772,25.504,32.137,13.931,44.513,9.59,1.34,0.038,40.99,2.688,0.075,0.0,161.212,34.672,62.858,32.5,71.582,52.533,58.108,61.162
10006232,Santa Clara County Main Jail Complex (South),,37.35101112246267,-121.9059750533212,37.359375,-121.890625,1.642,14,62,False,96.019,19.779,1.074,0.0,32.158,0.909,0.007,0.0,70.602,11.767,13.06,5.336,134.263,35.995,3.418,0.053,80.06,4.089,0.093,0.0,107.69,22.792,40.375,19.602,159.474,57.586,7.068,0.147,121.839,14.798,0.422,0.002,135.362,38.644,79.751,50.057,82.426,57.53,62.799,65.354
10005317,William F. James Ranch,,37.167688466801366,-121.64668361685963,37.171875,-121.640625,0.709,14,62,False,135.003,55.253,8.036,0.101,31.569,1.286,0.014,0.0,67.413,12.211,13.511,5.509,167.094,90.683,21.855,1.368,77.137,6.744,0.183,0.0,104.382,29.59,41.346,21.655,184.195,113.404,36.689,3.619,114.142,18.491,0.726,0.007,126.029,46.867,74.314,46.148,88.403,56.546,63.113,65.932
10005246,Charlie's Place Juvenile Day Reporting Center,,41.70814455541497,-122.63516451171624,41.703125,-122.640625,0.718,14,62,False,103.206,50.23,5.506,0.006,3.58,0.039,0.0,0.0,66.454,12.9,14.419,6.125,131.844,81.006,21.696,0.643,20.352,0.5,0.0,0.0,96.023,36.564,45.799,28.868,145.254,98.502,39.704,3.526,42.475,2.673,0.019,0.0,112.254,56.939,72.015,52.535,87.284,49.83,56.093,58.616
10002328,Stanislaus County Public Safety Center,,37.58464851762791,-120.98997965152364,37.578125,-120.984375,0.876,14,62,False,156.813,88.588,16.968,0.1,53.011,2.174,0.011,0.001,64.691,6.7,14.56,6.382,183.087,120.866,42.001,2.303,98.789,12.944,0.178,0.001,99.216,22.973,45.331,27.008,195.535,138.002,61.664,6.634,127.573,30.384,0.812,0.002,118.09,38.895,73.598,51.377,92.961,59.118,65.207,67.53
10000787,Solano County Claybank Detention Facility,,38.27466985440152,-121.9999655085075,38.265625,-121.984375,1.689,14,62,False,131.034,47.711,6.706,0.038,7.536,0.35,0.003,0.0,72.362,15.024,13.858,5.76,165.627,80.204,17.864,0.766,22.004,0.948,0.03,0.0,109.883,31.626,42.489,18.916,181.032,102.826,29.354,2.432,48.379,2.783,0.059,0.0,130.878,48.208,76.959,42.859,86.803,51.138,57.807,60.926
10001528,Santa Cruz Blaine Street Facility,,36.98062037922893,-122.02368691172828,36.984375,-122.015625,0.827,14,62,False,52.462,7.811,0.338,0.0,6.227,0.18,0.0,0.0,89.245,17.105,12.901,5.311,73.061,11.889,0.989,0.013,17.995,0.814,0.013,0.0,120.769,24.626,36.604,16.598,96.789,18.601,2.058,0.022,38.234,2.377,0.039,0.001,151.242,36.434,63.386,35.215,76.243,51.335,57.406,60.408
10005259,Shasta County Juvenile Hall,,40.54877363345071,-122.37903034906776,40.546875,-122.390625,1.0,14,62,False,163.666,110.098,46.301,3.888,99.093,19.811,0.6,0.001,64.84,9.492,15.607,6.897,181.755,135.777,80.688,17.02,132.091,55.891,3.91,0.056,98.088,31.105,48.289,28.288,191.928,147.601,99.661,33.11,148.872,81.578,11.627,0.286,114.369,50.753,73.885,51.056,97.308,64.454,70.938,73.66
10002321,Sonoma County Main Adult Detention Facility,,38.46729912018051,-122.72636627453036,38.453125,-122.734375,1.72,14,62,False,105.025,26.917,2.355,0.02,7.538,0.308,0.005,0.0,75.278,15.564,13.74,5.592,142.565,46.25,5.784,0.166,26.315,1.152,0.027,0.0,112.515,28.053,49.174,24.783,166.519,63.896,9.988,0.497,61.0,3.789,0.085,0.001,139.439,41.279,88.481,57.151,82.883,52.37,57.962,60.706
10005268,Tehama County Juvenile Detention Facility,,40.17081458396152,-122.2535441639448,40.171875,-122.265625,1.031,14,62,False,162.04,108.625,44.47,4.024,79.953,8.841,0.152,0.0,64.574,10.655,15.363,6.711,181.855,135.34,78.926,16.429,118.146,34.527,1.57,0.016,98.449,31.76,48.801,29.552,192.645,147.951,99.259,31.75,138.057,63.865,6.318,0.131,115.905,52.081,80.006,56.769,96.975,62.449,68.137,70.867
10005247,Siskiyou County Jail,,41.73061853007981,-122.63942281132562,41.734375,-122.640625,0.429,14,62,False,104.471,49.391,5.293,0.002,5.346,0.046,0.0,0.0,67.056,12.637,15.09,6.644,130.221,80.096,22.441,0.684,26.737,0.817,0.001,0.0,95.552,37.916,47.708,30.77,143.519,97.486,39.656,3.635,51.067,4.208,0.042,0.0,111.614,57.45,73.305,54.968,87.15,50.862,57.034,59.45
10005279,Maxine Singer Youth Guidance Center,,39.150533216033175,-121.59901636846423,39.140625,-121.609375,1.416,14,62,False,164.171,104.936,36.723,1.487,84.08,8.346,0.072,0.0,62.544,7.639,14.351,6.323,183.922,131.631,67.178,9.693,124.832,30.718,0.926,0.003,95.353,26.429,44.143,26.45,194.873,144.916,86.688,18.964,146.58,57.509,4.359,0.028,112.677,41.781,73.313,51.706,96.072,62.21,68.35,70.783
10002337,Tulare County Adult Pre-Trial Facility,,36.455097924738425,-119.3212963420362,36.453125,-119.328125,0.648,14,62,False,168.39,106.156,26.379,0.246,21.804,0.526,0.009,0.0,66.496,4.43,14.275,5.96,192.366,136.616,63.972,4.287,63.407,4.248,0.036,0.0,103.629,22.889,49.534,28.956,203.712,151.815,87.773,13.155,100.859,17.954,0.444,0.002,122.387,44.284,86.154,62.508,95.123,55.494,61.477,64.029
10002329,Stanislaus County Juvenile Hall And Commitment Facility,,37.6621433321267,-121.04312110071773,37.671875,-121.046875,1.129,14,62,False,159.079,95.693,25.168,0.444,69.627,4.399,0.02,0.001,63.095,7.381,14.404,6.145,183.806,124.987,51.949,4.786,114.671,19.093,0.357,0.0,94.854,23.443,42.367,24.772,196.105,140.67,71.667,11.468,140.612,41.117,1.867,0.004,112.915,38.797,72.449,49.61,94.444,60.929,66.782,69.141
10002335,Tulare County Juvenile Detention Facility,,36.459985601850285,-119.32306031943332,36.453125,-119.328125,0.886,14,62,False,168.39,106.156,26.379,0.246,21.804,0.526,0.009,0.0,66.496,4.43,14.275,5.96,192.366,136.616,63.972,4.287,63.407,4.248,0.036,0.0,103.629,22.889,49.534,28.956,203.712,151.815,87.773,13.155,100.859,17.954,0.444,0.002,122.387,44.284,86.154,62.508,95.123,55.494,61.477,64.029
10005255,Trinity County Juvenile Hall,,40.74978944878197,-122.9239474369582,40.734375,-122.921875,1.72,14,62,False,117.495,61.438,9.921,0.11,1.468,0.029,0.0,0.0,67.371,13.062,14.383,6.231,143.124,91.769,27.758,1.067,8.295,0.157,0.001,0.0,97.524,33.847,41.9,24.3,154.669,108.044,44.666,3.841,20.934,0.846,0.005,0.0,113.372,51.392,69.846,47.315,89.007,46.777,53.337,56.063
10002334,Tulare County Probation Youth Facility,,36.45910316552269,-119.32517720490618,36.453125,-119.328125,0.714,14,62,False,168.39,106.156,26.379,0.246,21.804,0.526,0.009,0.0,66.496,4.43,14.275,5.96,192.366,136.616,63.972,4.287,63.407,4.248,0.036,0.0,103.629,22.889,49.534,28.956,203.712,151.815,87.773,13.155,100.859,17.954,0.444,0.002,122.387,44.284,86.154,62.508,95.123,55.494,61.477,64.029
10005257,Trinity County Sheriffs Department,,40.73648742589344,-122.94609726979162,40.734375,-122.953125,0.636,14,62,False,117.282,61.67,9.83,0.102,1.559,0.026,0.0,0.0,68.088,13.324,14.495,6.297,142.856,91.039,26.397,0.883,8.413,0.125,0.001,0.0,97.603,33.095,44.096,25.461,154.265,107.621,42.777,3.415,23.456,0.846,0.005,0.0,113.536,50.231,72.999,50.618,88.914,46.875,53.468,56.162
10005278,Yuba - Sutter County Juvenile Hall,,39.14996004987066,-121.60011301200107,39.140625,-121.609375,1.307,14,62,False,164.171,104.936,36.723,1.487,84.08,8.346,0.072,0.0,62.544,7.639,14.351,6.323,183.922,131.631,67.178,9.693,124.832,30.718,0.926,0.003,95.353,26.429,44.143,26.45,194.873,144.916,86.688,18.964,146.58,57.509,4.359,0.028,112.677,41.781,73.313,51.706,96.072,62.21,68.35,70.783
10001523,Tuolumne County Jail,,37.98419394935426,-120.38611882763914,37.984375,-120.390625,0.395,14,62,False,130.741,68.304,8.257,0.013,63.055,6.026,0.013,0.0,68.124,8.118,14.414,6.271,161.385,103.796,30.847,0.961,103.643,27.634,0.611,0.0,103.723,30.698,44.879,28.352,175.944,123.716,52.452,4.019,125.562,50.988,4.012,0.012,123.673,52.241,69.973,51.827,90.023,59.133,67.505,69.905
10000882,Ventura County Todd Road Facility,,34.30928593996256,-119.11220945474956,34.296875,-119.109375,1.402,14,62,False,92.997,12.323,0.423,0.0,29.591,1.822,0.015,0.0,103.244,14.846,12.857,5.242,138.591,25.484,1.458,0.01,64.452,6.145,0.17,0.0,150.649,30.158,33.181,16.489,170.722,42.841,3.7,0.048,98.845,13.909,0.546,0.002,182.029,49.539,57.558,33.556,79.245,54.56,63.223,66.352
10002336,Tulare County Jail / Sheriff,,36.3281261212818,-119.31714995811475,36.328125,-119.328125,0.981,14,62,False,165.236,106.584,32.503,0.513,92.544,11.886,0.08,0.0,62.814,4.536,14.651,6.243,188.362,134.692,66.218,5.423,126.868,41.706,1.392,0.003,96.818,20.229,47.26,29.215,198.94,148.656,88.265,15.563,145.077,71.959,8.022,0.036,114.831,40.004,76.956,57.776,96.071,63.64,69.397,71.734
10000899,Hawthorne City Jail,,33.919601544152606,-118.35318367048885,33.921875,-118.359375,0.624,14,62,False,38.033,3.602,0.106,0.0,100.973,9.432,0.295,0.0,109.517,15.202,12.765,5.186,62.159,7.589,0.411,0.004,144.807,24.088,1.304,0.012,153.471,28.243,32.669,16.108,86.498,11.911,0.896,0.018,170.419,43.879,3.17,0.07,183.502,42.088,55.607,32.309,74.122,61.782,68.842,71.731
10000896,Downey City Jail,,33.940698529363736,-118.12853422450073,33.953125,-118.140625,1.773,14,62,False,154.964,42.813,3.478,0.053,109.359,12.96,0.444,0.001,84.266,11.476,13.554,5.576,198.744,78.175,11.556,0.559,163.706,39.578,2.801,0.045,127.297,29.488,42.891,22.68,224.334,105.497,22.438,1.749,192.864,70.008,7.628,0.238,154.945,48.855,72.183,46.564,85.812,62.868,69.83,72.702
10000906,Montebello City Jail,,34.0207959161168,-118.11638105213125,34.015625,-118.109375,0.863,14,62,False,170.039,55.206,4.773,0.063,110.463,13.485,0.373,0.0,84.117,11.12,13.769,5.762,213.817,94.784,15.979,0.757,164.507,42.372,2.89,0.043,128.169,29.876,44.952,24.48,238.669,122.58,29.889,2.331,194.629,73.243,8.313,0.222,155.898,49.952,74.048,49.038,87.166,62.983,69.902,72.683
10000846,Taft Modified Community Correctional Facility,,35.13415778402242,-119.44146788011987,35.140625,-119.453125,1.279,14,62,False,158.782,98.466,24.469,0.243,115.413,34.752,0.901,0.003,64.593,4.754,13.791,5.945,184.435,127.813,55.159,3.018,146.15,71.191,7.01,0.047,97.242,20.671,41.647,25.244,197.174,142.436,74.942,8.098,163.826,92.627,18.009,0.231,114.47,36.451,63.592,44.764,94.684,66.395,73.604,75.967
10005365,Vernon City Jail (Holding Facility),,34.004594416549466,-118.23087236982576,34.015625,-118.234375,1.266,14,62,False,126.363,23.454,1.303,0.008,116.434,12.969,0.382,0.0,88.579,11.691,13.673,5.641,173.163,51.055,5.338,0.158,169.904,40.224,2.646,0.035,135.244,30.276,43.794,23.11,200.977,76.467,11.492,0.606,199.776,71.534,7.333,0.194,164.774,50.019,73.372,47.503,82.823,62.905,69.781,72.61
10005304,Fremont Detention Facility,,37.55219822678668,-121.9681860469508,37.546875,-121.953125,1.451,14,62,False,85.92,19.143,1.243,0.0,25.577,0.974,0.007,0.0,75.262,15.371,12.952,5.374,122.92,35.147,3.703,0.082,69.097,4.312,0.098,0.0,110.979,28.844,40.488,19.633,150.832,54.419,7.747,0.238,114.596,13.039,0.353,0.002,139.084,46.074,78.264,46.181,81.128,56.322,62.327,65.174
10000845,Shafter Modified Community Correctional Facility,,35.495318067849404,-119.25905776312544,35.484375,-119.265625,1.352,14,62,False,178.008,115.385,38.861,1.018,67.752,5.35,0.045,0.0,65.824,5.033,13.89,5.918,200.534,143.867,73.304,7.135,108.276,23.485,0.518,0.003,99.951,20.431,42.622,25.463,212.132,157.338,93.958,17.047,131.672,48.851,2.691,0.016,117.924,37.779,71.166,51.022,96.707,61.103,67.354,69.772
10000843,Delano Modified Community Correctional Facility,,35.76564031898252,-119.30429085361187,35.765625,-119.296875,0.668,14,62,False,174.516,113.675,37.869,0.871,75.926,6.37,0.04,0.0,64.923,4.639,14.218,6.052,196.779,140.71,71.716,6.818,113.466,28.564,0.69,0.005,97.712,19.98,45.854,28.476,209.443,155.419,92.818,17.12,134.417,58.483,4.53,0.024,116.371,37.915,76.406,57.763,96.698,62.031,67.842,70.114
10006482,Anaheim Detention Facility,,33.83019210335317,-117.91905930414576,33.828125,-117.921875,0.346,14,62,False,138.2,32.925,2.635,0.035,100.061,12.483,0.461,0.002,86.694,13.783,13.393,5.55,182.184,62.249,8.648,0.367,152.199,36.611,2.91,0.051,130.928,31.899,40.519,21.089,207.067,87.073,16.409,1.172,179.317,64.18,7.211,0.247,157.208,49.374,67.975,41.883,84.036,62.27,69.651,72.723
10006903,Ontario City Jail,,34.02929606104588,-117.59681333407,34.015625,-117.609375,1.907,14,62,False,171.457,85.77,15.339,0.274,64.487,5.425,0.107,0.001,78.588,12.043,14.756,6.347,212.533,125.787,42.434,3.656,120.845,24.32,1.423,0.017,118.675,36.726,49.123,28.468,235.016,149.51,64.805,9.199,153.165,48.571,4.441,0.128,142.289,57.838,80.257,53.999,90.851,59.399,66.588,69.436
10006902,Huntington Beach City Jail,,33.677626503376,-118.00088530130684,33.671875,-118.015625,1.504,14,62,False,20.83,2.119,0.077,0.0,87.042,9.121,0.364,0.001,109.811,18.388,11.862,4.734,28.143,3.196,0.133,0.0,120.207,17.259,0.998,0.01,138.407,25.102,22.912,10.412,36.763,4.486,0.298,0.004,142.12,28.833,2.1,0.065,159.454,32.876,37.637,18.794,70.583,61.266,68.861,72.041
10006904,Hayward Detention Facility,,37.65752960106487,-122.0969066128883,37.671875,-122.109375,1.933,14,62,False,44.803,7.35,0.457,0.002,17.894,0.809,0.012,0.0,82.227,17.472,12.353,5.019,69.364,13.114,1.14,0.031,58.076,3.187,0.102,0.002,117.269,29.066,44.138,20.297,98.532,21.933,2.366,0.057,105.325,9.913,0.383,0.005,150.209,44.845,85.041,50.089,75.726,55.63,61.218,64.172
10006905,Pasadena Jail,,34.14918573594655,-118.14481080966269,34.140625,-118.140625,1.025,14,62,False,167.467,65.456,6.76,0.078,94.23,10.116,0.161,0.003,82.123,11.704,14.307,6.035,211.116,106.854,23.822,1.254,152.075,36.863,2.221,0.017,125.075,34.095,47.651,27.151,236.21,133.428,41.859,3.823,182.427,67.508,7.192,0.137,151.977,55.513,79.041,53.113,88.227,61.678,68.81,71.56
10006494,Fullerton City Jail,,33.87085843600594,-117.92818641617431,33.859375,-117.921875,1.401,14,62,False,147.256,39.776,3.494,0.059,100.637,12.905,0.464,0.002,84.831,13.566,13.53,5.627,191.173,72.728,11.262,0.531,153.661,38.166,2.945,0.049,128.561,32.008,41.39,21.92,215.865,98.229,20.769,1.618,180.951,66.193,7.536,0.258,154.845,49.857,69.115,43.038,85.118,62.377,69.753,72.77
10006493,El Monte Jail,,34.07158043477895,-118.0302635150937,34.078125,-118.015625,1.529,14,62,False,193.472,90.559,14.553,0.357,111.483,14.973,0.394,0.004,78.211,9.927,14.18,6.078,233.842,131.284,38.685,2.848,163.202,48.096,3.582,0.052,118.356,30.251,47.969,27.473,254.801,155.699,60.843,7.355,190.651,80.662,10.71,0.309,142.722,50.079,78.582,53.66,91.282,63.474,70.189,72.915
10006906,Berkeley Jail Facility,,37.87020999993821,-122.27328174212134,37.859375,-122.265625,1.377,14,62,False,23.635,3.128,0.174,0.002,14.81,0.779,0.011,0.0,89.193,18.715,12.618,5.289,34.246,5.59,0.441,0.011,38.975,2.53,0.072,0.001,131.211,27.358,34.473,15.027,50.379,9.108,0.783,0.011,80.868,6.357,0.251,0.003,169.104,40.684,72.077,36.99,71.331,53.898,60.5,63.743
10006499,West Covina Jail,,34.07130466380657,-117.93886373342276,34.078125,-117.953125,1.514,14,62,False,194.001,94.362,16.614,0.402,110.553,15.57,0.408,0.004,77.093,9.649,14.341,6.068,234.193,134.689,43.394,3.419,163.231,48.821,3.647,0.059,116.78,30.618,47.278,27.137,254.532,158.982,65.991,8.78,191.079,81.157,10.953,0.295,140.918,50.488,77.738,52.69,91.858,63.547,70.313,73.033
10005271,Butte County Jail,,39.52949746158004,-121.5745062299414,39.515625,-121.578125,1.571,14,62,False,148.083,83.886,15.908,0.234,55.218,3.055,0.01,0.0,64.336,7.308,14.454,6.281,171.233,115.532,43.876,2.925,103.176,19.468,0.36,0.0,98.835,27.254,51.066,31.532,182.612,131.94,65.028,7.759,126.382,41.56,2.39,0.008,117.297,45.398,77.658,56.721,92.565,59.645,65.758,68.19
10006490,Costa Mesa Jail,,33.6633743002085,-117.9041902557805,33.671875,-117.890625,1.569,14,62,False,66.496,8.585,0.399,0.001,100.696,12.236,0.494,0.003,98.35,15.526,12.645,5.141,98.104,16.477,1.171,0.021,142.869,29.067,2.037,0.032,136.346,27.767,31.464,15.333,124.881,26.037,2.444,0.071,169.533,51.649,5.01,0.176,161.541,41.707,54.26,30.903,77.489,62.251,69.798,72.913
10005298,Calaveras County Jail,,38.19353619014131,-120.66538822180613,38.203125,-120.671875,1.205,14,62,False,138.312,73.175,10.977,0.042,21.58,0.445,0.003,0.0,66.958,8.327,14.043,5.999,165.005,106.599,33.411,1.382,56.397,5.209,0.045,0.0,101.032,28.404,43.679,26.258,177.574,124.873,54.581,5.243,85.457,14.997,0.358,0.001,120.194,48.553,70.651,49.005,90.822,53.687,61.608,64.24
10006907,South Gate Jail,,33.95672114568816,-118.205100443669,33.953125,-118.203125,0.439,14,62,False,137.323,28.598,1.956,0.022,108.149,11.943,0.423,0.001,86.868,11.759,13.559,5.58,182.785,57.894,6.781,0.253,162.434,36.515,2.471,0.043,132.546,28.933,42.336,22.119,210.005,84.273,13.925,0.907,192.087,65.768,6.508,0.208,161.677,48.07,71.185,45.49,83.776,62.622,69.511,72.388
10006698,Camp Wilmont Sweeney,,37.71256207654158,-122.11612045675584,37.703125,-122.109375,1.203,14,62,False,52.083,9.482,0.705,0.003,16.984,0.869,0.013,0.0,81.938,18.334,12.45,5.177,79.624,17.212,1.637,0.04,54.168,3.425,0.111,0.001,116.756,31.217,42.985,20.04,109.224,27.368,3.309,0.098,100.997,10.333,0.435,0.005,148.592,47.23,83.514,48.383,76.607,54.942,61.091,64.179
10002324,Marsh Creek Detention Facility,,37.8944241433025,-121.86505370001386,37.890625,-121.859375,0.652,14,62,False,111.319,45.589,6.168,0.042,65.294,10.752,0.223,0.0,70.895,16.733,14.067,6.09,147.636,77.133,19.483,0.898,109.231,35.793,2.95,0.062,106.03,38.742,41.978,25.556,165.622,98.441,34.056,3.291,137.508,55.721,8.958,0.248,126.116,56.952,62.92,43.645,86.069,59.861,69.014,71.969
10006908,Santa Monica Jail,,34.01221467658367,-118.49079223643082,34.015625,-118.484375,0.701,14,62,False,13.944,0.503,0.0,0.0,88.715,6.643,0.087,0.0,119.028,14.589,11.858,4.82,22.659,1.419,0.023,0.0,125.536,14.882,0.451,0.001,152.497,23.745,25.066,12.32,31.821,2.189,0.065,0.0,151.126,27.508,1.281,0.01,178.031,33.324,43.605,24.105,69.809,60.465,67.947,70.714
10005286,Colusa County Jail,,39.205571786654794,-122.00325941610808,39.203125,-122.015625,1.098,14,62,False,158.698,91.38,18.561,0.257,29.925,0.983,0.004,0.0,65.928,7.433,14.434,6.065,180.846,123.542,44.837,2.975,69.286,5.694,0.085,0.0,101.386,24.903,41.965,23.026,192.047,139.751,67.371,8.177,106.751,17.346,0.347,0.002,121.669,42.482,76.696,50.607,93.06,56.833,62.705,65.36
10006500,Whittier Jail,,33.97496527739392,-118.03462367231562,33.984375,-118.046875,1.537,14,62,False,162.729,55.575,5.191,0.076,104.131,12.751,0.373,0.001,81.24,11.382,13.744,5.766,205.723,93.422,17.236,0.891,161.854,38.463,2.846,0.035,122.601,30.589,41.977,22.824,229.442,119.092,31.107,2.605,190.981,67.451,7.829,0.249,148.438,49.827,70.5,45.143,87.319,62.253,69.669,72.565
10005312,Fresno County Jail North Annex,,36.738616880263095,-119.79041979901356,36.734375,-119.796875,0.743,14,62,False,172.309,117.331,50.547,2.883,108.69,25.648,0.287,0.003,62.008,5.763,14.738,6.46,194.404,143.179,84.017,15.34,139.696,64.101,4.724,0.012,94.534,23.09,47.887,30.605,205.324,156.725,102.364,30.717,157.107,90.068,16.618,0.178,112.12,41.161,74.87,56.509,98.447,65.749,71.928,74.186
10006440,South Lake Juvenile Treatment Center,,38.935201491263825,-119.97219591552351,38.921875,-119.984375,1.815,14,62,False,45.708,1.107,0.0,0.0,0.258,0.002,0.0,0.0,63.242,3.909,15.176,6.635,82.306,10.497,0.056,0.0,2.438,0.01,0.0,0.0,99.261,21.039,46.922,27.064,102.019,22.822,0.391,0.0,8.481,0.067,0.0,0.0,117.519,38.433,75.595,52.21,77.746,44.684,50.891,53.261
10006486,Buena Park City Jail,,33.86413456620653,-117.99695734946756,33.859375,-117.984375,1.274,14,62,False,131.643,30.898,2.554,0.051,116.5,16.646,0.62,0.003,86.316,14.248,13.493,5.62,175.224,58.664,8.426,0.403,165.035,46.799,3.828,0.074,129.444,32.626,41.778,22.02,200.672,81.707,15.281,1.177,190.98,77.279,9.859,0.397,155.591,49.16,69.892,44.179,83.61,63.738,70.774,73.703
10005311,Fresno County Main Detention Facility,,36.73819529451567,-119.7899519676438,36.734375,-119.796875,0.748,14,62,False,172.309,117.331,50.547,2.883,108.69,25.648,0.287,0.003,62.008,5.763,14.738,6.46,194.404,143.179,84.017,15.34,139.696,64.101,4.724,0.012,94.534,23.09,47.887,30.605,205.324,156.725,102.364,30.717,157.107,90.068,16.618,0.178,112.12,41.161,74.87,56.509,98.447,65.749,71.928,74.186
10002312,Glenn County Jail,,39.519679878877575,-122.2003805703925,39.515625,-122.203125,0.508,14,62,False,160.94,97.39,23.318,0.584,41.557,1.954,0.006,0.0,68.106,7.875,14.494,6.222,184.184,129.558,54.466,5.057,88.168,10.711,0.229,0.001,104.748,28.518,46.967,27.113,195.682,144.845,77.831,12.209,120.644,27.438,0.872,0.007,123.973,47.505,79.941,54.743,93.76,58.354,64.163,66.797
10005313,Fresno County Jail South Annex,,36.737340306481336,-119.78920805046889,36.734375,-119.796875,0.757,14,62,False,172.309,117.331,50.547,2.883,108.69,25.648,0.287,0.003,62.008,5.763,14.738,6.46,194.404,143.179,84.017,15.34,139.696,64.101,4.724,0.012,94.534,23.09,47.887,30.605,205.324,156.725,102.364,30.717,157.107,90.068,16.618,0.178,112.12,41.161,74.87,56.509,98.447,65.749,71.928,74.186
10005254,Humboldt County Correctional Facility,,40.80297362800573,-124.16156606209246,40.796875,-124.171875,1.099,14,62,False,0.491,0.002,0.0,0.0,3.06,0.046,0.0,0.0,92.463,4.621,12.509,5.195,2.154,0.094,0.0,0.0,11.162,0.22,0.002,0.0,166.711,14.602,39.639,18.954,3.633,0.173,0.0,0.0,30.547,0.662,0.012,0.0,216.192,26.468,74.985,45.005,62.522,51.689,56.459,58.531
10000880,Imperial County Jail,,32.74730136464732,-115.56369468007372,32.734375,-115.578125,1.968,14,62,False,244.419,181.553,117.927,29.762,157.628,88.013,19.508,0.429,63.052,2.477,13.77,5.902,272.516,207.194,147.282,66.886,183.205,117.166,46.147,2.893,99.736,13.815,37.155,21.484,289.647,221.985,162.315,89.732,201.736,136.587,69.512,9.425,119.642,28.458,58.947,39.857,106.488,74.046,81.401,84.046
10006496,Redondo Beach Jail,,33.84487497243068,-118.38832350793837,33.859375,-118.390625,1.623,14,62,False,14.32,0.788,0.007,0.0,77.245,6.133,0.174,0.0,119.037,15.803,11.88,4.827,22.755,1.823,0.057,0.0,111.537,13.044,0.565,0.004,154.068,25.092,24.179,11.324,30.348,2.719,0.109,0.0,133.61,22.386,1.286,0.019,183.506,33.432,39.481,20.551,69.553,60.453,67.665,70.556
