facilityid,name,cdcr_code,latitude,longitude,cell_lat,cell_lon,cell_dist_km,n_models,n_members,mask_override,loca2_days_over_80_historic,loca2_days_over_90_historic,loca2_days_over_100_historic,loca2_days_over_110_historic,loca2_nights_over_60_historic,loca2_nights_over_70_historic,loca2_nights_over_80_historic,loca2_nights_over_90_historic,loca2_days_over_avg_historic,loca2_days_over_avg_plus10_historic,loca2_nights_over_p95_historic,loca2_nights_over_p98_historic,loca2_days_over_80_midcentury,loca2_days_over_90_midcentury,loca2_days_over_100_midcentury,loca2_days_over_110_midcentury,loca2_nights_over_60_midcentury,loca2_nights_over_70_midcentury,loca2_nights_over_80_midcentury,loca2_nights_over_90_midcentury,loca2_days_over_avg_midcentury,loca2_days_over_avg_plus10_midcentury,loca2_nights_over_p95_midcentury,loca2_nights_over_p98_midcentury,loca2_days_over_80_endcentury,loca2_days_over_90_endcentury,loca2_days_over_100_endcentury,loca2_days_over_110_endcentury,loca2_nights_over_60_endcentury,loca2_nights_over_70_endcentury,loca2_nights_over_80_endcentury,loca2_nights_over_90_endcentury,loca2_days_over_avg_endcentury,loca2_days_over_avg_plus10_endcentury,loca2_nights_over_p95_endcentury,loca2_nights_over_p98_endcentury,loca2_avg_summer_tmax_f,loca2_avg_summer_tmin_f,loca2_p95_tmin_f,loca2_p98_tmin_f
10006317,Garden Grove City Jail,,33.77637797128475,-117.93573132365108,33.765625,-117.921875,1.749,14,62,False,114.09,20.969,1.482,0.013,96.152,11.561,0.452,0.003,91.438,14.429,13.138,5.338,157.644,41.402,4.407,0.149,147.055,32.093,2.502,0.046,134.304,30.369,37.519,18.816,183.242,61.548,8.929,0.509,174.657,58.059,6.095,0.227,160.904,47.237,64.281,37.991,81.684,61.938,69.413,72.586
10000884,Ventura County East County Jail,,34.24764369046445,-118.83478790538416,34.234375,-118.828125,1.595,14,62,False,130.171,36.981,2.431,0.003,80.636,11.343,0.219,0.0,85.564,14.938,13.746,5.863,178.805,70.229,9.859,0.28,133.585,34.197,2.178,0.019,132.278,36.22,39.535,22.86,206.644,98.67,20.531,1.127,165.275,60.638,6.571,0.12,161.359,58.912,65.737,43.88,84.182,60.161,69.313,72.109
10000815,Santa Cruz County Juvenile Hall,,37.04370218416292,-122.04884959847284,37.046875,-122.046875,0.393,14,62,False,91.178,18.732,1.652,0.01,3.676,0.085,0.0,0.0,83.867,16.483,14.548,5.997,134.809,38.114,4.749,0.149,14.939,0.689,0.011,0.0,127.683,34.125,48.887,24.052,159.961,57.198,9.949,0.567,33.314,2.327,0.035,0.0,152.906,52.297,79.485,47.235,80.638,48.612,55.216,58.33
10001535,Riverside County Blythe Jail,,33.613244388995795,-114.59791339322456,33.609375,-114.609375,1.143,14,62,False,238.703,181.291,120.92,34.257,153.769,88.638,23.722,0.542,60.054,2.054,14.137,6.435,262.966,204.967,150.269,76.356,181.016,119.391,56.012,6.308,101.853,15.991,42.472,27.991,279.355,218.65,165.263,100.074,196.074,135.736,74.667,15.435,122.237,34.342,60.532,44.655,107.149,74.814,82.18,84.665
10005370,Lapd Hollywood Area Jail,,34.09577047236163,-118.33065860825457,34.109375,-118.328125,1.528,14,62,False,114.618,21.593,1.061,0.001,90.199,8.791,0.146,0.0,89.464,13.109,13.809,5.827,159.901,47.901,4.949,0.127,145.202,30.236,1.615,0.008,134.227,33.45,43.29,23.866,188.245,71.045,10.524,0.463,175.555,57.526,5.253,0.088,163.194,52.717,72.459,47.788,82.026,61.133,68.428,71.205
10005368,Lapd Metropolitan Detention Center,,34.052080277150985,-118.240951738798,34.046875,-118.234375,0.836,14,62,False,115.421,19.709,0.943,0.002,128.928,15.798,0.456,0.0,88.932,11.727,13.691,5.707,162.629,45.589,4.312,0.088,179.885,47.6,3.363,0.038,135.487,31.008,44.433,24.106,191.049,70.142,9.812,0.427,210.24,81.063,9.419,0.242,165.055,51.453,74.832,49.46,82.04,63.513,70.472,73.241
10006228,Camp Scott,,34.457183406305845,-118.48669688989436,34.453125,-118.484375,0.498,14,62,False,166.733,92.252,22.023,0.468,82.756,11.03,0.107,0.001,72.387,10.667,14.463,6.291,209.873,133.01,51.606,4.181,134.141,40.981,2.287,0.008,111.955,31.905,47.836,30.21,233.528,157.104,75.59,11.242,163.32,68.023,7.494,0.079,135.839,53.378,74.394,53.835,92.674,61.209,69.159,71.639
10006230,Transitional Facilities,,37.49315980362607,-122.22085687599696,37.484375,-122.234375,1.539,14,62,False,86.169,16.92,1.428,0.017,15.169,0.635,0.009,0.0,71.123,12.598,13.42,5.469,127.78,34.348,3.984,0.146,49.237,2.887,0.091,0.001,112.428,26.09,46.438,23.393,154.045,55.768,7.947,0.379,86.732,8.895,0.312,0.006,139.569,44.512,80.903,49.407,81.472,54.473,60.411,63.357
10005369,Lapd Foothill Area Jail,,34.253008666349736,-118.41049483281228,34.265625,-118.421875,1.747,14,62,False,167.812,77.293,12.187,0.187,89.898,11.463,0.221,0.0,75.938,11.529,14.453,6.17,211.422,117.868,35.759,2.417,147.89,39.478,2.709,0.056,116.196,34.599,46.612,27.607,238.418,145.236,56.514,6.098,180.824,68.867,8.043,0.179,143.531,55.092,75.9,51.444,90.181,61.356,69.191,71.946
10005371,Lapd Valley Jail Section,,34.183695097941026,-118.44523606464249,34.171875,-118.453125,1.499,14,62,False,153.639,60.256,6.844,0.074,91.79,11.206,0.186,0.001,78.448,13.194,14.582,6.409,198.914,98.701,23.536,1.342,149.229,40.478,2.569,0.021,119.823,35.883,49.142,29.567,228.706,126.375,39.211,3.533,181.709,70.743,7.979,0.144,149.083,56.09,79.059,55.359,87.771,61.846,69.1,71.711
10005283,Washington Ridge Conservation Camp #44,,39.3079091221786,-120.93491737585298,39.296875,-120.921875,1.66,14,62,False,104.201,31.591,0.906,0.001,39.928,1.162,0.0,0.0,69.717,7.795,15.227,6.896,136.711,71.135,7.957,0.09,84.789,12.436,0.112,0.0,106.219,31.584,52.803,34.839,153.207,94.039,18.951,0.404,109.678,30.976,0.846,0.001,125.566,53.912,80.509,61.877,85.06,56.88,63.898,66.179
10005340,Cois M. Byrd Detention Center,,33.581147847246136,-117.12241672177,33.578125,-117.109375,1.252,14,62,False,171.424,84.914,13.745,0.158,37.648,2.695,0.063,0.002,79.054,11.462,14.185,6.203,217.569,126.846,40.401,2.574,88.895,13.159,0.647,0.023,121.045,35.86,47.213,26.947,241.896,152.745,63.523,7.396,123.312,29.932,2.054,0.075,146.879,57.729,76.957,51.352,90.651,56.937,64.305,67.293
10005341,Indio Juvenile Hall,,33.70339507605988,-116.22241251718144,33.703125,-116.234375,1.105,14,62,False,253.789,187.064,124.696,38.585,185.265,117.397,37.083,1.134,61.908,2.67,14.335,6.281,278.962,213.658,153.485,78.355,210.296,144.454,71.264,8.176,100.607,15.648,41.875,26.05,295.16,228.532,168.744,100.553,227.073,160.552,93.261,20.818,120.099,30.572,64.757,46.992,107.538,77.653,83.745,86.091
10006222,Camp Miller,,34.093640682980926,-118.83823161297744,34.078125,-118.828125,1.957,14,62,False,84.889,18.365,0.748,0.0,70.297,12.563,0.336,0.0,77.012,14.514,13.767,5.934,128.498,45.367,4.909,0.081,119.681,38.748,3.628,0.059,119.201,38.816,41.051,24.798,156.712,67.366,10.179,0.406,150.175,60.272,8.424,0.221,147.265,59.555,62.455,41.841,80.982,59.535,69.646,72.635
10006225,Camp Paige,,34.152893963471456,-117.7445140430745,34.140625,-117.734375,1.65,14,62,False,130.22,43.327,2.128,0.001,78.586,10.138,0.122,0.0,76.626,9.38,14.372,6.264,173.821,83.425,13.454,0.311,126.643,36.576,2.512,0.021,118.493,33.239,44.481,27.615,198.032,108.122,27.051,1.363,156.145,59.132,7.201,0.158,143.187,54.723,67.832,47.179,86.103,60.393,68.855,71.464
10005300,Stanislaus County Men's Jail,,37.640028286509654,-120.99654693026912,37.640625,-120.984375,1.072,14,62,False,158.793,95.43,23.897,0.329,83.772,7.77,0.032,0.001,62.918,6.808,14.422,6.239,183.03,124.446,50.797,4.242,125.405,28.534,0.679,0.001,94.725,22.825,42.71,25.44,195.169,140.117,70.396,10.603,147.377,52.3,2.894,0.005,112.796,38.062,69.726,48.0,94.36,62.259,68.239,70.551
10005352,Santa Barbara County Medium Security Facility,,34.44605863466011,-119.77662913612724,34.453125,-119.765625,1.277,14,62,False,87.987,14.07,0.463,0.001,70.724,7.95,0.192,0.0,85.724,13.355,12.996,5.444,128.924,28.583,2.22,0.047,116.54,21.872,1.355,0.019,126.275,27.543,30.383,16.483,157.612,42.236,4.448,0.108,148.881,36.064,2.776,0.044,154.655,40.843,47.311,27.993,80.193,59.228,68.257,71.221
10000799,California Health Care Facility (CHCF),CHCF,37.89778736654379,-121.1905848230992,37.890625,-121.203125,1.356,14,62,False,154.159,81.508,15.462,0.108,36.43,1.071,0.008,0.0,65.61,8.81,14.806,6.361,181.49,116.528,37.247,2.249,86.636,7.946,0.139,0.0,101.932,25.529,51.188,29.98,194.684,134.563,56.431,6.288,119.384,21.947,0.61,0.002,120.708,41.883,84.187,58.563,91.984,57.708,63.196,65.632
10001537,East Mesa Reentry Facility,,32.588806952285296,-116.91889669723231,32.578125,-116.921875,1.218,14,62,False,109.473,19.185,0.892,0.0,63.717,6.483,0.169,0.001,90.89,13.601,13.251,5.406,161.719,41.537,3.857,0.06,112.054,18.352,1.053,0.009,141.654,31.518,33.669,17.234,191.262,62.774,7.802,0.202,146.478,34.082,2.62,0.04,171.753,49.354,56.734,32.315,81.449,58.995,67.216,70.437
10006712,Stanislaus County Public Safety Center Unit 1 And Unit 2,,37.58469199864496,-120.98530101477655,37.578125,-120.984375,0.733,14,62,False,156.813,88.588,16.968,0.1,53.011,2.174,0.011,0.001,64.691,6.7,14.56,6.382,183.087,120.866,42.001,2.303,98.789,12.944,0.178,0.001,99.216,22.973,45.331,27.008,195.535,138.002,61.664,6.634,127.573,30.384,0.812,0.002,118.09,38.895,73.598,51.377,92.961,59.118,65.207,67.53
10006483,Arcadia Police Department Jail,,34.13664247675464,-118.039708639047,34.140625,-118.046875,0.793,14,62,False,196.092,97.979,18.559,0.491,118.995,17.178,0.51,0.005,77.061,9.751,14.479,6.153,235.067,138.497,46.745,3.911,173.054,52.077,4.508,0.123,116.858,30.65,47.295,26.857,256.27,162.791,69.999,9.777,203.051,85.935,12.438,0.427,141.184,51.004,78.279,52.414,92.261,63.494,70.632,73.432
10006484,Azusa Police Department Jail,,34.1348471024137,-117.90660066978482,34.140625,-117.921875,1.543,14,62,False,183.966,90.918,15.595,0.288,105.895,14.95,0.438,0.004,75.401,9.216,14.377,6.076,223.79,130.042,42.205,2.971,161.248,44.085,3.572,0.08,114.139,30.125,43.441,24.37,244.577,153.337,64.303,7.921,190.868,74.017,9.624,0.323,137.559,49.809,71.799,46.398,91.759,62.535,70.134,72.987
10006485,Beverly Hills Jail,,34.073707405399574,-118.39985494688511,34.078125,-118.390625,0.98,14,62,False,86.411,11.459,0.41,0.0,90.822,8.396,0.134,0.0,97.314,14.226,13.199,5.567,130.85,27.011,2.073,0.046,145.323,25.524,1.286,0.008,142.669,31.997,37.463,19.707,161.091,43.427,4.541,0.16,176.654,49.78,3.941,0.073,172.367,50.31,65.114,40.513,79.164,60.614,68.308,71.152
10005273,Chamberlain Creek Conservation Camp #17,,39.35761682929475,-123.55627164419816,39.359375,-123.546875,0.83,14,62,False,52.496,6.879,0.183,0.0,2.639,0.07,0.0,0.0,76.029,14.6,13.03,5.544,86.371,19.018,1.063,0.022,11.396,0.486,0.008,0.0,112.634,33.47,43.817,23.081,114.398,35.674,3.182,0.072,29.469,1.936,0.048,0.0,140.321,56.134,76.566,48.866,77.091,46.776,54.388,57.462
10002352,Burbank City Jail,,34.18344638964236,-118.30845716063072,34.171875,-118.296875,1.668,14,62,False,146.348,47.372,3.499,0.016,101.235,12.456,0.257,0.004,81.844,11.945,14.205,6.03,190.909,85.513,15.105,0.59,156.36,42.574,3.044,0.058,124.475,34.62,47.33,27.593,218.491,111.736,28.283,1.95,187.233,73.359,9.028,0.207,152.26,55.276,76.976,52.458,86.132,62.257,69.535,72.265
10000780,Folsom State Prison (FOL),FOL,38.69538346625723,-121.1630323451162,38.703125,-121.171875,1.151,14,62,False,147.016,84.094,20.773,0.303,60.38,3.499,0.019,0.0,65.071,10.096,15.022,6.419,171.386,114.717,44.298,3.507,106.805,18.014,0.293,0.0,97.254,27.782,45.32,26.99,183.495,131.334,64.433,9.573,133.027,40.014,1.921,0.007,115.343,45.107,74.513,52.918,92.753,59.334,66.108,68.531
10002344,McFarland Female Community Reentry Facility,,35.667807046660805,-119.22698574189052,35.671875,-119.234375,0.805,14,62,False,172.418,110.628,33.712,0.582,71.263,5.676,0.033,0.0,65.495,4.711,14.084,5.991,195.741,138.849,68.102,5.647,110.432,25.688,0.597,0.003,99.456,20.674,43.693,26.965,207.556,153.335,89.484,14.771,133.131,51.724,3.045,0.015,117.986,38.955,72.519,52.995,96.083,61.298,67.56,69.885
10000895,Alhambra City Jail,,34.091960461497386,-118.12667840621174,34.078125,-118.140625,2.001,14,62,False,161.965,53.206,4.349,0.038,94.922,10.303,0.201,0.0,83.111,11.192,14.032,5.988,206.016,93.341,16.419,0.747,151.514,35.872,2.131,0.022,127.107,31.931,46.167,25.942,231.639,120.686,31.014,2.391,180.557,65.782,6.918,0.14,154.849,52.905,76.507,51.613,86.94,61.921,68.922,71.646
10002314,Placer County Jail,,38.93578158697222,-121.10759015408996,38.921875,-121.109375,1.551,14,62,False,138.472,76.962,14.815,0.099,75.499,10.627,0.046,0.0,66.548,9.492,14.308,6.364,164.214,109.89,40.009,2.303,115.623,36.492,1.61,0.005,100.63,30.685,43.781,27.61,177.423,127.743,61.711,6.79,137.912,58.433,6.046,0.034,119.386,50.527,66.057,48.039,91.495,60.742,69.013,71.448
10000782,Mule Creek State Prison (MCSP),MCSP,38.37074337471898,-120.95344581511613,38.359375,-120.953125,1.262,14,62,False,154.121,91.38,23.457,0.394,14.376,0.294,0.002,0.0,66.52,9.624,14.527,6.116,177.878,121.583,50.046,4.474,47.059,2.025,0.018,0.0,99.448,28.179,47.716,26.6,190.255,137.787,70.71,11.439,83.004,9.616,0.156,0.002,117.758,45.474,82.564,57.261,93.399,53.387,59.955,62.507
10005351,Youth Leadership Academy,,33.78427717878771,-117.88641503087702,33.796875,-117.890625,1.451,14,62,False,134.793,30.4,2.346,0.033,97.146,11.965,0.453,0.001,87.937,13.86,13.309,5.401,178.631,57.529,7.351,0.274,149.467,34.086,2.687,0.049,131.844,31.142,38.776,19.894,203.905,82.034,14.47,0.937,177.771,60.918,6.57,0.23,158.476,48.635,65.923,39.658,83.595,61.978,69.516,72.63
10005345,Youth Guidance Center,,33.781933227245936,-117.8831662123326,33.796875,-117.890625,1.796,14,62,False,134.793,30.4,2.346,0.033,97.146,11.965,0.453,0.001,87.937,13.86,13.309,5.401,178.631,57.529,7.351,0.274,149.467,34.086,2.687,0.049,131.844,31.142,38.776,19.894,203.905,82.034,14.47,0.937,177.771,60.918,6.57,0.23,158.476,48.635,65.923,39.658,83.595,61.978,69.516,72.63
10005346,Theo Lacy Facility,,33.781923625999724,-117.88736079825428,33.796875,-117.890625,1.687,14,62,False,134.793,30.4,2.346,0.033,97.146,11.965,0.453,0.001,87.937,13.86,13.309,5.401,178.631,57.529,7.351,0.274,149.467,34.086,2.687,0.049,131.844,31.142,38.776,19.894,203.905,82.034,14.47,0.937,177.771,60.918,6.57,0.23,158.476,48.635,65.923,39.658,83.595,61.978,69.516,72.63
10005348,Joplin Youth Center,,33.67791718589825,-117.5720756599411,33.671875,-117.578125,0.873,14,62,False,99.462,21.066,0.902,0.0,82.117,17.995,0.764,0.0,81.482,13.472,13.319,5.571,148.656,49.86,5.145,0.07,127.953,45.094,4.859,0.088,129.335,36.311,36.405,20.281,177.115,75.279,12.017,0.446,159.111,66.089,12.357,0.535,158.032,58.484,55.443,35.837,81.871,60.615,71.307,74.42
10005350,Central Jail Complex,,33.749055093408764,-117.87858088438688,33.734375,-117.890625,1.973,14,62,False,109.336,19.199,1.283,0.007,97.406,12.086,0.492,0.003,92.286,14.461,12.986,5.309,152.084,37.577,3.749,0.108,146.525,32.375,2.514,0.042,134.331,29.819,36.249,18.071,177.448,56.379,7.634,0.379,174.872,57.844,6.128,0.23,160.548,46.03,61.853,36.231,81.256,62.023,69.623,72.795
10005333,High Desert Juvenile Detention And Assesment Center,,34.63575816436559,-117.2056536197532,34.640625,-117.203125,0.588,14,62,False,153.255,89.813,14.062,0.041,57.67,5.318,0.035,0.0,63.938,3.482,13.961,5.989,183.898,124.128,42.876,1.584,96.749,22.215,0.676,0.01,100.38,20.225,40.567,24.733,200.486,141.911,65.274,5.049,120.534,40.655,2.862,0.033,120.731,37.091,62.541,43.695,93.236,59.54,67.096,69.632
10001536,Robert Presley Detention Center,,33.97880875192602,-117.37430967453528,33.984375,-117.359375,1.507,14,62,False,185.134,103.21,25.515,0.524,89.729,10.752,0.18,0.001,75.349,9.643,14.719,6.548,224.364,141.948,60.398,6.234,139.368,41.498,2.588,0.051,114.956,33.997,50.706,31.055,245.478,165.114,84.978,14.715,167.343,71.801,8.559,0.221,138.068,55.175,81.037,57.511,93.487,61.992,68.963,71.535
10005347,Orange County Juvenile Hall,,33.7849812586864,-117.88594679668442,33.796875,-117.890625,1.389,14,62,False,134.793,30.4,2.346,0.033,97.146,11.965,0.453,0.001,87.937,13.86,13.309,5.401,178.631,57.529,7.351,0.274,149.467,34.086,2.687,0.049,131.844,31.142,38.776,19.894,203.905,82.034,14.47,0.937,177.771,60.918,6.57,0.23,158.476,48.635,65.923,39.658,83.595,61.978,69.516,72.63
10006231,San Benito County Juvenile Hall,,36.882705577003165,-121.41202368335358,36.890625,-121.421875,1.24,14,62,False,94.353,23.494,2.355,0.022,7.51,0.192,0.003,0.0,82.99,19.151,13.664,5.502,134.412,41.649,5.687,0.133,32.914,1.326,0.031,0.0,121.551,35.014,52.801,26.847,159.868,58.298,10.137,0.442,70.45,5.62,0.127,0.002,147.473,50.009,92.007,59.896,81.121,52.685,58.173,60.908
10000862,John J. Benoit Detention Center,,33.71389710445651,-116.22170360532692,33.703125,-116.234375,1.673,14,62,False,253.789,187.064,124.696,38.585,185.265,117.397,37.083,1.134,61.908,2.67,14.335,6.281,278.962,213.658,153.485,78.355,210.296,144.454,71.264,8.176,100.607,15.648,41.875,26.05,295.16,228.532,168.744,100.553,227.073,160.552,93.261,20.818,120.099,30.572,64.757,46.992,107.538,77.653,83.745,86.091
10005269,Plumas County Correctional Facility,,39.93342338185887,-120.9078241146987,39.921875,-120.921875,1.753,14,62,False,96.46,28.269,0.802,0.0,0.629,0.003,0.0,0.0,67.895,9.32,15.06,6.609,129.162,65.805,7.475,0.11,5.713,0.045,0.0,0.0,105.023,34.486,49.024,30.647,144.243,88.327,19.769,0.644,19.601,0.602,0.002,0.0,122.848,57.636,79.979,58.831,84.193,45.597,51.654,54.223
10000779,Rio Cosumnes Correctional Center,,38.30639934939619,-121.42332506830044,38.296875,-121.421875,1.065,14,62,False,149.462,77.204,15.604,0.167,13.985,0.38,0.003,0.0,67.453,11.097,14.619,6.063,175.309,111.697,36.635,2.572,48.43,2.502,0.042,0.0,101.892,29.142,50.56,28.063,188.276,130.852,54.976,6.887,86.304,8.453,0.192,0.001,122.222,45.584,87.207,58.339,91.305,53.926,59.876,62.522
10005330,Regional Youth Educational Facility,,34.12908750028364,-117.2698025112236,34.140625,-117.265625,1.337,14,62,False,185.679,109.961,33.201,0.874,91.452,12.49,0.275,0.006,72.565,8.95,15.048,6.699,225.544,148.075,71.561,8.726,141.93,46.366,3.34,0.085,112.835,33.078,51.896,32.087,246.73,170.929,95.365,19.814,169.952,77.607,10.94,0.351,135.616,54.452,82.667,60.029,94.87,62.404,69.405,71.974
10000860,Riverside County Juvenile Hall,,33.92015344766866,-117.45258276134564,33.921875,-117.453125,0.198,14,62,False,179.956,93.379,18.258,0.301,86.115,10.22,0.17,0.001,76.298,10.389,14.73,6.484,219.688,132.947,48.965,4.315,135.407,38.789,2.309,0.036,116.112,34.356,49.451,29.813,241.226,156.184,72.018,10.432,162.49,66.165,7.481,0.182,139.433,54.998,77.38,54.005,92.031,61.67,68.767,71.394
10006706,South Placer Jail,,38.80841284215149,-121.30157845897398,38.796875,-121.296875,1.344,14,62,False,156.072,97.178,31.524,1.355,66.49,4.832,0.031,0.0,63.668,9.798,14.346,6.184,176.183,124.53,59.345,7.647,109.878,24.037,0.545,0.0,95.186,27.876,49.97,29.43,187.802,139.138,78.739,16.709,130.676,50.633,3.354,0.011,112.202,44.033,78.178,56.767,94.951,60.636,66.691,69.32
10001538,George F Bailey Detention Facility,,32.590543113063475,-116.92149827863445,32.578125,-116.921875,1.379,14,62,False,109.473,19.185,0.892,0.0,63.717,6.483,0.169,0.001,90.89,13.601,13.251,5.406,161.719,41.537,3.857,0.06,112.054,18.352,1.053,0.009,141.654,31.518,33.669,17.234,191.262,62.774,7.802,0.202,146.478,34.082,2.62,0.04,171.753,49.354,56.734,32.315,81.449,58.995,67.216,70.437
10005344,Southwest Juvenile Hall,,33.58079488429191,-117.11979655719516,33.578125,-117.109375,1.008,14,62,False,171.424,84.914,13.745,0.158,37.648,2.695,0.063,0.002,79.054,11.462,14.185,6.203,217.569,126.846,40.401,2.574,88.895,13.159,0.647,0.023,121.045,35.86,47.213,26.947,241.896,152.745,63.523,7.396,123.312,29.932,2.054,0.075,146.879,57.729,76.957,51.352,90.651,56.937,64.305,67.293
10005354,East Mesa Juvenile Detention Facility,,32.590858306967554,-116.91812114373408,32.578125,-116.921875,1.456,14,62,False,109.473,19.185,0.892,0.0,63.717,6.483,0.169,0.001,90.89,13.601,13.251,5.406,161.719,41.537,3.857,0.06,112.054,18.352,1.053,0.009,141.654,31.518,33.669,17.234,191.262,62.774,7.802,0.202,146.478,34.082,2.62,0.04,171.753,49.354,56.734,32.315,81.449,58.995,67.216,70.437
10000876,Las Colinas Detention And Reentry Facility,,32.842112726419444,-116.97338191264392,32.828125,-116.984375,1.861,14,62,False,162.152,53.641,4.706,0.036,86.223,8.668,0.207,0.007,81.658,11.204,13.623,5.647,211.461,92.645,16.284,0.604,138.125,28.909,1.49,0.017,125.145,30.873,42.673,22.56,238.732,121.566,28.403,1.691,167.041,54.041,4.296,0.091,155.485,48.821,69.921,43.653,87.146,61.653,68.395,71.318
10005360,Facility 8 Detention Facility,,32.59134370566924,-116.92328667495188,32.578125,-116.921875,1.473,14,62,False,109.473,19.185,0.892,0.0,63.717,6.483,0.169,0.001,90.89,13.601,13.251,5.406,161.719,41.537,3.857,0.06,112.054,18.352,1.053,0.009,141.654,31.518,33.669,17.234,191.262,62.774,7.802,0.202,146.478,34.082,2.62,0.04,171.753,49.354,56.734,32.315,81.449,58.995,67.216,70.437
10005307,San Francisco General Hospital Ward 7D / 7L,,37.75575802266862,-122.40447005119576,37.765625,-122.390625,1.636,14,62,False,5.194,0.232,0.0,0.0,14.393,0.686,0.01,0.0,103.922,15.313,12.213,5.023,8.811,0.692,0.009,0.0,35.658,1.877,0.048,0.001,153.964,24.414,31.754,13.121,14.05,1.203,0.02,0.0,70.343,4.195,0.134,0.002,195.365,37.535,62.763,29.346,64.955,54.279,60.274,63.414
10005356,Girls Rehabilitation Facility,,32.79469992229926,-117.15229112960223,32.796875,-117.140625,1.115,14,62,False,75.977,10.051,0.458,0.0,101.279,11.706,0.456,0.003,93.777,13.917,12.965,5.408,121.29,22.962,1.857,0.039,148.468,31.523,2.095,0.031,141.806,30.391,36.458,18.031,150.752,35.823,3.713,0.119,174.914,55.622,4.958,0.133,171.382,46.602,61.086,35.261,78.61,62.483,69.565,72.609
10001525,San Francisco County Jail #2,,37.77525144567049,-122.40490521229466,37.765625,-122.390625,1.647,14,62,False,5.194,0.232,0.0,0.0,14.393,0.686,0.01,0.0,103.922,15.313,12.213,5.023,8.811,0.692,0.009,0.0,35.658,1.877,0.048,0.001,153.964,24.414,31.754,13.121,14.05,1.203,0.02,0.0,70.343,4.195,0.134,0.002,195.365,37.535,62.763,29.346,64.955,54.279,60.274,63.414
10000872,San Diego Central Jail,,32.71725211349196,-117.16427157272356,32.703125,-117.171875,1.721,14,62,False,40.976,4.096,0.125,0.0,110.722,13.246,0.631,0.007,98.903,14.205,12.091,4.911,65.433,8.013,0.38,0.006,148.922,26.818,1.789,0.033,136.597,25.497,25.913,12.047,87.084,12.474,0.769,0.015,172.516,46.034,3.789,0.108,163.303,36.512,44.667,23.07,74.905,63.121,70.282,73.402
10005358,Vista Detention Facility,,33.19185669461099,-117.25692822932726,33.203125,-117.265625,1.489,14,62,False,78.037,10.283,0.372,0.0,71.895,7.368,0.173,0.001,97.077,14.788,12.637,5.223,114.841,20.865,1.329,0.02,116.328,19.889,0.915,0.012,137.383,28.333,32.112,16.198,142.019,32.516,2.859,0.082,141.879,37.499,2.82,0.069,163.131,42.801,54.331,32.015,78.524,60.574,67.995,71.035
10000875,Kearny Mesa Juvenile Detention Facility,,32.794226714904966,-117.1533898985926,32.796875,-117.140625,1.227,14,62,False,75.977,10.051,0.458,0.0,101.279,11.706,0.456,0.003,93.777,13.917,12.965,5.408,121.29,22.962,1.857,0.039,148.468,31.523,2.095,0.031,141.806,30.391,36.458,18.031,150.752,35.823,3.713,0.119,174.914,55.622,4.958,0.133,171.382,46.602,61.086,35.261,78.61,62.483,69.565,72.609
10000798,San Joaquin County Jail,,37.88571630267671,-121.29514967185196,37.890625,-121.296875,0.565,14,62,False,153.588,84.189,18.339,0.223,37.529,1.271,0.011,0.0,64.381,9.341,14.531,6.216,179.177,116.562,40.589,3.084,82.523,8.198,0.169,0.0,98.383,25.631,46.969,27.545,192.416,133.699,59.919,8.255,115.123,22.673,0.726,0.003,116.763,41.865,78.405,54.068,92.558,57.687,63.423,65.936
10000795,San Joaquin County Jail (Honor Farm),,37.88450335521423,-121.30063185290682,37.890625,-121.296875,0.755,14,62,False,153.588,84.189,18.339,0.223,37.529,1.271,0.011,0.0,64.381,9.341,14.531,6.216,179.177,116.562,40.589,3.084,82.523,8.198,0.169,0.0,98.383,25.631,46.969,27.545,192.416,133.699,59.919,8.255,115.123,22.673,0.726,0.003,116.763,41.865,78.405,54.068,92.558,57.687,63.423,65.936
10001534,San Luis Obispo Juvenile Hall / Service Center,,35.32137388763984,-120.71913149908312,35.328125,-120.734375,1.571,14,62,False,26.229,3.574,0.182,0.001,8.296,0.373,0.005,0.0,121.015,23.021,12.065,4.971,45.856,7.528,0.658,0.009,20.71,1.457,0.031,0.0,169.076,40.713,29.318,13.402,64.141,11.757,1.322,0.037,41.666,3.564,0.109,0.0,206.904,57.369,57.448,28.281,70.728,50.689,58.132,61.55
10005339,San Luis Obispo County Honor Farm Jail,,35.32008468936467,-120.71574744929144,35.328125,-120.703125,1.45,14,62,False,29.113,3.928,0.191,0.001,12.744,0.747,0.006,0.0,120.409,24.081,12.123,5.174,52.456,8.8,0.766,0.008,30.838,2.586,0.076,0.001,172.317,44.344,29.522,13.986,74.337,14.078,1.604,0.043,59.568,6.154,0.251,0.002,209.374,63.283,56.826,29.073,71.066,51.566,59.898,63.338
10006709,Maple Street Correctional Center,,37.49271532620894,-122.21912359465084,37.484375,-122.234375,1.631,14,62,False,86.169,16.92,1.428,0.017,15.169,0.635,0.009,0.0,71.123,12.598,13.42,5.469,127.78,34.348,3.984,0.146,49.237,2.887,0.091,0.001,112.428,26.09,46.438,23.393,154.045,55.768,7.947,0.379,86.732,8.895,0.312,0.006,139.569,44.512,80.903,49.407,81.472,54.473,60.411,63.357
