facility,year,month,gridmet_days_over_90f,gridmet_days_over_95f,gridmet_days_over_avg_plus10_base1991_2020,dental_mh_overtime,modified_programs_days,deaths_unexpected,uof_incidents,violent_incidents,inmate_on_inmate,staff_involved,ed_hospital_rate,ed_hospital_cost,total_labor_cost,specialty_care_referrals,prescriptions_per_patient,actual_expenditure_monthly,institution_budget,vacancy_all,vacancy_medical,vacancy_dental,vacancy_mh,crowding_pct,ac_type,security_level,post_ac
CIM,2020,11,4,0,0,,,,,,,,15.1,848.0,2088.0,85.0,5.6,,,9.0,10.0,3.0,7.0,69.6,mixed_ventilation_only,MAXIMUM,0
CIM,2020,12,0,0,0,,,,,,,,11.6,634.0,2355.0,86.0,5.7,,,9.0,10.0,3.0,9.0,68.1,mixed_ventilation_only,MAXIMUM,0
CIM,2021,1,1,0,0,,,,,5.0,2.0,3.0,13.6,607.0,2396.0,89.0,6.0,,,8.0,9.0,3.0,8.0,65.7,mixed_ventilation_only,MAXIMUM,0
CIM,2021,2,0,0,0,,,,,3.0,2.0,1.0,18.3,634.0,2470.0,165.0,6.3,,,9.0,10.0,6.0,6.0,64.0,mixed_ventilation_only,MAXIMUM,0
CIM,2021,3,0,0,0,,,,,2.0,0.0,2.0,15.2,574.0,2543.0,165.0,6.3,,,8.0,8.0,3.0,6.0,62.4,mixed_ventilation_only,MAXIMUM,0
CIM,2021,4,2,2,0,,,,,5.0,4.0,1.0,15.5,532.0,2595.0,165.0,6.3,,,-1.0,-2.0,3.0,6.0,65.4,mixed_ventilation_only,MAXIMUM,0
CIM,2021,5,2,0,0,,,,,1.0,1.0,0.0,9.2,495.0,2652.0,165.0,6.3,,,4.0,4.0,3.0,6.0,70.2,mixed_ventilation_only,MAXIMUM,0
CIM,2021,6,14,5,1,,,,,3.0,3.0,0.0,11.5,461.0,2687.0,165.0,6.3,,,5.0,4.0,3.0,8.0,77.7,mixed_ventilation_only,MAXIMUM,0
CIM,2021,7,22,4,0,202.4,0.0,,4.0,5.0,3.0,2.0,15.5,448.0,2716.0,165.0,6.3,17551867.82,213668924.0,4.0,4.0,-7.0,9.0,87.4,mixed_ventilation_only,MAXIMUM,0
CIM,2021,8,21,13,4,216.3,0.0,1.0,4.0,4.0,3.0,1.0,13.1,456.0,2726.0,165.0,6.3,18180834.060000002,213898082.0,6.0,5.0,-7.0,12.0,90.8,mixed_ventilation_only,MAXIMUM,0
CIM,2021,9,16,9,2,147.42,0.0,,5.0,5.0,4.0,1.0,12.1,432.0,2733.0,165.0,6.3,22332814.46,213898082.0,5.0,4.0,-3.0,12.0,92.8,mixed_ventilation_only,MAXIMUM,0
CIM,2021,10,8,4,0,150.08,0.0,,3.0,6.0,4.0,2.0,11.8,403.0,2707.0,165.0,6.3,18554576.879999995,213984790.0,6.0,6.0,-3.0,9.0,95.8,mixed_ventilation_only,MAXIMUM,0
CIM,2021,11,4,0,0,204.28,0.58,,2.0,3.0,3.0,0.0,14.2,165.0,2946.0,165.0,6.3,19797814.92,221290949.0,6.0,6.0,-3.0,7.0,98.2,mixed_ventilation_only,MAXIMUM,0
CIM,2021,12,0,0,0,140.26,4.57,,6.0,5.0,5.0,0.0,13.3,143.0,2919.0,165.0,6.3,22792871.61,221325670.0,6.0,6.0,-3.0,10.0,99.3,mixed_ventilation_only,MAXIMUM,0
CIM,2022,1,0,0,0,213.88,29.44,,1.0,3.0,1.0,2.0,10.4,143.0,2788.0,165.0,6.3,19317791.439999998,223022275.0,10.0,9.0,-3.0,20.0,93.3,mixed_ventilation_only,MAXIMUM,0
CIM,2022,2,0,0,0,174.89,16.17,2.0,2.0,1.0,1.0,0.0,13.8,156.0,2706.0,165.0,6.3,20018581.49000001,224047718.0,11.0,10.0,-3.0,23.0,92.2,mixed_ventilation_only,MAXIMUM,0
CIM,2022,3,1,0,0,175.08,1.24,,3.0,1.0,1.0,0.0,13.4,173.0,2619.0,165.0,6.3,18794569.419999987,224001809.0,11.0,9.0,0.0,23.0,93.0,mixed_ventilation_only,MAXIMUM,0
CIM,2022,4,3,3,0,168.0,0.06,1.0,7.0,7.0,3.0,4.0,14.4,235.0,2559.0,165.0,6.3,19626963.53999999,234125697.0,10.0,10.0,0.0,19.0,97.7,mixed_ventilation_only,MAXIMUM,0
CIM,2022,5,2,1,0,182.83,0.54,,15.0,15.0,14.0,1.0,10.3,236.0,2574.0,165.0,6.3,19883600.950000018,237231120.0,11.0,10.0,-4.0,22.0,108.0,mixed_ventilation_only,MAXIMUM,0
CIM,2022,6,17,10,1,147.04,0.0,,6.0,8.0,5.0,3.0,9.3,240.0,2563.0,165.0,6.3,20733963.430000007,237377477.0,9.0,9.0,-4.0,18.0,110.9,mixed_ventilation_only,MAXIMUM,0
CIM,2022,7,23,4,0,187.62,3.82,,6.0,8.0,4.0,4.0,12.6,251.0,2548.0,165.0,6.3,22296337.2,228016449.0,13.0,9.0,13.0,28.0,114.6,mixed_ventilation_only,MAXIMUM,0
CIM,2022,8,25,14,3,157.14,10.0,,10.0,15.0,9.0,6.0,15.6,247.0,2526.0,165.0,6.3,22801096.500000004,228408445.0,14.0,11.0,7.0,27.0,118.1,mixed_ventilation_only,MAXIMUM,0
CIM,2022,9,18,13,9,62.0,10.32,1.0,5.0,7.0,2.0,5.0,13.2,252.0,2497.0,165.0,6.3,21521120.08,228674204.0,13.0,11.0,4.0,26.0,120.6,mixed_ventilation_only,MAXIMUM,0
CIM,2022,10,3,0,0,162.86,7.65,,5.0,4.0,2.0,2.0,7.7,243.0,2451.0,165.0,6.3,21768426.069999993,229558997.0,13.0,11.0,10.0,23.0,115.4,mixed_ventilation_only,MAXIMUM,0
CIM,2022,11,0,0,0,179.6,0.24,,2.0,2.0,1.0,1.0,9.3,255.0,2178.0,165.0,6.3,22279732.49000001,255036557.0,11.0,9.0,7.0,22.0,108.9,mixed_ventilation_only,MAXIMUM,0
CIM,2022,12,0,0,0,143.25,1.13,,8.0,9.0,7.0,2.0,11.2,333.0,2129.0,165.0,6.3,25766593.139999986,256196354.0,14.0,12.0,7.0,25.0,109.9,mixed_ventilation_only,MAXIMUM,0
CIM,2023,1,0,0,0,198.9,1.82,,3.0,3.0,2.0,1.0,13.5,283.0,2080.0,165.0,6.3,20826811.820000023,260497592.0,11.0,9.0,7.0,23.0,104.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,2,0,0,0,163.2,0.0,,2.0,5.0,3.0,2.0,11.0,253.0,2096.0,165.0,6.3,21304285.310000002,261607397.0,13.0,10.0,7.0,25.0,99.3,mixed_ventilation_only,MAXIMUM,0
CIM,2023,3,0,0,0,80.35,0.0,,1.0,2.0,0.0,2.0,13.0,231.0,1929.0,165.0,6.3,21737551.949999988,263797791.0,14.0,12.0,7.0,23.0,86.4,mixed_ventilation_only,MAXIMUM,0
CIM,2023,4,0,0,0,110.95,0.0,2.0,1.0,1.0,1.0,0.0,13.2,229.0,2076.0,165.0,6.3,20044744.74000001,269285512.0,12.0,11.0,7.0,19.0,138.6,mixed_ventilation_only,MAXIMUM,0
CIM,2023,5,0,0,0,92.6,0.0,,1.0,2.0,0.0,2.0,8.8,223.0,1939.0,165.0,6.3,22728476.429999977,269743143.0,13.0,12.0,7.0,21.0,136.9,mixed_ventilation_only,MAXIMUM,0
CIM,2023,6,1,0,0,83.5,0.0,,2.0,4.0,2.0,2.0,8.6,201.0,1961.0,165.0,6.3,20605630.110000014,269846733.0,14.0,14.0,10.0,20.0,140.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,7,24,17,4,97.2,0.0,,6.0,8.0,4.0,4.0,14.8,234.0,2009.0,165.0,6.3,21291853.36,246810632.0,9.0,11.0,7.0,4.0,143.1,mixed_ventilation_only,MAXIMUM,0
CIM,2023,8,21,11,3,84.6,0.0,,1.0,1.0,1.0,0.0,10.0,239.0,2062.0,165.0,6.3,20162391.39,246810632.0,10.0,11.0,11.0,5.0,146.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,9,5,3,0,94.75,0.0,,3.0,2.0,0.0,2.0,13.7,246.0,2103.0,165.0,6.3,19272540.490000002,246831558.0,10.0,9.0,7.0,18.0,147.5,mixed_ventilation_only,MAXIMUM,0
CIM,2023,10,10,5,0,741.0,0.0,,3.0,9.0,6.0,3.0,19.9,253.0,2133.0,165.0,6.3,18775485.259999998,247044569.0,11.0,11.0,7.0,15.0,147.8,mixed_ventilation_only,MAXIMUM,0
CIM,2023,11,0,0,0,1091.0,0.0,1.0,3.0,1.0,0.0,1.0,19.1,327.0,2755.0,165.0,6.3,21194498.22,247933995.0,11.0,10.0,11.0,15.0,147.6,mixed_ventilation_only,MAXIMUM,0
CIM,2023,12,0,0,0,1104.0,0.0,1.0,5.0,7.0,6.0,1.0,13.6,221.0,2574.0,165.0,6.3,23996522.72,247891788.0,12.0,11.0,14.0,18.0,143.6,mixed_ventilation_only,MAXIMUM,0
CIM,2024,1,0,0,0,1112.0,0.0,,2.0,2.0,1.0,1.0,14.3,219.0,2516.0,165.0,6.3,21408912.78999999,250679088.0,18.0,13.0,11.0,37.0,136.8,mixed_ventilation_only,MAXIMUM,0
CIM,2024,2,0,0,0,976.0,0.0,,4.0,5.0,3.0,2.0,10.5,222.0,2502.0,165.0,6.3,19969658.620000005,251483593.0,16.0,12.0,14.0,32.0,136.0,mixed_ventilation_only,MAXIMUM,0
CIM,2024,3,0,0,0,952.0,0.0,,8.0,11.0,4.0,7.0,16.4,221.0,2467.0,165.0,6.3,22708632.349999994,251528499.0,16.0,12.0,11.0,34.0,137.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,4,0,0,0,512.0,0.0,,3.0,6.0,4.0,2.0,15.2,236.0,2471.0,165.0,6.3,20099185.830000013,251093914.0,15.0,11.0,7.0,33.0,138.4,mixed_ventilation_only,MAXIMUM,0
CIM,2024,5,0,0,0,513.0,0.0,,5.0,3.0,0.0,3.0,16.9,232.0,2502.0,146.0,6.4,21383985.620000005,251197626.0,13.0,8.0,11.0,32.0,138.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,6,9,4,1,447.25,0.0,,8.0,12.0,9.0,3.0,16.4,257.0,2507.0,156.0,6.4,19995318.21000001,251217733.0,12.0,7.0,11.0,29.0,139.9,mixed_ventilation_only,MAXIMUM,0
CIM,2024,7,30,11,1,662.0,0.0,,5.0,5.0,0.0,5.0,17.3,276.0,2518.0,170.0,6.4,20877687.35,243948348.0,11.0,7.0,11.0,28.0,140.3,mixed_ventilation_only,MAXIMUM,0
CIM,2024,8,23,11,4,576.0,0.0,,13.0,15.0,6.0,9.0,20.2,295.0,2526.0,166.0,6.5,19915934.549999997,243948009.0,12.0,8.0,15.0,28.0,139.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,9,12,10,6,618.0,0.0,,10.0,14.0,8.0,6.0,22.0,310.0,2634.0,145.0,6.6,19129601.93,244132440.0,12.0,7.0,15.0,27.0,149.8,mixed_ventilation_only,MAXIMUM,0
CIM,2024,10,14,8,3,299.0,0.0,,6.0,9.0,5.0,4.0,24.8,324.0,2654.0,157.0,6.7,20001801.25,244104958.0,11.0,7.0,19.0,26.0,145.5,mixed_ventilation_only,MAXIMUM,0
CIM,2024,11,0,0,0,171.5,0.0,,2.0,8.0,5.0,3.0,21.7,257.0,3054.0,127.0,6.8,20890014.620000005,244872454.0,11.0,6.0,19.0,25.0,143.2,mixed_ventilation_only,MAXIMUM,0
CIM,2024,12,0,0,0,138.0,0.0,,4.0,5.0,3.0,2.0,24.4,341.0,2976.0,164.0,6.8,20103759.739999995,230720614.0,11.0,7.0,15.0,23.0,144.7,mixed_ventilation_only,MAXIMUM,0
CIM,2025,1,0,0,0,163.5,0.0,,5.0,10.0,7.0,3.0,21.6,390.0,2996.0,149.0,6.8,20217577.069999993,230814817.0,14.0,11.0,15.0,27.0,139.5,mixed_ventilation_only,MAXIMUM,0
CIM,2025,2,1,0,0,92.0,0.0,,5.0,10.0,6.0,4.0,18.5,409.0,2980.0,154.0,6.8,21372269.5,233078771.69,15.0,11.0,19.0,27.0,144.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,3,1,0,0,49.5,0.0,,6.0,5.0,3.0,2.0,13.8,431.0,2958.0,148.0,6.7,20433699.610000014,232315319.69,15.0,12.0,15.0,25.0,146.3,mixed_ventilation_only,MAXIMUM,1
CIM,2025,4,0,0,0,45.0,0.0,,5.0,6.0,1.0,5.0,20.7,417.0,3118.0,175.0,6.9,19120064.650000006,243258318.69,16.0,13.0,15.0,26.0,144.1,mixed_ventilation_only,MAXIMUM,1
CIM,2025,5,8,4,3,43.0,0.0,,7.0,9.0,3.0,6.0,20.8,424.0,2942.0,157.0,6.8,18933824.72999999,243330967.69,15.0,13.0,11.0,23.0,141.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,6,9,5,0,60.0,0.0,,9.0,9.0,3.0,6.0,18.5,425.0,3063.0,140.0,6.9,18933193.77000001,243610239.69,15.0,13.0,11.0,22.0,141.4,mixed_ventilation_only,MAXIMUM,1
CIM,2025,7,10,2,0,,,,,9.0,5.0,4.0,27.8,429.0,3189.0,148.0,7.0,,,15.0,11.0,11.0,26.0,139.9,mixed_ventilation_only,MAXIMUM,1
CIM,2025,8,25,12,5,,,,,7.0,0.0,7.0,18.9,409.0,3328.0,151.0,7.1,,,15.0,11.0,11.0,28.0,139.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,9,13,11,1,,,,,7.0,3.0,4.0,20.6,421.0,3461.0,141.0,7.0,,,16.0,13.0,15.0,26.0,142.0,mixed_ventilation_only,MAXIMUM,1
CIM,2025,10,5,2,0,,,,,9.0,7.0,2.0,15.4,437.0,3605.0,150.0,6.9,,,16.0,13.0,15.0,26.0,141.9,mixed_ventilation_only,MAXIMUM,1
CIM,2025,11,2,0,0,,,,,10.0,3.0,7.0,14.8,512.0,2966.0,107.0,7.1,,,18.0,15.0,22.0,26.0,139.2,mixed_ventilation_only,MAXIMUM,1
CIM,2025,12,0,0,0,,,,,4.0,3.0,1.0,20.2,549.0,3045.0,148.0,6.9,,,12.0,11.0,17.0,15.0,143.0,mixed_ventilation_only,MAXIMUM,1
CIW,2016,1,0,0,0,,,,,,,,,,,,,,,,,,,135.8,mixed_evaporative,MAXIMUM,0
CIW,2016,2,3,0,0,,,,,,,,,,,,,,,,,,,130.3,mixed_evaporative,MAXIMUM,0
CIW,2016,3,0,0,0,,,,,,,,,,,,,,,,,,,132.5,mixed_evaporative,MAXIMUM,0
CIW,2016,4,6,1,0,,,,,,,,,,,,,,,,,,,131.0,mixed_evaporative,MAXIMUM,0
CIW,2016,5,3,0,0,,,,,,,,,,,,,,,,,,,129.3,mixed_evaporative,MAXIMUM,0
CIW,2016,6,16,13,5,,,,,,,,,,,,,,,,,,,131.8,mixed_evaporative,MAXIMUM,0
CIW,2016,7,26,15,8,,,,,,,,,,,,,,,,,,,132.1,mixed_evaporative,MAXIMUM,0
CIW,2016,8,26,12,3,,,,,,,,,,,,,,,,,,,132.7,mixed_evaporative,MAXIMUM,0
CIW,2016,9,16,9,4,,,,,,,,,,,,,,,,,,,131.8,mixed_evaporative,MAXIMUM,0
CIW,2016,10,10,5,0,,,,,,,,,,,,,,,,,,,132.0,mixed_evaporative,MAXIMUM,0
CIW,2016,11,6,1,0,,,,,,,,,,,,,,,,,,,134.4,mixed_evaporative,MAXIMUM,0
CIW,2016,12,0,0,0,,,,,,,,,,,,,,,,,,,136.6,mixed_evaporative,MAXIMUM,0
CIW,2017,1,0,0,0,,,,,,,,21.6,179.0,2591.0,73.0,4.1,,,11.0,11.0,0.0,13.0,138.4,mixed_evaporative,MAXIMUM,0
CIW,2017,2,0,0,0,,,,,,,,23.7,206.0,2601.0,87.0,4.2,,,11.0,10.0,13.0,13.0,137.8,mixed_evaporative,MAXIMUM,0
CIW,2017,3,1,0,0,,,,,,,,15.8,201.0,2584.0,94.0,4.3,,,12.0,12.0,5.0,14.0,139.8,mixed_evaporative,MAXIMUM,0
CIW,2017,4,3,2,0,,,,,,,,17.4,183.0,2554.0,63.0,4.3,,,10.0,11.0,5.0,10.0,137.5,mixed_evaporative,MAXIMUM,0
CIW,2017,5,9,2,0,,,,,,,,20.8,168.0,2543.0,90.0,4.2,,,11.0,12.0,5.0,10.0,133.0,mixed_evaporative,MAXIMUM,0
CIW,2017,6,17,10,3,,,,,,,,23.4,166.0,2511.0,74.0,4.2,,,11.0,11.0,5.0,11.0,134.9,mixed_evaporative,MAXIMUM,0
CIW,2017,7,29,18,4,,,,,,,,30.0,174.0,2503.0,63.0,4.2,,,14.0,16.0,10.0,10.0,134.5,mixed_evaporative,MAXIMUM,0
CIW,2017,8,21,16,7,,,,,,,,21.2,178.0,2539.0,72.0,4.2,,,15.0,16.0,20.0,11.0,132.2,mixed_evaporative,MAXIMUM,0
CIW,2017,9,16,9,4,,,,,,,,13.8,176.0,2556.0,79.0,4.2,,,13.0,14.0,15.0,10.0,133.0,mixed_evaporative,MAXIMUM,0
CIW,2017,10,16,11,3,,,,,,,,14.1,170.0,2557.0,84.0,4.3,,,13.0,14.0,10.0,9.0,131.3,mixed_evaporative,MAXIMUM,0
CIW,2017,11,3,1,0,,,,,,,,26.2,148.0,3113.0,58.0,4.2,,,10.0,11.0,5.0,9.0,130.7,mixed_evaporative,MAXIMUM,0
CIW,2017,12,0,0,0,,,,,,,,13.7,154.0,3014.0,66.0,4.3,,,10.0,11.0,5.0,10.0,131.2,mixed_evaporative,MAXIMUM,0
CIW,2018,1,0,0,0,,,,,,,,17.3,164.0,3012.0,70.0,4.3,,,10.0,10.0,5.0,12.0,131.4,mixed_evaporative,MAXIMUM,0
CIW,2018,2,0,0,0,,,,,,,,15.5,164.0,3042.0,79.0,4.3,,,9.0,8.0,5.0,11.0,130.1,mixed_evaporative,MAXIMUM,0
CIW,2018,3,0,0,0,,,,,,,,12.3,175.0,3034.0,76.0,4.3,,,9.0,9.0,5.0,11.0,128.2,mixed_evaporative,MAXIMUM,0
CIW,2018,4,3,2,0,,,,,,,,13.9,177.0,3028.0,85.0,4.3,,,9.0,8.0,5.0,14.0,130.0,mixed_evaporative,MAXIMUM,0
CIW,2018,5,3,1,0,,,,,,,,15.1,179.0,3024.0,63.0,4.4,,,9.0,8.0,5.0,13.0,128.6,mixed_evaporative,MAXIMUM,0
CIW,2018,6,13,1,0,,,,,,,,15.8,187.0,2993.0,78.0,4.4,,,10.0,8.0,5.0,18.0,129.1,mixed_evaporative,MAXIMUM,0
CIW,2018,7,28,25,11,,,,,,,,13.8,179.0,3017.0,77.0,4.4,,,16.0,14.0,5.0,23.0,130.8,mixed_evaporative,MAXIMUM,0
CIW,2018,8,27,13,4,,,,,,,,16.6,176.0,3022.0,61.0,4.2,,,16.0,15.0,5.0,24.0,133.8,mixed_evaporative,MAXIMUM,0
CIW,2018,9,16,7,1,,,,,,,,19.5,176.0,3024.0,38.0,4.3,,,16.0,14.0,5.0,24.0,134.9,mixed_evaporative,MAXIMUM,0
CIW,2018,10,4,0,0,,,,,,,,22.2,172.0,3006.0,73.0,4.3,,,15.0,14.0,5.0,22.0,133.3,mixed_evaporative,MAXIMUM,0
CIW,2018,11,1,0,0,,,,,,,,15.1,164.0,3166.0,51.0,4.4,,,12.0,12.0,5.0,16.0,134.7,mixed_evaporative,MAXIMUM,0
CIW,2018,12,0,0,0,,,,,,,,18.3,239.0,2970.0,50.0,4.3,,,10.0,10.0,5.0,13.0,135.1,mixed_evaporative,MAXIMUM,0
CIW,2019,1,0,0,0,,,,,,,,20.9,250.0,2873.0,55.0,4.4,,,9.0,8.0,5.0,14.0,132.2,mixed_evaporative,MAXIMUM,0
CIW,2019,2,0,0,0,,,,,,,,20.7,249.0,2893.0,56.0,4.4,,,13.0,9.0,10.0,27.0,131.3,mixed_evaporative,MAXIMUM,0
CIW,2019,3,0,0,0,,,,,,,,14.0,227.0,2842.0,66.0,4.5,,,13.0,9.0,5.0,26.0,128.5,mixed_evaporative,MAXIMUM,0
CIW,2019,4,0,0,0,,,,,,,,17.2,216.0,2854.0,71.0,4.5,,,14.0,9.0,5.0,28.0,125.8,mixed_evaporative,MAXIMUM,0
CIW,2019,5,0,0,0,,,,,,,,17.7,225.0,2875.0,69.0,4.4,,,13.0,7.0,5.0,29.0,127.5,mixed_evaporative,MAXIMUM,0
CIW,2019,6,6,3,2,,,,,,,,11.8,218.0,2888.0,72.0,4.5,,,12.0,7.0,5.0,27.0,128.6,mixed_evaporative,MAXIMUM,0
CIW,2019,7,20,9,2,,,,,,,,15.4,231.0,2656.0,81.0,4.6,,,15.0,13.0,10.0,24.0,125.3,mixed_evaporative,MAXIMUM,0
CIW,2019,8,27,15,1,,,,,,,,10.1,216.0,2700.0,69.0,4.8,,,12.0,12.0,10.0,13.0,121.7,mixed_evaporative,MAXIMUM,0
CIW,2019,9,15,12,3,,,,,,,,10.5,208.0,2736.0,51.0,4.7,,,13.0,13.0,15.0,13.0,120.5,mixed_evaporative,MAXIMUM,0
CIW,2019,10,10,4,0,,,,,,,,12.1,205.0,2775.0,79.0,4.7,,,13.0,13.0,5.0,11.0,120.9,mixed_evaporative,MAXIMUM,0
CIW,2019,11,4,0,0,,,,,,,,14.1,131.0,3340.0,54.0,4.7,,,10.0,10.0,5.0,12.0,119.6,mixed_evaporative,MAXIMUM,0
CIW,2019,12,0,0,0,,,,,,,,15.6,159.0,3421.0,75.0,4.8,,,10.0,9.0,0.0,13.0,120.2,mixed_evaporative,MAXIMUM,0
CIW,2020,1,0,0,0,,,,,,,,16.4,156.0,3464.0,59.0,4.8,,,10.0,9.0,10.0,13.0,115.9,mixed_evaporative,MAXIMUM,0
CIW,2020,2,0,0,0,,,,,,,,16.4,167.0,3480.0,77.0,4.8,,,7.0,6.0,5.0,10.0,117.0,mixed_evaporative,MAXIMUM,0
CIW,2020,3,0,0,0,,,,,,,,14.7,159.0,3499.0,65.0,4.9,,,7.0,6.0,5.0,9.0,118.0,mixed_evaporative,MAXIMUM,0
CIW,2020,4,5,1,0,,,,,,,,17.0,145.0,3518.0,39.0,5.0,,,9.0,8.0,5.0,11.0,111.1,mixed_evaporative,MAXIMUM,0
CIW,2020,5,11,5,0,,,,,,,,19.9,144.0,3597.0,31.0,5.1,,,8.0,8.0,0.0,12.0,108.6,mixed_evaporative,MAXIMUM,0
CIW,2020,6,11,4,3,,,,,,,,16.8,137.0,3619.0,68.0,5.2,,,7.0,6.0,0.0,11.0,105.7,mixed_evaporative,MAXIMUM,0
CIW,2020,7,26,13,4,,,,,,,,13.7,132.0,3617.0,66.0,5.7,,,7.0,7.0,0.0,8.0,92.7,mixed_evaporative,MAXIMUM,0
CIW,2020,8,25,19,6,,,,,,,,10.2,131.0,3651.0,71.0,6.0,,,8.0,8.0,0.0,10.0,86.7,mixed_evaporative,MAXIMUM,0
CIW,2020,9,23,11,6,,,,,,,,13.0,138.0,3657.0,88.0,5.9,,,6.0,7.0,0.0,3.0,83.9,mixed_evaporative,MAXIMUM,0
CIW,2020,10,13,11,3,,,,,,,,11.4,135.0,3694.0,167.0,6.0,,,9.0,9.0,0.0,8.0,81.2,mixed_evaporative,MAXIMUM,0
CIW,2020,11,3,0,0,,,,,,,,21.3,252.0,4670.0,112.0,6.3,,,9.0,10.0,0.0,9.0,78.1,mixed_evaporative,MAXIMUM,0
CIW,2020,12,0,0,0,,,,,,,,21.1,177.0,5461.0,86.0,6.5,,,10.0,10.0,0.0,11.0,76.4,mixed_evaporative,MAXIMUM,0
CIW,2021,1,1,0,0,,,,,4.0,1.0,3.0,23.3,229.0,5356.0,76.0,6.7,,,9.0,10.0,0.0,8.0,80.3,mixed_evaporative,MAXIMUM,0
CIW,2021,2,0,0,0,,,,,2.0,0.0,2.0,28.3,240.0,5290.0,187.0,7.7,,,10.0,10.0,0.0,12.0,77.6,mixed_evaporative,MAXIMUM,0
CIW,2021,3,0,0,0,,,,,12.0,5.0,7.0,14.2,216.0,5342.0,187.0,7.7,,,10.0,11.0,0.0,11.0,76.3,mixed_evaporative,MAXIMUM,0
CIW,2021,4,2,2,0,,,,,5.0,1.0,4.0,18.2,202.0,5391.0,187.0,7.7,,,6.0,6.0,0.0,7.0,75.0,mixed_evaporative,MAXIMUM,0
CIW,2021,5,2,1,0,,,,,1.0,0.0,1.0,14.9,217.0,5459.0,187.0,7.7,,,8.0,8.0,5.0,10.0,75.7,mixed_evaporative,MAXIMUM,0
CIW,2021,6,14,4,1,,,,,2.0,2.0,0.0,15.4,211.0,5483.0,187.0,7.7,,,8.0,8.0,5.0,9.0,76.3,mixed_evaporative,MAXIMUM,0
CIW,2021,7,19,3,0,192.9,0.0,,3.0,3.0,1.0,2.0,22.0,239.0,5521.0,187.0,7.7,9940408.96,129929435.0,7.0,7.0,10.0,9.0,76.7,mixed_evaporative,MAXIMUM,0
CIW,2021,8,21,14,4,218.4,0.0,,11.0,6.0,2.0,4.0,19.5,227.0,5540.0,187.0,7.7,11471926.14,129899314.0,8.0,8.0,10.0,7.0,75.7,mixed_evaporative,MAXIMUM,0
CIW,2021,9,17,9,2,180.8,7.1,,7.0,8.0,4.0,4.0,15.1,243.0,5554.0,187.0,7.7,11626556.649999999,129899314.0,8.0,8.0,5.0,6.0,77.1,mixed_evaporative,MAXIMUM,0
CIW,2021,10,8,5,0,163.05,0.0,,10.0,13.0,4.0,9.0,18.9,230.0,5534.0,187.0,7.7,11549697.280000001,129899314.0,9.0,10.0,5.0,8.0,80.1,mixed_evaporative,MAXIMUM,0
CIW,2021,11,4,0,0,333.8,0.0,1.0,10.0,10.0,5.0,5.0,20.0,145.0,6092.0,187.0,7.7,11808473.64,136651718.0,9.0,10.0,5.0,8.0,80.7,mixed_evaporative,MAXIMUM,0
CIW,2021,12,0,0,0,182.2,2.83,,11.0,18.0,4.0,14.0,27.2,141.0,6088.0,187.0,7.7,13874462.049999997,136651718.0,9.0,9.0,5.0,9.0,80.7,mixed_evaporative,MAXIMUM,0
CIW,2022,1,0,0,0,415.75,22.48,,15.0,14.0,0.0,14.0,21.9,610.0,6013.0,187.0,7.7,11201057.780000001,136899572.0,17.0,10.0,5.0,38.0,77.7,mixed_evaporative,MAXIMUM,0
CIW,2022,2,0,0,0,244.05,12.13,,6.0,9.0,5.0,4.0,24.9,498.0,5931.0,187.0,7.7,11865367.39,137326910.0,26.0,24.0,5.0,38.0,78.5,mixed_evaporative,MAXIMUM,0
CIW,2022,3,0,0,0,228.75,0.0,,6.0,5.0,1.0,4.0,23.7,453.0,5881.0,187.0,7.7,11789593.280000001,137090764.0,20.0,19.0,5.0,24.0,77.3,mixed_evaporative,MAXIMUM,0
CIW,2022,4,3,3,0,246.3,0.0,,15.0,14.0,2.0,12.0,27.7,431.0,5869.0,187.0,7.7,11390902.510000005,142024829.0,18.0,18.0,5.0,18.0,78.2,mixed_evaporative,MAXIMUM,0
CIW,2022,5,2,2,0,259.45,0.0,,10.0,14.0,3.0,11.0,27.7,387.0,5923.0,187.0,7.7,11529722.75,142028769.0,17.0,18.0,0.0,18.0,77.7,mixed_evaporative,MAXIMUM,0
CIW,2022,6,17,10,1,240.6,0.88,,9.0,4.0,0.0,4.0,22.5,372.0,5948.0,187.0,7.7,12678417.099999994,142130658.0,18.0,18.0,0.0,21.0,74.2,mixed_evaporative,MAXIMUM,0
CIW,2022,7,23,6,0,263.2,28.51,1.0,4.0,7.0,4.0,3.0,24.8,372.0,5980.0,187.0,7.7,11377148.03,139099222.0,17.0,17.0,18.0,20.0,73.4,mixed_evaporative,MAXIMUM,0
CIW,2022,8,25,15,2,175.8,14.31,,5.0,3.0,0.0,3.0,37.4,367.0,6002.0,187.0,7.7,13088720.459999999,139136193.0,17.0,17.0,18.0,19.0,70.8,mixed_evaporative,MAXIMUM,0
