facility,year,month,gridmet_days_over_90f,gridmet_days_over_95f,gridmet_days_over_avg_plus10_base1991_2020,dental_mh_overtime,modified_programs_days,deaths_unexpected,uof_incidents,violent_incidents,inmate_on_inmate,staff_involved,ed_hospital_rate,ed_hospital_cost,total_labor_cost,specialty_care_referrals,prescriptions_per_patient,actual_expenditure_monthly,institution_budget,vacancy_all,vacancy_medical,vacancy_dental,vacancy_mh,crowding_pct,ac_type,security_level,post_ac
CIW,2022,9,19,14,9,172.4,0.0,,4.0,4.0,0.0,4.0,26.8,370.0,6028.0,187.0,7.7,12346257.690000001,139155620.0,17.0,15.0,18.0,22.0,69.6,mixed_evaporative,MAXIMUM,0
CIW,2022,10,3,1,0,164.7,28.69,,3.0,3.0,1.0,2.0,29.0,364.0,6083.0,187.0,7.7,13582197.280000001,139223024.0,18.0,16.0,15.0,25.0,72.1,mixed_evaporative,MAXIMUM,0
CIW,2022,11,0,0,0,278.7,6.38,,8.0,10.0,1.0,9.0,24.1,269.0,7388.0,187.0,7.7,13063470.64,153735011.0,18.0,16.0,15.0,26.0,72.9,mixed_evaporative,MAXIMUM,0
CIW,2022,12,0,0,0,221.5,0.0,,5.0,7.0,3.0,4.0,33.7,353.0,7292.0,187.0,7.7,14518107.869999997,154163528.0,19.0,18.0,21.0,22.0,72.4,mixed_evaporative,MAXIMUM,0
CIW,2023,1,0,0,0,228.7,8.92,,7.0,6.0,3.0,3.0,18.6,291.0,7246.0,187.0,7.7,12516347.969999999,156098776.0,19.0,18.0,21.0,24.0,76.7,mixed_evaporative,MAXIMUM,0
CIW,2023,2,0,0,0,245.72,1.65,,10.0,11.0,4.0,7.0,26.5,262.0,7257.0,187.0,7.7,12812903.290000007,156474701.0,20.0,18.0,21.0,26.0,75.7,mixed_evaporative,MAXIMUM,0
CIW,2023,3,0,0,0,234.93,0.0,,4.0,3.0,0.0,3.0,27.4,341.0,6267.0,187.0,7.7,13263769.030000001,156691854.0,20.0,18.0,15.0,26.0,75.3,mixed_evaporative,MAXIMUM,0
CIW,2023,4,1,0,0,216.65,0.0,,7.0,6.0,2.0,4.0,21.2,303.0,7146.0,187.0,7.7,12970020.449999988,158601527.0,18.0,17.0,9.0,25.0,74.1,mixed_evaporative,MAXIMUM,0
CIW,2023,5,0,0,0,162.8,0.0,,2.0,2.0,2.0,0.0,24.9,269.0,6120.0,187.0,7.7,12668497.540000007,158764482.0,16.0,14.0,3.0,26.0,76.7,mixed_evaporative,MAXIMUM,0
CIW,2023,6,1,0,0,239.55,0.0,,9.0,13.0,5.0,8.0,24.3,238.0,6053.0,187.0,7.7,12895990.0,158791206.0,17.0,15.0,3.0,28.0,76.0,mixed_evaporative,MAXIMUM,0
CIW,2023,7,24,18,2,225.8,0.0,,6.0,14.0,8.0,6.0,28.6,311.0,6013.0,187.0,7.7,11948830.76,152589276.0,17.0,15.0,9.0,27.0,75.9,mixed_evaporative,MAXIMUM,0
CIW,2023,8,22,11,3,255.75,0.0,,11.0,11.0,3.0,8.0,32.2,304.0,6004.0,187.0,7.7,12628463.53,152589276.0,17.0,15.0,9.0,27.0,75.6,mixed_evaporative,MAXIMUM,0
CIW,2023,9,5,3,0,230.49,0.0,,11.0,10.0,6.0,4.0,37.0,306.0,5961.0,187.0,7.7,12940768.32,152621127.0,16.0,15.0,3.0,23.0,77.5,mixed_evaporative,MAXIMUM,0
CIW,2023,10,10,7,0,1490.0,0.0,,4.0,6.0,1.0,5.0,29.3,300.0,5923.0,187.0,7.7,12674906.770000003,152772212.0,17.0,16.0,3.0,24.0,89.7,mixed_evaporative,MAXIMUM,0
CIW,2023,11,0,0,0,1198.0,0.0,,13.0,10.0,6.0,4.0,29.4,164.0,5917.0,187.0,7.7,13895504.96,153458705.0,16.0,14.0,9.0,24.0,93.0,mixed_evaporative,MAXIMUM,0
CIW,2023,12,0,0,0,55.0,0.0,,6.0,8.0,0.0,8.0,34.7,205.0,5766.0,187.0,7.7,15743301.299999997,153438777.0,15.0,13.0,6.0,22.0,92.9,mixed_evaporative,MAXIMUM,0
CIW,2024,1,0,0,0,176.0,0.0,,6.0,13.0,6.0,7.0,37.8,204.0,5716.0,187.0,7.7,14632186.760000005,156047020.0,17.0,14.0,6.0,27.0,92.5,mixed_evaporative,MAXIMUM,0
CIW,2024,2,0,0,0,215.5,0.0,,3.0,12.0,10.0,2.0,27.8,199.0,5468.0,187.0,7.7,13686193.61999999,156718294.0,17.0,14.0,6.0,29.0,91.4,mixed_evaporative,MAXIMUM,0
CIW,2024,3,0,0,0,200.0,0.0,,12.0,12.0,1.0,11.0,26.7,189.0,5272.0,187.0,7.7,15788130.540000007,156838780.0,17.0,14.0,6.0,27.0,89.8,mixed_evaporative,MAXIMUM,0
CIW,2024,4,0,0,0,230.5,0.0,,11.0,13.0,4.0,9.0,23.2,195.0,5171.0,187.0,7.7,13932158.800000012,168145031.0,17.0,15.0,6.0,27.0,91.6,mixed_evaporative,MAXIMUM,0
CIW,2024,5,0,0,0,132.0,0.0,,7.0,5.0,2.0,3.0,30.0,199.0,5132.0,207.0,7.8,14075660.929999977,168186806.0,17.0,15.0,6.0,25.0,87.8,mixed_evaporative,MAXIMUM,0
CIW,2024,6,11,4,0,213.0,0.0,,7.0,9.0,6.0,3.0,36.0,207.0,5089.0,140.0,7.9,13993169.599999994,168220432.0,13.0,11.0,18.0,19.0,91.1,mixed_evaporative,MAXIMUM,0
CIW,2024,7,29,12,0,164.0,0.68,,11.0,13.0,6.0,7.0,38.6,239.0,5075.0,171.0,7.5,12472785.4,169573472.0,14.0,12.0,12.0,19.0,98.2,mixed_evaporative,MAXIMUM,0
CIW,2024,8,23,12,4,186.5,0.0,,12.0,13.0,7.0,6.0,40.5,243.0,5061.0,272.0,7.7,13697686.459999999,169577189.0,13.0,11.0,6.0,22.0,100.4,mixed_evaporative,MAXIMUM,0
CIW,2024,9,12,10,6,324.0,0.0,,7.0,11.0,4.0,7.0,37.0,248.0,5693.0,216.0,8.4,13035368.719999999,169834491.0,12.0,10.0,6.0,19.0,97.5,mixed_evaporative,MAXIMUM,0
CIW,2024,10,14,8,2,220.25,0.0,,10.0,13.0,5.0,8.0,37.3,253.0,5696.0,215.0,8.5,13404865.530000001,169502897.0,11.0,10.0,6.0,18.0,94.3,mixed_evaporative,MAXIMUM,0
CIW,2024,11,0,0,0,272.75,0.0,,5.0,4.0,1.0,3.0,44.2,382.0,5407.0,227.0,8.4,13829479.880000003,170122101.0,12.0,11.0,6.0,17.0,94.0,mixed_evaporative,MAXIMUM,0
CIW,2024,12,0,0,0,279.5,0.0,1.0,11.0,11.0,6.0,5.0,54.8,410.0,5417.0,171.0,8.1,13847787.339999996,157633009.0,12.0,11.0,6.0,18.0,99.1,mixed_evaporative,MAXIMUM,0
CIW,2025,1,0,0,0,262.0,0.0,,16.0,20.0,12.0,8.0,44.4,537.0,5418.0,155.0,8.0,13072901.019999996,158152234.0,15.0,14.0,11.0,22.0,100.0,mixed_evaporative,MAXIMUM,0
CIW,2025,2,1,0,0,321.75,0.0,,23.0,22.0,6.0,16.0,58.1,530.0,5457.0,224.0,8.0,13372501.760000005,158711829.32,14.0,13.0,11.0,21.0,96.9,mixed_evaporative,MAXIMUM,0
CIW,2025,3,1,0,0,324.5,0.0,1.0,14.0,12.0,6.0,6.0,40.3,516.0,5426.0,209.0,8.0,13888754.730000004,159126190.32,16.0,15.0,17.0,23.0,95.9,mixed_evaporative,MAXIMUM,0
CIW,2025,4,0,0,0,222.3,0.0,,11.0,12.0,7.0,5.0,31.3,489.0,5854.0,261.0,8.0,13749319.569999993,166752043.32,18.0,16.0,17.0,26.0,95.0,mixed_evaporative,MAXIMUM,0
CIW,2025,5,8,4,2,234.0,0.0,,15.0,11.0,5.0,6.0,40.2,455.0,5339.0,228.0,7.7,14724084.569999993,166950883.32,17.0,16.0,17.0,25.0,93.6,mixed_evaporative,MAXIMUM,0
CIW,2025,6,9,4,0,367.0,0.0,,17.0,18.0,9.0,9.0,31.9,429.0,5758.0,239.0,7.7,13719929.140000015,167162264.32,18.0,16.0,22.0,22.0,96.4,mixed_evaporative,MAXIMUM,0
CIW,2025,7,11,1,0,,,,,13.0,5.0,8.0,37.0,421.0,6198.0,241.0,7.6,,,17.0,15.0,17.0,26.0,94.5,mixed_evaporative,MAXIMUM,0
CIW,2025,8,25,12,1,,,,,16.0,8.0,8.0,34.1,405.0,6618.0,215.0,7.8,,,19.0,17.0,17.0,26.0,89.8,mixed_evaporative,MAXIMUM,0
CIW,2025,9,16,11,1,,,,,4.0,1.0,3.0,32.3,388.0,6999.0,263.0,7.8,,,19.0,18.0,11.0,24.0,88.7,mixed_evaporative,MAXIMUM,0
CIW,2025,10,4,2,0,,,,,13.0,4.0,9.0,32.1,388.0,7296.0,149.0,7.7,,,20.0,19.0,11.0,23.0,88.1,mixed_evaporative,MAXIMUM,0
CIW,2025,11,2,0,0,,,,,17.0,8.0,9.0,45.0,369.0,5601.0,227.0,7.7,,,20.0,20.0,11.0,23.0,87.7,mixed_evaporative,MAXIMUM,0
CIW,2025,12,0,0,0,,,,,10.0,4.0,6.0,37.2,367.0,5749.0,237.0,7.8,,,13.0,13.0,6.0,15.0,85.8,mixed_evaporative,MAXIMUM,0
CMC,2016,1,0,0,0,,,,,,,,,,,,,,,,,,,105.8,mixed_ventilation_only,MEDIUM,0
CMC,2016,2,0,0,0,,,,,,,,,,,,,,,,,,,106.5,mixed_ventilation_only,MEDIUM,0
CMC,2016,3,0,0,0,,,,,,,,,,,,,,,,,,,106.8,mixed_ventilation_only,MEDIUM,0
CMC,2016,4,1,0,1,,,,,,,,,,,,,,,,,,,107.7,mixed_ventilation_only,MEDIUM,0
CMC,2016,5,0,0,0,,,,,,,,,,,,,,,,,,,108.4,mixed_ventilation_only,MEDIUM,0
CMC,2016,6,7,0,8,,,,,,,,,,,,,,,,,,,107.7,mixed_ventilation_only,MEDIUM,0
CMC,2016,7,1,0,3,,,,,,,,,,,,,,,,,,,108.2,mixed_ventilation_only,MEDIUM,0
CMC,2016,8,0,0,1,,,,,,,,,,,,,,,,,,,107.0,mixed_ventilation_only,MEDIUM,0
CMC,2016,9,5,4,6,,,,,,,,,,,,,,,,,,,106.3,mixed_ventilation_only,MEDIUM,0
CMC,2016,10,0,0,4,,,,,,,,,,,,,,,,,,,105.5,mixed_ventilation_only,MEDIUM,0
CMC,2016,11,0,0,1,,,,,,,,,,,,,,,,,,,105.3,mixed_ventilation_only,MEDIUM,0
CMC,2016,12,0,0,0,,,,,,,,,,,,,,,,,,,105.4,mixed_ventilation_only,MEDIUM,0
CMC,2017,1,0,0,0,,,,,,,,9.1,71.0,1459.0,49.0,3.2,,,15.0,15.0,6.0,18.0,103.8,mixed_ventilation_only,MEDIUM,0
CMC,2017,2,0,0,0,,,,,,,,6.7,68.0,1469.0,56.0,3.5,,,16.0,15.0,9.0,19.0,101.8,mixed_ventilation_only,MEDIUM,0
CMC,2017,3,0,0,0,,,,,,,,7.6,64.0,1467.0,63.0,3.5,,,15.0,16.0,0.0,15.0,100.1,mixed_ventilation_only,MEDIUM,0
CMC,2017,4,0,0,0,,,,,,,,8.4,62.0,1480.0,60.0,3.7,,,14.0,15.0,3.0,15.0,100.1,mixed_ventilation_only,MEDIUM,0
CMC,2017,5,0,0,0,,,,,,,,9.6,63.0,1491.0,71.0,3.7,,,14.0,14.0,3.0,16.0,101.1,mixed_ventilation_only,MEDIUM,0
CMC,2017,6,2,0,2,,,,,,,,7.4,66.0,1489.0,76.0,3.6,,,14.0,15.0,0.0,15.0,104.7,mixed_ventilation_only,MEDIUM,0
CMC,2017,7,3,1,3,,,,,,,,7.5,72.0,1493.0,57.0,3.6,,,14.0,14.0,0.0,15.0,106.6,mixed_ventilation_only,MEDIUM,0
CMC,2017,8,1,0,2,,,,,,,,9.3,73.0,1519.0,51.0,3.6,,,13.0,13.0,3.0,15.0,108.4,mixed_ventilation_only,MEDIUM,0
CMC,2017,9,4,3,5,,,,,,,,9.2,73.0,1523.0,60.0,3.6,,,13.0,13.0,3.0,14.0,106.2,mixed_ventilation_only,MEDIUM,0
CMC,2017,10,8,3,9,,,,,,,,8.2,74.0,1521.0,89.0,3.5,,,13.0,14.0,3.0,13.0,108.3,mixed_ventilation_only,MEDIUM,0
CMC,2017,11,1,0,2,,,,,,,,8.3,57.0,1644.0,61.0,3.6,,,10.0,10.0,0.0,15.0,106.8,mixed_ventilation_only,MEDIUM,0
CMC,2017,12,0,0,0,,,,,,,,9.5,85.0,1607.0,60.0,3.7,,,10.0,10.0,0.0,15.0,104.1,mixed_ventilation_only,MEDIUM,0
CMC,2018,1,0,0,0,,,,,,,,13.0,83.0,1620.0,70.0,3.7,,,11.0,10.0,0.0,15.0,102.6,mixed_ventilation_only,MEDIUM,0
CMC,2018,2,0,0,0,,,,,,,,7.5,92.0,1624.0,71.0,3.7,,,10.0,10.0,3.0,11.0,101.5,mixed_ventilation_only,MEDIUM,0
CMC,2018,3,0,0,0,,,,,,,,9.0,85.0,1621.0,99.0,3.8,,,11.0,12.0,-3.0,13.0,100.3,mixed_ventilation_only,MEDIUM,0
CMC,2018,4,0,0,0,,,,,,,,10.2,91.0,1636.0,71.0,3.8,,,11.0,12.0,0.0,12.0,99.7,mixed_ventilation_only,MEDIUM,0
CMC,2018,5,0,0,0,,,,,,,,8.6,90.0,1644.0,94.0,3.8,,,11.0,12.0,0.0,12.0,99.7,mixed_ventilation_only,MEDIUM,0
CMC,2018,6,0,0,0,,,,,,,,7.9,96.0,1639.0,75.0,3.7,,,11.0,12.0,6.0,10.0,101.9,mixed_ventilation_only,MEDIUM,0
CMC,2018,7,6,1,7,,,,,,,,12.7,99.0,1643.0,80.0,3.7,,,9.0,11.0,0.0,6.0,102.2,mixed_ventilation_only,MEDIUM,0
CMC,2018,8,4,0,6,,,,,,,,10.7,100.0,1649.0,73.0,3.6,,,10.0,12.0,0.0,7.0,104.7,mixed_ventilation_only,MEDIUM,0
CMC,2018,9,1,0,2,,,,,,,,10.4,101.0,1652.0,62.0,3.6,,,5.0,5.0,6.0,6.0,103.3,mixed_ventilation_only,MEDIUM,0
CMC,2018,10,0,0,3,,,,,,,,11.9,104.0,1645.0,80.0,3.7,,,4.0,4.0,6.0,5.0,100.4,mixed_ventilation_only,MEDIUM,0
CMC,2018,11,0,0,0,,,,,,,,7.6,108.0,1642.0,63.0,3.7,,,3.0,2.0,3.0,5.0,97.2,mixed_ventilation_only,MEDIUM,0
CMC,2018,12,0,0,0,,,,,,,,7.2,81.0,1606.0,82.0,3.7,,,4.0,3.0,9.0,5.0,96.5,mixed_ventilation_only,MEDIUM,0
CMC,2019,1,0,0,0,,,,,,,,9.6,73.0,1590.0,67.0,3.7,,,4.0,4.0,3.0,3.0,95.5,mixed_ventilation_only,MEDIUM,0
CMC,2019,2,0,0,0,,,,,,,,9.0,70.0,1603.0,70.0,3.8,,,5.0,4.0,6.0,8.0,95.0,mixed_ventilation_only,MEDIUM,0
CMC,2019,3,0,0,0,,,,,,,,8.3,67.0,1601.0,78.0,3.8,,,5.0,3.0,6.0,8.0,91.8,mixed_ventilation_only,MEDIUM,0
CMC,2019,4,0,0,0,,,,,,,,8.6,62.0,1632.0,78.0,3.9,,,5.0,3.0,6.0,10.0,89.3,mixed_ventilation_only,MEDIUM,0
CMC,2019,5,0,0,0,,,,,,,,10.3,74.0,1657.0,58.0,3.9,,,6.0,3.0,6.0,10.0,90.2,mixed_ventilation_only,MEDIUM,0
CMC,2019,6,0,0,1,,,,,,,,12.0,81.0,1665.0,65.0,3.9,,,7.0,5.0,6.0,9.0,92.2,mixed_ventilation_only,MEDIUM,0
CMC,2019,7,2,0,2,,,,,,,,9.3,82.0,1526.0,65.0,3.9,,,10.0,11.0,12.0,6.0,95.9,mixed_ventilation_only,MEDIUM,0
CMC,2019,8,0,0,1,,,,,,,,9.8,92.0,1557.0,71.0,4.0,,,12.0,9.0,6.0,20.0,99.9,mixed_ventilation_only,MEDIUM,0
CMC,2019,9,5,1,6,,,,,,,,11.7,94.0,1584.0,69.0,4.0,,,10.0,11.0,3.0,10.0,99.9,mixed_ventilation_only,MEDIUM,0
CMC,2019,10,3,1,4,,,,,,,,8.4,91.0,1604.0,71.0,4.0,,,11.0,10.0,3.0,14.0,99.3,mixed_ventilation_only,MEDIUM,0
CMC,2019,11,0,0,1,,,,,,,,8.4,68.0,1749.0,59.0,4.0,,,9.0,8.0,3.0,13.0,99.3,mixed_ventilation_only,MEDIUM,0
CMC,2019,12,0,0,0,,,,,,,,11.9,66.0,1743.0,63.0,4.1,,,10.0,8.0,13.0,14.0,97.8,mixed_ventilation_only,MEDIUM,0
CMC,2020,1,0,0,0,,,,,,,,11.1,73.0,1754.0,66.0,4.1,,,8.0,7.0,3.0,14.0,98.1,mixed_ventilation_only,MEDIUM,0
CMC,2020,2,0,0,0,,,,,,,,11.5,81.0,1757.0,51.0,4.1,,,12.0,8.0,3.0,22.0,98.5,mixed_ventilation_only,MEDIUM,0
CMC,2020,3,0,0,0,,,,,,,,9.4,78.0,1750.0,67.0,3.9,,,12.0,7.0,0.0,24.0,99.6,mixed_ventilation_only,MEDIUM,0
CMC,2020,4,0,0,0,,,,,,,,7.1,82.0,1751.0,34.0,4.0,,,11.0,6.0,0.0,24.0,97.1,mixed_ventilation_only,MEDIUM,0
CMC,2020,5,0,0,0,,,,,,,,8.4,80.0,1761.0,44.0,4.1,,,11.0,6.0,0.0,26.0,96.7,mixed_ventilation_only,MEDIUM,0
CMC,2020,6,3,0,3,,,,,,,,9.7,96.0,1758.0,42.0,4.1,,,11.0,6.0,3.0,24.0,94.8,mixed_ventilation_only,MEDIUM,0
CMC,2020,7,0,0,0,,,,,,,,9.1,95.0,1746.0,43.0,4.3,,,11.0,5.0,7.0,24.0,90.8,mixed_ventilation_only,MEDIUM,0
CMC,2020,8,6,4,9,,,,,,,,8.3,106.0,1753.0,19.0,4.4,,,10.0,5.0,10.0,24.0,86.4,mixed_ventilation_only,MEDIUM,0
CMC,2020,9,4,4,6,,,,,,,,7.0,103.0,1746.0,39.0,4.4,,,9.0,5.0,10.0,18.0,83.4,mixed_ventilation_only,MEDIUM,0
CMC,2020,10,9,6,10,,,,,,,,6.3,99.0,1751.0,59.0,4.5,,,9.0,6.0,10.0,17.0,81.2,mixed_ventilation_only,MEDIUM,0
CMC,2020,11,0,0,1,,,,,,,,7.7,55.0,1819.0,61.0,4.5,,,9.0,6.0,14.0,17.0,81.7,mixed_ventilation_only,MEDIUM,0
CMC,2020,12,0,0,0,,,,,,,,7.2,73.0,2045.0,30.0,4.6,,,11.0,8.0,17.0,17.0,80.1,mixed_ventilation_only,MEDIUM,0
CMC,2021,1,0,0,0,,,,,6.0,2.0,4.0,6.8,81.0,2049.0,16.0,4.6,,,11.0,8.0,14.0,16.0,78.8,mixed_ventilation_only,MEDIUM,0
CMC,2021,2,0,0,0,,,,,1.0,1.0,0.0,4.1,117.0,2042.0,111.0,4.4,,,10.0,8.0,14.0,17.0,78.3,mixed_ventilation_only,MEDIUM,0
CMC,2021,3,0,0,0,,,,,6.0,4.0,2.0,7.0,109.0,2048.0,111.0,4.4,,,12.0,9.0,10.0,17.0,77.6,mixed_ventilation_only,MEDIUM,0
CMC,2021,4,0,0,0,,,,,11.0,0.0,11.0,8.7,111.0,2062.0,111.0,4.4,,,11.0,8.0,14.0,19.0,78.3,mixed_ventilation_only,MEDIUM,0
CMC,2021,5,0,0,0,,,,,12.0,7.0,5.0,9.8,144.0,2099.0,111.0,4.4,,,11.0,7.0,17.0,19.0,80.2,mixed_ventilation_only,MEDIUM,0
CMC,2021,6,2,1,3,,,,,9.0,3.0,6.0,4.0,154.0,2098.0,111.0,4.4,,,10.0,5.0,11.0,22.0,79.9,mixed_ventilation_only,MEDIUM,0
CMC,2021,7,0,0,1,189.92,0.45,,7.0,9.0,2.0,7.0,9.0,146.0,2096.0,111.0,4.4,18851986.16,210272742.0,12.0,9.0,4.0,21.0,79.1,mixed_ventilation_only,MEDIUM,0
CMC,2021,8,0,0,0,122.7,0.11,,9.0,6.0,3.0,3.0,9.6,140.0,2092.0,111.0,4.4,19259324.26,210262420.0,13.0,10.0,4.0,21.0,80.9,mixed_ventilation_only,MEDIUM,0
CMC,2021,9,1,0,2,180.35,0.05,,11.0,10.0,4.0,6.0,8.7,135.0,2087.0,111.0,4.4,20003578.92,210262420.0,12.0,10.0,4.0,19.0,80.3,mixed_ventilation_only,MEDIUM,0
CMC,2021,10,1,0,3,100.85,0.0,,7.0,14.0,7.0,7.0,16.9,132.0,2083.0,111.0,4.4,18978706.86,210262420.0,12.0,10.0,4.0,19.0,79.9,mixed_ventilation_only,MEDIUM,0
CMC,2021,11,0,0,0,281.95,0.03,1.0,12.0,12.0,8.0,4.0,12.8,204.0,2330.0,111.0,4.4,19328339.89,224519294.0,12.0,10.0,4.0,19.0,83.1,mixed_ventilation_only,MEDIUM,0
CMC,2021,12,0,0,0,185.8,0.08,,9.0,13.0,5.0,8.0,11.6,178.0,2282.0,111.0,4.4,22260397.83,224537714.0,13.0,11.0,7.0,19.0,85.0,mixed_ventilation_only,MEDIUM,0
CMC,2022,1,0,0,0,216.41,21.84,,7.0,6.0,3.0,3.0,8.1,160.0,2233.0,111.0,4.4,19343718.60000001,225940167.0,15.0,12.0,11.0,23.0,84.3,mixed_ventilation_only,MEDIUM,0
CMC,2022,2,0,0,0,193.7,26.31,1.0,11.0,15.0,5.0,10.0,12.7,141.0,2220.0,111.0,4.4,20123980.47,227250052.0,16.0,13.0,11.0,23.0,83.8,mixed_ventilation_only,MEDIUM,0
CMC,2022,3,0,0,0,116.05,27.22,,10.0,8.0,1.0,7.0,11.3,146.0,2196.0,111.0,4.4,18915431.47,226955611.0,17.0,15.0,11.0,23.0,83.8,mixed_ventilation_only,MEDIUM,0
CMC,2022,4,2,0,2,161.0,0.0,,10.0,14.0,7.0,7.0,8.6,133.0,2167.0,111.0,4.4,19199619.97,237082892.0,17.0,16.0,7.0,22.0,86.8,mixed_ventilation_only,MEDIUM,0
CMC,2022,5,0,0,0,169.65,3.91,,10.0,12.0,5.0,7.0,6.5,121.0,2165.0,111.0,4.4,19394689.97,237682392.0,17.0,16.0,7.0,22.0,89.5,mixed_ventilation_only,MEDIUM,0
CMC,2022,6,3,0,4,136.8,9.32,1.0,15.0,17.0,5.0,12.0,11.2,119.0,2142.0,111.0,4.4,20399656.50999999,238084165.0,18.0,17.0,7.0,23.0,90.8,mixed_ventilation_only,MEDIUM,0
CMC,2022,7,0,0,0,189.3,8.83,,7.0,13.0,5.0,8.0,9.0,112.0,2129.0,111.0,4.4,21146075.94,230732081.0,21.0,18.0,14.0,30.0,89.5,mixed_ventilation_only,MEDIUM,0
CMC,2022,8,0,0,0,138.45,5.18,,11.0,11.0,4.0,7.0,8.7,110.0,2111.0,111.0,4.4,23227146.789999995,230974636.0,22.0,20.0,11.0,29.0,88.9,mixed_ventilation_only,MEDIUM,0
CMC,2022,9,9,5,9,207.75,0.06,,12.0,17.0,5.0,12.0,17.7,114.0,2090.0,111.0,4.4,20872967.21,230983982.0,21.0,18.0,11.0,27.0,88.1,mixed_ventilation_only,MEDIUM,0
CMC,2022,10,2,0,2,124.95,0.0,,10.0,9.0,3.0,6.0,12.0,118.0,2060.0,111.0,4.4,22645114.72,231100052.0,19.0,16.0,7.0,28.0,86.1,mixed_ventilation_only,MEDIUM,0
CMC,2022,11,0,0,0,363.15,0.0,1.0,10.0,14.0,5.0,9.0,11.6,128.0,2012.0,111.0,4.4,21552843.299999997,253130430.0,21.0,18.0,4.0,30.0,83.3,mixed_ventilation_only,MEDIUM,0
CMC,2022,12,0,0,0,251.4,1.04,,19.0,24.0,12.0,12.0,12.3,115.0,1980.0,111.0,4.4,25621301.42,253175180.0,19.0,17.0,4.0,27.0,84.7,mixed_ventilation_only,MEDIUM,0
CMC,2023,1,0,0,0,350.15,0.0,,17.0,18.0,4.0,14.0,17.4,107.0,1973.0,111.0,4.4,20977595.75,257012156.0,21.0,19.0,4.0,28.0,85.3,mixed_ventilation_only,MEDIUM,0
CMC,2023,2,0,0,0,255.15,0.0,1.0,14.0,14.0,7.0,7.0,11.4,110.0,1990.0,111.0,4.4,21543884.99000001,258357543.0,21.0,19.0,4.0,28.0,88.0,mixed_ventilation_only,MEDIUM,0
CMC,2023,3,0,0,0,245.1,0.0,,14.0,22.0,5.0,17.0,12.4,105.0,1920.0,111.0,4.4,22355081.620000005,258151833.0,21.0,19.0,7.0,29.0,86.9,mixed_ventilation_only,MEDIUM,0
CMC,2023,4,0,0,0,246.1,0.0,,10.0,16.0,7.0,9.0,11.0,96.0,2024.0,111.0,4.4,21603514.379999995,268027146.0,21.0,18.0,8.0,29.0,84.8,mixed_ventilation_only,MEDIUM,0
CMC,2023,5,0,0,0,335.8,0.0,,14.0,21.0,6.0,15.0,12.4,96.0,1933.0,111.0,4.4,21406434.28999999,268269050.0,21.0,18.0,8.0,31.0,82.8,mixed_ventilation_only,MEDIUM,0
CMC,2023,6,0,0,0,265.5,0.0,,10.0,18.0,5.0,13.0,15.6,85.0,1934.0,111.0,4.4,21296115.25999999,269137691.0,22.0,19.0,12.0,31.0,76.3,mixed_ventilation_only,MEDIUM,0
CMC,2023,7,1,0,2,352.25,0.12,,10.0,14.0,4.0,10.0,14.0,102.0,1934.0,111.0,4.4,19501935.56,249408857.0,24.0,22.0,12.0,33.0,70.5,mixed_ventilation_only,MEDIUM,0
CMC,2023,8,3,1,3,294.3,0.0,,16.0,14.0,6.0,8.0,11.3,99.0,1945.0,111.0,4.4,20835413.849999998,249408857.0,26.0,24.0,12.0,33.0,60.9,mixed_ventilation_only,MEDIUM,0
CMC,2023,9,0,0,1,379.9,0.0,,18.0,11.0,3.0,8.0,17.8,101.0,1954.0,111.0,4.4,19681603.110000007,249457431.0,26.0,22.0,27.0,35.0,55.9,mixed_ventilation_only,MEDIUM,0
CMC,2023,10,3,1,4,959.5,0.0,,8.0,17.0,2.0,15.0,12.9,111.0,1974.0,111.0,4.4,18313232.869999997,249563810.0,25.0,22.0,24.0,34.0,54.1,mixed_ventilation_only,MEDIUM,0
CMC,2023,11,0,0,0,1870.5,0.0,,7.0,12.0,2.0,10.0,19.0,198.0,2447.0,111.0,4.4,19319828.099999994,249748300.0,25.0,21.0,24.0,35.0,78.4,mixed_ventilation_only,MEDIUM,0
CMC,2023,12,0,0,0,1508.5,0.0,,11.0,17.0,4.0,13.0,14.4,166.0,2552.0,111.0,4.4,21553341.83,249991184.0,25.0,20.0,28.0,38.0,81.0,mixed_ventilation_only,MEDIUM,0
CMC,2024,1,0,0,0,866.0,0.0,1.0,11.0,13.0,3.0,10.0,15.7,154.0,2656.0,111.0,4.4,20173330.090000004,254065596.0,22.0,16.0,22.0,38.0,86.1,mixed_ventilation_only,MEDIUM,0
CMC,2024,2,0,0,0,333.25,0.0,,10.0,16.0,11.0,5.0,14.3,141.0,2748.0,111.0,4.4,18227873.27000001,255024458.0,23.0,17.0,22.0,36.0,88.8,mixed_ventilation_only,MEDIUM,0
CMC,2024,3,0,0,0,269.25,0.0,,19.0,18.0,4.0,14.0,15.0,155.0,2792.0,111.0,4.4,20467651.169999987,255032087.0,23.0,17.0,22.0,36.0,90.2,mixed_ventilation_only,MEDIUM,0
CMC,2024,4,0,0,0,274.5,0.0,,19.0,21.0,3.0,18.0,11.2,149.0,2827.0,111.0,4.4,17855650.860000014,238207139.0,23.0,18.0,22.0,35.0,88.4,mixed_ventilation_only,MEDIUM,0
CMC,2024,5,0,0,0,206.0,0.0,,25.0,30.0,8.0,22.0,11.0,143.0,2827.0,86.0,4.6,17766761.72999999,238444774.0,23.0,18.0,22.0,35.0,86.4,mixed_ventilation_only,MEDIUM,0
