facilityid,name,cdcr_code,tract_geoid,loca2_days_over_avg_plus10_historic,loca2_days_over_avg_plus10_midcentury,loca2_nights_over_p95_historic,loca2_nights_over_p95_midcentury,loca2_days_over_90_historic,loca2_days_over_90_midcentury,loca2_avg_summer_tmax_f,loca2_p95_tmin_f,AQI_norm,heat_hazard_historic_idx,heat_hazard_midcentury_idx
10006711,Solano County Stanton Correctional Facility,,6095252317,15.024,31.626,13.858,42.489,47.711,80.204,86.803,57.807,24.07033421499854,28.847631208917125,71.97560648780707
10005315,Santa Clara County Main Jail Complex (North),,6085500200,11.767,22.792,13.06,40.375,19.779,35.995,82.426,62.799,49.04400230185499,26.166630435936572,64.31148118252227
10000818,Monterey County Jail / Rehabilitation Facility,,6053010608,21.236,31.425,11.792,32.696,6.055,9.098,72.574,59.251,13.595498034902272,33.187416654721105,61.61300808036643
10001529,Santa Cruz County Main Jail,,6087100200,17.105,24.626,12.901,36.604,7.811,11.889,76.243,57.406,23.76061878080259,30.386985345589085,58.96673555880453
10005314,Santa Clara County Juvenile Hall,,6085500200,12.533,23.113,12.967,39.53,12.786,23.525,80.093,62.428,49.04400230185499,27.01755420939797,63.93956844122067
10000788,Solano County Justice Center Detention Facility,,6095252502,14.806,29.755,14.044,44.242,48.77,79.101,87.357,59.452,44.7138208342807,30.416987240427645,75.44145711588152
10000868,Santa Maria Juvenile Hall,,6083002013,18.612,33.563,12.018,29.43,4.013,7.832,72.954,59.737,15.262757666854682,30.613230138170945,61.5971153860979
10000819,Monterey County Juvenile Hall,,6053010608,21.236,31.425,11.792,32.696,6.055,9.098,72.574,59.251,13.595498034902272,33.187416654721105,61.61300808036643
10005277,Sierra County Jail Temporary Holding Facility,,6091010000,9.428,32.17,15.613,55.231,19.444,50.888,82.438,56.163,22.65832762939065,23.85126613355287,83.03118378753403
10005293,Sonoma County Juvenile Hall,,6097151601,13.968,32.384,13.208,31.14,15.867,36.118,80.626,61.231,6.424355841241369,25.75605969768171,60.129941509282034
10005297,Solano County Juvenile Detention Facility,,6095252401,15.219,30.96,14.159,43.749,50.624,81.437,87.537,62.058,43.56863264168538,30.924186914007727,76.22348765481945
10005294,Sonoma County Probation Camp,,6097153810,14.755,28.528,14.852,54.224,36.028,62.008,84.89,55.399,21.00460419632761,29.12843366174394,77.68262543594464
10002320,North County Detention Facility,,6097152702,15.822,29.851,14.956,57.195,28.641,50.979,83.387,55.909,26.59699347856136,30.902560628306464,82.9563220210511
10000865,Santa Barbara County Main Jail,,6083000101,13.355,27.543,12.996,30.383,14.07,28.583,80.193,68.257,27.511102613320855,26.46767473463687,57.6400217845547
10000886,Ventura County Pre-Trial Detention Facility (Main Jail),,6111001510,15.511,27.181,12.453,29.997,5.331,9.73,75.699,65.258,40.224852135941155,29.49168135860822,58.89837887646788
10000885,Ventura County Juvenile Justice Complex,,6111005004,14.343,25.924,12.483,31.283,8.321,15.279,77.781,65.349,42.585822714804266,28.30315116628772,58.904927663631724
10002317,Yolo County Monroe Detention Center,,6113011208,9.104,27.658,14.731,45.001,89.959,122.958,93.114,62.744,30.96927886288644,23.271830885560124,70.91362045551143
